"","X","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust","ParentTerm","Factor"
"92",146,"GO:0030097",0,1,12,12,"hemopoiesis","BP",0,"hemopoiesis","Down"
"93",147,"GO:0030162",0,1,16,16,"regulation of proteolysis","BP",0,"regulation of endopeptidase activity","Down"
"94",148,"GO:0030163",0,1,12,12,"protein catabolic process","BP",0,"regulation of cellular catabolic process","Down"
"95",149,"GO:0030182",0,1,23,23,"neuron differentiation","BP",0,"vasculature development","Down"
"96",151,"GO:0030855",0,1,13,13,"epithelial cell differentiation","BP",0,"epithelial cell development","Down"
"97",152,"GO:0031175",0,1,17,17,"neuron projection development","BP",0,"vasculature development","Down"
"98",153,"GO:0031328",0,1,20,20,"positive regulation of cellular biosynthetic process","BP",0,"positive regulation of gene expression","Down"
"99",154,"GO:0031329",0,1,14,14,"regulation of cellular catabolic process","BP",0,"regulation of cellular catabolic process","Down"
"100",155,"GO:0031344",0,1,17,17,"regulation of cell projection organization","BP",0,"endomembrane system organization","Down"
"101",157,"GO:0031346",0,1,12,12,"positive regulation of cell projection organization","BP",0,"endomembrane system organization","Down"
"102",159,"GO:0031401",0,1,18,18,"positive regulation of protein modification process","BP",0,"regulation of endopeptidase activity","Down"
"103",164,"GO:0032940",0,1,17,17,"secretion by cell","BP",0,"Golgi vesicle transport","Down"
"104",165,"GO:0032984",0,1,11,11,"protein-containing complex disassembly","BP",0,"endomembrane system organization","Down"
"105",166,"GO:0032989",0,1,20,20,"cellular component morphogenesis","BP",0,"regionalization","Down"
"106",167,"GO:0032990",0,1,16,16,"cell part morphogenesis","BP",0,"regionalization","Down"
"107",169,"GO:0033365",0,1,13,13,"protein localization to organelle","BP",0,"organelle localization","Down"
"108",170,"GO:0033993",0,1,18,18,"response to lipid","BP",0,"response to acid chemical","Down"
"109",171,"GO:0034097",0,1,12,12,"response to cytokine","BP",0,"response to acid chemical","Down"
"110",172,"GO:0034220",0,1,13,13,"monoatomic ion transmembrane transport","BP",0,"organelle localization","Down"
"111",173,"GO:0034654",0,1,15,15,"nucleobase-containing compound biosynthetic process","BP",0,"aromatic compound biosynthetic process","Down"
"112",175,"GO:0035556",0,1,19,19,"intracellular signal transduction","BP",0,"cell surface receptor signaling pathway","Down"
"113",178,"GO:0040008",0,1,20,20,"regulation of growth","BP",0,"positive regulation of growth","Down"
"114",179,"GO:0040012",0,1,12,12,"regulation of locomotion","BP",0,"regulation of locomotion","Down"
"115",182,"GO:0042176",0,1,11,11,"regulation of protein catabolic process","BP",0,"regulation of cellular catabolic process","Down"
"116",183,"GO:0042325",0,1,17,17,"regulation of phosphorylation","BP",0,"organophosphate metabolic process","Down"
"117",184,"GO:0042327",0,1,12,12,"positive regulation of phosphorylation","BP",0,"organophosphate metabolic process","Down"
"118",186,"GO:0042886",0,1,18,18,"amide transport","BP",0,"nitrogen compound transport","Down"
"119",189,"GO:0043065",0,1,12,12,"positive regulation of apoptotic process","BP",0,"regulation of apoptotic signaling pathway","Down"
"120",190,"GO:0043066",0,1,19,19,"negative regulation of apoptotic process","BP",0,"regulation of apoptotic signaling pathway","Down"
"121",191,"GO:0043068",0,1,13,13,"positive regulation of programmed cell death","BP",0,"regulation of apoptotic signaling pathway","Down"
"122",192,"GO:0043069",0,1,19,19,"negative regulation of programmed cell death","BP",0,"regulation of apoptotic signaling pathway","Down"
"123",193,"GO:0043085",0,1,19,19,"positive regulation of catalytic activity","BP",0,"regulation of transferase activity","Down"
"124",197,"GO:0043408",0,1,13,13,"regulation of MAPK cascade","BP",0,"cell surface receptor signaling pathway","Down"
"125",199,"GO:0043436",0,1,18,18,"oxoacid metabolic process","BP",0,"small molecule biosynthetic process","Down"
"126",200,"GO:0043603",0,1,11,11,"amide metabolic process","BP",0,"amide metabolic process","Down"
"127",202,"GO:0044087",0,1,17,17,"regulation of cellular component biogenesis","BP",0,"endomembrane system organization","Down"
"128",204,"GO:0044092",0,1,15,15,"negative regulation of molecular function","BP",0,"regulation of transferase activity","Down"
"129",205,"GO:0044093",0,1,22,22,"positive regulation of molecular function","BP",0,"regulation of transferase activity","Down"
"130",206,"GO:0044255",0,1,13,13,"cellular lipid metabolic process","BP",0,"cellular lipid metabolic process","Down"
"131",207,"GO:0044265",0,1,16,16,"cellular macromolecule catabolic process","BP",0,"regulation of cellular catabolic process","Down"
"132",208,"GO:0044271",0,1,23,23,"cellular nitrogen compound biosynthetic process","BP",0,"organic cyclic compound biosynthetic process","Down"
"133",209,"GO:0044283",0,1,13,13,"small molecule biosynthetic process","BP",0,"small molecule biosynthetic process","Down"
"134",210,"GO:0044782",0,1,11,11,"cilium organization","BP",0,"endomembrane system organization","Down"
"135",211,"GO:0045055",0,1,12,12,"regulated exocytosis","BP",0,"Golgi vesicle transport","Down"
"136",212,"GO:0045137",0,1,11,11,"development of primary sexual characteristics","BP",0,"development of primary sexual characteristics","Down"
"137",213,"GO:0045184",0,1,18,18,"establishment of protein localization","BP",0,"organelle localization","Down"
"138",214,"GO:0045321",0,1,15,15,"leukocyte activation","BP",0,"leukocyte activation","Down"
"139",215,"GO:0045596",0,1,18,18,"negative regulation of cell differentiation","BP",0,"regulation of anatomical structure morphogenesis","Down"
"140",216,"GO:0045597",0,1,16,16,"positive regulation of cell differentiation","BP",0,"regulation of anatomical structure morphogenesis","Down"
"141",217,"GO:0045664",0,1,14,14,"regulation of neuron differentiation","BP",0,"regulation of anatomical structure morphogenesis","Down"
"142",220,"GO:0045786",0,1,12,12,"negative regulation of cell cycle","BP",0,"negative regulation of cell cycle","Down"
"143",221,"GO:0045862",0,1,12,12,"positive regulation of proteolysis","BP",0,"regulation of endopeptidase activity","Down"
"144",222,"GO:0045892",0,1,16,16,"negative regulation of DNA-templated transcription","BP",0,"negative regulation of protein metabolic process","Down"
"145",223,"GO:0045893",0,1,15,15,"positive regulation of DNA-templated transcription","BP",0,"positive regulation of gene expression","Down"
"146",224,"GO:0045927",0,1,12,12,"positive regulation of growth","BP",0,"positive regulation of growth","Down"
"147",225,"GO:0045935",0,1,20,20,"positive regulation of nucleobase-containing compound metabolic process","BP",0,"positive regulation of gene expression","Down"
"148",226,"GO:0045937",0,1,13,13,"positive regulation of phosphate metabolic process","BP",0,"organophosphate metabolic process","Down"
"149",227,"GO:0045944",0,1,11,11,"positive regulation of transcription by RNA polymerase II","BP",0,"positive regulation of gene expression","Down"
"150",229,"GO:0046903",0,1,19,19,"secretion","BP",0,"Golgi vesicle transport","Down"
"151",230,"GO:0048193",0,1,11,11,"Golgi vesicle transport","BP",0,"Golgi vesicle transport","Down"
"152",232,"GO:0048285",0,1,13,13,"organelle fission","BP",0,"endomembrane system organization","Down"
"153",233,"GO:0048477",0,1,11,11,"oogenesis","BP",0,"development of primary sexual characteristics","Down"
"154",236,"GO:0048568",0,1,11,11,"embryonic organ development","BP",0,"eye development","Down"
"155",237,"GO:0048569",0,1,11,11,"post-embryonic animal organ development","BP",0,"eye development","Down"
"156",239,"GO:0048598",0,1,16,16,"embryonic morphogenesis","BP",0,"regionalization","Down"
"157",240,"GO:0048608",0,1,12,12,"reproductive structure development","BP",0,"vasculature development","Down"
"158",241,"GO:0048638",0,1,15,15,"regulation of developmental growth","BP",0,"positive regulation of growth","Down"
"159",243,"GO:0048646",0,1,19,19,"anatomical structure formation involved in morphogenesis","BP",0,"regionalization","Down"
"160",244,"GO:0048666",0,1,21,21,"neuron development","BP",0,"vasculature development","Down"
"161",245,"GO:0048667",0,1,12,12,"cell morphogenesis involved in neuron differentiation","BP",0,"regionalization","Down"
"162",246,"GO:0048732",0,1,12,12,"gland development","BP",0,"eye development","Down"
"163",248,"GO:0048812",0,1,14,14,"neuron projection morphogenesis","BP",0,"regionalization","Down"
"164",249,"GO:0048858",0,1,14,14,"cell projection morphogenesis","BP",0,"regionalization","Down"
"165",250,"GO:0048878",0,1,18,18,"chemical homeostasis","BP",0,"inorganic ion homeostasis","Down"
"166",251,"GO:0050678",0,1,12,12,"regulation of epithelial cell proliferation","BP",0,"regulation of epithelial cell proliferation","Down"
"167",252,"GO:0050767",0,1,17,17,"regulation of neurogenesis","BP",0,"negative regulation of nervous system development","Down"
"168",254,"GO:0050769",0,1,11,11,"positive regulation of neurogenesis","BP",0,"negative regulation of nervous system development","Down"
"169",255,"GO:0050776",0,1,11,11,"regulation of immune response","BP",0,"immune effector process","Down"
"170",256,"GO:0050801",0,1,12,12,"monoatomic ion homeostasis","BP",0,"inorganic ion homeostasis","Down"
"171",257,"GO:0050877",0,1,14,14,"nervous system process","BP",0,"behavior","Down"
"172",258,"GO:0051049",0,1,22,22,"regulation of transport","BP",0,"organelle localization","Down"
"173",259,"GO:0051050",0,1,14,14,"positive regulation of transport","BP",0,"organelle localization","Down"
"174",261,"GO:0051094",0,1,21,21,"positive regulation of developmental process","BP",0,"regulation of anatomical structure morphogenesis","Down"
"175",262,"GO:0051129",0,1,20,20,"negative regulation of cellular component organization","BP",0,"endomembrane system organization","Down"
"176",263,"GO:0051174",0,1,19,19,"regulation of phosphorus metabolic process","BP",0,"organophosphate metabolic process","Down"
"177",264,"GO:0051248",0,1,16,16,"negative regulation of protein metabolic process","BP",0,"negative regulation of protein metabolic process","Down"
"178",265,"GO:0051253",0,1,19,19,"negative regulation of RNA metabolic process","BP",0,"negative regulation of protein metabolic process","Down"
"179",266,"GO:0051254",0,1,16,16,"positive regulation of RNA metabolic process","BP",0,"positive regulation of gene expression","Down"
"180",268,"GO:0051276",0,1,16,16,"chromosome organization","BP",0,"endomembrane system organization","Down"
"181",269,"GO:0051301",0,1,13,13,"cell division","BP",0,"cell division","Down"
"182",270,"GO:0051336",0,1,19,19,"regulation of hydrolase activity","BP",0,"regulation of transferase activity","Down"
"183",271,"GO:0051338",0,1,12,12,"regulation of transferase activity","BP",0,"regulation of transferase activity","Down"
"184",272,"GO:0051345",0,1,11,11,"positive regulation of hydrolase activity","BP",0,"regulation of transferase activity","Down"
"185",274,"GO:0051603",0,1,11,11,"proteolysis involved in protein catabolic process","BP",0,"regulation of cellular catabolic process","Down"
"186",275,"GO:0051640",0,1,21,21,"organelle localization","BP",0,"organelle localization","Down"
"187",278,"GO:0051656",0,1,18,18,"establishment of organelle localization","BP",0,"organelle localization","Down"
"188",279,"GO:0051726",0,1,22,22,"regulation of cell cycle","BP",0,"negative regulation of cell cycle","Down"
"189",281,"GO:0051960",0,1,23,23,"regulation of nervous system development","BP",0,"negative regulation of nervous system development","Down"
"190",282,"GO:0051961",0,1,11,11,"negative regulation of nervous system development","BP",0,"negative regulation of nervous system development","Down"
"191",283,"GO:0051962",0,1,13,13,"positive regulation of nervous system development","BP",0,"negative regulation of nervous system development","Down"
"192",284,"GO:0052547",0,1,12,12,"regulation of peptidase activity","BP",0,"regulation of endopeptidase activity","Down"
"193",285,"GO:0052548",0,1,11,11,"regulation of endopeptidase activity","BP",0,"regulation of endopeptidase activity","Down"
"194",286,"GO:0055080",0,1,11,11,"monoatomic cation homeostasis","BP",0,"inorganic ion homeostasis","Down"
"195",287,"GO:0055082",0,1,13,13,"intracellular chemical homeostasis","BP",0,"inorganic ion homeostasis","Down"
"196",288,"GO:0055085",0,1,13,13,"transmembrane transport","BP",0,"organelle localization","Down"
"197",289,"GO:0055086",0,1,16,16,"nucleobase-containing small molecule metabolic process","BP",0,"small molecule biosynthetic process","Down"
"198",290,"GO:0060271",0,1,11,11,"cilium assembly","BP",0,"endomembrane system organization","Down"
"199",291,"GO:0060284",0,1,19,19,"regulation of cell development","BP",0,"regulation of anatomical structure morphogenesis","Down"
"200",292,"GO:0060322",0,1,16,16,"head development","BP",0,"head development","Down"
"201",294,"GO:0060548",0,1,22,22,"negative regulation of cell death","BP",0,"regulation of apoptotic signaling pathway","Down"
"202",295,"GO:0060562",0,1,21,21,"epithelial tube morphogenesis","BP",0,"regionalization","Down"
"203",297,"GO:0061024",0,1,21,21,"membrane organization","BP",0,"endomembrane system organization","Down"
"204",299,"GO:0061458",0,1,12,12,"reproductive system development","BP",0,"vasculature development","Down"
"205",303,"GO:0070647",0,1,16,16,"protein modification by small protein conjugation or removal","BP",0,"proteolysis","Down"
"206",305,"GO:0070925",0,1,19,19,"organelle assembly","BP",0,"endomembrane system organization","Down"
"207",307,"GO:0071345",0,1,11,11,"cellular response to cytokine stimulus","BP",0,"response to acid chemical","Down"
"208",309,"GO:0071417",0,1,11,11,"cellular response to organonitrogen compound","BP",0,"response to acid chemical","Down"
"209",310,"GO:0071495",0,1,22,22,"cellular response to endogenous stimulus","BP",0,"response to hormone","Down"
"210",311,"GO:0071702",0,1,20,20,"organic substance transport","BP",0,"organelle localization","Down"
"211",312,"GO:0071705",0,1,18,18,"nitrogen compound transport","BP",0,"nitrogen compound transport","Down"
"212",314,"GO:0072359",0,1,17,17,"circulatory system development","BP",0,"vasculature development","Down"
"213",316,"GO:0080134",0,1,20,20,"regulation of response to stress","BP",0,"regulation of cellular response to stress","Down"
"214",317,"GO:0080135",0,1,11,11,"regulation of cellular response to stress","BP",0,"regulation of cellular response to stress","Down"
"215",318,"GO:0090066",0,1,11,11,"regulation of anatomical structure size","BP",0,"regulation of anatomical structure size","Down"
"216",326,"GO:0098771",0,1,12,12,"inorganic ion homeostasis","BP",0,"inorganic ion homeostasis","Down"
"217",329,"GO:0120031",0,1,11,11,"plasma membrane bounded cell projection assembly","BP",0,"endomembrane system organization","Down"
"218",330,"GO:0120035",0,1,17,17,"regulation of plasma membrane bounded cell projection organization","BP",0,"endomembrane system organization","Down"
"219",331,"GO:0120039",0,1,14,14,"plasma membrane bounded cell projection morphogenesis","BP",0,"regionalization","Down"
"220",332,"GO:1901137",0,1,14,14,"carbohydrate derivative biosynthetic process","BP",0,"carbohydrate derivative biosynthetic process","Down"
"221",333,"GO:1901362",0,1,17,17,"organic cyclic compound biosynthetic process","BP",0,"organic cyclic compound biosynthetic process","Down"
"222",334,"GO:1901565",0,1,19,19,"organonitrogen compound catabolic process","BP",0,"regulation of cellular catabolic process","Down"
"223",335,"GO:1901698",0,1,17,17,"response to nitrogen compound","BP",0,"response to acid chemical","Down"
"224",336,"GO:1901699",0,1,11,11,"cellular response to nitrogen compound","BP",0,"response to acid chemical","Down"
"225",337,"GO:1901701",0,1,19,19,"cellular response to oxygen-containing compound","BP",0,"response to acid chemical","Down"
"226",338,"GO:1902533",0,1,18,18,"positive regulation of intracellular signal transduction","BP",0,"cell surface receptor signaling pathway","Down"
"227",339,"GO:1902679",0,1,17,17,"negative regulation of RNA biosynthetic process","BP",0,"negative regulation of protein metabolic process","Down"
"228",340,"GO:1902680",0,1,15,15,"positive regulation of RNA biosynthetic process","BP",0,"positive regulation of gene expression","Down"
"229",341,"GO:1903047",0,1,20,20,"mitotic cell cycle process","BP",0,"negative regulation of cell cycle","Down"
"230",342,"GO:1903507",0,1,17,17,"negative regulation of nucleic acid-templated transcription","BP",0,"negative regulation of protein metabolic process","Down"
"231",343,"GO:1903508",0,1,15,15,"positive regulation of nucleic acid-templated transcription","BP",0,"positive regulation of gene expression","Down"
"232",345,"GO:2000113",0,1,21,21,"negative regulation of cellular macromolecule biosynthetic process","BP",0,"negative regulation of cellular macromolecule biosynthetic process","Down"
"233",347,"GO:2001233",0,1,14,14,"regulation of apoptotic signaling pathway","BP",0,"regulation of apoptotic signaling pathway","Down"
"234",349,"GO:0009987",6.28254730544686e-223,1,157,157,"cellular process","BP",7.66416376915552e-222,"cellular process","Down"
"235",350,"GO:0065007",1.69184819258513e-178,1,127,127,"biological regulation","BP",2.02447057609549e-177,"biological regulation","Down"
"236",351,"GO:0050789",3.66253525137891e-171,1,122,122,"regulation of biological process","BP",4.37331539762109e-170,"biological regulation","Down"
"237",352,"GO:0050794",5.79573661340608e-161,1,115,115,"regulation of cellular process","BP",6.89130201543389e-160,"biological regulation","Down"
"238",353,"GO:0008152",5.72882032236662e-146,1,105,105,"metabolic process","BP",6.7547345893009e-145,"metabolic process","Down"
"239",354,"GO:0071704",4.7003167613063e-143,1,103,103,"organic substance metabolic process","BP",5.53047709117376e-142,"metabolic process","Down"
"240",355,"GO:0044238",3.73871048997384e-140,1,101,101,"primary metabolic process","BP",4.38986923364429e-139,"metabolic process","Down"
"241",356,"GO:0044237",1.35679906583834e-138,1,100,100,"cellular metabolic process","BP",1.58979616113615e-137,"aromatic compound biosynthetic process","Down"
"242",357,"GO:0006807",3.39656969065094e-134,1,97,97,"nitrogen compound metabolic process","BP",3.97159061753292e-133,"metabolic process","Down"
"243",358,"GO:0071840",3.13591054791576e-133,1,96,96,"cellular component organization or biogenesis","BP",3.65921156274394e-132,"endomembrane system organization","Down"
"244",359,"GO:0016043",6.94103333341363e-129,1,93,93,"cellular component organization","BP",8.08257517915686e-128,"endomembrane system organization","Down"
"245",360,"GO:0032501",4.31543505545771e-126,1,91,91,"multicellular organismal process","BP",5.014802468569e-125,"behavior","Down"
"246",361,"GO:0032502",1.06350147003987e-121,1,88,88,"developmental process","BP",1.23331158130549e-120,"regionalization","Down"
"247",362,"GO:0050896",2.70911391047389e-119,1,86,86,"response to stimulus","BP",3.1288045080801e-118,"regulation of cellular response to stress","Down"
"248",363,"GO:0051179",3.69729621181873e-119,1,86,86,"localization","BP",4.26134180977717e-118,"organelle localization","Down"
"249",364,"GO:0048856",1.95731138035339e-117,1,85,85,"anatomical structure development","BP",2.25130753870851e-116,"regionalization","Down"
"250",365,"GO:0007275",1.36521212774595e-114,1,83,83,"multicellular organism development","BP",1.56707445050431e-113,"regionalization","Down"
"251",366,"GO:1901564",4.17559746898374e-110,1,80,80,"organonitrogen compound metabolic process","BP",4.77356335399439e-109,"proteolysis","Down"
"252",367,"GO:0048519",3.37576831839112e-109,1,79,79,"negative regulation of biological process","BP",3.85138264017254e-108,"negative regulation of protein metabolic process","Down"
"253",368,"GO:0043170",2.20513310094953e-108,1,79,79,"macromolecule metabolic process","BP",2.51073336504072e-107,"proteolysis","Down"
"254",369,"GO:0048518",1.16533427587061e-103,1,75,75,"positive regulation of biological process","BP",1.32149375831122e-102,"positive regulation of gene expression","Down"
"255",370,"GO:0048523",8.52304096039648e-101,1,73,73,"negative regulation of cellular process","BP",9.64575478971779e-100,"negative regulation of protein metabolic process","Down"
"256",371,"GO:0019222",1.24876706749536e-100,1,73,73,"regulation of metabolic process","BP",1.41043110068213e-99,"regulation of endopeptidase activity","Down"
