"","X","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust","ParentTerm","Factor"
"22",35,"GO:0006417",0,1,11,11,"regulation of translation","BP",0,"regulation of amide metabolic process","Up"
"23",36,"GO:0006518",0,1,15,15,"peptide metabolic process","BP",0,"regulation of amide metabolic process","Up"
"24",37,"GO:0006629",0,1,15,15,"lipid metabolic process","BP",0,"lipid biosynthetic process","Up"
"25",43,"GO:0006874",0,1,16,16,"intracellular calcium ion homeostasis","BP",0,"anatomical structure homeostasis","Up"
"26",44,"GO:0006897",0,1,17,17,"endocytosis","BP",0,"vesicle-mediated transport in synapse","Up"
"27",47,"GO:0006935",0,1,17,17,"chemotaxis","BP",0,"response to nutrient levels","Up"
"28",48,"GO:0007005",0,1,15,15,"mitochondrion organization","BP",0,"epigenetic regulation of gene expression","Up"
"29",50,"GO:0007018",0,1,15,15,"microtubule-based movement","BP",0,"microtubule-based movement","Up"
"30",51,"GO:0007059",0,1,17,17,"chromosome segregation","BP",0,"negative regulation of cell cycle","Up"
"31",53,"GO:0007163",0,1,12,12,"establishment or maintenance of cell polarity","BP",0,"establishment or maintenance of cell polarity","Up"
"32",54,"GO:0007264",0,1,11,11,"small GTPase mediated signal transduction","BP",0,"small GTPase mediated signal transduction","Up"
"33",55,"GO:0007268",0,1,14,14,"chemical synaptic transmission","BP",0,"negative regulation of intracellular signal transduction","Up"
"34",56,"GO:0007283",0,1,16,16,"spermatogenesis","BP",0,"regulation of reproductive process","Up"
"35",57,"GO:0007368",0,1,12,12,"determination of left/right symmetry","BP",0,"gastrulation","Up"
"36",58,"GO:0007369",0,1,14,14,"gastrulation","BP",0,"gastrulation","Up"
"37",60,"GO:0007411",0,1,15,15,"axon guidance","BP",0,"response to nutrient levels","Up"
"38",65,"GO:0007507",0,1,17,17,"heart development","BP",0,"gliogenesis","Up"
"39",66,"GO:0007517",0,1,11,11,"muscle organ development","BP",0,"muscle organ development","Up"
"40",67,"GO:0007548",0,1,15,15,"sex differentiation","BP",0,"regulation of reproductive process","Up"
"41",70,"GO:0007568",0,1,15,15,"aging","BP",0,"aging","Up"
"42",71,"GO:0007600",0,1,13,13,"sensory perception","BP",0,"learning or memory","Up"
"43",72,"GO:0007611",0,1,13,13,"learning or memory","BP",0,"learning or memory","Up"
"44",73,"GO:0007626",0,1,14,14,"locomotory behavior","BP",0,"locomotory behavior","Up"
"45",76,"GO:0008284",0,1,17,17,"positive regulation of cell population proliferation","BP",0,"negative regulation of cell population proliferation","Up"
"46",77,"GO:0008285",0,1,13,13,"negative regulation of cell population proliferation","BP",0,"negative regulation of cell population proliferation","Up"
"47",78,"GO:0008361",0,1,11,11,"regulation of cell size","BP",0,"regulation of hormone secretion","Up"
"48",79,"GO:0008380",0,1,13,13,"RNA splicing","BP",0,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","Up"
"49",80,"GO:0008406",0,1,12,12,"gonad development","BP",0,"regulation of reproductive process","Up"
"50",81,"GO:0008544",0,1,14,14,"epidermis development","BP",0,"muscle tissue development","Up"
"51",82,"GO:0008610",0,1,12,12,"lipid biosynthetic process","BP",0,"lipid biosynthetic process","Up"
"52",83,"GO:0009100",0,1,11,11,"glycoprotein metabolic process","BP",0,"glycoprotein metabolic process","Up"
"53",85,"GO:0009314",0,1,14,14,"response to radiation","BP",0,"response to light stimulus","Up"
"54",86,"GO:0009416",0,1,13,13,"response to light stimulus","BP",0,"response to light stimulus","Up"
"55",88,"GO:0009636",0,1,17,17,"response to toxic substance","BP",0,"response to toxic substance","Up"
"56",89,"GO:0009798",0,1,11,11,"axis specification","BP",0,"gastrulation","Up"
"57",90,"GO:0009799",0,1,13,13,"specification of symmetry","BP",0,"gastrulation","Up"
"58",91,"GO:0009855",0,1,13,13,"determination of bilateral symmetry","BP",0,"gastrulation","Up"
"59",92,"GO:0009880",0,1,11,11,"embryonic pattern specification","BP",0,"gastrulation","Up"
"60",93,"GO:0009886",0,1,17,17,"post-embryonic animal morphogenesis","BP",0,"post-embryonic animal organ morphogenesis","Up"
"61",94,"GO:0009895",0,1,12,12,"negative regulation of catabolic process","BP",0,"negative regulation of catabolic process","Up"
"62",95,"GO:0009952",0,1,11,11,"anterior/posterior pattern specification","BP",0,"gastrulation","Up"
"63",97,"GO:0009987",0,1,265,265,"cellular process","BP",0,"cellular process","Up"
"64",98,"GO:0009991",0,1,12,12,"response to extracellular stimulus","BP",0,"response to nutrient levels","Up"
"65",101,"GO:0010256",0,1,14,14,"endomembrane system organization","BP",0,"epigenetic regulation of gene expression","Up"
"66",103,"GO:0010506",0,1,12,12,"regulation of autophagy","BP",0,"negative regulation of catabolic process","Up"
"67",104,"GO:0010563",0,1,11,11,"negative regulation of phosphorus metabolic process","BP",0,"organophosphate biosynthetic process","Up"
"68",105,"GO:0010608",0,1,17,17,"post-transcriptional regulation of gene expression","BP",0,"post-transcriptional regulation of gene expression","Up"
"69",106,"GO:0010631",0,1,11,11,"epithelial cell migration","BP",0,"epithelium migration","Up"
"70",107,"GO:0010639",0,1,15,15,"negative regulation of organelle organization","BP",0,"epigenetic regulation of gene expression","Up"
"71",108,"GO:0010721",0,1,13,13,"negative regulation of cell development","BP",0,"positive regulation of neuron differentiation","Up"
"72",109,"GO:0010769",0,1,13,13,"regulation of cell morphogenesis involved in differentiation","BP",0,"post-embryonic animal organ morphogenesis","Up"
"73",110,"GO:0010817",0,1,15,15,"regulation of hormone levels","BP",0,"regulation of hormone secretion","Up"
"74",112,"GO:0010959",0,1,12,12,"regulation of metal ion transport","BP",0,"negative regulation of transport","Up"
"75",113,"GO:0010976",0,1,11,11,"positive regulation of neuron projection development","BP",0,"epigenetic regulation of gene expression","Up"
"76",115,"GO:0015931",0,1,13,13,"nucleobase-containing compound transport","BP",0,"RNA transport","Up"
"77",117,"GO:0016049",0,1,13,13,"cell growth","BP",0,"cell growth","Up"
"78",118,"GO:0016050",0,1,13,13,"vesicle organization","BP",0,"epigenetic regulation of gene expression","Up"
"79",120,"GO:0016331",0,1,16,16,"morphogenesis of embryonic epithelium","BP",0,"muscle tissue development","Up"
"80",121,"GO:0016567",0,1,13,13,"protein ubiquitination","BP",0,"protein ubiquitination","Up"
"81",123,"GO:0019752",0,1,14,14,"carboxylic acid metabolic process","BP",0,"nucleobase-containing small molecule metabolic process","Up"
"82",126,"GO:0022411",0,1,15,15,"cellular component disassembly","BP",0,"epigenetic regulation of gene expression","Up"
"83",127,"GO:0022604",0,1,17,17,"regulation of cell morphogenesis","BP",0,"post-embryonic animal organ morphogenesis","Up"
"84",128,"GO:0022613",0,1,15,15,"ribonucleoprotein complex biogenesis","BP",0,"ribonucleoprotein complex biogenesis","Up"
"85",130,"GO:0030001",0,1,14,14,"metal ion transport","BP",0,"vesicle-mediated transport in synapse","Up"
"86",131,"GO:0030036",0,1,17,17,"actin cytoskeleton organization","BP",0,"actin cytoskeleton organization","Up"
"87",132,"GO:0030100",0,1,16,16,"regulation of endocytosis","BP",0,"negative regulation of transport","Up"
"88",133,"GO:0030111",0,1,13,13,"regulation of Wnt signaling pathway","BP",0,"negative regulation of intracellular signal transduction","Up"
"89",134,"GO:0030155",0,1,17,17,"regulation of cell adhesion","BP",0,"regulation of cell adhesion","Up"
"90",135,"GO:0030163",0,1,12,12,"protein catabolic process","BP",0,"negative regulation of catabolic process","Up"
"91",136,"GO:0030335",0,1,14,14,"positive regulation of cell migration","BP",0,"positive regulation of cell migration","Up"
"92",139,"GO:0031330",0,1,11,11,"negative regulation of cellular catabolic process","BP",0,"negative regulation of catabolic process","Up"
"93",140,"GO:0031346",0,1,14,14,"positive regulation of cell projection organization","BP",0,"epigenetic regulation of gene expression","Up"
"94",141,"GO:0031396",0,1,12,12,"regulation of protein ubiquitination","BP",0,"post-transcriptional regulation of gene expression","Up"
"95",142,"GO:0031400",0,1,14,14,"negative regulation of protein modification process","BP",0,"post-transcriptional regulation of gene expression","Up"
"96",144,"GO:0031667",0,1,12,12,"response to nutrient levels","BP",0,"response to nutrient levels","Up"
"97",145,"GO:0032101",0,1,14,14,"regulation of response to external stimulus","BP",0,"regulation of response to external stimulus","Up"
"98",147,"GO:0032259",0,1,11,11,"methylation","BP",0,"methylation","Up"
"99",148,"GO:0032388",0,1,14,14,"positive regulation of intracellular transport","BP",0,"negative regulation of transport","Up"
"100",149,"GO:0032446",0,1,14,14,"protein modification by small protein conjugation","BP",0,"protein ubiquitination","Up"
"101",150,"GO:0032774",0,1,14,14,"RNA biosynthetic process","BP",0,"transcription by RNA polymerase II","Up"
"102",151,"GO:0032870",0,1,12,12,"cellular response to hormone stimulus","BP",0,"cellular response to hormone stimulus","Up"
"103",152,"GO:0032956",0,1,11,11,"regulation of actin cytoskeleton organization","BP",0,"actin cytoskeleton organization","Up"
"104",153,"GO:0032970",0,1,11,11,"regulation of actin filament-based process","BP",0,"actin cytoskeleton organization","Up"
"105",154,"GO:0033044",0,1,12,12,"regulation of chromosome organization","BP",0,"epigenetic regulation of gene expression","Up"
"106",156,"GO:0033674",0,1,13,13,"positive regulation of kinase activity","BP",0,"regulation of GTPase activity","Up"
"107",157,"GO:0033993",0,1,15,15,"response to lipid","BP",0,"response to toxic substance","Up"
"108",158,"GO:0034097",0,1,16,16,"response to cytokine","BP",0,"response to toxic substance","Up"
"109",159,"GO:0034248",0,1,14,14,"regulation of amide metabolic process","BP",0,"regulation of amide metabolic process","Up"
"110",160,"GO:0034470",0,1,11,11,"ncRNA processing","BP",0,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","Up"
"111",161,"GO:0034762",0,1,11,11,"regulation of transmembrane transport","BP",0,"negative regulation of transport","Up"
"112",162,"GO:0034765",0,1,11,11,"regulation of monoatomic ion transmembrane transport","BP",0,"negative regulation of transport","Up"
"113",166,"GO:0035282",0,1,11,11,"segmentation","BP",0,"gastrulation","Up"
"114",169,"GO:0040029",0,1,11,11,"epigenetic regulation of gene expression","BP",0,"epigenetic regulation of gene expression","Up"
"115",170,"GO:0042060",0,1,17,17,"wound healing","BP",0,"wound healing","Up"
"116",171,"GO:0042063",0,1,11,11,"gliogenesis","BP",0,"gliogenesis","Up"
"117",173,"GO:0042303",0,1,12,12,"molting cycle","BP",0,"molting cycle","Up"
"118",175,"GO:0042692",0,1,11,11,"muscle cell differentiation","BP",0,"muscle organ development","Up"
"119",177,"GO:0043043",0,1,11,11,"peptide biosynthetic process","BP",0,"regulation of amide metabolic process","Up"
"120",178,"GO:0043087",0,1,13,13,"regulation of GTPase activity","BP",0,"regulation of GTPase activity","Up"
"121",179,"GO:0043254",0,1,17,17,"regulation of protein-containing complex assembly","BP",0,"ribonucleoprotein complex biogenesis","Up"
"122",180,"GO:0043270",0,1,11,11,"positive regulation of monoatomic ion transport","BP",0,"negative regulation of transport","Up"
"123",183,"GO:0043408",0,1,14,14,"regulation of MAPK cascade","BP",0,"small GTPase mediated signal transduction","Up"
"124",184,"GO:0043410",0,1,12,12,"positive regulation of MAPK cascade","BP",0,"small GTPase mediated signal transduction","Up"
"125",185,"GO:0043434",0,1,11,11,"response to peptide hormone","BP",0,"response to toxic substance","Up"
"126",186,"GO:0043436",0,1,15,15,"oxoacid metabolic process","BP",0,"nucleobase-containing small molecule metabolic process","Up"
"127",188,"GO:0043547",0,1,11,11,"positive regulation of GTPase activity","BP",0,"regulation of GTPase activity","Up"
"128",190,"GO:0043603",0,1,16,16,"amide metabolic process","BP",0,"regulation of amide metabolic process","Up"
"129",191,"GO:0043604",0,1,11,11,"amide biosynthetic process","BP",0,"regulation of amide metabolic process","Up"
"130",192,"GO:0044255",0,1,14,14,"cellular lipid metabolic process","BP",0,"lipid biosynthetic process","Up"
"131",193,"GO:0044403",0,1,12,12,"biological process involved in symbiotic interaction","BP",0,"biological process involved in interspecies interaction between organisms","Up"
"132",194,"GO:0044419",0,1,12,12,"biological process involved in interspecies interaction between organisms","BP",0,"biological process involved in interspecies interaction between organisms","Up"
"133",195,"GO:0044770",0,1,13,13,"cell cycle phase transition","BP",0,"negative regulation of cell cycle","Up"
"134",196,"GO:0044772",0,1,13,13,"mitotic cell cycle phase transition","BP",0,"negative regulation of cell cycle","Up"
"135",197,"GO:0045055",0,1,15,15,"regulated exocytosis","BP",0,"regulated exocytosis","Up"
"136",198,"GO:0045087",0,1,13,13,"innate immune response","BP",0,"immune effector process","Up"
"137",199,"GO:0045137",0,1,12,12,"development of primary sexual characteristics","BP",0,"regulation of reproductive process","Up"
"138",200,"GO:0045321",0,1,16,16,"leukocyte activation","BP",0,"leukocyte activation","Up"
"139",203,"GO:0045666",0,1,14,14,"positive regulation of neuron differentiation","BP",0,"positive regulation of neuron differentiation","Up"
"140",204,"GO:0045786",0,1,12,12,"negative regulation of cell cycle","BP",0,"negative regulation of cell cycle","Up"
"141",205,"GO:0045787",0,1,16,16,"positive regulation of cell cycle","BP",0,"negative regulation of cell cycle","Up"
"142",206,"GO:0045860",0,1,13,13,"positive regulation of protein kinase activity","BP",0,"regulation of GTPase activity","Up"
"143",207,"GO:0045861",0,1,11,11,"negative regulation of proteolysis","BP",0,"post-transcriptional regulation of gene expression","Up"
"144",208,"GO:0045862",0,1,11,11,"positive regulation of proteolysis","BP",0,"post-transcriptional regulation of gene expression","Up"
"145",210,"GO:0045936",0,1,11,11,"negative regulation of phosphate metabolic process","BP",0,"organophosphate biosynthetic process","Up"
"146",211,"GO:0045995",0,1,12,12,"regulation of embryonic development","BP",0,"regulation of cytokine production","Up"
"147",213,"GO:0046578",0,1,13,13,"regulation of Ras protein signal transduction","BP",0,"small GTPase mediated signal transduction","Up"
"148",215,"GO:0046883",0,1,11,11,"regulation of hormone secretion","BP",0,"regulation of hormone secretion","Up"
"149",216,"GO:0048232",0,1,16,16,"male gamete generation","BP",0,"regulation of reproductive process","Up"
"150",217,"GO:0048469",0,1,15,15,"cell maturation","BP",0,"anatomical structure maturation","Up"
"151",220,"GO:0048563",0,1,15,15,"post-embryonic animal organ morphogenesis","BP",0,"post-embryonic animal organ morphogenesis","Up"
"152",221,"GO:0048565",0,1,12,12,"digestive tract development","BP",0,"gliogenesis","Up"
"153",222,"GO:0048568",0,1,17,17,"embryonic organ development","BP",0,"embryonic organ development","Up"
"154",223,"GO:0048588",0,1,11,11,"developmental cell growth","BP",0,"cell growth","Up"
"155",224,"GO:0048592",0,1,15,15,"eye morphogenesis","BP",0,"embryonic organ development","Up"
"156",226,"GO:0048608",0,1,15,15,"reproductive structure development","BP",0,"gliogenesis","Up"
"157",227,"GO:0048638",0,1,17,17,"regulation of developmental growth","BP",0,"cell growth","Up"
"158",228,"GO:0048639",0,1,13,13,"positive regulation of developmental growth","BP",0,"cell growth","Up"
"159",233,"GO:0050657",0,1,12,12,"nucleic acid transport","BP",0,"RNA transport","Up"
"160",234,"GO:0050658",0,1,12,12,"RNA transport","BP",0,"RNA transport","Up"
"161",235,"GO:0050768",0,1,12,12,"negative regulation of neurogenesis","BP",0,"regulation of cytokine production","Up"
"162",236,"GO:0050769",0,1,14,14,"positive regulation of neurogenesis","BP",0,"regulation of cytokine production","Up"
"163",237,"GO:0050776",0,1,16,16,"regulation of immune response","BP",0,"immune effector process","Up"
"164",238,"GO:0050778",0,1,14,14,"positive regulation of immune response","BP",0,"immune effector process","Up"
"165",239,"GO:0050803",0,1,14,14,"regulation of synapse structure or activity","BP",0,"regulation of hormone secretion","Up"
"166",240,"GO:0050804",0,1,17,17,"modulation of chemical synaptic transmission","BP",0,"negative regulation of intracellular signal transduction","Up"
"167",241,"GO:0050807",0,1,13,13,"regulation of synapse organization","BP",0,"regulation of hormone secretion","Up"
"168",242,"GO:0050890",0,1,15,15,"cognition","BP",0,"learning or memory","Up"
"169",243,"GO:0051047",0,1,14,14,"positive regulation of secretion","BP",0,"regulated exocytosis","Up"
"170",244,"GO:0051051",0,1,15,15,"negative regulation of transport","BP",0,"negative regulation of transport","Up"
"171",245,"GO:0051052",0,1,12,12,"regulation of DNA metabolic process","BP",0,"regulation of DNA metabolic process","Up"
"172",246,"GO:0051056",0,1,15,15,"regulation of small GTPase mediated signal transduction","BP",0,"small GTPase mediated signal transduction","Up"
"173",249,"GO:0051222",0,1,12,12,"positive regulation of protein transport","BP",0,"negative regulation of transport","Up"
"174",250,"GO:0051236",0,1,12,12,"establishment of RNA localization","BP",0,"establishment of RNA localization","Up"
"175",252,"GO:0051347",0,1,14,14,"positive regulation of transferase activity","BP",0,"regulation of GTPase activity","Up"
"176",254,"GO:0051493",0,1,15,15,"regulation of cytoskeleton organization","BP",0,"epigenetic regulation of gene expression","Up"
"177",256,"GO:0051648",0,1,13,13,"vesicle localization","BP",0,"vesicle localization","Up"
"178",257,"GO:0051650",0,1,13,13,"establishment of vesicle localization","BP",0,"vesicle localization","Up"
"179",258,"GO:0051783",0,1,11,11,"regulation of nuclear division","BP",0,"epigenetic regulation of gene expression","Up"
"180",260,"GO:0051961",0,1,15,15,"negative regulation of nervous system development","BP",0,"regulation of cytokine production","Up"
"181",261,"GO:0055074",0,1,16,16,"calcium ion homeostasis","BP",0,"anatomical structure homeostasis","Up"
"182",262,"GO:0055086",0,1,11,11,"nucleobase-containing small molecule metabolic process","BP",0,"nucleobase-containing small molecule metabolic process","Up"
"183",263,"GO:0055123",0,1,12,12,"digestive system development","BP",0,"gliogenesis","Up"
"184",264,"GO:0060249",0,1,16,16,"anatomical structure homeostasis","BP",0,"anatomical structure homeostasis","Up"
"185",267,"GO:0060537",0,1,11,11,"muscle tissue development","BP",0,"muscle tissue development","Up"
"186",270,"GO:0061024",0,1,17,17,"membrane organization","BP",0,"epigenetic regulation of gene expression","Up"
"187",271,"GO:0061061",0,1,17,17,"muscle structure development","BP",0,"muscle organ development","Up"
"188",272,"GO:0061458",0,1,15,15,"reproductive system development","BP",0,"gliogenesis","Up"
"189",275,"GO:0070647",0,1,17,17,"protein modification by small protein conjugation or removal","BP",0,"protein ubiquitination","Up"
"190",276,"GO:0071345",0,1,12,12,"cellular response to cytokine stimulus","BP",0,"response to toxic substance","Up"
"191",278,"GO:0071407",0,1,13,13,"cellular response to organic cyclic compound","BP",0,"response to toxic substance","Up"
"192",279,"GO:0071417",0,1,14,14,"cellular response to organonitrogen compound","BP",0,"response to toxic substance","Up"
"193",280,"GO:0071695",0,1,12,12,"anatomical structure maturation","BP",0,"anatomical structure maturation","Up"
"194",282,"GO:0071900",0,1,12,12,"regulation of protein serine/threonine kinase activity","BP",0,"regulation of GTPase activity","Up"
"195",285,"GO:0080135",0,1,14,14,"regulation of cellular response to stress","BP",0,"regulation of response to external stimulus","Up"
"196",286,"GO:0090068",0,1,13,13,"positive regulation of cell cycle process","BP",0,"negative regulation of cell cycle","Up"
"197",287,"GO:0090130",0,1,14,14,"tissue migration","BP",0,"epithelium migration","Up"
"198",288,"GO:0090132",0,1,11,11,"epithelium migration","BP",0,"epithelium migration","Up"
"199",290,"GO:0090407",0,1,12,12,"organophosphate biosynthetic process","BP",0,"organophosphate biosynthetic process","Up"
"200",291,"GO:0090596",0,1,17,17,"sensory organ morphogenesis","BP",0,"embryonic organ development","Up"
"201",292,"GO:0097190",0,1,12,12,"apoptotic signaling pathway","BP",0,"apoptotic signaling pathway","Up"
"202",293,"GO:0097305",0,1,13,13,"response to alcohol","BP",0,"response to toxic substance","Up"
"203",294,"GO:0097435",0,1,17,17,"supramolecular fiber organization","BP",0,"epigenetic regulation of gene expression","Up"
"204",297,"GO:0097485",0,1,15,15,"neuron projection guidance","BP",0,"response to nutrient levels","Up"
"205",298,"GO:0097659",0,1,14,14,"nucleic acid-templated transcription","BP",0,"transcription by RNA polymerase II","Up"
"206",299,"GO:0098542",0,1,11,11,"defense response to other organism","BP",0,"wound healing","Up"
"207",300,"GO:0098655",0,1,14,14,"monoatomic cation transmembrane transport","BP",0,"vesicle-mediated transport in synapse","Up"
"208",301,"GO:0098657",0,1,17,17,"import into cell","BP",0,"import into cell","Up"
"209",302,"GO:0098660",0,1,13,13,"inorganic ion transmembrane transport","BP",0,"vesicle-mediated transport in synapse","Up"
"210",303,"GO:0098662",0,1,12,12,"inorganic cation transmembrane transport","BP",0,"vesicle-mediated transport in synapse","Up"
"211",304,"GO:0098813",0,1,13,13,"nuclear chromosome segregation","BP",0,"negative regulation of cell cycle","Up"
"212",305,"GO:0098916",0,1,14,14,"anterograde trans-synaptic signaling","BP",0,"negative regulation of intracellular signal transduction","Up"
"213",306,"GO:0099003",0,1,12,12,"vesicle-mediated transport in synapse","BP",0,"vesicle-mediated transport in synapse","Up"
"214",307,"GO:0099177",0,1,17,17,"regulation of trans-synaptic signaling","BP",0,"negative regulation of intracellular signal transduction","Up"
"215",308,"GO:0099536",0,1,14,14,"synaptic signaling","BP",0,"negative regulation of intracellular signal transduction","Up"
"216",309,"GO:0099537",0,1,14,14,"trans-synaptic signaling","BP",0,"negative regulation of intracellular signal transduction","Up"
"217",310,"GO:0110053",0,1,11,11,"regulation of actin filament organization","BP",0,"epigenetic regulation of gene expression","Up"
"218",311,"GO:0140014",0,1,13,13,"mitotic nuclear division","BP",0,"epigenetic regulation of gene expression","Up"
"219",312,"GO:1901137",0,1,14,14,"carbohydrate derivative biosynthetic process","BP",0,"glycoprotein metabolic process","Up"
"220",313,"GO:1901214",0,1,14,14,"regulation of neuron death","BP",0,"apoptotic signaling pathway","Up"
"221",314,"GO:1901565",0,1,15,15,"organonitrogen compound catabolic process","BP",0,"negative regulation of catabolic process","Up"
"222",315,"GO:1901652",0,1,12,12,"response to peptide","BP",0,"response to toxic substance","Up"
"223",316,"GO:1901699",0,1,15,15,"cellular response to nitrogen compound","BP",0,"response to toxic substance","Up"
"224",317,"GO:1901987",0,1,15,15,"regulation of cell cycle phase transition","BP",0,"negative regulation of cell cycle","Up"
"225",318,"GO:1901990",0,1,15,15,"regulation of mitotic cell cycle phase transition","BP",0,"negative regulation of cell cycle","Up"
"226",319,"GO:1902105",0,1,11,11,"regulation of leukocyte differentiation","BP",0,"regulation of hemopoiesis","Up"
"227",320,"GO:1902532",0,1,15,15,"negative regulation of intracellular signal transduction","BP",0,"negative regulation of intracellular signal transduction","Up"
"228",322,"GO:1902903",0,1,13,13,"regulation of supramolecular fiber organization","BP",0,"epigenetic regulation of gene expression","Up"
"229",323,"GO:1903320",0,1,13,13,"regulation of protein modification by small protein conjugation or removal","BP",0,"post-transcriptional regulation of gene expression","Up"
"230",325,"GO:1903532",0,1,13,13,"positive regulation of secretion by cell","BP",0,"regulated exocytosis","Up"
"231",326,"GO:1903706",0,1,15,15,"regulation of hemopoiesis","BP",0,"regulation of hemopoiesis","Up"
"232",327,"GO:1904951",0,1,15,15,"positive regulation of establishment of protein localization","BP",0,"negative regulation of transport","Up"
"233",328,"GO:1905475",0,1,11,11,"regulation of protein localization to membrane","BP",0,"negative regulation of transport","Up"
"234",329,"GO:2000027",0,1,13,13,"regulation of animal organ morphogenesis","BP",0,"post-embryonic animal organ morphogenesis","Up"
"235",330,"GO:2000147",0,1,14,14,"positive regulation of cell motility","BP",0,"positive regulation of cell migration","Up"
"236",331,"GO:2000241",0,1,12,12,"regulation of reproductive process","BP",0,"regulation of reproductive process","Up"
"237",332,"GO:2001233",0,1,15,15,"regulation of apoptotic signaling pathway","BP",0,"apoptotic signaling pathway","Up"
"238",334,"GO:0065007",2.20051310458679e-270,1,214,214,"biological regulation","BP",3.37991091765919e-269,"biological regulation","Up"
"239",335,"GO:0050789",1.68527718099849e-255,1,203,203,"regulation of biological process","BP",2.5772230077977e-254,"biological regulation","Up"
"240",336,"GO:0050794",1.22508038330353e-236,1,189,189,"regulation of cellular process","BP",1.85323175046607e-235,"biological regulation","Up"
"241",337,"GO:0008152",1.06070125240724e-233,1,186,186,"metabolic process","BP",1.6011102525561e-232,"metabolic process","Up"
"242",338,"GO:0044237",9.42578235305175e-223,1,178,178,"cellular metabolic process","BP",1.41974579786612e-221,"metabolic process","Up"
"243",339,"GO:0071704",6.89051460439068e-219,1,175,175,"organic substance metabolic process","BP",1.03564730234232e-217,"metabolic process","Up"
"244",340,"GO:0044238",3.4135349608795e-207,1,166,166,"primary metabolic process","BP",5.11957149164883e-206,"metabolic process","Up"
"245",341,"GO:0006807",6.8969714256166e-203,1,163,163,"nitrogen compound metabolic process","BP",1.03218777489356e-201,"metabolic process","Up"
"246",342,"GO:0032501",7.38596861183238e-203,1,164,164,"multicellular organismal process","BP",1.10301330825744e-201,"molting cycle","Up"
"247",343,"GO:0071840",6.2129398024913e-198,1,160,160,"cellular component organization or biogenesis","BP",9.25860220779768e-197,"epigenetic regulation of gene expression","Up"
"248",344,"GO:0016043",7.26315388497984e-189,1,153,153,"cellular component organization","BP",1.08006645032694e-187,"epigenetic regulation of gene expression","Up"
"249",345,"GO:0043170",6.6835841787568e-187,1,151,151,"macromolecule metabolic process","BP",9.89679145623944e-186,"protein ubiquitination","Up"
"250",346,"GO:0032502",1.13239278058694e-185,1,151,151,"developmental process","BP",1.67326561924704e-184,"gastrulation","Up"
"251",347,"GO:0050896",6.46492462809598e-177,1,144,144,"response to stimulus","BP",9.53270149372299e-176,"response to stimulus","Up"
"252",348,"GO:0048856",1.57701907504912e-176,1,144,144,"anatomical structure development","BP",2.32047092471513e-175,"gastrulation","Up"
