"","Pocillopora_acuta_best_hit","accessionnumber.geneID","definition","Ref","substanceBXH","geneSymbol","moduleColor","GO.terms","GO.description","GS.Flat","GS.Slope","p.GS.Flat","p.GS.Slope","A.blue","p.A.blue","A.black","p.A.black","A.pink","p.A.pink","A.red","p.A.red","A.salmon","p.A.salmon","A.greenyellow","p.A.greenyellow","A.turquoise","p.A.turquoise","A.cyan","p.A.cyan","A.brown","p.A.brown","A.lightcyan","p.A.lightcyan","A.tan","p.A.tan","A.green","p.A.green","A.purple","p.A.purple","A.magenta","p.A.magenta","A.midnightblue","p.A.midnightblue","A.grey60","p.A.grey60"
"2422","Pocillopora_acuta_HIv2___RNAseq.g18103.t1","XP_022803524.1","digestive cysteine proteinase 1-like [Stylophora pistillata]","Peled et al., 2020","Pocillopora_acuta_HIv2___RNAseq.g18103.t1","Pocillopora_acuta_HIv2___xfSc0000023","blue","GO:0000323,GO:0003674,GO:0003824,GO:0004175,GO:0004197,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0009056,GO:0009057,GO:0009987,GO:0016787,GO:0019538,GO:0030163,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044421,GO:0044424,GO:0044444,GO:0044464,GO:0051603,GO:0070011,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575","Cathepsin propeptide inhibitor domain (I29)",0.27927812011083,-0.27927812011083,0.0601599599498636,0.0601599599498636,0.238825298224417,0.109944794166425,-0.312948047852768,0.0342075852557283,0.296297707457733,0.0455616797481449,-0.146894490668326,0.329973917345389,-0.18412737230786,0.220593875295845,0.245949129812552,0.0994308990813175,-0.209282709836173,0.162752447525131,0.216433731806945,0.148538107061016,0.25462573826211,0.0876914174194258,0.00453956982053264,0.976113578893971,0.115496481822189,0.444664283321972,0.149558562402431,0.321181064510717,0.0752560980067816,0.61913916166898,0.0370277990414233,0.80699298117978,-0.0758405678798458,0.616411704568857,0.212291225910001,0.156656246776033
"2685","Pocillopora_acuta_HIv2___RNAseq.g19211.t1","XP_022789591.1","endothelin-converting enzyme 1-like isoform X2 [Stylophora pistillata]","Peled et al., 2020","Pocillopora_acuta_HIv2___RNAseq.g19211.t1","Pocillopora_acuta_HIv2___xfSc0000004","green","GO:0001666,GO:0001919,GO:0001921,GO:0001932,GO:0001990,GO:0003008,GO:0003013,GO:0003018,GO:0003044,GO:0003073,GO:0003100,GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005769,GO:0005794,GO:0005886,GO:0006508,GO:0006518,GO:0006807,GO:0006915,GO:0006950,GO:0007275,GO:0007423,GO:0007507,GO:0008015,GO:0008150,GO:0008152,GO:0008217,GO:0008219,GO:0008233,GO:0008237,GO:0008270,GO:0008277,GO:0009056,GO:0009605,GO:0009612,GO:0009628,GO:0009653,GO:0009790,GO:0009792,GO:0009893,GO:0009897,GO:0009966,GO:0009967,GO:0009986,GO:0009987,GO:0010008,GO:0010035,GO:0010038,GO:0010467,GO:0010604,GO:0010611,GO:0010613,GO:0010646,GO:0010647,GO:0010813,GO:0010814,GO:0010815,GO:0010816,GO:0010817,GO:0012501,GO:0012505,GO:0014742,GO:0014743,GO:0016020,GO:0016021,GO:0016485,GO:0016486,GO:0016787,GO:0017046,GO:0017144,GO:0019220,GO:0019222,GO:0019229,GO:0019538,GO:0023051,GO:0023056,GO:0030135,GO:0030136,GO:0030141,GO:0030326,GO:0031090,GO:0031224,GO:0031300,GO:0031302,GO:0031323,GO:0031325,GO:0031399,GO:0031410,GO:0031982,GO:0032268,GO:0032501,GO:0032502,GO:0033093,GO:0033218,GO:0034641,GO:0034754,GO:0034959,GO:0035107,GO:0035108,GO:0035113,GO:0035150,GO:0035296,GO:0035994,GO:0036293,GO:0042221,GO:0042277,GO:0042325,GO:0042445,GO:0042447,GO:0042493,GO:0042562,GO:0042733,GO:0042737,GO:0042802,GO:0042803,GO:0043009,GO:0043167,GO:0043169,GO:0043170,GO:0043171,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043408,GO:0043502,GO:0043583,GO:0043603,GO:0043949,GO:0043950,GO:0044057,GO:0044237,GO:0044238,GO:0044248,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0045745,GO:0046686,GO:0046872,GO:0046914,GO:0046983,GO:0048471,GO:0048513,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048598,GO:0048731,GO:0048736,GO:0048856,GO:0050789,GO:0050794,GO:0050880,GO:0050886,GO:0050896,GO:0051171,GO:0051174,GO:0051239,GO:0051240,GO:0051246,GO:0051604,GO:0060037,GO:0060173,GO:0060255,GO:0065007,GO:0065008,GO:0070011,GO:0070372,GO:0070482,GO:0071704,GO:0071944,GO:0072359,GO:0080090,GO:0090066,GO:0090257,GO:0097708,GO:0097746,GO:0098552,GO:0098588,GO:0098805,GO:0099503,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1902531,GO:1902533,GO:1903522","calcitonin catabolic process",-0.222117716219264,0.222117716219264,0.13790965423485,0.13790965423485,-0.114881274396795,0.447109962669299,-0.035997317654937,0.812266148798995,-0.0935240641001244,0.536435712773966,0.312439933938678,0.0345157246635718,-0.0484420276912855,0.749199015836345,0.123792028569013,0.4124146159749,-0.252884628542546,0.0899560874714196,0.231331638276374,0.121898255782267,0.257073639393094,0.0845828047471575,-0.468147964888366,0.00103457328918767,-0.0426773118562113,0.778239472454761,0.299249674098283,0.0433509849237305,-0.0549185845890229,0.716979173790318,-0.219214988411467,0.143264424071075,0.273922248626761,0.0654588269977513,0.150323900699024,0.318682624148363
"2708","Pocillopora_acuta_HIv2___RNAseq.g19288.t1","XP_022788730.1","chymotrypsin-like elastase family member 1 [Stylophora pistillata]","Peled et al., 2020","Pocillopora_acuta_HIv2___RNAseq.g19288.t1","Pocillopora_acuta_HIv2___xfSc0000004","cyan","GO:0003674,GO:0003824,GO:0005575,GO:0005576,GO:0006508,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0006873,GO:0006874,GO:0006875,GO:0008150,GO:0008152,GO:0008233,GO:0009235,GO:0009987,GO:0016787,GO:0017144,GO:0019538,GO:0019725,GO:0030003,GO:0033013,GO:0042592,GO:0043170,GO:0044237,GO:0044238,GO:0044281,GO:0046483,GO:0048878,GO:0050801,GO:0051186,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0071704,GO:0072503,GO:0072507,GO:0098771,GO:0140096,GO:1901360,GO:1901564","serine-type endopeptidase activity",-0.0776383857009614,0.0776383857009614,0.6080542163036,0.6080542163036,0.0622958445105133,0.680864944581418,-0.156281430938263,0.299655834896637,0.0538361766056466,0.72233198359678,-0.104216590937958,0.490660038177501,-0.221739335684972,0.138599098515139,0.113141632176682,0.454065503471488,-0.0162752004365805,0.914508950076593,0.358289699087671,0.0144876190602333,0.0611674625325231,0.686345603640221,-0.0370680548302068,0.806787154877384,-0.0752336584836797,0.619243978092664,0.0336806386292632,0.824150750299915,0.137074676713798,0.363667797071826,-0.149425560916056,0.32161650301479,-0.108770413274088,0.471799906080995,0.113425454032791,0.452926705842868
"3097","Pocillopora_acuta_HIv2___RNAseq.g21338.t1","XP_022780694.1","CUB and peptidase domain-containing protein 2-like [Stylophora pistillata]","Peled et al., 2020","Pocillopora_acuta_HIv2___RNAseq.g21338.t1","Pocillopora_acuta_HIv2___Sc0000031","cyan","-","Belongs to the peptidase S1 family",0.000570623953648207,-0.000570623953648207,0.996997050433889,0.996997050433889,-0.0486065591583176,0.74837497599544,-0.117948667066256,0.43498950132629,0.172025468304945,0.252967498721848,-0.106034140676363,0.4830859112281,0.0291918706494633,0.847287060346372,-0.184216038571195,0.220367806954538,-0.00985374045600256,0.94817908919188,0.279857686850884,0.0596077714522735,0.0474260345897047,0.7542936121655,0.0941280661429698,0.533795774495963,-0.0848100823310245,0.575212684798878,-0.0286276361200025,0.850204708092674,0.146661875402164,0.330748746745478,0.240197048745778,0.107857011463031,0.289301032716225,0.0511689542804645,-0.0674752730839278,0.655919824622624
"3141","Pocillopora_acuta_HIv2___RNAseq.g21501.t1","AAD11470.1","L-type calcium channel alpha-1 subunit","Zoccola et al., 1999","Pocillopora_acuta_HIv2___RNAseq.g21501.t1","Pocillopora_acuta_HIv2___Sc0000017","turquoise","-","Voltage-sensitive calcium channels (VSCC) mediate the entry of calcium ions into excitable cells and are also involved in a variety of calcium-dependent processes, including muscle contraction, hormone or neurotransmitter release, gene expression, cell motility, cell division and cell death. The isoform alpha-1C gives rise to L-type calcium currents. Long-lasting (L-type) calcium channels belong to the 'high-voltage activated' (HVA) group. They are blocked by dihydropyridines (DHP), phenylalkylamines, benzothiazepines, and by omega-agatoxin-IIIA (omega-Aga-IIIA). They are however insensitive to omega-conotoxin- GVIA (omega-CTx-GVIA) and omega-agatoxin-IVA (omega-Aga-IVA). Calcium channels containing the alpha-1C subunit play an important role in excitation-contraction coupling in the heart. Binding of calmodulin or CABP1 at the same regulatory sites results in an opposit effects on the channel function",0.104228136839341,-0.104228136839341,0.49061173021556,0.49061173021556,0.121729252357613,0.420306140920705,-0.0065565374331205,0.965506052174117,0.0312514989224083,0.836654177300997,-0.102210414146173,0.499091205084777,0.123762255581767,0.412527911215151,-0.187107064130615,0.213084426506368,0.095300592730696,0.528689119876339,0.0973891978649563,0.519652598399923,-0.0117111320481979,0.938428305726266,0.208822988262139,0.163698993734625,-0.242257573359976,0.104778043555554,-0.277791819586907,0.0615947745641444,0.148513490784955,0.324612582027434,0.390847954928365,0.00723862961362022,0.275219999410038,0.0641419941435213,-0.0625379226987783,0.679691252343528
"3355","Pocillopora_acuta_HIv2___RNAseq.g22388.t1","Gene:g24177","Annotated: Protocadherin (PC5)","Mummadisetti et al., 2021","Pocillopora_acuta_HIv2___RNAseq.g22388.t1","Pocillopora_acuta_HIv2___xfSc0000016","blue","GO:0000226,GO:0000902,GO:0000904,GO:0001501,GO:0001503,GO:0001654,GO:0001655,GO:0001657,GO:0001658,GO:0001736,GO:0001737,GO:0001738,GO:0001745,GO:0001763,GO:0001822,GO:0001823,GO:0002009,GO:0002165,GO:0003002,GO:0003007,GO:0003170,GO:0003171,GO:0003174,GO:0003179,GO:0003181,GO:0003183,GO:0003188,GO:0003190,GO:0003192,GO:0003197,GO:0003203,GO:0003272,GO:0003273,GO:0003674,GO:0005488,GO:0005509,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006464,GO:0006807,GO:0006928,GO:0006996,GO:0007010,GO:0007017,GO:0007154,GO:0007155,GO:0007156,GO:0007157,GO:0007163,GO:0007164,GO:0007165,GO:0007275,GO:0007389,GO:0007399,GO:0007423,GO:0007424,GO:0007444,GO:0007447,GO:0007472,GO:0007476,GO:0007478,GO:0007480,GO:0007507,GO:0007552,GO:0007560,GO:0008104,GO:0008150,GO:0008152,GO:0008283,GO:0008544,GO:0009653,GO:0009790,GO:0009791,GO:0009792,GO:0009886,GO:0009887,GO:0009888,GO:0009913,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010463,GO:0010646,GO:0010647,GO:0010648,GO:0016020,GO:0016021,GO:0016043,GO:0016318,GO:0016327,GO:0016339,GO:0016477,GO:0018149,GO:0019538,GO:0021700,GO:0021915,GO:0022008,GO:0022603,GO:0022610,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030010,GO:0030030,GO:0030154,GO:0030182,GO:0030855,GO:0030859,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0032989,GO:0033036,GO:0034613,GO:0035088,GO:0035089,GO:0035107,GO:0035114,GO:0035120,GO:0035150,GO:0035151,GO:0035152,GO:0035159,GO:0035218,GO:0035220,GO:0035222,GO:0035239,GO:0035295,GO:0035315,GO:0035316,GO:0035317,GO:0035329,GO:0035330,GO:0035331,GO:0035332,GO:0035556,GO:0036211,GO:0036342,GO:0040011,GO:0042067,GO:0043009,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0043583,GO:0043931,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044331,GO:0044425,GO:0044459,GO:0044464,GO:0045177,GO:0045197,GO:0045198,GO:0045296,GO:0045317,GO:0046872,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048563,GO:0048565,GO:0048569,GO:0048583,GO:0048584,GO:0048585,GO:0048592,GO:0048646,GO:0048699,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048749,GO:0048754,GO:0048799,GO:0048839,GO:0048856,GO:0048859,GO:0048869,GO:0048870,GO:0050789,GO:0050793,GO:0050794,GO:0050839,GO:0050896,GO:0051179,GO:0051239,GO:0051641,GO:0051674,GO:0051716,GO:0055123,GO:0060348,GO:0060429,GO:0060485,GO:0060541,GO:0060562,GO:0060675,GO:0060973,GO:0060993,GO:0061138,GO:0061162,GO:0061245,GO:0061326,GO:0061333,GO:0061339,GO:0065007,GO:0065008,GO:0070727,GO:0070977,GO:0071695,GO:0071704,GO:0071840,GO:0071944,GO:0072001,GO:0072006,GO:0072009,GO:0072028,GO:0072073,GO:0072078,GO:0072080,GO:0072088,GO:0072132,GO:0072137,GO:0072163,GO:0072164,GO:0072171,GO:0072359,GO:0072657,GO:0072659,GO:0090066,GO:0090102,GO:0090162,GO:0090175,GO:0090176,GO:0090251,GO:0090596,GO:0098590,GO:0098609,GO:0098742,GO:0120036,GO:1901564,GO:1902531,GO:1902532,GO:1902533,GO:1905330,GO:1990778,GO:2000026,GO:2000027","condensed mesenchymal cell proliferation",0.418773823311962,-0.418773823311962,0.00377317356507871,0.00377317356507871,0.493652623708259,0.00048984340561332,-0.473465552315033,0.000889439499387076,0.497912615350024,0.000429858768791697,-0.360013718230895,0.01398845837513,-0.417580385198328,0.00388407969789164,0.414851876255977,0.00414843565405718,-0.303258803490484,0.040489460087208,0.271088563585997,0.068408967513637,0.167330189041172,0.26634682994905,0.0574633805202633,0.704447594355252,0.163276959645415,0.278268087764528,0.0503462241143191,0.739679171340352,0.230116668513866,0.123925309298307,-0.0647176770257854,0.669156955284542,0.223818091249679,0.134842888206956,0.0458301221153891,0.762316964061656
"3356","Pocillopora_acuta_HIv2___RNAseq.g22388.t1","P23_g1057","Protocadherin","Drake et al., 2013","Pocillopora_acuta_HIv2___RNAseq.g22388.t1","Pocillopora_acuta_HIv2___xfSc0000016","blue","GO:0000226,GO:0000902,GO:0000904,GO:0001501,GO:0001503,GO:0001654,GO:0001655,GO:0001657,GO:0001658,GO:0001736,GO:0001737,GO:0001738,GO:0001745,GO:0001763,GO:0001822,GO:0001823,GO:0002009,GO:0002165,GO:0003002,GO:0003007,GO:0003170,GO:0003171,GO:0003174,GO:0003179,GO:0003181,GO:0003183,GO:0003188,GO:0003190,GO:0003192,GO:0003197,GO:0003203,GO:0003272,GO:0003273,GO:0003674,GO:0005488,GO:0005509,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006464,GO:0006807,GO:0006928,GO:0006996,GO:0007010,GO:0007017,GO:0007154,GO:0007155,GO:0007156,GO:0007157,GO:0007163,GO:0007164,GO:0007165,GO:0007275,GO:0007389,GO:0007399,GO:0007423,GO:0007424,GO:0007444,GO:0007447,GO:0007472,GO:0007476,GO:0007478,GO:0007480,GO:0007507,GO:0007552,GO:0007560,GO:0008104,GO:0008150,GO:0008152,GO:0008283,GO:0008544,GO:0009653,GO:0009790,GO:0009791,GO:0009792,GO:0009886,GO:0009887,GO:0009888,GO:0009913,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010463,GO:0010646,GO:0010647,GO:0010648,GO:0016020,GO:0016021,GO:0016043,GO:0016318,GO:0016327,GO:0016339,GO:0016477,GO:0018149,GO:0019538,GO:0021700,GO:0021915,GO:0022008,GO:0022603,GO:0022610,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030010,GO:0030030,GO:0030154,GO:0030182,GO:0030855,GO:0030859,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0032989,GO:0033036,GO:0034613,GO:0035088,GO:0035089,GO:0035107,GO:0035114,GO:0035120,GO:0035150,GO:0035151,GO:0035152,GO:0035159,GO:0035218,GO:0035220,GO:0035222,GO:0035239,GO:0035295,GO:0035315,GO:0035316,GO:0035317,GO:0035329,GO:0035330,GO:0035331,GO:0035332,GO:0035556,GO:0036211,GO:0036342,GO:0040011,GO:0042067,GO:0043009,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0043583,GO:0043931,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044331,GO:0044425,GO:0044459,GO:0044464,GO:0045177,GO:0045197,GO:0045198,GO:0045296,GO:0045317,GO:0046872,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048563,GO:0048565,GO:0048569,GO:0048583,GO:0048584,GO:0048585,GO:0048592,GO:0048646,GO:0048699,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048749,GO:0048754,GO:0048799,GO:0048839,GO:0048856,GO:0048859,GO:0048869,GO:0048870,GO:0050789,GO:0050793,GO:0050794,GO:0050839,GO:0050896,GO:0051179,GO:0051239,GO:0051641,GO:0051674,GO:0051716,GO:0055123,GO:0060348,GO:0060429,GO:0060485,GO:0060541,GO:0060562,GO:0060675,GO:0060973,GO:0060993,GO:0061138,GO:0061162,GO:0061245,GO:0061326,GO:0061333,GO:0061339,GO:0065007,GO:0065008,GO:0070727,GO:0070977,GO:0071695,GO:0071704,GO:0071840,GO:0071944,GO:0072001,GO:0072006,GO:0072009,GO:0072028,GO:0072073,GO:0072078,GO:0072080,GO:0072088,GO:0072132,GO:0072137,GO:0072163,GO:0072164,GO:0072171,GO:0072359,GO:0072657,GO:0072659,GO:0090066,GO:0090102,GO:0090162,GO:0090175,GO:0090176,GO:0090251,GO:0090596,GO:0098590,GO:0098609,GO:0098742,GO:0120036,GO:1901564,GO:1902531,GO:1902532,GO:1902533,GO:1905330,GO:1990778,GO:2000026,GO:2000027","condensed mesenchymal cell proliferation",0.418773823311962,-0.418773823311962,0.00377317356507871,0.00377317356507871,0.493652623708259,0.00048984340561332,-0.473465552315033,0.000889439499387076,0.497912615350024,0.000429858768791697,-0.360013718230895,0.01398845837513,-0.417580385198328,0.00388407969789164,0.414851876255977,0.00414843565405718,-0.303258803490484,0.040489460087208,0.271088563585997,0.068408967513637,0.167330189041172,0.26634682994905,0.0574633805202633,0.704447594355252,0.163276959645415,0.278268087764528,0.0503462241143191,0.739679171340352,0.230116668513866,0.123925309298307,-0.0647176770257854,0.669156955284542,0.223818091249679,0.134842888206956,0.0458301221153891,0.762316964061656
"3821","Pocillopora_acuta_HIv2___RNAseq.g24639.t1","MG182344.1","Acropora yongei Na+/Ca2+ exchanger","Barron et al., 2018","Pocillopora_acuta_HIv2___RNAseq.g24639.t1","Pocillopora_acuta_HIv2___Sc0000002","tan","-","Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family",0.118049128730322,-0.118049128730322,0.434595661200104,0.434595661200104,0.0324394516597745,0.830534290660681,0.106666985117374,0.480463174333664,-0.170890555709061,0.256159241535065,0.176000213156862,0.242000687463388,-0.0103679908047575,0.94547860882639,0.216134846169311,0.149113243381082,-0.0527087537052803,0.72792138821725,-0.131055543990294,0.385310585866298,-0.177559093508545,0.237789073601499,-0.0654749635360323,0.665511685221342,0.482325609941263,0.000687650915298771,0.186917020414021,0.213557988181048,-0.331743773670588,0.0243046821249576,-0.134140342826868,0.374125371112667,0.242762127289942,0.104034476117379,-0.33673293015851,0.0221224142857796
"4006","Pocillopora_acuta_HIv2___RNAseq.g25351.t1","XP_022794351.1","mammalian ependymin-related protein 1-like [Stylophora pistillata]","Peled et al., 2020","Pocillopora_acuta_HIv2___RNAseq.g25351.t1","Pocillopora_acuta_HIv2___Sc0000002","blue","GO:0000323,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464","cell-matrix adhesion",0.671238954680331,-0.671238954680331,3.29778554953139e-07,3.29778554953139e-07,0.700751592012878,5.88402032960756e-08,-0.606346332333589,7.96174074880375e-06,0.386633895696565,0.0079494741039943,-0.601742141654624,9.7197973537309e-06,-0.674096113256923,2.81487193537098e-07,0.519430797653586,0.000216345158906643,-0.151098665489098,0.316165960847889,0.4382389641565,0.00231759824000784,-0.000516348297274744,0.997282678854101,0.404675072845844,0.0052784864302346,0.166734359572653,0.268077653967135,-0.0442539957319275,0.770265124488287,0.160716628909158,0.285976382410167,-0.0835212281097299,0.58105474352005,-0.0637692613045463,0.673732873711878,0.041472900371954,0.784346262494941
"4156","Pocillopora_acuta_HIv2___RNAseq.g25935.t1","aug_v2a.09969.t1","MAM and LDLr domain-containing protein","Takeuchi et al., 2016","Pocillopora_acuta_HIv2___RNAseq.g25935.t1","Pocillopora_acuta_HIv2___Sc0000008","brown","-","negative regulation of bile acid biosynthetic process",0.21016370401341,-0.21016370401341,0.160949667882009,0.160949667882009,0.340913366996235,0.0204228349859274,-0.40715779749936,0.00498055645815066,0.174952257807699,0.24486025060489,-0.136842430209297,0.364488999474139,-0.223549199853092,0.135324438570937,0.28351020257705,0.0562205394283137,-0.583651150935327,2.06747598953905e-05,0.636282330814564,2.00836334345305e-06,0.601763810809011,9.71074522640589e-06,-0.326264455823703,0.0269060033913438,-0.0790400974661737,0.601572153150238,0.312656196542541,0.0343842962584446,-0.0293877117160809,0.846274839499306,0.101796913810847,0.500838171218304,-0.102048897867529,0.499773210701375,0.231357669384125,0.121855101034048
"4157","Pocillopora_acuta_HIv2___RNAseq.g25935.t1","Gene:g15955","Annotated: MAM and LDL receptor-containing protein (MAM LDL-2)","Mummadisetti et al., 2021","Pocillopora_acuta_HIv2___RNAseq.g25935.t1","Pocillopora_acuta_HIv2___Sc0000008","brown","-","negative regulation of bile acid biosynthetic process",0.21016370401341,-0.21016370401341,0.160949667882009,0.160949667882009,0.340913366996235,0.0204228349859274,-0.40715779749936,0.00498055645815066,0.174952257807699,0.24486025060489,-0.136842430209297,0.364488999474139,-0.223549199853092,0.135324438570937,0.28351020257705,0.0562205394283137,-0.583651150935327,2.06747598953905e-05,0.636282330814564,2.00836334345305e-06,0.601763810809011,9.71074522640589e-06,-0.326264455823703,0.0269060033913438,-0.0790400974661737,0.601572153150238,0.312656196542541,0.0343842962584446,-0.0293877117160809,0.846274839499306,0.101796913810847,0.500838171218304,-0.102048897867529,0.499773210701375,0.231357669384125,0.121855101034048
"4158","Pocillopora_acuta_HIv2___RNAseq.g25935.t1","JT011118.1","MAM and LDL-receptor domain- containing protein 1","Ramos-Silva et al., 2013","Pocillopora_acuta_HIv2___RNAseq.g25935.t1","Pocillopora_acuta_HIv2___Sc0000008","brown","-","negative regulation of bile acid biosynthetic process",0.21016370401341,-0.21016370401341,0.160949667882009,0.160949667882009,0.340913366996235,0.0204228349859274,-0.40715779749936,0.00498055645815066,0.174952257807699,0.24486025060489,-0.136842430209297,0.364488999474139,-0.223549199853092,0.135324438570937,0.28351020257705,0.0562205394283137,-0.583651150935327,2.06747598953905e-05,0.636282330814564,2.00836334345305e-06,0.601763810809011,9.71074522640589e-06,-0.326264455823703,0.0269060033913438,-0.0790400974661737,0.601572153150238,0.312656196542541,0.0343842962584446,-0.0293877117160809,0.846274839499306,0.101796913810847,0.500838171218304,-0.102048897867529,0.499773210701375,0.231357669384125,0.121855101034048
"4159","Pocillopora_acuta_HIv2___RNAseq.g25935.t1","JR994474.1","MAM and LDL-receptor domain- containing protein 2","Ramos-Silva et al., 2013","Pocillopora_acuta_HIv2___RNAseq.g25935.t1","Pocillopora_acuta_HIv2___Sc0000008","brown","-","negative regulation of bile acid biosynthetic process",0.21016370401341,-0.21016370401341,0.160949667882009,0.160949667882009,0.340913366996235,0.0204228349859274,-0.40715779749936,0.00498055645815066,0.174952257807699,0.24486025060489,-0.136842430209297,0.364488999474139,-0.223549199853092,0.135324438570937,0.28351020257705,0.0562205394283137,-0.583651150935327,2.06747598953905e-05,0.636282330814564,2.00836334345305e-06,0.601763810809011,9.71074522640589e-06,-0.326264455823703,0.0269060033913438,-0.0790400974661737,0.601572153150238,0.312656196542541,0.0343842962584446,-0.0293877117160809,0.846274839499306,0.101796913810847,0.500838171218304,-0.102048897867529,0.499773210701375,0.231357669384125,0.121855101034048
"4160","Pocillopora_acuta_HIv2___RNAseq.g25935.t1","XP_022794736.1","MAM and LDL-receptor class A domain-containing protein 2-like [Stylophora pistillata]","Peled et al., 2020","Pocillopora_acuta_HIv2___RNAseq.g25935.t1","Pocillopora_acuta_HIv2___Sc0000008","brown","-","negative regulation of bile acid biosynthetic process",0.21016370401341,-0.21016370401341,0.160949667882009,0.160949667882009,0.340913366996235,0.0204228349859274,-0.40715779749936,0.00498055645815066,0.174952257807699,0.24486025060489,-0.136842430209297,0.364488999474139,-0.223549199853092,0.135324438570937,0.28351020257705,0.0562205394283137,-0.583651150935327,2.06747598953905e-05,0.636282330814564,2.00836334345305e-06,0.601763810809011,9.71074522640589e-06,-0.326264455823703,0.0269060033913438,-0.0790400974661737,0.601572153150238,0.312656196542541,0.0343842962584446,-0.0293877117160809,0.846274839499306,0.101796913810847,0.500838171218304,-0.102048897867529,0.499773210701375,0.231357669384125,0.121855101034048
"4161","Pocillopora_acuta_HIv2___RNAseq.g25935.t1","aug_v2a.09968.t1","MAM and LDLr domain-containing protein","Takeuchi et al., 2016","Pocillopora_acuta_HIv2___RNAseq.g25935.t1","Pocillopora_acuta_HIv2___Sc0000008","brown","-","negative regulation of bile acid biosynthetic process",0.21016370401341,-0.21016370401341,0.160949667882009,0.160949667882009,0.340913366996235,0.0204228349859274,-0.40715779749936,0.00498055645815066,0.174952257807699,0.24486025060489,-0.136842430209297,0.364488999474139,-0.223549199853092,0.135324438570937,0.28351020257705,0.0562205394283137,-0.583651150935327,2.06747598953905e-05,0.636282330814564,2.00836334345305e-06,0.601763810809011,9.71074522640589e-06,-0.326264455823703,0.0269060033913438,-0.0790400974661737,0.601572153150238,0.312656196542541,0.0343842962584446,-0.0293877117160809,0.846274839499306,0.101796913810847,0.500838171218304,-0.102048897867529,0.499773210701375,0.231357669384125,0.121855101034048
"4162","Pocillopora_acuta_HIv2___RNAseq.g25935.t1","P36_g13890","Zonadhesion-like precursor","Drake et al., 2013","Pocillopora_acuta_HIv2___RNAseq.g25935.t1","Pocillopora_acuta_HIv2___Sc0000008","brown","-","negative regulation of bile acid biosynthetic process",0.21016370401341,-0.21016370401341,0.160949667882009,0.160949667882009,0.340913366996235,0.0204228349859274,-0.40715779749936,0.00498055645815066,0.174952257807699,0.24486025060489,-0.136842430209297,0.364488999474139,-0.223549199853092,0.135324438570937,0.28351020257705,0.0562205394283137,-0.583651150935327,2.06747598953905e-05,0.636282330814564,2.00836334345305e-06,0.601763810809011,9.71074522640589e-06,-0.326264455823703,0.0269060033913438,-0.0790400974661737,0.601572153150238,0.312656196542541,0.0343842962584446,-0.0293877117160809,0.846274839499306,0.101796913810847,0.500838171218304,-0.102048897867529,0.499773210701375,0.231357669384125,0.121855101034048
