"Gene","Dispersion","AIC","logLik","meanExp","X.Intercept.","TreatmentVariable","OriginFlat","TreatmentVariable.OriginFlat","se_.Intercept.","se_TreatmentVariable","se_OriginFlat","se_TreatmentVariable.OriginFlat","Chisq_Treatment","Chisq_Origin","Chisq_Treatment.Origin","Df_Treatment","Df_Origin","Df_Treatment.Origin","P_Treatment","P_Origin","P_Treatment.Origin","Treatment","Origin","Treatment.Origin","Stable_OriginFC","Variable_OriginFC","maxGroupFC","col","RF13B","RF13D","RF14B","RF14C","RF15B","RF15D","RF17B","RF17D","RF18B","RF18D","RF19B","RF19C","RF20B","RF20C","RF22B","RF22C","RF23A","RF23C","RF24B","RF24D","RF25A","RF25C","RS11B","RS11D","RS12A","RS12C","RS13A","RS13C","RS14B","RS14C","RS15B","RS15D","RS1B","RS1C","RS2B","RS2C","RS3B","RS3D","RS6A","RS6D","RS7B","RS7C","RS8B","RS8C","RS9A","RS9C","accessionnumber/geneID","definition","Ref"
"Pocillopora_acuta_HIv2___TS.g13222.t1b",0.0506478531157941,621.275431971067,-304.637715985533,9.49816972692341,6.53126679369219,-0.123332597116866,0.224640267044882,0.126114957209421,0.0717700337865103,0.0937226491506295,0.102472923268332,0.135155980776254,0.86177903761332,14.1034844920166,0.870688196459971,1,1,1,0.353241319035248,0.000173022964113407,0.350764857225715,0.999999999916938,0.00427169367559338,0.999427929836143,-0.323664990423275,-0.505330240405273,"Variable","q_Origin < 0.05",768.436932975906,898.683426218887,641.20933885122,1029.72640513793,929.732232751937,729.228491074151,662.646697709199,829.341427124151,873.575563669183,1006.69337970616,874.589609181422,809.076234524729,788.7209600644,1191.92433442141,840.090196632996,774.146856778197,991.744488347255,775.772495192009,963.857622907024,592.553950656335,705.225631842883,818.327222576249,602.269507218877,638.751425138017,600.045869055085,607.615376415431,652.769880806731,770.15324172031,740.070742078521,784.455457841373,556.495868364205,402.284355190536,536.780095515385,536.615345564521,469.707541830586,625.316833813235,653.395737418125,607.319181546766,523.284280802434,498.215782156341,657.517940611671,796.289724629432,577.491885672876,694.337326078595,627.345113094763,960.43313050557,"Gene:g15294.t1","Annotated: Vitellogenin","Mummadisetti et al., 2021"
"Pocillopora_acuta_HIv2___TS.g13222.t1b",0.0506478531157941,621.275431971067,-304.637715985533,9.49816972692341,6.53126679369219,-0.123332597116866,0.224640267044882,0.126114957209421,0.0717700337865103,0.0937226491506295,0.102472923268332,0.135155980776254,0.86177903761332,14.1034844920166,0.870688196459971,1,1,1,0.353241319035248,0.000173022964113407,0.350764857225715,0.999999999916938,0.00427169367559338,0.999427929836143,-0.323664990423275,-0.505330240405273,"Variable","q_Origin < 0.05",768.436932975906,898.683426218887,641.20933885122,1029.72640513793,929.732232751937,729.228491074151,662.646697709199,829.341427124151,873.575563669183,1006.69337970616,874.589609181422,809.076234524729,788.7209600644,1191.92433442141,840.090196632996,774.146856778197,991.744488347255,775.772495192009,963.857622907024,592.553950656335,705.225631842883,818.327222576249,602.269507218877,638.751425138017,600.045869055085,607.615376415431,652.769880806731,770.15324172031,740.070742078521,784.455457841373,556.495868364205,402.284355190536,536.780095515385,536.615345564521,469.707541830586,625.316833813235,653.395737418125,607.319181546766,523.284280802434,498.215782156341,657.517940611671,796.289724629432,577.491885672876,694.337326078595,627.345113094763,960.43313050557,"P24_g15888","clone g15888 vitellogenin-like protein gene","Drake et al., 2013"
"Pocillopora_acuta_HIv2___TS.g13222.t1b",0.0506478531157941,621.275431971067,-304.637715985533,9.49816972692341,6.53126679369219,-0.123332597116866,0.224640267044882,0.126114957209421,0.0717700337865103,0.0937226491506295,0.102472923268332,0.135155980776254,0.86177903761332,14.1034844920166,0.870688196459971,1,1,1,0.353241319035248,0.000173022964113407,0.350764857225715,0.999999999916938,0.00427169367559338,0.999427929836143,-0.323664990423275,-0.505330240405273,"Variable","q_Origin < 0.05",768.436932975906,898.683426218887,641.20933885122,1029.72640513793,929.732232751937,729.228491074151,662.646697709199,829.341427124151,873.575563669183,1006.69337970616,874.589609181422,809.076234524729,788.7209600644,1191.92433442141,840.090196632996,774.146856778197,991.744488347255,775.772495192009,963.857622907024,592.553950656335,705.225631842883,818.327222576249,602.269507218877,638.751425138017,600.045869055085,607.615376415431,652.769880806731,770.15324172031,740.070742078521,784.455457841373,556.495868364205,402.284355190536,536.780095515385,536.615345564521,469.707541830586,625.316833813235,653.395737418125,607.319181546766,523.284280802434,498.215782156341,657.517940611671,796.289724629432,577.491885672876,694.337326078595,627.345113094763,960.43313050557,"P26_g1441","clone g1441 vitellogenin-like protein gene","Drake et al., 2013"
"Pocillopora_acuta_HIv2___TS.g13222.t1b",0.0506478531157941,621.275431971067,-304.637715985533,9.49816972692341,6.53126679369219,-0.123332597116866,0.224640267044882,0.126114957209421,0.0717700337865103,0.0937226491506295,0.102472923268332,0.135155980776254,0.86177903761332,14.1034844920166,0.870688196459971,1,1,1,0.353241319035248,0.000173022964113407,0.350764857225715,0.999999999916938,0.00427169367559338,0.999427929836143,-0.323664990423275,-0.505330240405273,"Variable","q_Origin < 0.05",768.436932975906,898.683426218887,641.20933885122,1029.72640513793,929.732232751937,729.228491074151,662.646697709199,829.341427124151,873.575563669183,1006.69337970616,874.589609181422,809.076234524729,788.7209600644,1191.92433442141,840.090196632996,774.146856778197,991.744488347255,775.772495192009,963.857622907024,592.553950656335,705.225631842883,818.327222576249,602.269507218877,638.751425138017,600.045869055085,607.615376415431,652.769880806731,770.15324172031,740.070742078521,784.455457841373,556.495868364205,402.284355190536,536.780095515385,536.615345564521,469.707541830586,625.316833813235,653.395737418125,607.319181546766,523.284280802434,498.215782156341,657.517940611671,796.289724629432,577.491885672876,694.337326078595,627.345113094763,960.43313050557,"XP_022779720.1","vitellogenin-like [Stylophora pistillata]","Peled et al., 2020"
"Pocillopora_acuta_HIv2___TS.g2710.t1",0.141526246983765,613.799810069602,-300.899905034801,8.72860959550612,6.38032293331102,-0.265301036908092,-0.523947925357236,0.455283867996105,0.118762693788383,0.156029078929889,0.171072816555975,0.225718036334723,0.181142169260263,5.31179387713123,4.06847824207123,1,1,1,0.670393510259155,0.0211815354494402,0.043690618022617,0.999999999916938,0.0976794318824299,0.999427929836143,0.754217242575049,0.098835254285838,"Stable","Not Significant",432.502605324675,450.322808552914,426.531322319534,383.079564191211,409.404866049118,400.986956162429,511.89176138826,280.340764098305,380.428068049483,224.081250632268,309.961410912027,711.111163392817,349.257668532916,359.585136111818,747.262550596201,290.052412396008,260.418592201747,363.398479439691,258.071412218514,252.592341009708,358.343251716481,190.033766131596,812.771470907029,404.506420333583,292.879531324506,457.900348509035,369.935554640096,612.881849537326,767.777824047963,1105.4490028101,423.177692790091,469.331747722292,266.115555827543,640.290582274661,547.112529997424,610.318459570482,404.483075544554,470.120693456422,355.030632992802,557.831345833168,421.119349923529,796.289724629432,321.128665397534,269.137483056037,371.802700054327,556.040233450593,"aug_v2a.07627.t1","Zona pellucida domain-containing protein","Takeuchi et al., 2016"
"Pocillopora_acuta_HIv2___TS.g2710.t1",0.141526246983765,613.799810069602,-300.899905034801,8.72860959550612,6.38032293331102,-0.265301036908092,-0.523947925357236,0.455283867996105,0.118762693788383,0.156029078929889,0.171072816555975,0.225718036334723,0.181142169260263,5.31179387713123,4.06847824207123,1,1,1,0.670393510259155,0.0211815354494402,0.043690618022617,0.999999999916938,0.0976794318824299,0.999427929836143,0.754217242575049,0.098835254285838,"Stable","Not Significant",432.502605324675,450.322808552914,426.531322319534,383.079564191211,409.404866049118,400.986956162429,511.89176138826,280.340764098305,380.428068049483,224.081250632268,309.961410912027,711.111163392817,349.257668532916,359.585136111818,747.262550596201,290.052412396008,260.418592201747,363.398479439691,258.071412218514,252.592341009708,358.343251716481,190.033766131596,812.771470907029,404.506420333583,292.879531324506,457.900348509035,369.935554640096,612.881849537326,767.777824047963,1105.4490028101,423.177692790091,469.331747722292,266.115555827543,640.290582274661,547.112529997424,610.318459570482,404.483075544554,470.120693456422,355.030632992802,557.831345833168,421.119349923529,796.289724629432,321.128665397534,269.137483056037,371.802700054327,556.040233450593,"Gene:g907","Annotated: Zona Pellucida (ZP domain-containing)","Mummadisetti et al., 2021"
"Pocillopora_acuta_HIv2___TS.g2710.t1",0.141526246983765,613.799810069602,-300.899905034801,8.72860959550612,6.38032293331102,-0.265301036908092,-0.523947925357236,0.455283867996105,0.118762693788383,0.156029078929889,0.171072816555975,0.225718036334723,0.181142169260263,5.31179387713123,4.06847824207123,1,1,1,0.670393510259155,0.0211815354494402,0.043690618022617,0.999999999916938,0.0976794318824299,0.999427929836143,0.754217242575049,0.098835254285838,"Stable","Not Significant",432.502605324675,450.322808552914,426.531322319534,383.079564191211,409.404866049118,400.986956162429,511.89176138826,280.340764098305,380.428068049483,224.081250632268,309.961410912027,711.111163392817,349.257668532916,359.585136111818,747.262550596201,290.052412396008,260.418592201747,363.398479439691,258.071412218514,252.592341009708,358.343251716481,190.033766131596,812.771470907029,404.506420333583,292.879531324506,457.900348509035,369.935554640096,612.881849537326,767.777824047963,1105.4490028101,423.177692790091,469.331747722292,266.115555827543,640.290582274661,547.112529997424,610.318459570482,404.483075544554,470.120693456422,355.030632992802,557.831345833168,421.119349923529,796.289724629432,321.128665397534,269.137483056037,371.802700054327,556.040233450593,"JN631095.1","Acropora millepora clone B26 hypothetical protein p251_4","Hayward et al., 2011"
"Pocillopora_acuta_HIv2___TS.g2710.t1",0.141526246983765,613.799810069602,-300.899905034801,8.72860959550612,6.38032293331102,-0.265301036908092,-0.523947925357236,0.455283867996105,0.118762693788383,0.156029078929889,0.171072816555975,0.225718036334723,0.181142169260263,5.31179387713123,4.06847824207123,1,1,1,0.670393510259155,0.0211815354494402,0.043690618022617,0.999999999916938,0.0976794318824299,0.999427929836143,0.754217242575049,0.098835254285838,"Stable","Not Significant",432.502605324675,450.322808552914,426.531322319534,383.079564191211,409.404866049118,400.986956162429,511.89176138826,280.340764098305,380.428068049483,224.081250632268,309.961410912027,711.111163392817,349.257668532916,359.585136111818,747.262550596201,290.052412396008,260.418592201747,363.398479439691,258.071412218514,252.592341009708,358.343251716481,190.033766131596,812.771470907029,404.506420333583,292.879531324506,457.900348509035,369.935554640096,612.881849537326,767.777824047963,1105.4490028101,423.177692790091,469.331747722292,266.115555827543,640.290582274661,547.112529997424,610.318459570482,404.483075544554,470.120693456422,355.030632992802,557.831345833168,421.119349923529,796.289724629432,321.128665397534,269.137483056037,371.802700054327,556.040233450593,"P21_g18277","Zona pellucida","Drake et al., 2013"
"Pocillopora_acuta_HIv2___TS.g2710.t1",0.141526246983765,613.799810069602,-300.899905034801,8.72860959550612,6.38032293331102,-0.265301036908092,-0.523947925357236,0.455283867996105,0.118762693788383,0.156029078929889,0.171072816555975,0.225718036334723,0.181142169260263,5.31179387713123,4.06847824207123,1,1,1,0.670393510259155,0.0211815354494402,0.043690618022617,0.999999999916938,0.0976794318824299,0.999427929836143,0.754217242575049,0.098835254285838,"Stable","Not Significant",432.502605324675,450.322808552914,426.531322319534,383.079564191211,409.404866049118,400.986956162429,511.89176138826,280.340764098305,380.428068049483,224.081250632268,309.961410912027,711.111163392817,349.257668532916,359.585136111818,747.262550596201,290.052412396008,260.418592201747,363.398479439691,258.071412218514,252.592341009708,358.343251716481,190.033766131596,812.771470907029,404.506420333583,292.879531324506,457.900348509035,369.935554640096,612.881849537326,767.777824047963,1105.4490028101,423.177692790091,469.331747722292,266.115555827543,640.290582274661,547.112529997424,610.318459570482,404.483075544554,470.120693456422,355.030632992802,557.831345833168,421.119349923529,796.289724629432,321.128665397534,269.137483056037,371.802700054327,556.040233450593,"XP_022806326.1","ZP domain-containing protein-like [Stylophora pistillata]","Peled et al., 2020"
"Pocillopora_acuta_HIv2___RNAseq.g15280.t1",0.376158796655737,424.974463514184,-206.487231757092,5.11962749224907,3.44501488536639,0.0889757694996761,0.573822124348077,-0.236611768306211,0.184404936854355,0.260353704073412,0.264263663623712,0.373770281327942,0.01911573027095,5.94171872515041,0.40074041870054,1,1,1,0.890035215381263,0.0147865925318876,0.526707121403188,0.999999999916938,0.0788453058793701,0.999427929836143,-0.80824168171528,-0.474732226171023,"Stable","Not Significant",30.819663087269,33.3572450779936,27.3055371904338,32.0122198488477,94.7883187404361,67.4225855494349,55.1268050725819,45.5553741659745,75.1462850468115,71.3492539326624,20.2487353862128,72.6094056624756,72.8583878065355,31.0301894106645,26.3011663770919,100.052922742874,40.13970782057,85.2174331839707,58.6525936860258,49.3074090327169,29.034208028201,26.3683216163458,46.7782141529225,30.3650932153896,0,0,52.8479363771566,48.6111575838315,32.0818843856699,34.2979404213157,35.2648077325076,17.0905118218202,17.0586894761245,29.7586327593921,46.6189133277547,29.9967484855058,44.7264939304074,27.823469612727,54.0264006728177,43.6471091205341,21.9905665756412,40.0419975813657,18.8899214939726,14.0175772425019,39.1371263215082,45.8830402427762,"AJQ31790.1","solute carrier family 4 member gamma [Stylophora pistillata]","Zoccola et al., 2015"
"Pocillopora_acuta_HIv2___RNAseq.g25214.t1",0.464682594341559,406.204307552077,-197.102153776038,4.67478395269151,3.57731784592376,0.0240723589504104,-0.565498175026738,-0.0446315990231098,0.240781977117083,0.289791933153317,0.349945942607829,0.424483214666851,0.000227417851092895,4.32467363341438,0.011055129901948,1,1,1,0.987968053935857,0.0375636170593701,0.916262039508042,0.999999999916938,0.138433646293005,0.999427929836143,0.786319746161794,0.848371558247201,"Variable","Not Significant",43.1475283221766,38.2627222953456,19.7729752068658,10.6707399496159,12.1006364349493,11.5328106860875,9.00029470572766,18.6893842732203,17.6124105578464,31.2152985955398,5.45158260398037,23.0506049722145,4.62592938454194,10.9518315567051,36.3574946977447,40.4254233304541,10.7691899030798,3.91804290501015,7.82034582480344,7.78538037358688,93.2150889326454,76.3772074404499,18.5163764355318,4.33787045934137,45.9218777338075,52.5315887390862,16.6373133039197,31.4542784365968,40.8314892181253,52.7660621866395,40.4255113031184,51.2715354654605,61.4112821140483,43.1980152958917,49.2577197425333,27.689306294313,29.1694525633092,50.8497892922253,41.6775090904593,58.5510000397409,43.9811331512824,20.0209987906829,38.6793630590867,43.921742026506,26.4751148645496,11.6651797227397,"PFX13778.1","Sacsin [Stylophora pistillata]","Peled et al., 2020"
