"","X","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust","ParentTerm","Factor"
"15",15,"GO:0030029",0.211472847766051,0.973975934961297,2,3,"actin filament-based process","BP",1,"actin filament severing","Biomin"
"16",16,"GO:0006996",0.239344376809284,0.93642768370543,3,6,"organelle organization","BP",1,"cellular component disassembly","Biomin"
"17",17,"GO:0000132",0.243313692849203,1,1,1,"establishment of mitotic spindle orientation","BP",1,"establishment of epithelial cell polarity","Biomin"
"18",18,"GO:0001558",0.243313692849203,1,1,1,"regulation of cell growth","BP",1,"positive regulation of growth rate","Biomin"
"19",20,"GO:0003381",0.243313692849203,1,1,1,"epithelial cell morphogenesis involved in gastrulation","BP",1,"muscle tissue development","Biomin"
"20",21,"GO:0003382",0.243313692849203,1,1,1,"epithelial cell morphogenesis","BP",1,"muscle tissue development","Biomin"
"21",22,"GO:0003383",0.243313692849203,1,1,1,"apical constriction","BP",1,"muscle tissue development","Biomin"
"22",23,"GO:0003384",0.243313692849203,1,1,1,"apical constriction involved in gastrulation","BP",1,"muscle tissue development","Biomin"
"23",24,"GO:0006935",0.243313692849203,1,1,1,"chemotaxis","BP",1,"response to nutrient","Biomin"
"24",25,"GO:0007409",0.243313692849203,1,1,1,"axonogenesis","BP",1,"formation of anatomical boundary","Biomin"
"25",26,"GO:0007411",0.243313692849203,1,1,1,"axon guidance","BP",1,"response to nutrient","Biomin"
"26",28,"GO:0010769",0.243313692849203,1,1,1,"regulation of cell morphogenesis involved in differentiation","BP",1,"regulation of cell morphogenesis involved in differentiation","Biomin"
"27",30,"GO:0016049",0.243313692849203,1,1,1,"cell growth","BP",1,"positive regulation of growth rate","Biomin"
"28",31,"GO:0022604",0.243313692849203,1,1,1,"regulation of cell morphogenesis","BP",1,"regulation of cell morphogenesis involved in differentiation","Biomin"
"29",32,"GO:0030048",0.243313692849203,1,1,1,"actin filament-based movement","BP",1,"actin filament severing","Biomin"
"30",33,"GO:0030516",0.243313692849203,1,1,1,"regulation of axon extension","BP",1,"positive regulation of growth rate","Biomin"
"31",34,"GO:0030865",0.243313692849203,1,1,1,"cortical cytoskeleton organization","BP",1,"cellular component disassembly","Biomin"
"32",35,"GO:0030866",0.243313692849203,1,1,1,"cortical actin cytoskeleton organization","BP",1,"cellular component disassembly","Biomin"
"33",37,"GO:0032101",0.243313692849203,1,1,1,"regulation of response to external stimulus","BP",1,"regulation of response to stress","Biomin"
"34",38,"GO:0032507",0.243313692849203,1,1,1,"maintenance of protein location in cell","BP",1,"maintenance of location","Biomin"
"35",39,"GO:0040001",0.243313692849203,1,1,1,"establishment of mitotic spindle localization","BP",1,"organelle localization","Biomin"
"36",41,"GO:0042074",0.243313692849203,1,1,1,"cell migration involved in gastrulation","BP",1,"flagellated sperm motility","Biomin"
"37",42,"GO:0042330",0.243313692849203,1,1,1,"taxis","BP",1,"response to nutrient","Biomin"
"38",45,"GO:0045185",0.243313692849203,1,1,1,"maintenance of protein location","BP",1,"maintenance of location","Biomin"
"39",50,"GO:0048588",0.243313692849203,1,1,1,"developmental cell growth","BP",1,"positive regulation of growth rate","Biomin"
"40",51,"GO:0048675",0.243313692849203,1,1,1,"axon extension","BP",1,"positive regulation of growth rate","Biomin"
"41",52,"GO:0048814",0.243313692849203,1,1,1,"regulation of dendrite morphogenesis","BP",1,"mechanoreceptor differentiation","Biomin"
"42",53,"GO:0048841",0.243313692849203,1,1,1,"regulation of axon extension involved in axon guidance","BP",1,"positive regulation of growth rate","Biomin"
"43",54,"GO:0048846",0.243313692849203,1,1,1,"axon extension involved in axon guidance","BP",1,"positive regulation of growth rate","Biomin"
"44",55,"GO:0050770",0.243313692849203,1,1,1,"regulation of axonogenesis","BP",1,"regulation of cell morphogenesis involved in differentiation","Biomin"
"45",57,"GO:0050920",0.243313692849203,1,1,1,"regulation of chemotaxis","BP",1,"regulation of response to stress","Biomin"
"46",58,"GO:0051235",0.243313692849203,1,1,1,"maintenance of location","BP",1,"maintenance of location","Biomin"
"47",59,"GO:0051293",0.243313692849203,1,1,1,"establishment of spindle localization","BP",1,"organelle localization","Biomin"
"48",60,"GO:0051294",0.243313692849203,1,1,1,"establishment of spindle orientation","BP",1,"establishment of epithelial cell polarity","Biomin"
"49",61,"GO:0051640",0.243313692849203,1,1,1,"organelle localization","BP",1,"organelle localization","Biomin"
"50",62,"GO:0051651",0.243313692849203,1,1,1,"maintenance of location in cell","BP",1,"maintenance of location","Biomin"
"51",63,"GO:0051653",0.243313692849203,1,1,1,"spindle localization","BP",1,"organelle localization","Biomin"
"52",64,"GO:0051656",0.243313692849203,1,1,1,"establishment of organelle localization","BP",1,"organelle localization","Biomin"
"53",65,"GO:0061387",0.243313692849203,1,1,1,"regulation of extent of cell growth","BP",1,"positive regulation of growth rate","Biomin"
"54",66,"GO:0070252",0.243313692849203,1,1,1,"actin-mediated cell contraction","BP",1,"actin filament severing","Biomin"
"55",67,"GO:0097485",0.243313692849203,1,1,1,"neuron projection guidance","BP",1,"response to nutrient","Biomin"
"56",68,"GO:1902284",0.243313692849203,1,1,1,"neuron projection extension involved in neuron projection guidance","BP",1,"positive regulation of growth rate","Biomin"
"57",69,"GO:1902667",0.243313692849203,1,1,1,"regulation of axon guidance","BP",1,"regulation of response to stress","Biomin"
"58",70,"GO:1902850",0.243313692849203,1,1,1,"microtubule cytoskeleton organization involved in mitosis","BP",1,"regulation of cell cycle G1/S phase transition","Biomin"
"59",71,"GO:1990138",0.243313692849203,1,1,1,"neuron projection extension","BP",1,"positive regulation of growth rate","Biomin"
"60",72,"GO:0001568",0.262969029289551,1,1,1,"blood vessel development","BP",1,"mechanoreceptor differentiation","Biomin"
"61",74,"GO:0002376",0.262969029289551,1,1,1,"immune system process","BP",1,"immune system process","Biomin"
"62",76,"GO:0006629",0.262969029289551,1,1,1,"lipid metabolic process","BP",1,"regulation of lipid metabolic process","Biomin"
"63",77,"GO:0007167",0.262969029289551,1,1,1,"enzyme-linked receptor protein signaling pathway","BP",1,"signaling","Biomin"
"64",78,"GO:0007169",0.262969029289551,1,1,1,"transmembrane receptor protein tyrosine kinase signaling pathway","BP",1,"signaling","Biomin"
"65",79,"GO:0007548",0.262969029289551,1,1,1,"sex differentiation","BP",1,"multi-organism reproductive process","Biomin"
"66",80,"GO:0008202",0.262969029289551,1,1,1,"steroid metabolic process","BP",1,"regulation of lipid metabolic process","Biomin"
"67",81,"GO:0008209",0.262969029289551,1,1,1,"androgen metabolic process","BP",1,"negative regulation of cytosolic calcium ion concentration","Biomin"
"68",82,"GO:0008210",0.262969029289551,1,1,1,"estrogen metabolic process","BP",1,"regulation of lipid metabolic process","Biomin"
"69",83,"GO:0008406",0.262969029289551,1,1,1,"gonad development","BP",1,"multi-organism reproductive process","Biomin"
"70",84,"GO:0008585",0.262969029289551,1,1,1,"female gonad development","BP",1,"multi-organism reproductive process","Biomin"
"71",85,"GO:0009896",0.262969029289551,1,1,1,"positive regulation of catabolic process","BP",1,"negative regulation of catabolic process","Biomin"
"72",86,"GO:0010171",0.262969029289551,1,1,1,"body morphogenesis","BP",1,"formation of anatomical boundary","Biomin"
"73",87,"GO:0030097",0.262969029289551,1,1,1,"hemopoiesis","BP",1,"hemopoiesis","Biomin"
"74",88,"GO:0042176",0.262969029289551,1,1,1,"regulation of protein catabolic process","BP",1,"negative regulation of catabolic process","Biomin"
"75",89,"GO:0045137",0.262969029289551,1,1,1,"development of primary sexual characteristics","BP",1,"multi-organism reproductive process","Biomin"
"76",90,"GO:0045732",0.262969029289551,1,1,1,"positive regulation of protein catabolic process","BP",1,"negative regulation of catabolic process","Biomin"
"77",91,"GO:0046545",0.262969029289551,1,1,1,"development of primary female sexual characteristics","BP",1,"multi-organism reproductive process","Biomin"
"78",92,"GO:0046660",0.262969029289551,1,1,1,"female sex differentiation","BP",1,"multi-organism reproductive process","Biomin"
"79",94,"GO:0048514",0.262969029289551,1,1,1,"blood vessel morphogenesis","BP",1,"mechanoreceptor differentiation","Biomin"
"80",99,"GO:0060323",0.262969029289551,1,1,1,"head morphogenesis","BP",1,"head morphogenesis","Biomin"
"81",102,"GO:0036211",0.2767954238416,0.920286184389073,3,6,"protein modification process","BP",1,"peptide cross-linking","Biomin"
"82",103,"GO:0043412",0.2767954238416,0.920286184389073,3,6,"macromolecule modification","BP",1,"peptide cross-linking","Biomin"
"83",104,"GO:0000122",0.292706873035227,1,1,1,"negative regulation of transcription by RNA polymerase II","BP",1,"negative regulation of biological process","Biomin"
"84",106,"GO:0006476",0.292706873035227,1,1,1,"protein deacetylation","BP",1,"peptide cross-linking","Biomin"
"85",107,"GO:0007596",0.292706873035227,1,1,1,"blood coagulation","BP",1,"coagulation","Biomin"
"86",108,"GO:0007599",0.292706873035227,1,1,1,"hemostasis","BP",1,"negative regulation of cytosolic calcium ion concentration","Biomin"
"87",109,"GO:0007631",0.292706873035227,1,1,1,"feeding behavior","BP",1,"locomotory behavior","Biomin"
"88",110,"GO:0010558",0.292706873035227,1,1,1,"negative regulation of macromolecule biosynthetic process","BP",1,"negative regulation of biological process","Biomin"
"89",111,"GO:0016575",0.292706873035227,1,1,1,"histone deacetylation","BP",1,"peptide cross-linking","Biomin"
"90",112,"GO:0035601",0.292706873035227,1,1,1,"protein deacylation","BP",1,"peptide cross-linking","Biomin"
"91",113,"GO:0045892",0.292706873035227,1,1,1,"negative regulation of DNA-templated transcription","BP",1,"negative regulation of biological process","Biomin"
"92",114,"GO:0045934",0.292706873035227,1,1,1,"negative regulation of nucleobase-containing compound metabolic process","BP",1,"negative regulation of biological process","Biomin"
"93",115,"GO:0050817",0.292706873035227,1,1,1,"coagulation","BP",1,"coagulation","Biomin"
"94",116,"GO:0051253",0.292706873035227,1,1,1,"negative regulation of RNA metabolic process","BP",1,"negative regulation of biological process","Biomin"
"95",117,"GO:0098732",0.292706873035227,1,1,1,"macromolecule deacylation","BP",1,"peptide cross-linking","Biomin"
"96",118,"GO:1902679",0.292706873035227,1,1,1,"negative regulation of RNA biosynthetic process","BP",1,"negative regulation of biological process","Biomin"
"97",119,"GO:1903507",0.292706873035227,1,1,1,"negative regulation of nucleic acid-templated transcription","BP",1,"negative regulation of biological process","Biomin"
"98",120,"GO:2000113",0.292706873035227,1,1,1,"negative regulation of cellular macromolecule biosynthetic process","BP",1,"cellular macromolecule metabolic process","Biomin"
"99",121,"GO:0051171",0.310038100427748,0.931899469378615,2,4,"regulation of nitrogen compound metabolic process","BP",1,"regulation of peptidyl-serine phosphorylation","Biomin"
"100",122,"GO:0060255",0.310038100427748,0.931899469378615,2,4,"regulation of macromolecule metabolic process","BP",1,"regulation of peptidyl-serine phosphorylation","Biomin"
"101",123,"GO:0007010",0.338195011523748,0.920611037049124,2,4,"cytoskeleton organization","BP",1,"cellular component disassembly","Biomin"
"102",124,"GO:0044260",0.372300358823807,0.862743798442689,3,7,"cellular macromolecule metabolic process","BP",1,"cellular macromolecule metabolic process","Biomin"
"103",125,"GO:0000281",0.374430124924763,1,1,1,"mitotic cytokinesis","BP",1,"cell division","Biomin"
"104",126,"GO:0000910",0.374430124924763,1,1,1,"cytokinesis","BP",1,"cell division","Biomin"
"105",127,"GO:0006338",0.374430124924763,1,1,1,"chromatin remodeling","BP",1,"cellular component disassembly","Biomin"
"106",128,"GO:0006473",0.374430124924763,1,1,1,"protein acetylation","BP",1,"peptide cross-linking","Biomin"
"107",129,"GO:0006475",0.374430124924763,1,1,1,"internal protein amino acid acetylation","BP",1,"peptide cross-linking","Biomin"
"108",130,"GO:0007015",0.374430124924763,1,1,1,"actin filament organization","BP",1,"cellular component disassembly","Biomin"
"109",131,"GO:0007517",0.374430124924763,1,1,1,"muscle organ development","BP",1,"myotube differentiation","Biomin"
"110",133,"GO:0007528",0.374430124924763,1,1,1,"neuromuscular junction development","BP",1,"bicellular tight junction assembly","Biomin"
"111",134,"GO:0010927",0.374430124924763,1,1,1,"cellular component assembly involved in morphogenesis","BP",1,"formation of anatomical boundary","Biomin"
"112",136,"GO:0014866",0.374430124924763,1,1,1,"skeletal myofibril assembly","BP",1,"myotube differentiation","Biomin"
"113",137,"GO:0014902",0.374430124924763,1,1,1,"myotube differentiation","BP",1,"myotube differentiation","Biomin"
"114",139,"GO:0016573",0.374430124924763,1,1,1,"histone acetylation","BP",1,"peptide cross-linking","Biomin"
"115",140,"GO:0018193",0.374430124924763,1,1,1,"peptidyl-amino acid modification","BP",1,"peptide cross-linking","Biomin"
"116",141,"GO:0018205",0.374430124924763,1,1,1,"peptidyl-lysine modification","BP",1,"peptide cross-linking","Biomin"
"117",142,"GO:0018393",0.374430124924763,1,1,1,"internal peptidyl-lysine acetylation","BP",1,"peptide cross-linking","Biomin"
"118",143,"GO:0018394",0.374430124924763,1,1,1,"peptidyl-lysine acetylation","BP",1,"peptide cross-linking","Biomin"
"119",144,"GO:0030239",0.374430124924763,1,1,1,"myofibril assembly","BP",1,"formation of anatomical boundary","Biomin"
"120",145,"GO:0031032",0.374430124924763,1,1,1,"actomyosin structure organization","BP",1,"actin filament severing","Biomin"
"121",146,"GO:0034728",0.374430124924763,1,1,1,"nucleosome organization","BP",1,"protein tetramerization","Biomin"
"122",147,"GO:0042692",0.374430124924763,1,1,1,"muscle cell differentiation","BP",1,"myotube differentiation","Biomin"
"123",148,"GO:0043543",0.374430124924763,1,1,1,"protein acylation","BP",1,"peptide cross-linking","Biomin"
"124",150,"GO:0051146",0.374430124924763,1,1,1,"striated muscle cell differentiation","BP",1,"myotube differentiation","Biomin"
"125",151,"GO:0051301",0.374430124924763,1,1,1,"cell division","BP",1,"cell division","Biomin"
"126",152,"GO:0055001",0.374430124924763,1,1,1,"muscle cell development","BP",1,"myotube differentiation","Biomin"
"127",153,"GO:0055002",0.374430124924763,1,1,1,"striated muscle cell development","BP",1,"myotube differentiation","Biomin"
"128",154,"GO:0060538",0.374430124924763,1,1,1,"skeletal muscle organ development","BP",1,"myotube differentiation","Biomin"
"129",155,"GO:0061061",0.374430124924763,1,1,1,"muscle structure development","BP",1,"myotube differentiation","Biomin"
"130",156,"GO:0061640",0.374430124924763,1,1,1,"cytoskeleton-dependent cytokinesis","BP",1,"cell division","Biomin"
"131",157,"GO:0070925",0.374430124924763,1,1,1,"organelle assembly","BP",1,"organelle assembly","Biomin"
"132",158,"GO:0071689",0.374430124924763,1,1,1,"muscle thin filament assembly","BP",1,"formation of anatomical boundary","Biomin"
"133",159,"GO:0071824",0.374430124924763,1,1,1,"protein-DNA complex subunit organization","BP",1,"protein tetramerization","Biomin"
"134",160,"GO:0097435",0.374430124924763,1,1,1,"supramolecular fiber organization","BP",1,"cellular component disassembly","Biomin"
"135",162,"GO:0048523",0.415949976499516,0.870627357365438,2,5,"negative regulation of cellular process","BP",1,"negative regulation of biological process","Biomin"
"136",163,"GO:0019222",0.419041842403248,0.868878520627345,2,5,"regulation of metabolic process","BP",1,"regulation of peptidyl-serine phosphorylation","Biomin"
"137",164,"GO:0080090",0.419041842403248,0.868878520627345,2,5,"regulation of primary metabolic process","BP",1,"regulation of peptidyl-serine phosphorylation","Biomin"
"138",165,"GO:0009888",0.434762291581052,0.815486849078129,3,8,"tissue development","BP",1,"muscle tissue development","Biomin"
"139",166,"GO:0030154",0.435965086000883,0.814648538064439,3,8,"cell differentiation","BP",1,"regeneration","Biomin"
"140",167,"GO:0048869",0.435965086000883,0.814648538064439,3,8,"cellular developmental process","BP",1,"regeneration","Biomin"
"141",168,"GO:0007369",0.440264569505604,0.93659826199666,1,2,"gastrulation","BP",1,"multicellular organismal process","Biomin"
"142",169,"GO:0001667",0.443255774147562,0.935586325723447,1,2,"ameboidal-type cell migration","BP",1,"flagellated sperm motility","Biomin"
"143",170,"GO:0010721",0.443255774147562,0.935586325723447,1,2,"negative regulation of cell development","BP",1,"regulation of cell morphogenesis involved in differentiation","Biomin"
"144",171,"GO:0010975",0.443255774147562,0.935586325723447,1,2,"regulation of neuron projection development","BP",1,"pseudopodium organization","Biomin"
"145",172,"GO:0010977",0.443255774147562,0.935586325723447,1,2,"negative regulation of neuron projection development","BP",1,"positive regulation of cellular component organization","Biomin"
"146",173,"GO:0031344",0.443255774147562,0.935586325723447,1,2,"regulation of cell projection organization","BP",1,"pseudopodium organization","Biomin"
"147",174,"GO:0031345",0.443255774147562,0.935586325723447,1,2,"negative regulation of cell projection organization","BP",1,"positive regulation of cellular component organization","Biomin"
"148",175,"GO:0032990",0.443255774147562,0.935586325723447,1,2,"cell part morphogenesis","BP",1,"formation of anatomical boundary","Biomin"
"149",176,"GO:0045595",0.443255774147562,0.935586325723447,1,2,"regulation of cell differentiation","BP",1,"regulation of cell morphogenesis involved in differentiation","Biomin"
"150",177,"GO:0045596",0.443255774147562,0.935586325723447,1,2,"negative regulation of cell differentiation","BP",1,"regulation of cell morphogenesis involved in differentiation","Biomin"
"151",178,"GO:0045664",0.443255774147562,0.935586325723447,1,2,"regulation of neuron differentiation","BP",1,"regulation of cell morphogenesis involved in differentiation","Biomin"
"152",180,"GO:0048812",0.443255774147562,0.935586325723447,1,2,"neuron projection morphogenesis","BP",1,"formation of anatomical boundary","Biomin"
"153",181,"GO:0048858",0.443255774147562,0.935586325723447,1,2,"cell projection morphogenesis","BP",1,"formation of anatomical boundary","Biomin"
"154",182,"GO:0050767",0.443255774147562,0.935586325723447,1,2,"regulation of neurogenesis","BP",1,"negative regulation of multicellular organismal process","Biomin"
"155",183,"GO:0050768",0.443255774147562,0.935586325723447,1,2,"negative regulation of neurogenesis","BP",1,"negative regulation of multicellular organismal process","Biomin"
"156",184,"GO:0050773",0.443255774147562,0.935586325723447,1,2,"regulation of dendrite development","BP",1,"mechanoreceptor differentiation","Biomin"
"157",185,"GO:0051093",0.443255774147562,0.935586325723447,1,2,"negative regulation of developmental process","BP",1,"regulation of cell morphogenesis involved in differentiation","Biomin"
"158",186,"GO:0051129",0.443255774147562,0.935586325723447,1,2,"negative regulation of cellular component organization","BP",1,"positive regulation of cellular component organization","Biomin"
"159",187,"GO:0051961",0.443255774147562,0.935586325723447,1,2,"negative regulation of nervous system development","BP",1,"negative regulation of multicellular organismal process","Biomin"
"160",188,"GO:0060284",0.443255774147562,0.935586325723447,1,2,"regulation of cell development","BP",1,"regulation of cell morphogenesis involved in differentiation","Biomin"
"161",189,"GO:0120035",0.443255774147562,0.935586325723447,1,2,"regulation of plasma membrane bounded cell projection organization","BP",1,"pseudopodium organization","Biomin"
"162",190,"GO:0120039",0.443255774147562,0.935586325723447,1,2,"plasma membrane bounded cell projection morphogenesis","BP",1,"formation of anatomical boundary","Biomin"
"163",194,"GO:0051128",0.450875347886675,0.850105011087858,2,5,"regulation of cellular component organization","BP",1,"positive regulation of cellular component organization","Biomin"
"164",195,"GO:0008361",0.45269144061487,0.932323236169887,1,2,"regulation of cell size","BP",1,"negative regulation of cytosolic calcium ion concentration","Biomin"
"165",196,"GO:0032535",0.45269144061487,0.932323236169887,1,2,"regulation of cellular component size","BP",1,"negative regulation of cytosolic calcium ion concentration","Biomin"
"166",197,"GO:0048667",0.45269144061487,0.932323236169887,1,2,"cell morphogenesis involved in neuron differentiation","BP",1,"formation of anatomical boundary","Biomin"
"167",198,"GO:0051649",0.45269144061487,0.932323236169887,1,2,"establishment of localization in cell","BP",1,"secretion","Biomin"
"168",199,"GO:0032989",0.452756475214984,0.848950952370079,2,5,"cellular component morphogenesis","BP",1,"formation of anatomical boundary","Biomin"
"169",200,"GO:0003006",0.454805337642577,0.931577225428805,1,2,"developmental process involved in reproduction","BP",1,"multi-organism reproductive process","Biomin"
"170",201,"GO:0048608",0.454805337642577,0.931577225428805,1,2,"reproductive structure development","BP",1,"mechanoreceptor differentiation","Biomin"
"171",202,"GO:0061458",0.454805337642577,0.931577225428805,1,2,"reproductive system development","BP",1,"mechanoreceptor differentiation","Biomin"
"172",203,"GO:0048638",0.457647418972528,0.930565480904059,1,2,"regulation of developmental growth","BP",1,"positive regulation of growth rate","Biomin"
"173",204,"GO:0001736",0.461099541646698,0.929322963678892,1,2,"establishment of planar polarity","BP",1,"formation of anatomical boundary","Biomin"
"174",205,"GO:0001738",0.461099541646698,0.929322963678892,1,2,"morphogenesis of a polarized epithelium","BP",1,"muscle tissue development","Biomin"
"175",207,"GO:0007156",0.461099541646698,0.929322963678892,1,2,"homophilic cell adhesion via plasma membrane adhesion molecules","BP",1,"substrate adhesion-dependent cell spreading","Biomin"
"176",208,"GO:0007164",0.461099541646698,0.929322963678892,1,2,"establishment of tissue polarity","BP",1,"formation of anatomical boundary","Biomin"
"177",209,"GO:0007389",0.461099541646698,0.929322963678892,1,2,"pattern specification process","BP",1,"multicellular organismal process","Biomin"
"178",212,"GO:0022603",0.461099541646698,0.929322963678892,1,2,"regulation of anatomical structure morphogenesis","BP",1,"regulation of cell morphogenesis involved in differentiation","Biomin"
"179",216,"GO:0070727",0.461099541646698,0.929322963678892,1,2,"cellular macromolecule localization","BP",1,"protein localization to adherens junction","Biomin"
"180",217,"GO:0098609",0.461099541646698,0.929322963678892,1,2,"cell-cell adhesion","BP",1,"substrate adhesion-dependent cell spreading","Biomin"
"181",218,"GO:0098742",0.461099541646698,0.929322963678892,1,2,"cell-cell adhesion via plasma-membrane adhesion molecules","BP",1,"substrate adhesion-dependent cell spreading","Biomin"
"182",219,"GO:0001944",0.461185211913914,0.92929193759905,1,2,"vasculature development","BP",1,"mechanoreceptor differentiation","Biomin"
"183",220,"GO:0009894",0.466909456719132,0.92719773398998,1,2,"regulation of catabolic process","BP",1,"negative regulation of catabolic process","Biomin"
"184",221,"GO:0014070",0.466909456719132,0.92719773398998,1,2,"response to organic cyclic compound","BP",1,"response to arsenic-containing substance","Biomin"
"185",222,"GO:0051173",0.466909456719132,0.92719773398998,1,2,"positive regulation of nitrogen compound metabolic process","BP",1,"biological regulation","Biomin"
"186",223,"GO:0051247",0.466909456719132,0.92719773398998,1,2,"positive regulation of protein metabolic process","BP",1,"regulation of peptidyl-serine phosphorylation","Biomin"
"187",224,"GO:0071407",0.466909456719132,0.92719773398998,1,2,"cellular response to organic cyclic compound","BP",1,"response to arsenic-containing substance","Biomin"
"188",225,"GO:0010817",0.46939337620363,0.926275942914507,1,2,"regulation of hormone levels","BP",1,"negative regulation of cytosolic calcium ion concentration","Biomin"
"189",226,"GO:0042445",0.46939337620363,0.926275942914507,1,2,"hormone metabolic process","BP",1,"negative regulation of cytosolic calcium ion concentration","Biomin"
"190",231,"GO:0006355",0.488420751764324,0.918945889107652,1,2,"regulation of DNA-templated transcription","BP",1,"regulation of peptidyl-serine phosphorylation","Biomin"
"191",232,"GO:0006357",0.488420751764324,0.918945889107652,1,2,"regulation of transcription by RNA polymerase II","BP",1,"regulation of peptidyl-serine phosphorylation","Biomin"
"192",233,"GO:0007610",0.488420751764324,0.918945889107652,1,2,"behavior","BP",1,"locomotory behavior","Biomin"
"193",234,"GO:0009889",0.488420751764324,0.918945889107652,1,2,"regulation of biosynthetic process","BP",1,"regulation of peptidyl-serine phosphorylation","Biomin"
"194",235,"GO:0009890",0.488420751764324,0.918945889107652,1,2,"negative regulation of biosynthetic process","BP",1,"negative regulation of biological process","Biomin"
"195",236,"GO:0010556",0.488420751764324,0.918945889107652,1,2,"regulation of macromolecule biosynthetic process","BP",1,"regulation of peptidyl-serine phosphorylation","Biomin"
"196",237,"GO:0019219",0.488420751764324,0.918945889107652,1,2,"regulation of nucleobase-containing compound metabolic process","BP",1,"regulation of peptidyl-serine phosphorylation","Biomin"
"197",238,"GO:0031324",0.488420751764324,0.918945889107652,1,2,"negative regulation of cellular metabolic process","BP",1,"negative regulation of biological process","Biomin"
"198",239,"GO:0031326",0.488420751764324,0.918945889107652,1,2,"regulation of cellular biosynthetic process","BP",1,"regulation of peptidyl-serine phosphorylation","Biomin"
"199",240,"GO:0031327",0.488420751764324,0.918945889107652,1,2,"negative regulation of cellular biosynthetic process","BP",1,"negative regulation of biological process","Biomin"
"200",241,"GO:0050878",0.488420751764324,0.918945889107652,1,2,"regulation of body fluid levels","BP",1,"negative regulation of cytosolic calcium ion concentration","Biomin"
"201",242,"GO:0051172",0.488420751764324,0.918945889107652,1,2,"negative regulation of nitrogen compound metabolic process","BP",1,"negative regulation of biological process","Biomin"
"202",243,"GO:0051252",0.488420751764324,0.918945889107652,1,2,"regulation of RNA metabolic process","BP",1,"regulation of peptidyl-serine phosphorylation","Biomin"
"203",244,"GO:1903506",0.488420751764324,0.918945889107652,1,2,"regulation of nucleic acid-templated transcription","BP",1,"regulation of peptidyl-serine phosphorylation","Biomin"
"204",245,"GO:2000112",0.488420751764324,0.918945889107652,1,2,"regulation of cellular macromolecule biosynthetic process","BP",1,"cellular macromolecule metabolic process","Biomin"
"205",246,"GO:2001141",0.488420751764324,0.918945889107652,1,2,"regulation of RNA biosynthetic process","BP",1,"regulation of peptidyl-serine phosphorylation","Biomin"
"206",247,"GO:0050789",0.520812970760898,0.708506841279082,4,13,"regulation of biological process","BP",1,"biological regulation","Biomin"
"207",248,"GO:0050794",0.520812970760898,0.708506841279082,4,13,"regulation of cellular process","BP",1,"biological regulation","Biomin"
"208",249,"GO:0007413",0.523354349116949,0.90417890874597,1,2,"axonal fasciculation","BP",1,"mechanoreceptor differentiation","Biomin"
"209",250,"GO:0008037",0.523354349116949,0.90417890874597,1,2,"cell recognition","BP",1,"neuron recognition","Biomin"
"210",251,"GO:0008038",0.523354349116949,0.90417890874597,1,2,"neuron recognition","BP",1,"neuron recognition","Biomin"
"211",252,"GO:0040007",0.523354349116949,0.90417890874597,1,2,"growth","BP",1,"positive regulation of growth rate","Biomin"
"212",253,"GO:0048589",0.523354349116949,0.90417890874597,1,2,"developmental growth","BP",1,"positive regulation of growth rate","Biomin"
"213",254,"GO:0060560",0.523354349116949,0.90417890874597,1,2,"developmental growth involved in morphogenesis","BP",1,"positive regulation of growth rate","Biomin"
