# WARNING - This exported Revigo data is only useful for the specific purpose of constructing a TreeMap visualization.
# Do not use this table as a general list of non-redundant GO categories, as it sets an extremely permissive 
# threshold to detect redundancies (c=0.10) and fill the 'representative' column, while normally c>=0.4 is recommended.
# To export a reduced-redundancy set of GO terms, go to the Scatterplot or Table tab, and export from there.
TermID	Name	Frequency	Value	Uniqueness	Dispensability	Representative
"GO:0000389"	"mRNA 3'-splice site recognition"	0.0007982833714380596	-1.3527052280083405	0.9222606683415978	0.41604201	"cell envelope organization"
"GO:0019991"	"septate junction assembly"	0.0023216741385990235	-1.302908912212784	0.9628868074689639	0.37826029	"cell envelope organization"
"GO:0034551"	"mitochondrial respiratory chain complex III assembly"	0.019594530588090037	-1.6906125943861081	0.952755953881999	0.49567703	"cell envelope organization"
"GO:0034769"	"basement membrane disassembly"	0.0005587983600066417	-1.3288907689539105	0.9696407459518687	0.46787035	"cell envelope organization"
"GO:0045229"	"external encapsulating structure organization"	1.0244337243857475	-1.7825759135868047	0.9596221502115341	0.39677825	"cell envelope organization"
"GO:0051290"	"protein heterotetramerization"	0.0019059015493083672	-1.4520683987035863	0.960219004038929	0.43504666	"cell envelope organization"
"GO:0070286"	"axonemal dynein complex assembly"	0.027933265638903436	-2.1549674813527493	0.9548486197313794	0.30439181	"cell envelope organization"
"GO:0046149"	"pigment catabolic process"	0.007756653425806478	-2.5893313959922897	0.9790487805335985	0.0162474	null
"GO:0051552"	"flavone metabolic process"	0.0010244636600121764	-1.7186740941288488	0.9688011115295885	0.49715017	"pigment catabolic process"
"GO:0052472"	"modulation by host of symbiont transcription"	0.0003226395292895491	-1.6845794163509336	0.9558974362424739	-0	null
"GO:0051702"	"biological process involved in interaction with symbiont"	0.01637146147590887	-1.3718180784809924	0.9543823930226601	0.6271622	"modulation by host of symbiont transcription"
"GO:0070268"	"cornification"	0.0004590129385768843	-2.708499504560175	0.9400031953576259	0.0042495	null
"GO:0002063"	"chondrocyte development"	0.004836266758628911	-1.3720084420937761	0.9356504080634491	0.54755603	"cornification"
"GO:0003203"	"endocardial cushion morphogenesis"	0.004560193759339915	-1.7286303819073146	0.9398920759033332	0.48970228	"cornification"
"GO:0007630"	"jump response"	0.00011309014428705845	-1.6215445906405581	0.9566908981023912	0.28131278	"cornification"
"GO:0018996"	"molting cycle, collagen and cuticulin-based cuticle"	0.0034825112078985345	-1.3097291036811654	0.9503182160583655	0.37553326	"cornification"
"GO:0035158"	"regulation of tube diameter, open tracheal system"	0.00024946355357439363	-1.3028193567655548	0.8330971226731069	0.40592591	"cornification"
"GO:0048484"	"enteric nervous system development"	0.01010826319083443	-1.8931423589110865	0.9432897495442996	0.35496828	"cornification"
"GO:0055119"	"relaxation of cardiac muscle"	0.0011275752621562592	-2.3841754176324477	0.9464300109254102	0.30862681	"cornification"
"GO:0071361"	"cellular response to ethanol"	0.0011974250571570894	-2.4729457595812425	0.8659402558800667	0.00443434	null
"GO:0002246"	"wound healing involved in inflammatory response"	0.0009013949735821423	-2.0686349480615336	0.9127199689466036	0.14270332	"cellular response to ethanol"
"GO:0006953"	"acute-phase response"	0.012626181991578642	-1.3976434542417435	0.9018068268992936	0.65246342	"cellular response to ethanol"
"GO:0009651"	"response to salt stress"	0.025412020657444898	-1.656791917294388	0.8746480840577542	0.60222622	"cellular response to ethanol"
"GO:0009743"	"response to carbohydrate"	0.0288113773474853	-1.4995129447751918	0.8580254700070142	0.57629538	"cellular response to ethanol"
"GO:0009749"	"response to glucose"	0.01613530264519178	-1.3505192000207014	0.8436125755148373	0.60710594	"cellular response to ethanol"
"GO:0010225"	"response to UV-C"	0.0020156655128811003	-2.356458006220305	0.8837599846157336	0.14788929	"cellular response to ethanol"
"GO:0033151"	"V(D)J recombination"	0.003968133592190021	-1.3023305423448859	0.8798509300686929	0.54015072	"cellular response to ethanol"
"GO:0035094"	"response to nicotine"	0.0032230691121811657	-1.4143386389498653	0.8990467147890484	0.29709362	"cellular response to ethanol"
"GO:0035860"	"glial cell-derived neurotrophic factor receptor signaling pathway"	0.0018127684893072603	-2.287188393946277	0.8513447775667429	0.16756633	"cellular response to ethanol"
"GO:0071300"	"cellular response to retinoic acid"	0.0065425974650777634	-1.9910211353223919	0.8509780739030359	0.5207733	"cellular response to ethanol"
"GO:0071346"	"cellular response to type II interferon"	0.010913198923701139	-1.6820765805069857	0.8079595575494063	0.47739854	"cellular response to ethanol"
"GO:0071385"	"cellular response to glucocorticoid stimulus"	0.00595718965935652	-1.5736621169201177	0.8545761204160861	0.67507546	"cellular response to ethanol"
"GO:0071456"	"cellular response to hypoxia"	0.013477684254445906	-1.930939896834604	0.826633453092904	0.52484759	"cellular response to ethanol"
"GO:0071494"	"cellular response to UV-C"	0.0005920601671498941	-2.2021888578039084	0.881482619975766	0.68762314	"cellular response to ethanol"
"GO:1903416"	"response to glycoside"	0.00029603008357494706	-2.291113693854661	0.8848497169065347	0.42598312	"cellular response to ethanol"
"GO:0086036"	"regulation of cardiac muscle cell membrane potential"	0.0006086910707215204	-3.3026006354572925	0.8700170781513982	0	null
"GO:0002087"	"regulation of respiratory gaseous exchange by nervous system process"	0.0013005366593011722	-1.8023547876429264	0.7785247322676929	0.60584354	"regulation of cardiac muscle cell membrane potential"
"GO:0010574"	"regulation of vascular endothelial growth factor production"	0.0038483910864743126	-1.3034404753749285	0.8166252553669808	0.68835832	"regulation of cardiac muscle cell membrane potential"
"GO:0010838"	"positive regulation of keratinocyte proliferation"	0.0015067598635893375	-2.2821414266480446	0.887261085842165	0.10936449	"regulation of cardiac muscle cell membrane potential"
"GO:0032070"	"regulation of deoxyribonuclease activity"	0.0013304722857300994	-1.9907877342519225	0.881433620917615	0.34873049	"regulation of cardiac muscle cell membrane potential"
"GO:0032350"	"regulation of hormone metabolic process"	0.006106867791501156	-1.6866080439045343	0.8124211731183015	0.35330105	"regulation of cardiac muscle cell membrane potential"
"GO:0032731"	"positive regulation of interleukin-1 beta production"	0.006116846333644131	-1.8073945545268966	0.7936113266915279	0.56628724	"regulation of cardiac muscle cell membrane potential"
"GO:0032909"	"regulation of transforming growth factor beta2 production"	0.0014502147914458082	-1.4861086473351672	0.8240494398084661	0.65612708	"regulation of cardiac muscle cell membrane potential"
"GO:0042573"	"retinoic acid metabolic process"	0.002950322293606495	-1.4563794598110757	0.7784482685935651	0.61855982	"regulation of cardiac muscle cell membrane potential"
"GO:0045822"	"negative regulation of heart contraction"	0.0021121247535965328	-1.5958132653962311	0.7929142490426724	0.63415175	"regulation of cardiac muscle cell membrane potential"
"GO:0045939"	"negative regulation of steroid metabolic process"	0.0035856228100426177	-2.8591721675047146	0.8217357812042965	0.10151464	"regulation of cardiac muscle cell membrane potential"
"GO:0045988"	"negative regulation of striated muscle contraction"	0.0007550430221518314	-2.4792191788459146	0.8006199194718895	0.32846248	"regulation of cardiac muscle cell membrane potential"
"GO:0048147"	"negative regulation of fibroblast proliferation"	0.0038616958093316135	-1.8984082209645106	0.8745612385540499	0.56634491	"regulation of cardiac muscle cell membrane potential"
"GO:0051946"	"regulation of glutamate uptake involved in transmission of nerve impulse"	0.0002727468185746703	-2.291113693854661	0.8518371221784194	0.40668355	"regulation of cardiac muscle cell membrane potential"
"GO:0060300"	"regulation of cytokine activity"	0.000522210372149064	-1.819902811019906	0.8939387744430174	0.40773637	"regulation of cardiac muscle cell membrane potential"
"GO:0070131"	"positive regulation of mitochondrial translation"	0.002730794366461029	-2.0308565857293233	0.8587845077677136	0.37495132	"regulation of cardiac muscle cell membrane potential"
"GO:0071634"	"regulation of transforming growth factor beta production"	0.004696567168627251	-1.5535301879658066	0.8150371794210621	0.6953293	"regulation of cardiac muscle cell membrane potential"
"GO:0086012"	"membrane depolarization during cardiac muscle cell action potential"	0.0015599787550185412	-1.8352411497186558	0.8650041684718814	0.58795369	"regulation of cardiac muscle cell membrane potential"
"GO:0090193"	"positive regulation of glomerulus development"	0.0004856223842914863	-1.4480446237017788	0.8363533618082618	0.43301649	"regulation of cardiac muscle cell membrane potential"
"GO:1903055"	"positive regulation of extracellular matrix organization"	0.002933691390034869	-1.5739380347106604	0.8871033554147564	0.38687924	"regulation of cardiac muscle cell membrane potential"
"GO:1903115"	"regulation of actin filament-based movement"	0.0040180263029049	-2.135879009838555	0.91127428278565	0.11920135	"regulation of cardiac muscle cell membrane potential"
"GO:1903279"	"regulation of calcium:sodium antiporter activity"	0.00033261807143252485	-1.7267980028859273	0.8817616173380407	0.66295696	"regulation of cardiac muscle cell membrane potential"
"GO:1903280"	"negative regulation of calcium:sodium antiporter activity"	9.978542142975744E-06	-2.291113693854661	0.864758119307667	0.27454584	"regulation of cardiac muscle cell membrane potential"
"GO:1903599"	"positive regulation of autophagy of mitochondrion"	0.0014868027793033859	-1.3177955169266393	0.8756359507923697	0.58758251	"regulation of cardiac muscle cell membrane potential"
"GO:1904223"	"regulation of glucuronosyltransferase activity"	0.00970582892218607	-1.7186740941288488	0.8913730536795382	0.48520165	"regulation of cardiac muscle cell membrane potential"
"GO:1904224"	"negative regulation of glucuronosyltransferase activity"	0.005163896689589524	-1.7186740941288488	0.8932052756784968	0.639498	"regulation of cardiac muscle cell membrane potential"
"GO:2000831"	"regulation of steroid hormone secretion"	0.002654292210031548	-1.5514931458832488	0.7167947794040259	0.65538943	"regulation of cardiac muscle cell membrane potential"
"GO:2001029"	"regulation of cellular glucuronidation"	0.00013304722857300993	-1.4680784304355092	0.9093096705768073	0.5045866	"regulation of cardiac muscle cell membrane potential"
"GO:2001030"	"negative regulation of cellular glucuronidation"	3.326180714325248E-06	-1.7186740941288488	0.8919525070724262	0.29248718	"regulation of cardiac muscle cell membrane potential"
