"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"12932","GO:0070131",0.00931415377913583,0.999484379466646,3,5,"positive regulation of mitochondrial translation","BP"
"10236","GO:0046033",0.00995943724857844,0.999333303642844,3,6,"AMP metabolic process","BP"
"243","GO:0000773",0.010187095084592,1,2,2,"phosphatidyl-N-methylethanolamine N-methyltransferase activity","MF"
"14065","GO:0080101",0.010187095084592,1,2,2,"phosphatidyl-N-dimethylethanolamine N-methyltransferase activity","MF"
"13436","GO:0071300",0.0102088975278969,0.997866935733528,6,21,"cellular response to retinoic acid","BP"
"6815","GO:0032070",0.0102143862309596,0.999309675295694,3,6,"regulation of deoxyribonuclease activity","BP"
"5140","GO:0017001",0.011691835232509,0.997917977558446,5,17,"antibiotic catabolic process","BP"
"13528","GO:0071456",0.0117235757506834,0.995795665656581,11,57,"cellular response to hypoxia","BP"
"3328","GO:0008202",0.01181509318998,0.995292614704579,13,77,"steroid metabolic process","BP"
"14129","GO:0090032",0.0124914325206464,0.999088703083554,3,6,"negative regulation of steroid hormone biosynthetic process","BP"
"10729","GO:0048147",0.0126354807229991,0.997820680635295,5,14,"negative regulation of fibroblast proliferation","BP"
"10848","GO:0048484",0.0127896196925424,0.998965579957073,3,7,"enteric nervous system development","BP"
"9672","GO:0044445",0.0128734415633899,0.993243046227837,24,147,NA,NA
"11657","GO:0051580",0.0129907087575309,0.998943071637398,3,7,"regulation of neurotransmitter uptake","BP"
"9323","GO:0043394",0.0131999331464268,0.997575637223303,5,17,"proteoglycan binding","MF"
"6340","GO:0030955",0.0146077848002757,0.999635062438184,2,3,"potassium ion binding","MF"
"14090","GO:0086012",0.0146136551931774,0.999634836770727,2,3,"membrane depolarization during cardiac muscle cell action potential","BP"
"12188","GO:0060333",0.014647931527368,0.998864084115875,3,6,"type II interferon-mediated signaling pathway","BP"
"427","GO:0001533",0.0149307166490357,0.999622574214345,2,3,"cornified envelope","CC"
"3825","GO:0009650",0.0149710731280917,0.997865946945497,4,12,"UV protection","BP"
"17178","GO:1990794",0.0151187704738394,0.999615232586535,2,3,"basolateral part of cell","CC"
"12164","GO:0060300",0.0151389997736609,1,2,2,"regulation of cytokine activity","BP"
"8922","GO:0042537",0.0153750127079245,0.99866600002031,3,7,"benzene-containing compound metabolic process","BP"
"13548","GO:0071482",0.0154620388697445,0.993881723144233,12,70,"cellular response to light stimulus","BP"
"7150","GO:0032731",0.0155813627199815,0.998762555894846,3,6,"positive regulation of interleukin-1 beta production","BP"
"729","GO:0002087",0.015763229574808,0.999589689664926,2,3,"regulation of respiratory gaseous exchange by nervous system process","BP"
"17033","GO:1990164",0.0159101861924686,0.998513127323989,3,8,NA,NA
"9881","GO:0045229",0.0164977262321269,0.999559864101041,2,3,"external encapsulating structure organization","BP"
"6952","GO:0032364",0.0175690880477944,0.999515021906423,2,3,"intracellular oxygen homeostasis","BP"
"7442","GO:0033483",0.0175690880477944,0.999515021906423,2,3,NA,NA
"4761","GO:0016125",0.0179130484236726,0.994953630253879,7,33,"sterol metabolic process","BP"
"1170","GO:0003203",0.0186796884547307,0.998252992670853,3,7,"endocardial cushion morphogenesis","BP"
"2145","GO:0005890",0.0187586678220476,0.99946341331189,2,3,"sodium:potassium-exchanging ATPase complex","CC"
"5906","GO:0030007",0.0187586678220476,0.99946341331189,2,3,"intracellular potassium ion homeostasis","BP"
"8529","GO:0036376",0.0187586678220476,0.99946341331189,2,3,"sodium ion export across plasma membrane","BP"
"16044","GO:1903279",0.0187586678220476,0.99946341331189,2,3,"regulation of calcium:sodium antiporter activity","BP"
"10249","GO:0046060",0.0191109864387245,0.999447767817862,2,3,"dATP metabolic process","BP"
"2641","GO:0006711",0.0191128701589056,0.999447683728851,2,3,"estrogen catabolic process","BP"
"2687","GO:0006789",0.0191128701589056,0.999447683728851,2,3,"bilirubin conjugation","BP"
"3829","GO:0009698",0.0191128701589056,0.999447683728851,2,3,"phenylpropanoid metabolic process","BP"
"3860","GO:0009804",0.0191128701589056,0.999447683728851,2,3,"coumarin metabolic process","BP"
"10307","GO:0046226",0.0191128701589056,0.999447683728851,2,3,"coumarin catabolic process","BP"
"10308","GO:0046271",0.0191128701589056,0.999447683728851,2,3,"phenylpropanoid catabolic process","BP"
"11643","GO:0051552",0.0191128701589056,0.999447683728851,2,3,"flavone metabolic process","BP"
"11882","GO:0052696",0.0191128701589056,0.999447683728851,2,3,"flavonoid glucuronidation","BP"
"11883","GO:0052697",0.0191128701589056,0.999447683728851,2,3,"xenobiotic glucuronidation","BP"
"13309","GO:0070980",0.0191128701589056,0.999447683728851,2,3,"biphenyl catabolic process","BP"
"16400","GO:1904223",0.0191128701589056,0.999447683728851,2,3,"regulation of glucuronosyltransferase activity","BP"
"16401","GO:1904224",0.0191128701589056,0.999447683728851,2,3,"negative regulation of glucuronosyltransferase activity","BP"
"17644","GO:2001030",0.0191128701589056,0.999447683728851,2,3,"negative regulation of cellular glucuronidation","BP"
"6561","GO:0031402",0.0192775326900274,0.999440315266098,2,3,"sodium ion binding","MF"
"9760","GO:0044840",0.0201584170748269,0.999400297901359,2,3,"gut granule","CC"
"9761","GO:0044841",0.0201584170748269,0.999400297901359,2,3,"gut granule membrane","CC"
"5166","GO:0017062",0.0203886003384286,0.998201959383273,3,6,"respiratory chain complex III assembly","BP"
"7764","GO:0034551",0.0203886003384286,0.998201959383273,3,6,"mitochondrial respiratory chain complex III assembly","BP"
"6943","GO:0032350",0.0205774685263963,0.99566184447322,5,19,"regulation of hormone metabolic process","BP"
"13525","GO:0071453",0.0205949601946672,0.991527523159861,12,68,"cellular response to oxygen levels","BP"
"9486","GO:0043921",0.0206738127139464,0.996672373967396,4,13,"modulation by host of viral transcription","BP"
"11856","GO:0052312",0.0206738127139464,0.996672373967396,4,13,NA,NA
"11863","GO:0052472",0.0206738127139464,0.996672373967396,4,13,"modulation by host of symbiont transcription","BP"
"13459","GO:0071346",0.0207932999818711,0.99400678534475,7,31,"cellular response to type II interferon","BP"
"3334","GO:0008210",0.0213543542184582,0.996528102755291,4,13,"estrogen metabolic process","BP"
"5078","GO:0016829",0.0213961289892364,0.991554041488597,11,61,"lyase activity","MF"
"3691","GO:0009202",0.0217570131542441,0.999325140730675,2,3,"deoxyribonucleoside triphosphate biosynthetic process","BP"
"3826","GO:0009651",0.0220398220104564,0.995151238494012,5,22,"response to salt stress","BP"
"2308","GO:0006189",0.0223505693214311,0.999296417763463,2,3,"'de novo' IMP biosynthetic process","BP"
"8500","GO:0036294",0.0225671353621078,0.991007005707706,11,62,"cellular response to decreased oxygen levels","BP"
"4054","GO:0010575",0.0229917731111265,0.997523270338492,3,8,"positive regulation of vascular endothelial growth factor production","BP"
"10220","GO:0045989",0.0230559894184106,0.997659228739317,3,7,"positive regulation of striated muscle contraction","BP"
"7151","GO:0032732",0.0234993014243092,0.997596306812805,3,7,"positive regulation of interleukin-1 production","BP"
"3215","GO:0007630",0.0239031654668351,0.999219235733603,2,3,"jump response","BP"
"8017","GO:0035184",0.0239051095993992,0.99727169965621,3,9,"histone threonine kinase activity","MF"
"8158","GO:0035405",0.0239051095993992,0.99727169965621,3,9,NA,NA
"10130","GO:0045822",0.0253621885322588,0.997037834461499,3,9,"negative regulation of heart contraction","BP"
"9324","GO:0043395",0.0263879850494558,0.996999760353061,3,8,"heparan sulfate proteoglycan binding","MF"
"15972","GO:1903055",0.0266723922773131,0.995266748003116,4,14,"positive regulation of extracellular matrix organization","BP"
"13486","GO:0071385",0.0266893431203007,0.993867729281875,5,21,"cellular response to glucocorticoid stimulus","BP"
"4251","GO:0010894",0.0267066521373844,0.996949144036621,3,8,"negative regulation of steroid biosynthetic process","BP"
"11952","GO:0055072",0.0271924509109925,0.991645050043612,7,33,"iron ion homeostasis","BP"
"13613","GO:0071634",0.0279556638266633,0.996607932315867,3,9,"regulation of transforming growth factor beta production","BP"
"8484","GO:0036251",0.0279829954404082,0.998606827836481,2,4,NA,NA
"12676","GO:0061392",0.0279829954404082,0.998606827836481,2,4,NA,NA
"12677","GO:0061393",0.0279829954404082,0.998606827836481,2,4,NA,NA
"12681","GO:0061404",0.0279829954404082,0.998606827836481,2,4,NA,NA
"12683","GO:0061416",0.0279829954404082,0.998606827836481,2,4,NA,NA
"17596","GO:2000831",0.0280870974188533,0.996727010649095,3,8,"regulation of steroid hormone secretion","BP"
"6944","GO:0032351",0.028224672254448,0.996704620472377,3,8,"negative regulation of hormone metabolic process","BP"
"6946","GO:0032353",0.028224672254448,0.996704620472377,3,8,"negative regulation of hormone biosynthetic process","BP"
"9618","GO:0044326",0.0283834683097093,0.998575820213161,2,4,"dendritic spine neck","CC"
"14648","GO:0097574",0.0285989578616407,0.998559032137431,2,4,"lateral part of cell","CC"
"16148","GO:1903523",0.0287597253252263,0.994628062972183,4,16,"negative regulation of blood circulation","BP"
"13286","GO:0070914",0.029215458935528,0.99639300976602,3,9,"UV-damage excision repair","BP"
"172","GO:0000405",0.0294318142721398,0.998493471993663,2,4,"bubble DNA binding","MF"
"9530","GO:0044065",0.0297620567571268,0.998467180935066,2,4,"regulation of respiratory system process","BP"
"485","GO:0001678",0.0301088569244055,0.9904842733896,7,35,"intracellular glucose homeostasis","BP"
"13246","GO:0070852",0.0301537139760874,0.99843578457383,2,4,"cell body fiber","CC"
"6090","GO:0030331",0.0313338706325175,0.99109938973333,6,29,"nuclear estrogen receptor binding","MF"
"3841","GO:0009743",0.0316582607326541,0.98548427645912,13,84,"response to carbohydrate","BP"
"10422","GO:0046581",0.0316612782047095,0.998312765712157,2,4,"intercellular canaliculus","CC"
"7233","GO:0032909",0.032650614414536,0.998230184602682,2,4,"regulation of transforming growth factor beta2 production","BP"
"14127","GO:0090030",0.0326811785058613,0.995955407760849,3,8,"regulation of steroid hormone biosynthetic process","BP"
"901","GO:0002526",0.0334280781550842,0.993532496999093,4,15,"acute inflammatory response","BP"
"1926","GO:0005391",0.0334996214411417,0.998158162213762,2,4,"P-type sodium:potassium-exchanging transporter activity","MF"
"3506","GO:0008556",0.0334996214411417,0.998158162213762,2,4,"P-type potassium transmembrane transporter activity","MF"
"1320","GO:0003810",0.0339834470388699,0.998116645452488,2,4,"protein-glutamine gamma-glutamyltransferase activity","MF"
"17643","GO:2001029",0.0340346719394298,0.998112229861064,2,4,"regulation of cellular glucuronidation","BP"
"2113","GO:0005840",0.0341164616410537,0.980846224690256,22,135,"ribosome","CC"
"6572","GO:0031420",0.0342054530160391,0.998097480893343,2,4,"alkali metal ion binding","MF"
"7656","GO:0034284",0.0343593032971241,0.985275361360267,11,68,"response to monosaccharide","BP"
"3944","GO:0010107",0.0343999010505464,0.998080636336618,2,4,NA,NA
"15151","GO:0140115",0.0343999010505464,0.998080636336618,2,4,"export across plasma membrane","BP"
"17123","GO:1990573",0.0343999010505464,0.998080636336618,2,4,"potassium ion import across plasma membrane","BP"
"6180","GO:0030574",0.0345022671910838,0.998071746538674,2,4,"collagen catabolic process","BP"
"10548","GO:0046885",0.0346683794598511,0.993213881959282,4,15,"regulation of hormone biosynthetic process","BP"
"7676","GO:0034341",0.034875418310097,0.988624560763156,7,35,"response to type II interferon","BP"
"664","GO:0001972",0.0349639539623603,0.998031463522932,2,4,"retinoic acid binding","MF"
"1943","GO:0005501",0.0349639539623603,0.998031463522932,2,4,"retinoid binding","MF"
"5539","GO:0019840",0.0349639539623603,0.998031463522932,2,4,"isoprenoid binding","MF"
"8940","GO:0042573",0.0349639539623603,0.998031463522932,2,4,"retinoic acid metabolic process","BP"
"5318","GO:0018879",0.0350070850079867,0.998027684516157,2,4,"biphenyl metabolic process","BP"
"11531","GO:0051290",0.0353127551294952,0.993046804336249,4,15,"protein heterotetramerization","BP"
"14221","GO:0090193",0.0356414506874158,0.997971793771413,2,4,"positive regulation of glomerulus development","BP"
"13320","GO:0070995",0.0364295737176086,0.997901552394049,2,4,"NADPH oxidation","BP"
"7794","GO:0034644",0.0374382345565196,0.985367540955176,9,53,"cellular response to UV","BP"
"15225","GO:1900120",0.0375674818270654,0.995083125827473,3,8,"regulation of receptor binding","BP"
"14106","GO:0086064",0.0377952867484893,0.997777742561956,2,4,"cell communication by electrical coupling involved in cardiac conduction","BP"
"7953","GO:0035094",0.0385177898403423,0.992103586423256,4,16,"response to nicotine","BP"
"10235","GO:0046031",0.038859223057326,0.99201087884331,4,16,"ADP metabolic process","BP"
"2307","GO:0006188",0.0392996853161558,0.997638324691989,2,4,"IMP biosynthetic process","BP"
"11956","GO:0055076",0.0394661450265051,0.984469904449155,9,51,NA,NA
"12940","GO:0070160",0.0396025124444228,0.9880112205068,6,31,"tight junction","CC"
"12931","GO:0070129",0.0399419481815348,0.994641072546978,3,8,"regulation of mitochondrial translation","BP"
"2782","GO:0006953",0.0400273232393604,0.994221023973788,3,10,"acute-phase response","BP"
"13485","GO:0071384",0.0403099675276212,0.989503996746673,5,23,"cellular response to corticosteroid stimulus","BP"
"5536","GO:0019829",0.0404416383291701,0.989401078167707,5,24,"ATPase-coupled monoatomic cation transmembrane transporter activity","MF"
"5882","GO:0022853",0.0404416383291701,0.989401078167707,5,24,"active monoatomic ion transmembrane transporter activity","MF"
"8968","GO:0042625",0.0404416383291701,0.989401078167707,5,24,"ATPase-coupled ion transmembrane transporter activity","MF"
"10191","GO:0045932",0.0411691164730883,0.993843113053655,3,11,"negative regulation of muscle contraction","BP"
"710","GO:0002063",0.0424611305859304,0.993912741387888,3,9,"chondrocyte development","BP"
"11715","GO:0051702",0.0424797467183851,0.986965689596926,6,30,"biological process involved in interaction with symbiont","BP"
"11768","GO:0051851",0.0424797467183851,0.986965689596926,6,30,"modulation by host of symbiont process","BP"
"307","GO:0000932",0.0427372980682783,0.984051530610256,8,44,"P-body","CC"
"8969","GO:0042626",0.043614464687815,0.98483972577263,7,41,"ATPase-coupled transmembrane transporter activity","MF"
"13366","GO:0071141",0.0436361615230777,0.997218999834191,2,4,"SMAD protein complex","CC"
"163","GO:0000389",0.0443909843413803,0.993317843559651,3,10,"mRNA 3'-splice site recognition","BP"
"13449","GO:0071326",0.0445835731929671,0.986157376841351,6,30,"cellular response to monosaccharide stimulus","BP"
"13451","GO:0071331",0.0445835731929671,0.986157376841351,6,30,"cellular response to hexose stimulus","BP"
"13453","GO:0071333",0.0445835731929671,0.986157376841351,6,30,"cellular response to glucose stimulus","BP"
"3844","GO:0009749",0.044614989524485,0.980926809411425,10,62,"response to glucose","BP"
"10564","GO:0046916",0.044807521208337,0.983118174662502,8,44,NA,NA
"6608","GO:0031492",0.0451579688405942,0.997065821572196,2,4,"nucleosomal DNA binding","MF"
"9025","GO:0042744",0.0456818052197723,0.993043139067808,3,10,"hydrogen peroxide catabolic process","BP"
"10131","GO:0045823",0.0458301866446709,0.993222538682344,3,9,"positive regulation of heart contraction","BP"
"14396","GO:0090662",0.0466220791134449,0.987226430686706,5,25,NA,NA
"14950","GO:0099131",0.0466220791134449,0.987226430686706,5,25,NA,NA
"14951","GO:0099132",0.0466220791134449,0.987226430686706,5,25,NA,NA
"7863","GO:0034769",0.0468931306666031,0.996887419790379,2,4,"basement membrane disassembly","BP"
"11881","GO:0052695",0.0472120195658257,0.996854202149248,2,4,"cellular glucuronidation","BP"
"9647","GO:0044391",0.0474881770752229,0.973150894913629,20,122,"ribosomal subunit","CC"
"16187","GO:1903599",0.0481065802872049,0.992338773837817,3,11,"positive regulation of autophagy of mitochondrion","BP"
"14797","GO:0098739",0.0481970852708843,0.986671930905694,5,25,"import across plasma membrane","BP"
"1481","GO:0004252",0.0484710037177856,0.98453281365816,6,32,"serine-type endopeptidase activity","MF"
"4452","GO:0015036",0.0487975251925066,0.984698632103819,6,27,"disulfide oxidoreductase activity","MF"
"5334","GO:0018996",0.0490084415012761,0.989018653918234,4,17,"molting cycle, collagen and cuticulin-based cuticle","BP"
"4053","GO:0010574",0.049723252219756,0.992161549965732,3,10,"regulation of vascular endothelial growth factor production","BP"
"5597","GO:0019991",0.0497841493919641,0.991960271597185,3,11,"septate junction assembly","BP"
"7996","GO:0035158",0.0497944157237919,0.991957938079521,3,11,"regulation of tube diameter, open tracheal system","BP"
"7351","GO:0033151",0.0498504925416026,0.991791997380842,3,12,"V(D)J recombination","BP"
"11761","GO:0051817",0.0502404060665354,0.982099105427266,7,38,NA,NA
"13447","GO:0071322",0.0502799501338703,0.982081858585613,7,38,"cellular response to carbohydrate stimulus","BP"
"11560","GO:0051342",0.0508065347871784,0.996470632848999,2,4,"regulation of cyclic-nucleotide phosphodiesterase activity","BP"
"7760","GO:0034514",0.0508172390657631,0.996469465729529,2,4,"mitochondrial unfolded protein response","BP"
"2288","GO:0006144",0.0508541425751871,0.991909140856854,3,10,"purine nucleobase metabolic process","BP"
"7229","GO:0032897",0.051339474241087,0.996412347002295,2,4,"negative regulation of viral transcription","BP"
"9487","GO:0043922",0.051339474241087,0.996412347002295,2,4,"negative regulation by host of viral transcription","BP"
"125","GO:0000291",0.051375548429469,0.985686551863323,5,23,"nuclear-transcribed mRNA catabolic process, exonucleolytic","BP"
"8638","GO:0038191",0.0514578838811272,0.996399347699915,2,4,"neuropilin binding","MF"
"13921","GO:0072378",0.0514700546566191,0.995853117192628,2,5,"blood coagulation, fibrin clot formation","BP"
"12254","GO:0060438",0.0514756081162578,0.985500180716349,5,25,"trachea development","BP"
"2575","GO:0006614",0.0517270455079126,0.976517969881575,11,59,"SRP-dependent cotranslational protein targeting to membrane","BP"
"13484","GO:0071383",0.052301103461238,0.975900767817206,11,72,"cellular response to steroid hormone stimulus","BP"
"14456","GO:0097090",0.0523696534951821,0.995739114709346,2,5,"presynaptic membrane organization","BP"
"11644","GO:0051560",0.0525447698611134,0.987843917222066,4,18,"mitochondrial calcium ion homeostasis","BP"
"692","GO:0002036",0.0531248295336294,0.995642516174489,2,5,"regulation of L-glutamate import across plasma membrane","BP"
"4286","GO:0010958",0.0531248295336294,0.995642516174489,2,5,"regulation of amino acid import across plasma membrane","BP"
"11470","GO:0051194",0.0532421307344488,0.987865258881879,4,16,NA,NA
"1231","GO:0003330",0.0532872244903698,0.995621636669292,2,5,"regulation of extracellular matrix constituent secretion","BP"
"1232","GO:0003331",0.0532872244903698,0.995621636669292,2,5,"positive regulation of extracellular matrix constituent secretion","BP"
"1591","GO:0004532",0.0534600525987213,0.98767235863128,4,17,"exoribonuclease activity","MF"
"2734","GO:0006879",0.0535183688223206,0.982613971552413,6,30,"intracellular iron ion homeostasis","BP"
"3862","GO:0009812",0.0538220630668651,0.991497344509747,3,9,"flavonoid metabolic process","BP"
"5037","GO:0016755",0.0538468711682373,0.995549393010283,2,5,"aminoacyltransferase activity","MF"
"14811","GO:0098780",0.0538887174476513,0.991010943052206,3,11,"response to mitochondrial depolarisation","BP"
"6816","GO:0032071",0.0547075902567937,0.995437414163714,2,5,"regulation of endodeoxyribonuclease activity","BP"
"6820","GO:0032077",0.0547075902567937,0.995437414163714,2,5,"positive regulation of deoxyribonuclease activity","BP"
"6821","GO:0032079",0.0547075902567937,0.995437414163714,2,5,"positive regulation of endodeoxyribonuclease activity","BP"
"7055","GO:0032526",0.054734612410482,0.982118457963413,6,30,"response to retinoic acid","BP"
"12046","GO:0060075",0.0554567890814312,0.995339088834133,2,5,"regulation of resting membrane potential","BP"
"11621","GO:0051490",0.0555113047248814,0.995331903197181,2,5,"negative regulation of filopodium assembly","BP"
"4985","GO:0016638",0.0555174412077813,0.990842655021235,3,10,"oxidoreductase activity, acting on the CH-NH2 group of donors","MF"
"8773","GO:0042168",0.0555916794159989,0.987146231960472,4,16,"heme metabolic process","BP"
"2031","GO:0005704",0.056201844486436,0.995863970745708,2,4,"polytene chromosome band","CC"
"17660","GO:2001057",0.0563066841100476,0.99522658885931,2,5,"reactive nitrogen species metabolic process","BP"
"12972","GO:0070227",0.0574484500577274,0.990675507147934,3,9,"lymphocyte apoptotic process","BP"
"13718","GO:0071887",0.0574484500577274,0.990675507147934,3,9,"leukocyte apoptotic process","BP"
"5000","GO:0016667",0.0583995952179666,0.978579946027395,7,36,"oxidoreductase activity, acting on a sulfur group of donors","MF"
"9369","GO:0043492",0.0584848699708685,0.978174753349567,7,44,NA,NA
"2439","GO:0006413",0.0586215101279345,0.969715442764962,14,90,"translational initiation","BP"
"2161","GO:0005918",0.058824117871531,0.989635829094523,3,12,"septate junction","CC"
"11357","GO:0051013",0.0588990086663076,0.994877193954705,2,5,"microtubule severing","BP"
"15594","GO:1901881",0.0593351028025816,0.994817498053391,2,5,"positive regulation of protein depolymerization","BP"
"10676","GO:0048026",0.0594945859009728,0.989662785014797,3,11,"positive regulation of mRNA splicing, via spliceosome","BP"
"1247","GO:0003356",0.0603087838395504,0.989462159401742,3,11,"regulation of cilium beat frequency","BP"
"14372","GO:0090594",0.0605011695346629,0.994656587236595,2,5,"inflammatory response to wounding","BP"
"8072","GO:0035258",0.0605332031691055,0.975495911592453,8,50,NA,NA
"2466","GO:0006450",0.0613539219083082,0.994537727506568,2,5,"regulation of translational fidelity","BP"
"10944","GO:0048662",0.0616413095678804,0.989131226316453,3,11,"negative regulation of smooth muscle cell proliferation","BP"
"3333","GO:0008209",0.0617122025348914,0.994487491636592,2,5,"androgen metabolic process","BP"
"3728","GO:0009262",0.0619050336419934,0.985160284605502,4,16,"deoxyribonucleotide metabolic process","BP"
"11316","GO:0050919",0.0619262474404905,0.985328857284099,4,15,"negative chemotaxis","BP"
"2364","GO:0006290",0.0620306165174484,0.994442698281547,2,5,"pyrimidine dimer repair","BP"
"10679","GO:0048036",0.0621242129154352,0.994429505133565,2,5,"central complex development","BP"
"3843","GO:0009746",0.0622857881511329,0.971626640359153,10,66,"response to hexose","BP"
"9350","GO:0043457",0.062566893714558,0.984947659395227,4,16,"regulation of cellular respiration","BP"
"2039","GO:0005726",0.0626431866014659,0.994356134906791,2,5,"perichromatin fibrils","CC"
"154","GO:0000350",0.0631273388940382,0.994287356922729,2,5,"generation of catalytic spliceosome for second transesterification step","BP"
"3962","GO:0010248",0.0631933346917512,0.994277956975327,2,5,"establishment or maintenance of transmembrane electrochemical gradient","BP"
"4481","GO:0015125",0.0635112510988594,0.993761571845941,2,6,"bile acid transmembrane transporter activity","MF"
"4559","GO:0015432",0.0635112510988594,0.993761571845941,2,6,"ABC-type bile acid transporter activity","MF"
"4607","GO:0015722",0.0635112510988594,0.993761571845941,2,6,"canalicular bile acid transport","BP"
"7413","GO:0033283",0.0635112510988594,0.993761571845941,2,6,"ATPase-coupled organic acid transmembrane transporter activity","MF"
