"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust"
"13336","GO:0071027",0.0130214570310501,0.999929577854869,1,11,"nuclear RNA surveillance","BP",1
"6959","GO:0032371",0.0132288502434182,0.999927310723381,1,11,"regulation of sterol transport","BP",1
"6962","GO:0032374",0.0132288502434182,0.999927310723381,1,11,"regulation of cholesterol transport","BP",1
"4773","GO:0016180",0.0141514696157629,0.999916097131061,1,12,"snRNA processing","BP",1
"13335","GO:0071025",0.0141917390928094,0.999915617591016,1,12,"RNA surveillance","BP",1
"5058","GO:0016790",0.0144078847275052,0.999913020183787,1,12,"thiolester hydrolase activity","MF",1
"14628","GO:0097502",0.0147674811186219,0.999908611186613,1,12,"mannosylation","BP",1
"7806","GO:0034661",0.0155088848062486,0.999898473321481,1,13,"ncRNA catabolic process","BP",1
"13964","GO:0072523",0.0167785254712759,0.99988040644672,1,14,"purine-containing compound catabolic process","BP",1
"11571","GO:0051353",0.0169366324835368,0.999878134329039,1,14,"positive regulation of oxidoreductase activity","BP",1
"363","GO:0001102",0.0170519661268284,0.999876463319386,1,14,NA,NA,1
"1303","GO:0003723",0.0171636539279294,0.998177724986789,3,473,"RNA binding","MF",1
"8367","GO:0035924",0.0177736511830415,0.999865062731654,1,15,"cellular response to vascular endothelial growth factor stimulus","BP",1
"77","GO:0000175",0.0179789484896542,0.999861916367487,1,15,"3'-5'-RNA exonuclease activity","MF",1
"5120","GO:0016896",0.0190985167272074,0.999843423783884,1,16,"RNA exonuclease activity, producing 5'-phosphomonoesters","MF",1
"11348","GO:0050999",0.0193201972727642,0.999839753951962,1,16,"regulation of nitric-oxide synthase activity","BP",1
"11820","GO:0051954",0.0200913488500545,0.999825979017967,1,17,"positive regulation of amine transport","BP",1
"1591","GO:0004532",0.0203165438102465,0.999822040459513,1,17,"exoribonuclease activity","MF",1
"623","GO:0001917",0.0204386475870423,0.999819886345182,1,17,"photoreceptor inner segment","CC",1
"199","GO:0000466",0.0204550492457047,0.999819595997393,1,17,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP",1
"9590","GO:0044273",0.0207912633235426,0.999813592275912,1,17,"sulfur compound catabolic process","BP",1
"4326","GO:0014003",0.0213783264881492,0.999802192205049,1,18,"oligodendrocyte development","BP",1
"12067","GO:0060122",0.0214056332838643,0.999801684447818,1,18,"inner ear receptor cell stereocilium organization","BP",1
"7165","GO:0032768",0.0216913267660579,0.999796332753291,1,18,"regulation of monooxygenase activity","BP",1
"7802","GO:0034655",0.0218384686061136,0.998619899031995,2,191,"nucleobase-containing compound catabolic process","BP",1
"17639","GO:2001025",0.0223190040283447,0.99978365995376,1,19,"positive regulation of response to drug","BP",1
"6155","GO:0030515",0.0225551488581057,0.999779037503298,1,19,"snoRNA binding","MF",1
"14346","GO:0090503",0.0227048786169917,0.999776081060194,1,19,"RNA phosphodiester bond hydrolysis, exonucleolytic","BP",1
"11465","GO:0051187",0.0227920245736931,0.999774351220848,1,19,NA,NA,1
"11664","GO:0051590",0.0235393947821983,0.999758576883199,1,20,"positive regulation of neurotransmitter transport","BP",1
"9451","GO:0043628",0.0238260335634504,0.999752633952834,1,20,"regulatory ncRNA 3'-end processing","BP",1
"9489","GO:0043928",0.0241043243899681,0.999746794320494,1,20,"exonucleolytic catabolism of deadenylated mRNA","BP",1
"9587","GO:0044270",0.0241894985689578,0.998384778568949,2,202,"cellular nitrogen compound catabolic process","BP",1
"201","GO:0000469",0.024237289706222,0.999743979908777,1,20,"cleavage involved in rRNA processing","BP",1
"10493","GO:0046700",0.0244310435528577,0.998359886037365,2,203,"heterocycle catabolic process","BP",1
"5060","GO:0016796",0.027311933734178,0.999672302798945,1,23,"exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters","MF",1
"125","GO:0000291",0.0275931966231109,0.999665482293957,1,23,"nuclear-transcribed mRNA catabolic process, exonucleolytic","BP",1
"5461","GO:0019439",0.0276276957674444,0.998017767990894,2,217,"aromatic compound catabolic process","BP",1
"695","GO:0002040",0.028278573380442,0.99964790585579,1,24,"sprouting angiogenesis","BP",1
"3446","GO:0008408",0.0285707841704487,0.999640551095018,1,24,"3'-5' exonuclease activity","MF",1
"11293","GO:0050885",0.0285961730191931,0.999639908444402,1,24,"neuromuscular process controlling balance","BP",1
"2645","GO:0006720",0.0288228810957449,0.999634144207876,1,24,"isoprenoid metabolic process","BP",1
"9968","GO:0045494",0.0293661380411647,0.999619489326938,1,25,"photoreceptor cell maintenance","BP",1
"15493","GO:1901566",0.0294411168131132,0.996148568570049,3,577,"organonitrogen compound biosynthetic process","BP",1
"3261","GO:0008080",0.0294672419460672,0.99961684976246,1,25,"N-acetyltransferase activity","MF",1
"6294","GO:0030867",0.0296823707931269,0.999611870515063,1,24,"rough endoplasmic reticulum membrane","CC",1
"15447","GO:1901361",0.0300162712148022,0.997747252502492,2,227,"organic cyclic compound catabolic process","BP",1
"5057","GO:0016788",0.030530048294204,0.997687332543999,2,231,"hydrolase activity, acting on ester bonds","MF",1
"6972","GO:0032391",0.0307269541583786,0.999582527085159,1,26,"photoreceptor connecting cilium","CC",1
"195","GO:0000460",0.0312656086678261,0.999567672036559,1,26,"maturation of 5.8S rRNA","BP",1
"2591","GO:0006637",0.0320004500861666,0.999546319035394,1,27,"acyl-CoA metabolic process","BP",1
"8151","GO:0035383",0.0320004500861666,0.999546319035394,1,27,"thioester metabolic process","BP",1
"11559","GO:0051341",0.0322558319046607,0.999539003473723,1,27,"regulation of oxidoreductase activity","BP",1
"4873","GO:0016410",0.0329553559693155,0.999518008316333,1,28,"N-acyltransferase activity","MF",1
"10983","GO:0048709",0.0333119119888108,0.999507454520404,1,28,"oligodendrocyte differentiation","BP",1
"3665","GO:0009166",0.0347584310108061,0.999462773679915,1,29,"nucleotide catabolic process","BP",1
"612","GO:0001895",0.0352078261554221,0.999448048606571,1,30,"retina homeostasis","BP",1
"11265","GO:0050852",0.0352845405910717,0.999445624310368,1,30,"T cell receptor signaling pathway","BP",1
"1589","GO:0004527",0.0356455334716727,0.999434144073108,1,30,"exonuclease activity","MF",1
"7488","GO:0033613",0.0362040589727177,0.999416146857034,1,30,NA,NA,1
"4870","GO:0016407",0.0375458101104523,0.999370408065999,1,32,"acetyltransferase activity","MF",1
"5041","GO:0016765",0.0378711680434344,0.999360026528431,1,31,"transferase activity, transferring alkyl or aryl (other than methyl) groups","MF",1
"1311","GO:0003743",0.0388769867613138,0.999323975445056,1,33,"translation initiation factor activity","MF",1
"15428","GO:1901292",0.0395956513866348,0.999298556896181,1,33,"nucleoside phosphate catabolic process","BP",1
"10297","GO:0046165",0.0401781879309747,0.99927694912178,1,34,"alcohol biosynthetic process","BP",1
"11818","GO:0051952",0.0411483010497204,0.999240680521609,1,35,"regulation of amine transport","BP",1
"9578","GO:0044249",0.0411883192729222,0.99212370109246,4,1149,"cellular biosynthetic process","BP",1
"9399","GO:0043536",0.0412158497098846,0.999238165681834,1,35,"positive regulation of blood vessel endothelial cell migration","BP",1
"9945","GO:0045444",0.0414326020921187,0.999230067456011,1,35,"fat cell differentiation","BP",1
"8970","GO:0042632",0.0415043127718048,0.999227378650394,1,35,"cholesterol homeostasis","BP",1
"11969","GO:0055092",0.0415043127718048,0.999227378650394,1,35,"sterol homeostasis","BP",1
"9594","GO:0044281",0.0419780325483364,0.993676141847104,3,666,"small molecule metabolic process","BP",1
"12065","GO:0060119",0.0424822585032639,0.999189583472758,1,36,"inner ear receptor cell development","BP",1
"3545","GO:0008652",0.0426657113280133,0.999182511308888,1,36,"amino acid biosynthetic process","BP",1
"122","GO:0000288",0.0427221891546359,0.999180327783618,1,36,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","BP",1
"11264","GO:0050851",0.0433099757913438,0.999156786744236,1,37,"antigen receptor-mediated signaling pathway","BP",1
"15500","GO:1901576",0.0434160334694947,0.991551152284416,4,1168,"organic substance biosynthetic process","BP",1
"3586","GO:0009058",0.0444852893345114,0.99127256015335,4,1177,"biosynthetic process","BP",1
"8344","GO:0035869",0.0468924151894865,0.999008129484388,1,40,"ciliary transition zone","CC",1
"7540","GO:0033865",0.0473990742558186,0.99898638210953,1,40,"nucleoside bisphosphate metabolic process","BP",1
"7543","GO:0033875",0.0473990742558186,0.99898638210953,1,40,"ribonucleoside bisphosphate metabolic process","BP",1
"7553","GO:0034032",0.0473990742558186,0.99898638210953,1,40,"purine nucleoside bisphosphate metabolic process","BP",1
"1595","GO:0004540",0.047531567214795,0.998980655487805,1,40,"ribonuclease activity","MF",1
"11329","GO:0050953",0.0483774002922155,0.99894306047473,1,41,"sensory perception of light stimulus","BP",1
"4741","GO:0016073",0.0497035437749691,0.998883096580907,1,42,"snRNA metabolic process","BP",1
"5720","GO:0021782",0.0505950521463921,0.99884162796686,1,43,"glial cell development","BP",1
"11304","GO:0050905",0.0507273454100297,0.998835502951233,1,43,"neuromuscular process","BP",1
"2088","GO:0005789",0.0510883393638687,0.994862975329223,2,304,"endoplasmic reticulum membrane","CC",1
"14699","GO:0097731",0.0514519200115385,0.998801027526876,1,44,"9+0 non-motile cilium","CC",1
"14701","GO:0097733",0.0514519200115385,0.998801027526876,1,44,"photoreceptor cell cilium","CC",1
"14838","GO:0098827",0.0519729919140046,0.994723748137935,2,307,"endoplasmic reticulum subcompartment","CC",1
"5713","GO:0021766",0.051974435291233,0.998776305202207,1,44,"hippocampus development","BP",1
"6956","GO:0032368",0.0528423333086428,0.998734031106024,1,45,"regulation of lipid transport","BP",1
"7712","GO:0034404",0.0535661007690817,0.998698750962489,1,45,"nucleobase-containing small molecule biosynthetic process","BP",1
"17637","GO:2001023",0.0538096714558817,0.998686130635537,1,46,"regulation of response to drug","BP",1
"8776","GO:0042175",0.0541256199709746,0.99437924642498,2,314,"nuclear outer membrane-endoplasmic reticulum membrane network","CC",1
"12063","GO:0060113",0.0541410885873753,0.998669726263661,1,46,"inner ear receptor cell differentiation","BP",1
"9398","GO:0043535",0.0541676161301369,0.998668408720943,1,46,"regulation of blood vessel endothelial cell migration","BP",1
"11662","GO:0051588",0.0555103984877345,0.998599577178348,1,48,"regulation of neurotransmitter transport","BP",1
"10356","GO:0046434",0.0583862692704395,0.998448331141138,1,49,"organophosphate catabolic process","BP",1
"8910","GO:0042490",0.0587686885413563,0.998427064746811,1,50,"mechanoreceptor differentiation","BP",1
"9365","GO:0043488",0.0601100806538386,0.998352942678148,1,51,"regulation of mRNA stability","BP",1
"2078","GO:0005777",0.0601325679121671,0.99835169577807,1,51,"peroxisome","CC",1
"8945","GO:0042579",0.0601325679121671,0.99835169577807,1,51,"microbody","CC",1
"3287","GO:0008135",0.0609330628090462,0.998306357746495,1,52,"translation factor activity, RNA binding","MF",1
"4061","GO:0010595",0.0633320666985192,0.998167371742643,1,54,"positive regulation of endothelial cell migration","BP",1
"15516","GO:1901617",0.064221445202017,0.998114257906424,1,55,"organic hydroxy compound biosynthetic process","BP",1
"11241","GO:0050806",0.065953101655024,0.998008595916367,1,57,"positive regulation of synaptic transmission","BP",1
"2090","GO:0005791",0.0660474974658189,0.998004083757519,1,55,"rough endoplasmic reticulum","CC",1
"13528","GO:0071456",0.0672409480801592,0.997929031397844,1,57,"cellular response to hypoxia","BP",1
"9364","GO:0043487",0.0681372155736861,0.997872076344869,1,58,"regulation of RNA stability","BP",1
"9437","GO:0043603",0.0690421003188253,0.991776429693616,2,359,"amide metabolic process","BP",1
"12520","GO:0061013",0.0691277864965155,0.997808278062188,1,59,"regulation of mRNA catabolic process","BP",1
"8898","GO:0042472",0.0694613333811624,0.997786789909777,1,59,"inner ear morphogenesis","BP",1
"3745","GO:0009306",0.070441375703262,0.99772239196987,1,60,"protein secretion","BP",1
"6431","GO:0031123",0.0713704679897681,0.997660437026067,1,61,"RNA 3'-end processing","BP",1
"867","GO:0002429",0.0719616934324769,0.997620345716027,1,62,"immune response-activating cell surface receptor signaling pathway","BP",1
"15385","GO:1901136",0.0720208749369718,0.997616998764129,1,61,"carbohydrate derivative catabolic process","BP",1
"1022","GO:0002790",0.0726648963283941,0.997572947319246,1,62,"peptide secretion","BP",1
"3844","GO:0009749",0.0727035480360421,0.997570328118923,1,62,"response to glucose","BP",1
"8500","GO:0036294",0.0730285783389829,0.997548245237116,1,62,"cellular response to decreased oxygen levels","BP",1
"5034","GO:0016747",0.0730426926453771,0.997546662947571,1,63,"acyltransferase activity, transferring groups other than amino-acyl groups","MF",1
"4086","GO:0010634",0.0734267754126143,0.997520423687885,1,63,"positive regulation of epithelial cell migration","BP",1
"12871","GO:0065008",0.0742157701047622,0.982644904116917,4,1399,"regulation of biological quality","BP",1
"1283","GO:0003676",0.076225937261633,0.985306504580713,3,847,"nucleic acid binding","MF",1
"12196","GO:0060341",0.0764011778331343,0.990358337647868,2,389,"regulation of cellular localization","BP",1
"3843","GO:0009746",0.0771744835562204,0.997254892069527,1,66,"response to hexose","BP",1
"9664","GO:0044432",0.0772552575556817,0.990188973463877,2,384,NA,NA,1
"14344","GO:0090501",0.0772734591932723,0.997247740183055,1,66,"RNA phosphodiester bond hydrolysis","BP",1
"5710","GO:0021761",0.078317352942454,0.997171094829839,1,67,"limbic system development","BP",1
"4060","GO:0010594",0.0792822008883951,0.997099243733041,1,68,"regulation of endothelial cell migration","BP",1
"7656","GO:0034284",0.0794157098138694,0.99708931423895,1,68,"response to monosaccharide","BP",1
"11965","GO:0055088",0.079646404313205,0.997071500870639,1,69,"lipid homeostasis","BP",1
"1015","GO:0002768",0.0798647045276097,0.997055174662454,1,69,"immune response-regulating cell surface receptor signaling pathway","BP",1
"13525","GO:0071453",0.0800286472642936,0.997043503501401,1,68,"cellular response to oxygen levels","BP",1
"8897","GO:0042471",0.0810630678632282,0.996964717515637,1,69,"ear morphogenesis","BP",1
"5033","GO:0016746",0.0819384824647428,0.99689649900829,1,71,"acyltransferase activity","MF",1
"354","GO:0001085",0.0826306656174396,0.996842989075888,1,71,NA,NA,1
"2485","GO:0006486",0.0848597691319898,0.996666813552991,1,72,"protein glycosylation","BP",1
"9336","GO:0043413",0.0848597691319898,0.996666813552991,1,72,"macromolecule glycosylation","BP",1
"8425","GO:0036064",0.0855111914831383,0.996613331539614,1,74,"ciliary basal body","CC",1
"16995","GO:1905952",0.0856306896041753,0.996603700523804,1,74,"regulation of lipid localization","BP",1
"12908","GO:0070085",0.086035631772168,0.996571581727905,1,73,"glycosylation","BP",1
"3917","GO:0010001",0.0862194907983946,0.996556039294693,1,74,"glial cell differentiation","BP",1
"1582","GO:0004518",0.0863716970952838,0.996543662911701,1,74,"nuclease activity","MF",1
"15384","GO:1901135",0.087811980478401,0.98799539034602,2,413,"carbohydrate derivative metabolic process","BP",1
"2427","GO:0006399",0.0883543803854389,0.996379083997558,1,76,"tRNA metabolic process","BP",1
"14698","GO:0097730",0.0907154242559814,0.99617756932218,1,79,"non-motile cilium","CC",1
"1007","GO:0002757",0.0964124208154432,0.99566951345863,1,84,"immune response-activating signaling pathway","BP",1
"3841","GO:0009743",0.0972463671643743,0.995592824830438,1,84,"response to carbohydrate","BP",1
"9266","GO:0043270",0.100164985473189,0.995317049527855,1,87,"positive regulation of monoatomic ion transport","BP",1
"424","GO:0001525",0.101385757406848,0.995199279746843,1,88,"angiogenesis","BP",1
"1014","GO:0002764",0.103058021858713,0.995035104393607,1,90,"immune response-regulating signaling pathway","BP",1
"611","GO:0001894",0.103169464796093,0.99502414137309,1,90,"tissue homeostasis","BP",1
"3195","GO:0007605",0.103686406229594,0.994973123431535,1,90,"sensory perception of sound","BP",1
"1822","GO:0005085",0.104672873738469,0.994873230421597,1,93,"guanyl-nucleotide exchange factor activity","MF",1
"2439","GO:0006413",0.105881117022475,0.99475350309051,1,90,"translational initiation","BP",1
"802","GO:0002253",0.107118847441103,0.994625021304886,1,94,"activation of immune response","BP",1
"3612","GO:0009101",0.107185858647313,0.994619358369885,1,92,"glycoprotein biosynthetic process","BP",1
"11052","GO:0048839",0.107337335805829,0.994603203202924,1,93,"inner ear development","BP",1
"6071","GO:0030307",0.108460022428951,0.994486050512428,1,95,"positive regulation of cell growth","BP",1
"4084","GO:0010632",0.111142025490658,0.994202584140416,1,97,"regulation of epithelial cell migration","BP",1
"2244","GO:0006066",0.112330242332515,0.994074556061658,1,98,"alcohol metabolic process","BP",1
"6770","GO:0031984",0.112487819046761,0.982225479031592,2,480,"organelle subcompartment","CC",1
"5633","GO:0021543",0.116713685028654,0.993589404986541,1,102,"pallium development","BP",1
"3773","GO:0009408",0.1189322888333,0.993336252963364,1,104,"response to heat","BP",1
"9428","GO:0043583",0.119537336936656,0.993266649089796,1,104,"ear development","BP",1
"8728","GO:0042063",0.119810652551459,0.99323448584984,1,105,"gliogenesis","BP",1
"11330","GO:0050954",0.121043220383919,0.993090560192186,1,106,"sensory perception of mechanical stimulus","BP",1
"2654","GO:0006732",0.130989203553974,0.991870245091931,1,115,NA,NA,1
"9671","GO:0044444",0.132477580941529,0.957011622919148,6,3085,NA,NA,1
"2507","GO:0006520",0.133610510684879,0.991530860099659,1,118,"amino acid metabolic process","BP",1
"2903","GO:0007166",0.136926400212634,0.975665562901245,2,544,"cell surface receptor signaling pathway","BP",1
"312","GO:0000956",0.136952587266506,0.991089225878641,1,119,"nuclear-transcribed mRNA catabolic process","BP",1
"5628","GO:0021537",0.139240633781666,0.990778041206749,1,123,"telencephalon development","BP",1
"4727","GO:0016053",0.140469383300318,0.990609291902207,1,124,"organic acid biosynthetic process","BP",1
"10347","GO:0046394",0.140469383300318,0.990609291902207,1,124,"carboxylic acid biosynthetic process","BP",1
"11076","GO:0048871",0.14079043280276,0.99056450624832,1,125,"multicellular organismal-level homeostasis","BP",1
"14287","GO:0090305",0.14181143645371,0.990423186224228,1,125,"nucleic acid phosphodiester bond hydrolysis","BP",1
"2408","GO:0006364",0.141919693717667,0.990408136841489,1,125,"rRNA processing","BP",1
"476","GO:0001666",0.142380105778453,0.990343408704764,1,126,"response to hypoxia","BP",1
"3611","GO:0009100",0.142878112186156,0.990274356697436,1,125,"glycoprotein metabolic process","BP",1
"2430","GO:0006402",0.146522332828744,0.989754884034401,1,128,"mRNA catabolic process","BP",1
"10863","GO:0048514",0.147508274374777,0.98961059679666,1,131,"blood vessel morphogenesis","BP",1
"8499","GO:0036293",0.148774980084695,0.989425346115521,1,132,"response to decreased oxygen levels","BP",1
"2688","GO:0006790",0.154242972935206,0.988605870321471,1,136,"sulfur compound metabolic process","BP",1
"16061","GO:1903311",0.154413288440413,0.988578742730893,1,138,"regulation of mRNA metabolic process","BP",1
"2082","GO:0005783",0.156244457120789,0.969908617280483,2,585,"endoplasmic reticulum","CC",1
"4740","GO:0016072",0.156320109402469,0.988285177968911,1,139,"rRNA metabolic process","BP",1
"3732","GO:0009266",0.157852370651084,0.988045712630636,1,141,"response to temperature stimulus","BP",1
"15449","GO:1901363",0.158981502545121,0.957499088695027,3,1165,"heterocyclic compound binding","MF",1
"2429","GO:0006401",0.160083766780384,0.987694053867877,1,141,"RNA catabolic process","BP",1
"8956","GO:0042592",0.160693801477095,0.968512002139872,2,599,"homeostatic process","BP",1
"11224","GO:0050778",0.163250800397386,0.987182093954614,1,147,"positive regulation of immune response","BP",1
"14484","GO:0097159",0.16434626680803,0.955373861056999,3,1183,"organic cyclic compound binding","MF",1
"11384","GO:0051049",0.165885129131105,0.966849613822605,2,615,"regulation of transport","BP",1
"2071","GO:0005769",0.16723842476068,0.986523765685483,1,151,"early endosome","CC",1
"13095","GO:0070482",0.170603894691588,0.985955190669206,1,153,"response to oxygen levels","BP",1
"11239","GO:0050804",0.170952662670245,0.985894547393767,1,155,"modulation of chemical synaptic transmission","BP",1
"14961","GO:0099177",0.170952662670245,0.985894547393767,1,155,"regulation of trans-synaptic signaling","BP",1
"10892","GO:0048562",0.176155983544628,0.98498862239578,1,158,"embryonic organ morphogenesis","BP",1
"4573","GO:0015629",0.177140300486137,0.984813033137757,1,160,"actin cytoskeleton","CC",1
"15491","GO:1901564",0.177258004565592,0.942437861275683,4,1876,"organonitrogen compound metabolic process","BP",1
"10865","GO:0048518",0.177324155299422,0.942407369297512,4,1888,"positive regulation of biological process","BP",1
"6093","GO:0030335",0.177956241618364,0.984667023502727,1,161,"positive regulation of cell migration","BP",1
"447","GO:0001568",0.178007470653611,0.98465786605497,1,161,"blood vessel development","BP",1
"15499","GO:1901575",0.179578307671462,0.962297700641152,2,639,"organic substance catabolic process","BP",1
"15514","GO:1901615",0.179834663723294,0.984328204976194,1,163,"organic hydroxy compound metabolic process","BP",1
