"","Dispersion","AIC","logLik","meanExp","(Intercept)","TreatmentVariable","OriginSlope","TreatmentVariable:OriginSlope","se_(Intercept)","se_TreatmentVariable","se_OriginSlope","se_TreatmentVariable:OriginSlope","Chisq_Treatment","Chisq_Origin","Chisq_Treatment:Origin","Df_Treatment","Df_Origin","Df_Treatment:Origin","P_Treatment","P_Origin","P_Treatment:Origin"
"Pocillopora_acuta_HIv2___TS.g24370.t1",3.81320847364553,269.309928674689,-128.654964337345,1.9254759631652,1.91458029891439,0.445415701292991,-0.211727941474604,-0.851830026294139,0.600048940942444,0.845757567250483,0.832470993053877,1.17848252505254,0.00012874654914837,1.16790632714361,0.522467878423088,1,1,1,0.990946874492731,0.279831851862545,0.469790849700631
"Pocillopora_acuta_HIv2___RNAseq.g22946.t1",0.110710931358892,427.527108287954,-207.763554143977,5.97044528052167,4.1775060164514,0.131458514838327,-0.189446513615996,0.0705544050631776,0.503899515888716,0.409245178417889,0.555202978410762,0.488132441988752,2.3101312340638,0.381485480746501,0.0208916587481353,1,1,1,0.128533197759966,0.536809302513595,0.88507449012781
"Pocillopora_acuta_HIv2___RNAseq.g6933.t1",0.19172499706335,295.566522738427,-141.783261369213,3.21801389018218,2.2824943803188,-0.140595354266938,-0.0954179877158999,0.367087446728626,0.175318917998557,0.234497947722057,0.24309452798616,0.322839543103413,0.109583191158104,0.246590993388026,1.29290203317437,1,1,1,0.740619166539031,0.619485758981207,0.255513830941463
"Pocillopora_acuta_HIv2___RNAseq.g16902.t1",0.765472720049418,345.270825450945,-166.635412725473,3.42107894539149,2.92572429845555,-0.14746983851961,-0.274097487271909,-0.350700452800951,0.272880017502973,0.386912782191402,0.37964578291945,0.541138939615613,1.45916592144285,2.72646995443225,0.420005599701299,1,1,1,0.22706287799435,0.0986972168430349,0.516934250135925
"Pocillopora_acuta_HIv2___RNAseq.g5622.t1",4.26538554364312,267.933799105403,-127.966899552701,1.89813378694424,2.22339429432154,0.2876820836565,-0.9736120145389,-0.284701398175417,0.630552989418605,0.890356337366494,0.881430374608275,1.24551484656523,0.0521616695948121,3.21246283098599,0.0522494090132855,1,1,1,0.819343611720033,0.0730794058061548,0.819194363116922
"Pocillopora_acuta_HIv2___RNAseq.g11044.t1",0.270337277568644,782.010731389958,-385.005365694979,11.1805127535022,8.24256493983795,-0.079297228848505,-0.714995111870965,0.0357682751014636,0.156835491132902,0.221807693672914,0.21719063575027,0.307160774157443,0.15621775682102,20.6030063035273,0.0135601498002967,1,1,1,0.692662881828507,5.65073099923202e-06,0.907297451053476
"Pocillopora_acuta_HIv2___RNAseq.g20607.t1",1.99250457727239,330.906455796542,-159.453227898271,2.82434737302257,2.0636931847117,0.525436970947058,0.431576252112691,-0.34512200791877,0.438954001129396,0.616963108597017,0.604644614539382,0.851668509191284,0.655421981907164,0.366030602545044,0.164211712552561,1,1,1,0.418180823541578,0.545175920202016,0.685308128977486
"Pocillopora_acuta_HIv2___RNAseq.g28116.t1",0.0811479112967055,447.753276743624,-217.876638371812,6.36239013300658,4.38584401532602,0.0123798576557424,0.224121833416465,-0.237252278475136,0.09717104341288,0.13070293890208,0.132050873505651,0.180462606374072,1.5455852054257,1.19934671804081,1.72840825895966,1,1,1,0.213788369338068,0.2734522874031,0.1886143052957
"Pocillopora_acuta_HIv2___RNAseq.10518_t",1.6333330250316,379.715242960062,-183.857621480031,3.53624611362709,2.9372361416123,0.163060852048983,0.241685366598668,-0.551328597936662,0.391539906598137,0.55306697560627,0.541186802157093,0.765956585601469,0.105679061466963,0.00767225126997408,0.518098973225345,1,1,1,0.745118133115748,0.930201447168315,0.47165373431543
"Pocillopora_acuta_HIv2___RNAseq.g438.t1",0.0355300831237617,484.356390163837,-236.178195081919,7.21523092737594,4.96029485765678,0.0878074713871338,0.119269229996279,-0.211204242793475,0.0857481369006505,0.0880682922226842,0.118456883721574,0.121935342786291,0.13489820006479,0.0182168397210904,3.00017142007538,1,1,1,0.713406513949276,0.892635772977431,0.0832557072990061
"Pocillopora_acuta_HIv2___TS.g25171.t1",0.0853223544254884,363.963685125795,-175.981842562897,4.81206588707487,3.41024721718207,0.00598804184462733,-0.164648322173114,0.244920624612899,0.10372837997402,0.14663295862368,0.145310698522335,0.203696553976403,1.70511381115608,0.154368154252461,1.44571721629195,1,1,1,0.191620557784177,0.694395461885648,0.229216406537252
"Pocillopora_acuta_HIv2___RNAseq.g25815.t3",1.30066540098064,401.41445337474,-194.70722668737,3.96614620179526,3.44601139745195,-0.19054068150814,-0.281063914609309,0.0280734864062472,0.348052167872456,0.492838966278031,0.482749548929537,0.683611917257075,0.265397212506975,0.610489554387167,0.00168644992591565,1,1,1,0.606436208539001,0.43460354379752,0.967242953952323
"Pocillopora_acuta_HIv2___RNAseq.g4711.t1",0.174702860839651,307.465809178384,-147.732904589192,3.70958988479123,2.6646997602286,-0.0453151962120482,-0.0436609360960158,-0.0701976909297977,0.14903419242117,0.211461015822229,0.206954991348593,0.294442165708783,0.306927502434809,0.28320108193284,0.056838897669101,1,1,1,0.579571741148188,0.594610749025293,0.811563812214536
"Pocillopora_acuta_HIv2___RNAseq.g9673.t1",0.73719168816191,359.615072956218,-173.807536478109,3.5694751298194,2.76187815930161,0.0659732416132233,0.102106843421399,-0.301372214588264,0.269741335397023,0.380990838471356,0.372755214793468,0.52800359307639,0.118859723161285,0.0331894192145973,0.325786184267395,1,1,1,0.730274517222748,0.855441754880062,0.568150934103679
"Pocillopora_acuta_HIv2___RNAseq.g557.t1",0.0592855049889164,338.448476140595,-163.224238070298,4.6821372431056,3.11955762366637,0.148973791678465,0.239080144476847,-0.22732710682443,0.0969828111163315,0.135112816932412,0.13131902662876,0.184850646603963,0.0890910397658974,1.8103875634797,1.51237852279693,1,1,1,0.765335906140799,0.178461744994465,0.218776503346554
"Pocillopora_acuta_HIv2___RNAseq.g4770.t1",0.0535118386815774,423.406985961233,-205.703492980617,6.30728415184019,4.43701135961608,-0.0177517317968567,0.0177035635292799,-0.170456871272491,0.0787640030819362,0.109184999866692,0.109053263472584,0.151785513040777,1.95755360148981,0.723614046504522,1.2611547491422,1,1,1,0.161775198201787,0.394960989055204,0.261432625478
"Pocillopora_acuta_HIv2___RNAseq.g3607.t1",1.05365862836654,447.224773637359,-217.612386818679,4.73083130406104,3.38014397246435,0.342532861235894,0.169233951204024,0.292839272026919,0.314449009347873,0.44368578618983,0.434825724466188,0.613285346220607,2.6198591479121,1.06490426137809,0.227999272619885,1,1,1,0.105533808173537,0.302099295835641,0.633011322269546
"Pocillopora_acuta_HIv2___RNAseq.g19861.t1",1.27188355927473,345.671947054542,-166.835973527271,3.1841490449777,2.64714147581904,0.203302250062788,-0.145876343681034,-0.341357676941823,0.349380732428869,0.492898160844534,0.484653451665685,0.685276635118402,0.00608032388687761,0.853885893128043,0.248134698749627,1,1,1,0.93784680074697,0.355455356748524,0.618391566538766
"Pocillopora_acuta_HIv2___RNAseq.g8911.t1",1.29027456761447,314.008755049268,-151.004377524634,2.75916747815364,1.77263842778811,0.515063734514224,0.580718990579356,-0.431523722280052,0.364337308768789,0.509181920446251,0.498182102362535,0.699655935252307,0.6731463017526,1.07063456426303,0.380399822234479,1,1,1,0.411956809035554,0.300802156762803,0.537389335917661
"Pocillopora_acuta_HIv2___RNAseq.g27786.t1",1.07788068343704,295.981019200738,-141.990509600369,2.5714917803499,2.30485524160533,-0.280902385531032,-0.161119338623953,-0.24303279780327,0.327199335479209,0.465897269105047,0.454588650644489,0.650361329219678,1.55702668778424,0.741058814175932,0.139643380290387,1,1,1,0.212101101919552,0.38932191316923,0.708635798178593
"Pocillopora_acuta_HIv2___RNAseq.g1078.t1",0.0460973205785478,472.112397328873,-230.056198664436,7.10086440222305,4.9381877541915,0.0249560395341212,-0.0624097128994249,0.0459705132717058,0.0900153306148478,0.0986465585763355,0.124881818095849,0.136764162058834,0.511653575766926,0.142194138049402,0.112983256367178,1,1,1,0.474423910630093,0.706109412497323,0.736772971701266
"Pocillopora_acuta_HIv2___RNAseq.g7072.t1",0.401752193807563,377.550574728935,-182.775287364468,4.42615146416278,3.55521351635474,-0.374329356973087,-0.455896359244474,0.122481119504774,0.0912087152281342,0.102578893613334,0.10653516541261,0.111931944355433,12.1210261027827,17.703635051415,1.19737503431754,1,1,1,0.000498564624565503,2.58132847400951e-05,0.273846956236453
"Pocillopora_acuta_HIv2___RNAseq.g12205.t1",0.322558391513075,361.881858083005,-174.940929041502,4.10368844272829,3.11551078169952,-0.10423219679283,-0.264015915360046,0.0530115959410656,0.204475303306859,0.2605154781763,0.277736505899956,0.363363747743632,0.179129353430719,1.27753872846482,0.0212842605027646,1,1,1,0.672122530463067,0.258357169124422,0.884007229225042
"Pocillopora_acuta_HIv2___RNAseq.g25817.t1",0.146553270424595,287.033315810929,-137.516657905464,3.34575144814947,2.24497536215921,0.358720454182702,-0.128392689725543,-0.131286073078164,0.157864400115876,0.207525263933114,0.218096685882527,0.292554692649726,3.99144894987692,1.65645299429957,0.201383172906462,1,1,1,0.0457317216661699,0.198082914727867,0.653606697540187
"Pocillopora_acuta_HIv2___RNAseq.g13155.t1",0.0174222038658612,353.074081494049,-170.537040747024,5.47400396822125,3.74843398487325,0.10749955390385,0.0999389934795143,-0.224173080959743,0.0610341412138809,0.085041658363789,0.0833859433113516,0.117932168367845,0.0236938870965206,0.0423520176938136,3.61328612785982,1,1,1,0.877666358069673,0.83695022016595,0.0573197533581668
"Pocillopora_acuta_HIv2___RNAseq.g27623.t1",1.50915713036467,367.197423056353,-177.598711528177,3.38803074103796,3.09568044157434,-0.327362188458013,-0.145228872553475,-0.0477772359145141,0.375911182159418,0.533115543956177,0.52099189676201,0.739219189095747,0.90955247794113,0.208982048233501,0.00417729914599355,1,1,1,0.340233187369064,0.647566436660018,0.948466982725454
"Pocillopora_acuta_HIv2___RNAseq.g22283.t1",0.233337648561013,392.823260833825,-190.411630416912,4.96506471507235,3.20561877401196,0.193729507203882,0.401934223884535,0.0101469943367122,0.168340609625607,0.222394000195001,0.22479265450093,0.305737567800605,1.72380032107587,6.26063715564792,0.00110148154037046,1,1,1,0.189204594289662,0.012344979721094,0.973524208575552
"Pocillopora_acuta_HIv2___RNAseq.g4791.t1",2.91666989097182,271.33479618825,-129.667398094125,2.06469978576517,1.38059634000538,0.758132030649226,-0.763160891624334,1.11020684977095,0.536662202410352,0.750909479214532,0.758946210066389,1.04968811740112,6.38905762554661,0.121550775262461,1.11863201122153,1,1,1,0.0114825972395981,0.727358597272315,0.290213208076796
"Pocillopora_acuta_HIv2___RNAseq.g10956.t1",1.81313288671216,287.938922645943,-137.969461322971,2.28416662295081,1.76683008618552,0.187164181271881,0.396253447197496,-0.457826250549237,0.424691321623326,0.598392506200728,0.583983191238177,0.826074113397314,0.0165488099583199,0.164358193229166,0.307159077676846,1,1,1,0.89764079036117,0.68517532303838,0.579428743533481
"Pocillopora_acuta_HIv2___RNAseq.g24699.t1",0.0413744675094247,427.239092945831,-207.619546472915,6.45199893231044,4.54986065653808,-0.0517993244562162,-0.189950921352623,0.218272537697121,0.0793416704951244,0.0976293264992085,0.110962702561656,0.135790431931277,0.809894903494464,0.838298127329398,2.58380572333833,1,1,1,0.368151324328944,0.359883961273396,0.107961811060647
"Pocillopora_acuta_HIv2___RNAseq.g16435.t1",0.0799541204106669,400.223564319044,-194.111782159522,5.58948607321317,3.82468099527299,0.0408219945202654,0.258490266350983,-0.26151069627623,0.0961908211633033,0.135742375030967,0.131605483209646,0.186835427839891,1.08636448464493,1.89920768609936,1.95911735696561,1,1,1,0.297278127570504,0.168167030978955,0.161607747007986
"Pocillopora_acuta_HIv2___RNAseq.g21252.t1",0.112168481654747,331.947559196418,-159.973779598209,4.41069915700121,2.97274275532929,0.058707600826781,0.382992252256106,-0.474399240718779,0.121853572914555,0.171555774417123,0.164628772489078,0.235453563745483,2.70190649565292,1.64745363595924,4.05954569437714,1,1,1,0.10022832888621,0.19930585946992,0.043922314557352
"Pocillopora_acuta_HIv2___RNAseq.g29686.t2",0.269917294387243,374.39461616611,-181.197308083055,4.42786572016241,3.35467736602726,-0.0896121586896854,-0.329184045276828,0.235640966423989,0.166470428846951,0.236055968644718,0.232915914022682,0.32901025780877,0.0371368701406759,1.64655231601982,0.512959070177998,1,1,1,0.847186648098238,0.199428829622763,0.473860695327507
"Pocillopora_acuta_HIv2___RNAseq.g15844.t1",0.101964546633426,372.79153546626,-180.39576773313,4.99230639926347,3.51018766537056,-0.00544960476756392,-0.0311936863963232,0.100672171587122,0.109484692660486,0.154882767978845,0.151834825385504,0.214217415341945,0.194407760813636,0.0327464493295403,0.22085606175122,1,1,1,0.659273118910073,0.856399129718103,0.63838841502939
"Pocillopora_acuta_HIv2___RNAseq.g16192.t1b",1.89776657850278,328.359678528482,-158.179839264241,2.80627833095933,2.18961997795101,-0.14928551951693,0.641139377144042,-0.140035897564677,0.427436560319181,0.605839814080551,0.58801596243525,0.833553346395999,0.2878768147655,1.88001513578569,0.0282235708561766,1,1,1,0.591584340775873,0.170332427466912,0.866584283871792
"Pocillopora_acuta_HIv2___RNAseq.g16054.t1",0.0902542021049207,488.53370910845,-238.266854554225,6.99324105822537,4.75332071667975,0.192198151426926,0.344600081977226,-0.550828007391975,0.102315383430666,0.13407924217331,0.139033610656559,0.185420579441976,1.07133501943238,0.458225402158886,8.82502939653505,1,1,1,0.300644091157725,0.498454503671395,0.00297126606502419
"Pocillopora_acuta_HIv2___RNAseq.g11543.t1",0.0268501115236652,393.524901710258,-190.762450855129,6.22641007558772,4.34826357819186,0.0872355201933775,-0.0451215104085639,-0.182015350665221,0.0625306179897692,0.0846243492883533,0.0867949342102191,0.118310912947542,0.00969116173377301,4.57146272941449,2.36682649466219,1,1,1,0.921579976950776,0.0325087964610869,0.123938776426407
"Pocillopora_acuta_HIv2___RNAseq.g17580.t1",2.82682809143691,279.51869154531,-133.759345772655,2.13409515521162,2.44825838263227,-0.298877447861447,-0.944180982653859,0.113774245061189,0.514628227423626,0.72967338792273,0.72036707758035,1.02194125579806,0.22230920988719,3.01792001274432,0.0123947011799794,1,1,1,0.637286021350492,0.0823490222288898,0.911353483375505
"Pocillopora_acuta_HIv2___RNAseq.g16844.t1",0.14112644682649,262.350217473682,-125.175108736841,3.15668626184026,2.20727491337461,-0.0100503348739897,0.0699923776570696,-0.309472346300904,0.151094884997403,0.21391664138818,0.207694933989868,0.299321000108459,1.26241536282478,0.279105195970681,1.06897936003941,1,1,1,0.261194390085481,0.597288303540071,0.301176098016379
"Pocillopora_acuta_HIv2___RNAseq.g9838.t1",0.0509231498550458,376.72058525272,-182.36029262636,5.40738471379068,3.61247049419182,0.134580292730144,0.30949449843045,-0.306350585598533,0.0905043357816536,0.118089003795466,0.122365515510591,0.161355433781705,0.132669953475279,2.88967700399377,3.60470923544527,1,1,1,0.715679644523569,0.0891487965631898,0.0576161432794832
"Pocillopora_acuta_HIv2___RNAseq.g17400.t1",0.0334115177173203,355.027301269753,-171.513650634876,5.50549960398817,3.89840168313497,-0.0370991287990679,-0.0749327549785887,-0.101664169311722,0.0735262006499176,0.0991710963557872,0.102013941473565,0.139030505250221,1.63582035693757,2.7034819367297,0.534706705950167,1,1,1,0.200899897726848,0.1001293525881,0.464634756403
"Pocillopora_acuta_HIv2___RNAseq.g4465.t1",0.00825443026801818,458.296125653733,-223.148062826867,6.97511098610016,4.78074185751343,0.0791972576283174,0.0771396584323856,-0.0803741182814894,0.0560683230551727,0.0545456083793062,0.0772879693879021,0.075152448891946,0.964892926008988,0.294635304886747,1.14378966879124,1,1,1,0.325957179656531,0.587265315475401,0.284852973278803
"Pocillopora_acuta_HIv2___RNAseq.g30595.t1",3.93744089976488,250.453740002697,-119.226870001349,1.68852334409158,1.88569128906226,-0.790873959754258,-0.111445385374264,0.518388068185556,0.609708754919192,0.871847320751718,0.844985952320009,1.20376899310117,0.745200314861988,0.0572390372783333,0.185448655275038,1,1,1,0.388000107205365,0.810914205326152,0.666731970891844
"Pocillopora_acuta_HIv2___TS.g27171.t2",0.228227964027411,377.399303209134,-182.699651604567,4.62371200043374,3.29625765288281,0.172315131252116,0.0594773547029509,-0.418245409022716,0.155285419219848,0.218390441316133,0.214568283345352,0.303902759067637,0.0826951021869292,0.961750733087141,1.89405715057765,1,1,1,0.773677778918459,0.326746175681612,0.16874502416385
"Pocillopora_acuta_HIv2___RNAseq.g13157.t1",0.0409244311619094,489.622926947239,-238.811463473619,7.42746211962777,5.01528489899482,0.133806975039595,0.274837018714728,-0.243075352290165,0.0769166055612205,0.0928945147123053,0.105839675790428,0.128071095496467,0.00875530138276666,3.30948711388237,3.60229768399072,1,1,1,0.925450926290162,0.0688809868207185,0.0576997715932215
"Pocillopora_acuta_HIv2___RNAseq.g21584.t1",1.55618155985264,290.85782804799,-139.428914023995,2.41130237398514,2.33059812922172,-0.170676912401809,-0.5563522410659,-0.0345191242249902,0.387699042570473,0.549787169893535,0.542334258554593,0.770140421277149,0.239131024702118,2.21804102476221,0.00200899891062514,1,1,1,0.624834440097225,0.136406042952939,0.964249302825672
"Pocillopora_acuta_HIv2___RNAseq.g27079.t1",0.0279643288754678,477.463718942657,-232.731859471328,7.34521609142954,5.11123987696377,0.039385068990132,-0.0927273149934714,0.0612890904156913,0.0733613693275117,0.0787690070985495,0.101869555042398,0.109318412785943,1.69895834155042,0.520887288953449,0.314325573953349,1,1,1,0.192424259672658,0.470463435035184,0.575037891042953
"Pocillopora_acuta_HIv2___RNAseq.g26609.t2",0.0163205846236444,627.893801420185,-307.946900710092,10.037291662608,6.99051072472873,0.0668610010777912,-0.121956044868938,0.0194319552101381,0.0501540809620548,0.0560945358488919,0.0695442036220424,0.0778048953151756,3.91890211600355,3.79591725828734,0.0623762348132861,1,1,1,0.0477460516097394,0.051377715538543,0.802778873628349
"Pocillopora_acuta_HIv2___RNAseq.g5811.t1",0.451092095548896,375.113537162765,-181.556768581383,4.06554314985812,2.96866468384591,-0.0466034143742393,0.22018139457072,-0.113720567665408,0.213725346399366,0.302621863223779,0.294456191951334,0.417407860875748,0.26048799825573,0.614407314833248,0.0742261253035574,1,1,1,0.609785091572591,0.433133187647662,0.78528009128118
"Pocillopora_acuta_HIv2___RNAseq.g7709.t1",0.832856342457927,340.445183663105,-164.222591831552,3.24642075846097,2.62762863379274,-0.148420005098104,-0.100234710165417,0.155879633617024,0.286848621008229,0.406958379627166,0.397922370957143,0.563636265819915,0.0568903036514497,0.00639732755528703,0.0764858143041639,1,1,1,0.811480222132362,0.936250541679936,0.782117453855884
"Pocillopora_acuta_HIv2___RNAseq.g18059.t1",0.37505027435057,375.614915886779,-181.80745794339,4.23342573235306,2.78529180254052,0.444883538989671,0.646003619713809,-0.927363561757072,0.199262740866547,0.278202594573836,0.271395196105435,0.383363508011479,0.0516219446949175,0.894012872716092,5.85165231623183,1,1,1,0.820264626246711,0.344392169258492,0.0155624326770602
"Pocillopora_acuta_HIv2___RNAseq.g10514.t1",0.0344704128412606,438.888888652706,-213.444444326353,6.52655058141206,4.49499932221957,-0.0498733936114621,0.114820415482358,0.0146016778909893,0.0805514019929604,0.091657863668968,0.110885623758042,0.126138898161637,0.448838391317994,1.77914141553228,0.0134000821693194,1,1,1,0.502887100565673,0.182254791013374,0.907843764046706
"Pocillopora_acuta_HIv2___RNAseq.30394_t",0.298897668779088,322.595557360338,-155.297778680169,3.43460407635386,2.34812322180733,0.284419426786733,0.304238073487815,-0.537938927679477,0.189363878695359,0.263755875209067,0.258148174180511,0.364452687040745,0.000216011674407315,0.0355266150318393,2.17863076812496,1,1,1,0.988273644994798,0.850496431864486,0.139938911752184
"Pocillopora_acuta_HIv2___RNAseq.g7587.t1",0.0849057652953454,341.186912613734,-164.593456306867,4.78069389491412,3.49098268553451,-0.0658320628498669,-0.272106860666315,0.042222197210734,0.102414798471319,0.145485680892525,0.144560057530426,0.20509357249126,0.189047968825127,5.99752758443903,0.042381620634095,1,1,1,0.663710168667585,0.0143259409648204,0.836894046579292
"Pocillopora_acuta_HIv2___RNAseq.g1526.t1",0.0298154128886928,356.578212629802,-172.289106314901,5.22852721561894,3.61166623435998,0.042201112412516,-0.0248589682529676,0.0269308226007494,0.0783376710628245,0.101211436522344,0.108628506389487,0.14023242312041,0.642440783968854,0.018641139799248,0.0368809722571737,1,1,1,0.42282833353939,0.891400286795095,0.847707588243649
"Pocillopora_acuta_HIv2___RNAseq.g5813.t1",1.65867112897109,283.638175558445,-135.819087779222,2.29025302417,1.5652961003649,0.122784939388319,0.529649675437261,-0.156686538434284,0.412055419530134,0.580846876370142,0.564151809885618,0.796674772761556,0.00987004936715984,1.28234025995929,0.0386813160738484,1,1,1,0.9208618714546,0.257464356636502,0.844081356895817
"Pocillopora_acuta_HIv2___RNAseq.g21264.t1",0.268779869826755,366.135317531991,-177.067658765995,4.41865202450624,3.29919821370703,-0.0272125635248841,-0.00606561823230447,-0.456893913458985,0.166703859165644,0.235951058643071,0.230831480372905,0.329523923538577,2.51995755616584,1.95381729667614,1.92245793235143,1,1,1,0.112413610313067,0.162176093848995,0.16558595243816
"Pocillopora_acuta_HIv2___RNAseq.g10794.t1",0.508710089699085,336.124401308687,-162.062200654343,3.44898113323347,2.6398686886863,0.0802298509320798,-0.359401400942769,0.320609737521875,0.229640072517803,0.323988944946517,0.321942053557549,0.451640765043629,1.18017084188676,0.757318205202788,0.503926443284115,1,1,1,0.277321218291386,0.384169088669263,0.477779939014658
"Pocillopora_acuta_HIv2___TS.g15946.t1",4.30007749360971,290.611071456142,-139.305535728071,2.1011081179408,1.18214536209168,1.13510437310949,2.51812760655734,-3.26416061102282,0.647140755312023,0.90480333366537,0.882719685743336,1.24689021846788,0.879039188682846,2.00239242650001,6.85309265440252,1,1,1,0.348464972946434,0.157051151088837,0.00884879688545302
"Pocillopora_acuta_HIv2___RNAseq.g7986.t1",0.109912029067093,409.189477454632,-198.594738727316,5.52338361823114,3.85453432405738,0.00207948318622652,0.0414483542578159,-0.0570042779611985,0.120864282006065,0.154425421227398,0.167098448060581,0.213665732833855,0.0673486597143832,0.010214178108829,0.0711778957636067,1,1,1,0.795236981826806,0.91949868935771,0.789629423101968
"Pocillopora_acuta_HIv2___RNAseq.g26169.t1",0.310283981513524,360.048233407489,-174.024116703745,4.04568241529018,3.22972584089229,-0.229458412172907,-0.492926226501223,0.379552291307422,0.178338845022156,0.254041838246231,0.251117241309952,0.355380266876028,0.0399469226576818,2.91571035435167,1.14066106252279,1,1,1,0.841584394483453,0.0877207779380303,0.285512685020273
"Pocillopora_acuta_HIv2___TS.g12050.t1",0.104963699820057,402.831062176096,-195.415531088048,5.68123247776172,4.03504481994083,-0.0943460145360179,-0.0902319916896925,0.121396192069078,0.105592650137687,0.149862073940215,0.1466616900362,0.207690225689706,0.0900775693520169,0.0817823483960681,0.341647314761749,1,1,1,0.764078565420598,0.774896401947779,0.558879900510019
"Pocillopora_acuta_HIv2___RNAseq.g11735.t1",0.0227736877027225,558.469749348903,-273.234874674451,8.81308650119101,6.18290903420496,0.014034879677867,-0.104322349272856,-0.0420320937791663,0.0486224434926875,0.0672118424242014,0.0673654662198045,0.0934495706235669,0.027140760406349,6.68233679151984,0.202305378139976,1,1,1,0.869145065372303,0.00973728905504422,0.652866411043565
