"","Dispersion","AIC","logLik","meanExp","(Intercept)","TreatmentVariable","OriginSlope","TreatmentVariable:OriginSlope","se_(Intercept)","se_TreatmentVariable","se_OriginSlope","se_TreatmentVariable:OriginSlope","Chisq_Treatment","Chisq_Origin","Chisq_Treatment:Origin","Df_Treatment","Df_Origin","Df_Treatment:Origin","P_Treatment","P_Origin","P_Treatment:Origin","Treatment","Origin","Treatment:Origin","Stable_OriginFC","Variable_OriginFC","maxGroupFC","col","Gene"
"Pocillopora_acuta_HIv2___RNAseq.6257_t",0.28017015577783,340.022161003845,-164.011080501922,3.91269695257981,2.52299764579736,-0.0361988476076745,0.66197662739516,-0.140620632032299,0.181004299110937,0.256503126141876,0.244045602774034,0.346485350111246,0.431428519658591,11.6861876063075,0.164713174602206,1,1,1,0.51128882668519,0.000629657828711003,0.684853766621087,0.999999698051713,0.0099937223374905,0.999541060901492,0.902202513455151,0.706431225685584,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.6257_t"
"Pocillopora_acuta_HIv2___RNAseq.g29787.t1",0.145555279533614,475.536658136435,-231.768329068218,6.63507224904278,4.79772745777135,0.119416979138695,-0.464234993586901,0.130159933402403,0.122221888611864,0.168413150283048,0.172550839483141,0.23465508374724,2.57254416444544,10.2252206799938,0.30767676481222,1,1,1,0.108732732437652,0.00138533165631041,0.57910932659555,0.999999698051713,0.0177949918830181,0.999541060901492,-0.662793338819455,-0.477816039367059,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g29787.t1"
"Pocillopora_acuta_HIv2___RNAseq.g9639.t1",1.23451269742771,371.185180974372,-179.592590487186,3.61709529571266,2.29688707188148,0.137523413920443,1.05921124179329,-0.238333616695458,0.348383850431707,0.491494492849748,0.476605989495116,0.673377611317654,0.00098654618625357,7.79160551387246,0.125271783750383,1,1,1,0.974943098335349,0.0052489531604051,0.723385691204882,0.999999698051713,0.0423195353966534,0.999541060901492,1.43931703639382,1.11766054216085,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g9639.t1"
"Pocillopora_acuta_HIv2___RNAseq.g1644.t1",3.05707994414608,365.170229377056,-176.585114688528,3.31728426179104,4.57471113020385,-0.431576107909001,-3.82585367351962,0.218236707909432,0.528049199422608,0.747113770639357,0.756964201564221,1.07511271171469,0.368629554019238,47.8314194239434,0.0412047809569941,1,1,1,0.543752227843003,4.64488287853957e-12,0.839143154738278,0.999999698051713,1.3410393063806e-09,0.999541060901492,-4.97567121136523,-4.56259527142328,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g1644.t1"
"Pocillopora_acuta_HIv2___RNAseq.g20556.t1",1.87175782845694,325.896681513179,-156.94834075659,2.83411818699777,2.89603749543183,0.126602231042081,-1.00204739029934,-0.398731903541159,0.418547166473862,0.591410598359677,0.586260149540493,0.831100242585179,0.0328456901489823,8.34555471351938,0.230173411135561,1,1,1,0.856184065550344,0.00386632103662631,0.631395276560756,0.999999698051713,0.0337772646360725,0.999541060901492,-1.32099862185429,-1.82939878783198,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g20556.t1"
"Pocillopora_acuta_HIv2___RNAseq.g4978.t1",0.205190278692506,380.921828447783,-184.460914223891,4.98339409286317,3.73550277019829,-0.00652885888120455,-0.391463802376092,-0.0858444612498066,0.144301473255245,0.204108038042839,0.202146915794532,0.286401304865643,0.122571751620351,9.19510522989554,0.0898409993436674,1,1,1,0.726261784281168,0.00242663139370533,0.764379389394801,0.999999698051713,0.0261830458241439,0.999541060901492,-0.548742312808432,-0.668058116486416,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g4978.t1"
"Pocillopora_acuta_HIv2___RNAseq.g13636.t1",0.171511726835905,423.011016818158,-205.505508409079,5.67628424902013,4.22382420057256,-0.0563405793726995,-0.343613159719108,-0.151960997798041,0.142605492684271,0.184763867005938,0.195354085935467,0.258795024637378,1.07282988337022,8.18587218416706,0.34478822657788,1,1,1,0.300307115952685,0.00422178759330316,0.557078320412232,0.999999698051713,0.0360515602523035,0.999541060901492,-0.487217326138584,-0.700914092700172,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g13636.t1"
"Pocillopora_acuta_HIv2___RNAseq.g28645.t1",0.0317724824580386,475.608039535371,-231.804019767685,7.55649673374102,5.32442086249593,0.0293659603447882,-0.206941096224478,0.0683221474452579,0.0609187687455148,0.0816415923062986,0.0846379262614436,0.113682192030948,1.29364001487029,7.63263270592211,0.361192013086854,1,1,1,0.255378224394175,0.00573215702394537,0.547844966147342,0.999999698051713,0.0445692047606274,0.999541060901492,-0.296945901157677,-0.198975328829947,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g28645.t1"
"Pocillopora_acuta_HIv2___RNAseq.g7535.t1",0.132560900048832,265.298276044047,-126.649138022024,3.11463269873641,1.89427503275365,0.0645385212278459,0.465005403916979,-0.104704555322404,0.160394078101416,0.224939687093796,0.211298585768705,0.297929970537675,0.0010825218133669,7.66228091744759,0.123510183248285,1,1,1,0.973752977727418,0.00563871739108609,0.725258161096889,0.999999698051713,0.0441302400363486,0.999541060901492,0.598947496029382,0.464824887316437,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g7535.t1"
"Pocillopora_acuta_HIv2___RNAseq.g28637.t1",0.0932745194012636,536.794718130868,-262.397359065434,7.9866545734406,5.44234900198236,-0.0369447422268966,0.409948318624786,-0.276779184848686,0.0978252432276264,0.133479920436317,0.135293300399669,0.18464024465541,3.82435973060845,7.55891194856933,2.24705714961811,1,1,1,0.0505126434411341,0.00597140331775543,0.13386877340103,0.999999698051713,0.0454259604176016,0.999541060901492,0.589337363636407,0.191317776793514,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g28637.t1"
"Pocillopora_acuta_HIv2___RNAseq.g25351.t1",0.134357210708308,815.971988207068,-401.985994103534,12.2374630827659,8.6929781144806,0.204616715706177,-0.404401944503776,-0.221708642443511,0.110535508440191,0.156302388691206,0.153065483043618,0.216454176573694,0.67770529453576,22.651482664692,1.049139661132,1,1,1,0.410378019313558,1.94210298264426e-06,0.305705313842013,0.999999698051713,0.000154933273664158,0.999541060901492,-0.583308077875387,-0.903115008941091,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g25351.t1"
"Pocillopora_acuta_HIv2___RNAseq.g6059.t1",0.0460704147633331,353.578918754946,-170.789459377473,5.19642212439333,3.43252502335907,0.0739212372101569,0.282211841158829,-0.065348916728267,0.044998749193929,0.053785691234165,0.0526420104236644,0.0585152232996383,1.11221559778267,27.6511731399165,1.24720847191472,1,1,1,0.291600833406749,1.45283929976787e-07,0.264086314515134,0.999999698051713,1.83511115949148e-05,0.999541060901492,0.39600139633381,0.30465057096689,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g6059.t1"
"Pocillopora_acuta_HIv2___RNAseq.g7761.t1",0.191412072037403,440.737242401138,-214.368621200569,5.60754225124731,4.02246270067217,-0.0472257447359392,-0.154089958161204,0.170497431429576,0.0331864675190076,0.0347109212242939,0.033765592743186,0.0354129133253084,0.000318391231083163,19.6177531096161,23.179943250877,1,1,1,0.985763685777547,9.45862277684697e-06,1.47528007772816e-06,0.999999698051713,0.000507499357196328,0.000511298030015708,-0.218082405202851,0.0232382456201874,"Stable","q_Origin:Treatment < 0.05 (biggest FC in Stable)","Pocillopora_acuta_HIv2___RNAseq.g7761.t1"
"Pocillopora_acuta_HIv2___RNAseq.g10892.t2",0.0442167104331132,451.796543492931,-219.898271746466,6.75254066642105,4.54442899357903,0.0628292434253636,0.312523494657533,-0.1640904653866,0.0791244383351613,0.0998448369023291,0.108357086367087,0.137030496535028,0.124234107575423,7.52710492454432,1.43394413061205,1,1,1,0.724486869825023,0.00607774985836545,0.231121831309134,0.999999698051713,0.0459723319842901,0.999541060901492,0.44679889506363,0.212175941033238,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g10892.t2"
"Pocillopora_acuta_HIv2___RNAseq.g11232.t1",0.595693132838524,377.869431491896,-182.934715745948,4.13133850082903,3.570812287187,-0.224903410366937,-0.862067882652641,0.17947331312704,0.238141338016103,0.337738963528225,0.334520476655336,0.47403703313476,0.318745643553554,10.6280796135407,0.143342580165328,1,1,1,0.572362444078533,0.00111383322117228,0.704980390496501,0.999999698051713,0.0153349165224935,0.999541060901492,-1.19068112356841,-0.937495727666814,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g11232.t1"
"Pocillopora_acuta_HIv2___RNAseq.g14844.t1",1.17649813311792,299.627470465339,-143.81373523267,2.66892764861857,2.4619171315633,0.130620182417065,-0.716347044804535,-0.434185301041792,0.338682639016842,0.477977210070158,0.476752368876961,0.677343757020319,0.0638656371081932,7.56473174744075,0.410896052286693,1,1,1,0.800487284690229,0.00595215129918169,0.521515054670706,0.999999698051713,0.045423312936427,0.999541060901492,-0.919423544334795,-1.45776807631002,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g14844.t1"
"Pocillopora_acuta_HIv2___RNAseq.g10690.t1",1.1308100673716,325.552050798153,-156.776025399077,3.02083836806909,2.95455510232959,-0.246504901227378,-1.02969836247211,0.190240062641821,0.327928972140466,0.465187209400265,0.462525713397173,0.655658639969959,0.211440155360163,8.1351081926013,0.0841876493519137,1,1,1,0.645640959240517,0.0043416256662385,0.771700659364867,0.999999698051713,0.0367129476280456,0.999541060901492,-1.36233813484386,-1.09712246689738,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g10690.t1"
"Pocillopora_acuta_HIv2___RNAseq.15878_t",0.17592612092336,405.862999704076,-196.931499852038,5.4191516810935,3.4071839057741,0.325205650746192,0.489383039364032,-0.0567721147408633,0.140936845479146,0.192908812877209,0.190001056690014,0.263741684730812,5.023110015912,11.705705345591,0.046335365332743,1,1,1,0.0250112079409371,0.000623087585586621,0.829567334363664,0.999999698051713,0.00996772213599902,0.999541060901492,0.688012272269099,0.612233138090087,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.15878_t"
"Pocillopora_acuta_HIv2___RNAseq.g11089.t1",0.155248132649317,335.821477996085,-161.910738998042,4.32988614311663,3.17425875937942,0.167638880001444,-0.558537076544283,0.280808872270642,0.133849670351437,0.18773549656461,0.192213326306728,0.266651790959986,5.2966418318502,9.59294330477198,1.1090027954155,1,1,1,0.02136657983696,0.001953265880107,0.292298821422175,0.999999698051713,0.0225097768789209,0.999541060901492,-0.763107068734547,-0.384985397641849,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g11089.t1"
"Pocillopora_acuta_HIv2___RNAseq.g1766.t1",0.319359566683844,442.574346324808,-215.287173162404,5.85226791710392,4.57283480534515,-0.0480861866671639,-0.83715128503332,0.0178114224242508,0.173122882355395,0.244927165316804,0.242018429594748,0.342422456443604,0.0518451569731992,23.4024778972527,0.00270565694321734,1,1,1,0.819883114015613,1.31409158408087e-06,0.958516000526331,0.999999698051713,0.000110657071337298,0.999541060901492,-1.18856462256977,-1.16256161302419,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g1766.t1"
"Pocillopora_acuta_HIv2___RNAseq.g26325.t1",0.201131411086433,355.606782485457,-171.803391242728,4.50516787636787,3.32232310780484,0.2013697825625,-0.456841500093974,-0.142736868045305,0.160589069383921,0.206601028632236,0.223177669184247,0.292731928360966,0.790607485504451,10.064660414213,0.237756357735485,1,1,1,0.373916498429393,0.00151140420972806,0.62583130839762,0.999999698051713,0.0189722802497436,0.999541060901492,-0.630288070302322,-0.831458094480745,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g26325.t1"
"Pocillopora_acuta_HIv2___RNAseq.g4704.t1b",0.119837477519209,449.243656802737,-218.621828401369,6.44795600799205,4.32833820844213,-0.0759543958800039,0.467452328640428,-0.104715556794522,0.109969524097351,0.15582423803205,0.150891989819644,0.213933920565173,1.51716284220662,15.0784414174941,0.239586924307187,1,1,1,0.218049345176874,0.000103134449752984,0.624504619069081,0.999999698051713,0.00289491648372727,0.999541060901492,0.667361300527085,0.517147160708187,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g4704.t1b"
"Pocillopora_acuta_HIv2___RNAseq.g20828.t1",0.0526765700742901,385.22289113972,-186.61144556986,5.54884290427737,3.78920385237695,0.124657944292347,0.140919258737373,-0.27342926554433,0.0378908937868196,0.0405098284883459,0.042114931073337,0.0438964612127936,5.34662747926444,8.49919783150632,38.7999326089682,1,1,1,0.020762392908346,0.00355303088069838,4.6954406561532e-10,0.999999698051713,0.0323239471520033,2.35058976403314e-07,0.199104050516062,-0.187176127762432,"Stable","q_Origin:Treatment < 0.05 (biggest FC in Stable)","Pocillopora_acuta_HIv2___RNAseq.g20828.t1"
"Pocillopora_acuta_HIv2___RNAseq.g7612.t1",0.386054997772982,493.838720711449,-240.919360355725,6.50050967401698,4.18274386448658,-0.219336659711845,0.928741789793442,0.133922107720391,0.191003634091101,0.270748898642264,0.262973892147876,0.372418523293722,0.63853252482297,28.5820776491931,0.129312945489141,1,1,1,0.424242691230929,8.98096041926746e-08,0.719145466714081,0.999999698051713,1.23753115266204e-05,0.999541060901492,1.32671598545029,1.5153880247007,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g7612.t1"
"Pocillopora_acuta_HIv2___TS.g7624.t1",0.0645911560602581,452.462853556586,-220.231426778293,6.86620175219421,4.614220021508,0.091206768219753,0.363662486116453,-0.263021147489222,0.0822971929991898,0.116048015408863,0.112825018898611,0.159649898348843,0.359218885723049,8.46896435389966,2.71421373317457,1,1,1,0.548940366683256,0.00361257052641588,0.0994579662917004,0.999999698051713,0.0325452269650273,0.999541060901492,0.520331587555469,0.143955921352292,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g7624.t1"
"Pocillopora_acuta_HIv2___RNAseq.g30195.t1",0.0725746228627401,421.308134312469,-204.654067156235,6.21395670393312,4.17578489416228,0.0356690762067285,0.351423750356097,-0.172552283236532,0.0894108717397149,0.126252453750642,0.122241766124164,0.173116590055238,0.421852056870563,9.40038548934375,0.993491240958186,1,1,1,0.516014347666064,0.00216939825563326,0.318890579164787,0.999999698051713,0.024357435503049,0.999541060901492,0.500514524605329,0.254601002246781,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g30195.t1"
"Pocillopora_acuta_HIv2___RNAseq.g14901.t1",0.0535043386260056,806.013769142385,-397.006884571192,12.5436538678396,8.54812221319172,0.0116367000058608,0.397559714856189,-0.179616996882358,0.0741507243378784,0.0990249140751403,0.102418223954947,0.137084115187172,1.43711076170201,16.3170951745064,1.71680352110709,1,1,1,0.23060745478738,5.35784155955839e-05,0.190105022461544,0.999999698051713,0.00186692406038943,0.999541060901492,0.573465673701683,0.314370738290416,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g14901.t1"
"Pocillopora_acuta_HIv2___RNAseq.g9759.t1",0.171827335840377,449.205070350854,-218.602535175427,6.2908243396701,4.73380323766855,-0.0885385944785826,-0.801977604944147,0.510211512813521,0.128141002649743,0.1814231926663,0.179925530064575,0.253492609938725,1.85990809358114,18.4861412005998,4.05107144525734,1,1,1,0.17263540795526,1.71144274317338e-05,0.0441433189049712,0.999999698051713,0.000786093992846847,0.999541060901492,-1.14162485820406,-0.416286045476102,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g9759.t1"
"Pocillopora_acuta_HIv2___RNAseq.g16163.t1",3.59930810336441,494.581692602498,-241.290846301249,4.75566308213409,1.85684487651955,-0.00298099727838151,3.58351760932088,-0.137781064780051,0.00997234557960603,0.00967732680055576,0.0100029940763868,0.00969036430111061,0.0972627908349111,128338.141127087,202.161692467577,1,1,1,0.755139451955726,0,7.04878996972763e-46,0.999999698051713,0,7.93958080215196e-43,4.96682106056635,4.76840490625399,"Stable","q_Origin:Treatment < 0.05 (biggest FC in Stable)","Pocillopora_acuta_HIv2___RNAseq.g16163.t1"
"Pocillopora_acuta_HIv2___RNAseq.g25755.t1",0.136608127533314,450.27067754887,-219.135338774435,6.45073473598522,4.69882610569638,0.100713975601841,-0.345327554635184,-0.233480081591034,0.115094147781832,0.162523759790953,0.160319948595515,0.226887156098881,0.0283305826515336,16.5782943874975,1.05896071669418,1,1,1,0.866333970315905,4.66822542835063e-05,0.303452341082029,0.999999698051713,0.00169481142596853,0.999541060901492,-0.492842773592984,-0.825836726050412,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g25755.t1"
"Pocillopora_acuta_HIv2___RNAseq.g13176.t1",0.0398895372146202,502.881000368948,-245.440500184474,7.78396256729085,5.44044898618466,0.129257692721582,-0.167907487932428,-0.00365874964703401,0.0634237641743666,0.0898481987771022,0.0888568258459801,0.12484760787558,4.19713009111343,7.40930187619417,0.000858825510134832,1,1,1,0.0404924525925986,0.00648874977180395,0.976620761079069,0.999999698051713,0.0474826300020555,0.999541060901492,-0.241100605651335,-0.24649282908541,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g13176.t1"
"Pocillopora_acuta_HIv2___RNAseq.g3813.t1",0.563853043383693,610.041106249848,-299.020553124924,7.82886268096004,5.06273269516692,0.00552880208824122,0.917313500560153,-0.101524036530893,0.270013670197192,0.32303032409662,0.367804522375409,0.448530928689827,0.0443011061849507,8.79310366921149,0.0512333745967243,1,1,1,0.833294402333941,0.00302371386359228,0.82093084137452,0.999999698051713,0.0298809599075868,0.999541060901492,1.31794623190577,1.17189462136161,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g3813.t1"
"Pocillopora_acuta_HIv2___RNAseq.g29441.t1",0.119995435334118,377.264176009793,-182.632088004896,5.14732378331756,3.32895247478883,0.226395586700582,0.597959143133067,-0.576756935482459,0.119020984628753,0.166349232504494,0.160647631393381,0.227253957022484,0.531711406944372,7.43087103397964,6.44114006446185,1,1,1,0.465888235901591,0.00641143005480077,0.0111507060835469,0.999999698051713,0.0471776411823335,0.999541060901492,0.840035620852263,0.0297473433940594,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g29441.t1"
"Pocillopora_acuta_HIv2___RNAseq.g15968.t1",0.0508620500059359,375.821902215936,-181.910951107968,5.37578831147963,3.59888977280988,0.0943172432326668,0.24103859643167,-0.141756877224226,0.0623947404185883,0.0658106279295699,0.0708774720228583,0.0755433227268008,0.709296860872276,9.37045579111889,3.52124391007624,1,1,1,0.399677335900912,0.00220510681996747,0.0605869595563488,0.999999698051713,0.0244862920010895,0.999541060901492,0.339494040938857,0.139917776184403,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g15968.t1"
"Pocillopora_acuta_HIv2___RNAseq.g28634.t1",0.0948952460869439,430.375989515162,-209.187994757581,6.20729827097288,4.05482320913667,0.251141871411511,0.585339116544487,-0.584920300165944,0.102269833267854,0.142380834063397,0.139539049945759,0.195250273008564,0.387398325352609,8.62730821713089,8.97449642258129,1,1,1,0.533670132297921,0.00331160553006067,0.0027377402592773,0.999999698051713,0.0310150539931841,0.483721126987211,0.83353000997301,0.000596184738332894,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g28634.t1"
"Pocillopora_acuta_HIv2___TS.g12242.t1",0.0577450118410281,401.726237674583,-194.863118837292,5.90231730569254,3.86302426921235,0.22861854557179,0.405879473369785,-0.296934256044451,0.0866129583294198,0.118061022957025,0.116582192442817,0.161229112422089,0.744909612759656,9.41568429571997,3.39182689909602,1,1,1,0.388092678738384,0.00215137261724728,0.0655203153451661,0.999999698051713,0.0241998629166723,0.999541060901492,0.575624801118038,0.154724909977903,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g12242.t1"
"Pocillopora_acuta_HIv2___TS.g21338.t1",0.161125840223541,331.389104953219,-159.694552476609,4.2306744009675,2.70805020110224,0.0645385211375518,0.65924562888423,-0.465702547346325,0.143904222507516,0.202578454972221,0.192377651019772,0.273966702100013,1.94257092164219,9.83817487095789,2.88949310967478,1,1,1,0.163389659151844,0.00170927007678364,0.0891589729876944,0.999999698051713,0.0205620394360706,0.999541060901492,0.906890595608473,0.264212597031056,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g21338.t1"
"Pocillopora_acuta_HIv2___RNAseq.g11951.t1",0.185039869673516,616.611964727962,-302.305982363981,8.66756266834525,5.82330339242812,0.163567286409128,0.633579737645551,-0.546858967830601,0.131408754713893,0.187222032876248,0.180793293948175,0.25610816148145,0.938226134581938,7.95770363021343,4.55935952837727,1,1,1,0.332734452344468,0.0047883127456242,0.032739314536108,0.999999698051713,0.0395523673663943,0.999541060901492,0.912064209279343,0.124811367311796,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g11951.t1"
"Pocillopora_acuta_HIv2___RNAseq.g30543.t1b",0.0912941497687533,473.510517671876,-230.755258835938,7.01369847136214,5.08815734506478,-0.0135518731255897,-0.371893111571101,0.0180161662542699,0.0941292311928861,0.13314745138008,0.131201469693888,0.185558402880365,0.00212573262059789,15.2981078894535,0.009426783002822,1,1,1,0.963226028413557,9.18084242785592e-05,0.922653634348098,0.999999698051713,0.00270209956578769,0.999541060901492,-0.532548933026597,-0.506734786286837,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g30543.t1b"
