"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust"
"3869","GO:0044085",1.76651395907911e-94,1,89,89,"cellular component biogenesis","BP",1.03051723802486e-92
"1055","GO:0006810",2.80023603464797e-94,1,89,89,"transport","BP",1.61958950824469e-92
"5844","GO:0097159",3.82123240710978e-94,1,89,89,"organic cyclic compound binding","MF",2.191379635501e-92
"2496","GO:0030154",8.83043380360067e-94,1,88,88,"cell differentiation","BP",5.02147441587947e-92
"2741","GO:0031326",9.94049822203083e-94,1,89,89,"regulation of cellular biosynthetic process","BP",5.60561262237355e-92
"6144","GO:1901363",8.21617324598259e-92,1,87,87,"heterocyclic compound binding","MF",4.59494581450944e-90
"1715","GO:0010556",2.20130168081521e-91,1,87,87,"regulation of macromolecule biosynthetic process","BP",1.22100069459644e-89
"3894","GO:0044267",1.1133196445819e-89,1,86,86,"cellular protein metabolic process","BP",6.12506832104529e-88
"1484","GO:0009058",1.20467234534548e-89,1,85,85,"biosynthetic process","BP",6.57420787173617e-88
"2271","GO:0019219",1.88157553956732e-89,1,85,85,"regulation of nucleobase-containing compound metabolic process","BP",1.01860973410016e-87
"6159","GO:1901576",1.66876315575039e-88,1,84,84,"organic substance biosynthetic process","BP",8.96231767854199e-87
"6630","GO:2000112",7.25617610462696e-86,1,82,82,"regulation of cellular macromolecule biosynthetic process","BP",3.86634202362289e-84
"3887","GO:0044249",4.4415010047929e-85,1,81,81,"cellular biosynthetic process","BP",2.34809666401825e-83
"721","GO:0005654",6.88914213504393e-84,1,79,79,"nucleoplasm","CC",3.61386238975521e-82
"2412","GO:0022607",2.4386885368161e-83,1,79,79,"cellular component assembly","BP",1.26943117912573e-81
"4463","GO:0048583",2.85373556238364e-82,1,77,77,"regulation of response to stimulus","BP",1.47413958401909e-80
"1173","GO:0007154",4.18427064827199e-81,1,76,76,"cell communication","BP",2.14507268764065e-79
"4781","GO:0051252",1.0424093491943e-80,1,77,77,"regulation of RNA metabolic process","BP",5.30374741804351e-79
"2439","GO:0023052",7.78699796265051e-78,1,73,73,"signaling","BP",3.93243397113851e-76
"5784","GO:0090304",4.93861118631226e-77,1,74,74,"nucleic acid metabolic process","BP",2.47552458502038e-75
"1663","GO:0010033",9.98478601323382e-76,1,72,72,"response to organic substance","BP",4.96816521702598e-74
"3927","GO:0044425",2.65713652528443e-75,1,69,69,NA,NA,1.31247028223356e-73
"1604","GO:0009653",2.98288164299914e-75,1,71,71,"anatomical structure morphogenesis","BP",1.46269275928806e-73
"1700","GO:0010467",3.31607977412562e-75,1,73,73,"gene expression","BP",1.61438214615166e-73
"5416","GO:0070887",7.381019418775e-75,1,71,71,"cellular response to chemical stimulus","BP",3.56766845763217e-73
"1636","GO:0009892",1.1399347695565e-74,1,71,71,"negative regulation of metabolic process","BP",5.47087842949565e-73
"6364","GO:1903506",1.70212714007649e-73,1,70,70,"regulation of nucleic acid-templated transcription","BP",8.0547512985298e-72
"6742","GO:2001141",1.70212714007649e-73,1,70,70,"regulation of RNA biosynthetic process","BP",8.0547512985298e-72
"1750","GO:0010646",6.90473186338256e-73,1,69,69,"regulation of cell communication","BP",3.22236693237999e-71
"2438","GO:0023051",6.90473186338256e-73,1,69,69,"regulation of signaling","BP",3.22236693237999e-71
"531","GO:0003676",8.88003444294885e-71,1,68,68,"nucleic acid binding","MF",4.11583514215307e-69
"4772","GO:0051239",6.92740462830403e-70,1,65,65,"regulation of multicellular organismal process","BP",3.18896238909751e-68
"1181","GO:0007165",1.94834914285005e-69,1,65,65,"signal transduction","BP",8.9084315200448e-68
"917","GO:0006355",3.53422986096961e-69,1,66,66,"regulation of transcription, DNA-templated","BP",1.60510962880412e-67
"5609","GO:0071944",3.95208144752279e-69,1,64,64,"cell periphery","CC",1.78291567702578e-67
"4625","GO:0050793",2.49738593483005e-68,1,64,64,"regulation of developmental process","BP",1.11919275635728e-66
"4731","GO:0051128",3.8607946472621e-68,1,64,64,"regulation of cellular component organization","BP",1.71881561697517e-66
"1637","GO:0009893",2.95931683144817e-67,1,65,65,"positive regulation of metabolic process","BP",1.30886908486338e-65
"3856","GO:0043933",8.84025219059357e-67,1,63,63,"protein-containing complex subunit organization","BP",3.88454458271082e-65
"1248","GO:0007399",1.01243708176952e-66,1,63,63,"nervous system development","BP",4.42010434344153e-65
"1732","GO:0010605",1.35525940695837e-66,1,64,64,"negative regulation of macromolecule metabolic process","BP",5.87887205569698e-65
"2692","GO:0031090",1.82449004108231e-65,1,61,61,"organelle membrane","CC",7.86390070573501e-64
"1731","GO:0010604",2.80815877070646e-64,1,62,62,"positive regulation of macromolecule metabolic process","BP",1.20270951907409e-62
"3718","GO:0043167",9.09492782448069e-64,1,59,59,"ion binding","MF",3.87077840177741e-62
"2134","GO:0016787",1.10908307250583e-63,1,58,58,"hydrolase activity","MF",4.69072821977933e-62
"802","GO:0005886",1.21216353719437e-63,1,59,59,"plasma membrane","CC",5.0948513392511e-62
"4875","GO:0051641",1.26369095215453e-63,1,61,61,"cellular localization","BP",5.27863992174673e-62
"2740","GO:0031325",5.51311528196051e-62,1,60,60,"positive regulation of cellular metabolic process","BP",2.28878841184213e-60
"3015","GO:0032879",1.45111639781049e-60,1,56,56,"regulation of localization","BP",5.98762479511195e-59
"1632","GO:0009888",2.36904421728924e-60,1,57,57,"tissue development","BP",9.71595285963409e-59
"3780","GO:0043412",3.80334178697401e-60,1,57,57,"macromolecule modification","BP",1.55043457062971e-58
"4747","GO:0051173",5.41901989219427e-60,1,58,58,"positive regulation of nitrogen compound metabolic process","BP",2.19583877907058e-58
"5489","GO:0071310",6.76435200332887e-60,1,57,57,"cellular response to organic substance","BP",2.72466488134086e-58
"5289","GO:0065009",7.26940697449914e-60,1,56,56,"regulation of molecular function","BP",2.91077378677134e-58
"949","GO:0006464",3.62841237691355e-59,1,56,56,"cellular protein modification process","BP",1.43587523710959e-57
"3422","GO:0036211",3.62841237691355e-59,1,56,56,"protein modification process","BP",1.43587523710959e-57
"4893","GO:0051704",3.75200673853038e-59,1,55,55,"multi-organism process","BP",1.47615288369971e-57
"1650","GO:0009966",1.20836978933347e-58,1,56,56,"regulation of signal transduction","BP",4.72661177134082e-57
"3099","GO:0033554",2.98658829574435e-58,1,55,55,"cellular response to stress","BP",1.16150821823575e-56
"1618","GO:0009790",7.76707216672912e-58,1,55,55,"embryo development","BP",3.00341584870034e-56
"5284","GO:0065003",8.64960796452366e-58,1,54,54,"protein-containing complex assembly","BP",3.32567597135975e-56
"3899","GO:0044281",9.39523953496028e-58,1,54,54,"small molecule metabolic process","BP",3.59195400751843e-56
"6154","GO:1901566",3.25859649859499e-57,1,55,55,"organonitrogen compound biosynthetic process","BP",1.23881587112316e-55
"1482","GO:0009056",3.48387080148309e-57,1,55,55,"catabolic process","BP",1.31705886668358e-55
"1588","GO:0009605",3.84691838754503e-57,1,53,53,"response to external stimulus","BP",1.44622759602873e-55
"2","GO:0000003",4.48160377602862e-57,1,53,53,"reproduction","BP",1.67552556643015e-55
"3896","GO:0044271",1.14846785853367e-56,1,55,55,"cellular nitrogen compound biosynthetic process","BP",4.27015494433921e-55
"2739","GO:0031324",1.64523754360528e-56,1,53,53,"negative regulation of cellular metabolic process","BP",6.08378276370323e-55
"363","GO:0002376",3.03597975567314e-56,1,53,53,"immune system process","BP",1.1165475547087e-54
"1992","GO:0016070",9.45940854719829e-56,1,54,54,"RNA metabolic process","BP",3.46009825075085e-54
"1740","GO:0010629",1.10344407775327e-55,1,54,54,"negative regulation of gene expression","BP",4.01451939470774e-54
"1485","GO:0009059",1.27393103332856e-55,1,54,54,"macromolecule biosynthetic process","BP",4.58547409709276e-54
"3221","GO:0034645",1.27393103332856e-55,1,54,54,"cellular macromolecule biosynthetic process","BP",4.58547409709276e-54
"919","GO:0006357",3.79847553749472e-55,1,52,52,"regulation of transcription by RNA polymerase II","BP",1.36001502445644e-53
"3051","GO:0033036",1.4675219143582e-54,1,52,52,"macromolecule localization","BP",5.22669515497998e-53
"4775","GO:0051246",3.03587509551082e-54,1,52,52,"regulation of protein metabolic process","BP",1.07558988331527e-52
"3886","GO:0044248",7.91648302716444e-54,1,52,52,"cellular catabolic process","BP",2.79014795025113e-52
"6615","GO:2000026",2.66333480420897e-53,1,50,50,"regulation of multicellular organismal development","BP",9.33823140936895e-52
"2117","GO:0016740",1.8768271182473e-52,1,48,48,"transferase activity","MF",6.54664387071108e-51
"3674","GO:0042995",3.4587253118217e-52,1,49,49,"cell projection","CC",1.19414256046415e-50
"6031","GO:0120025",3.4587253118217e-52,1,49,49,"plasma membrane bounded cell projection","CC",1.19414256046415e-50
"2840","GO:0031982",6.73733548251137e-52,1,48,48,"vesicle","CC",2.3142918380789e-50
"741","GO:0005739",7.2772077348097e-52,1,49,49,"mitochondrion","CC",2.48711438088168e-50
"6607","GO:1990904",8.82073499002028e-52,1,50,50,"ribonucleoprotein complex","CC",2.99949314962147e-50
"2393","GO:0022008",1.20417287088696e-51,1,49,49,"neurogenesis","BP",4.07431890864601e-50
"3617","GO:0042592",1.36856413643038e-51,1,49,49,"homeostatic process","BP",4.60749925931561e-50
"1102","GO:0006928",1.45985450970887e-51,1,48,48,"movement of cell or subcellular component","BP",4.89051260752472e-50
"2405","GO:0022414",1.57373204186842e-51,1,48,48,"reproductive process","BP",5.24603188538109e-50
"4424","GO:0048468",3.13919633491263e-51,1,49,49,"cell development","BP",1.04132066658597e-49
"2766","GO:0031410",9.6782185736322e-51,1,47,47,"cytoplasmic vesicle","CC",3.17924781979462e-49
"5912","GO:0097708",9.6782185736322e-51,1,47,47,"intracellular vesicle","CC",3.17924781979462e-49
"4879","GO:0051649",1.02576809624372e-50,1,49,49,"establishment of localization in cell","BP",3.35332014844507e-49
"1739","GO:0010628",1.11281226133628e-50,1,49,49,"positive regulation of gene expression","BP",3.62038489060703e-49
"2340","GO:0019899",2.47595915884373e-50,1,47,47,"enzyme binding","MF",8.01665819516533e-49
"1050","GO:0006793",2.91745899951856e-50,1,47,47,"phosphorus metabolic process","BP",9.35660902831379e-49
"1051","GO:0006796",2.91745899951856e-50,1,47,47,"phosphate-containing compound metabolic process","BP",9.35660902831379e-49
"2891","GO:0032268",4.70780157448836e-50,1,48,48,"regulation of cellular protein metabolic process","BP",1.50272137993221e-48
"712","GO:0005576",6.95508432979986e-50,1,48,48,"extracellular region","CC",2.20962702627961e-48
"4497","GO:0048699",1.85843529582962e-49,1,47,47,"generation of neurons","BP",5.87665030227991e-48
"6158","GO:1901575",8.03953903335145e-49,1,47,47,"organic substance catabolic process","BP",2.53039816924136e-47
"1595","GO:0009628",1.03375091263993e-48,1,45,45,"response to abiotic stimulus","BP",3.23860760455298e-47
"4746","GO:0051172",1.42706520196925e-48,1,46,46,"negative regulation of nitrogen compound metabolic process","BP",4.45020747544972e-47
"1826","GO:0010941",3.27653969229152e-48,1,46,46,"regulation of cell death","BP",1.01708000448334e-46
"2457","GO:0030030",1.3604369550147e-47,1,45,45,"cell projection organization","BP",4.18458039753839e-46
"6036","GO:0120036",1.3604369550147e-47,1,45,45,"plasma membrane bounded cell projection organization","BP",4.18458039753839e-46
"5082","GO:0060429",4.80312097001698e-47,1,44,44,"epithelium development","BP",1.47071129430339e-45
"1368","GO:0008104",7.56162844779213e-47,1,45,45,"protein localization","BP",2.30493422100042e-45
"4337","GO:0046907",1.20858993777982e-46,1,45,45,"intracellular transport","BP",3.6675013941507e-45
"1631","GO:0009887",2.67200045007806e-46,1,43,43,"animal organ morphogenesis","BP",8.07206564539207e-45
"5576","GO:0071702",6.41899930081977e-46,1,44,44,"organic substance transport","BP",1.93054970082877e-44
"1635","GO:0009891",7.06968116632266e-46,1,44,44,"positive regulation of biosynthetic process","BP",2.10751244284165e-44
"2743","GO:0031328",7.06968116632266e-46,1,44,44,"positive regulation of cellular biosynthetic process","BP",2.10751244284165e-44
"766","GO:0005783",1.07128395972463e-45,1,42,42,"endoplasmic reticulum","CC",3.17955199800727e-44
"5932","GO:0098588",3.67388818910023e-45,1,42,42,"bounding membrane of organelle","CC",1.08564198146905e-43
"6050","GO:0140096",6.16010992094116e-45,1,41,41,"catalytic activity, acting on a protein","MF",1.81241147108734e-43
"545","GO:0003723",6.51989066518078e-45,1,44,44,"RNA binding","MF",1.90996104464408e-43
"1716","GO:0010557",9.86050740557958e-45,1,43,43,"positive regulation of macromolecule biosynthetic process","BP",2.87612300058436e-43
"1634","GO:0009890",1.47668155614748e-44,1,42,42,"negative regulation of biosynthetic process","BP",4.28871420190986e-43
"5395","GO:0070727",5.13251658504017e-44,1,42,42,"cellular macromolecule localization","BP",1.48426238166525e-42
"6183","GO:1901700",1.66453839476382e-43,1,41,41,"response to oxygen-containing compound","BP",4.79316226270927e-42
"2742","GO:0031327",2.07740090380285e-43,1,41,41,"negative regulation of cellular biosynthetic process","BP",5.9566830152686e-42
"3211","GO:0034613",7.18457210725569e-43,1,41,41,"cellular protein localization","BP",2.05139238184807e-41
"1182","GO:0007166",1.91517894032173e-42,1,40,40,"cell surface receptor signaling pathway","BP",5.44538482737694e-41
"4064","GO:0045595",4.91042970782706e-42,1,40,40,"regulation of cell differentiation","BP",1.3903296164379e-40
"3331","GO:0035295",7.74373824338392e-42,1,39,39,"tube development","BP",2.18341152887412e-40
"3697","GO:0043067",7.91069666831109e-42,1,40,40,"regulation of programmed cell death","BP",2.22123171595274e-40
"4773","GO:0051240",9.87619647388082e-42,1,39,39,"positive regulation of multicellular organismal process","BP",2.76166204705585e-40
"3481","GO:0040011",1.86817765130918e-41,1,39,39,"locomotion","BP",5.20245192033302e-40
"4465","GO:0048585",2.27851213046e-41,1,39,39,"negative regulation of response to stimulus","BP",6.31913589623885e-40
"3673","GO:0042981",8.25269322448762e-41,1,39,39,"regulation of apoptotic process","BP",2.27942755306562e-39
"3954","GO:0044463",9.85775675016991e-41,1,38,38,NA,NA,2.7007060699757e-39
"6037","GO:0120038",9.85775675016991e-41,1,38,38,NA,NA,2.7007060699757e-39
"3214","GO:0034622",1.16960275839387e-40,1,38,38,"cellular protein-containing complex assembly","BP",3.19141204276264e-39
"4172","GO:0045935",1.39811767754249e-40,1,39,39,"positive regulation of nucleobase-containing compound metabolic process","BP",3.79962342326507e-39
"3659","GO:0042802",2.26780570783111e-40,1,38,38,"identical protein binding","MF",6.13849648995726e-39
"5578","GO:0071705",3.32711356115065e-40,1,39,39,"nitrogen compound transport","BP",8.9699511825922e-39
"1717","GO:0010558",5.4197826621046e-40,1,38,38,"negative regulation of macromolecule biosynthetic process","BP",1.45538370136753e-38
"4351","GO:0046983",1.02250629752794e-39,1,38,38,"protein dimerization activity","MF",2.73490123137216e-38
"4464","GO:0048584",2.88688279944714e-39,1,37,37,"positive regulation of response to stimulus","BP",7.69115586766095e-38
"2834","GO:0031967",4.24389724752277e-39,1,37,37,"organelle envelope","CC",1.1218145575776e-37
"2838","GO:0031975",4.24389724752277e-39,1,37,37,"envelope","CC",1.1218145575776e-37
"4706","GO:0051049",6.10702733458495e-39,1,36,36,"regulation of transport","BP",1.60802544642554e-37
"2951","GO:0032504",1.04086249310647e-38,1,36,36,"multicellular organism reproduction","BP",2.71950443662219e-37
"4474","GO:0048609",1.04086249310647e-38,1,36,36,"multicellular organismal reproductive process","BP",2.71950443662219e-37
"3961","GO:0044703",1.11112598742451e-38,1,36,36,"multi-organism reproductive process","BP",2.8919190603468e-37
"1608","GO:0009719",1.19555050988948e-38,1,36,36,"response to endogenous stimulus","BP",3.09972808445291e-37
"4783","GO:0051254",1.72703914131219e-38,1,37,37,"positive regulation of RNA metabolic process","BP",4.4606388813968e-37
"453","GO:0003006",2.66649200734651e-38,1,36,36,"developmental process involved in reproduction","BP",6.86089407365545e-37
"2009","GO:0016192",3.28270086199567e-38,1,36,36,"vesicle-mediated transport","BP",8.41440785345631e-37
"2717","GO:0031224",3.35407085530158e-38,1,34,34,"intrinsic component of membrane","CC",8.5649047086135e-37
"4171","GO:0045934",3.98573233113622e-38,1,36,36,"negative regulation of nucleobase-containing compound metabolic process","BP",1.0139643114586e-36
"1620","GO:0009792",7.08214519398044e-38,1,36,36,"embryo development ending in birth or egg hatching","BP",1.79493919579272e-36
"6631","GO:2000113",8.80913237083159e-38,1,36,36,"negative regulation of cellular macromolecule biosynthetic process","BP",2.22430592363498e-36
"2352","GO:0019953",1.56734337887699e-37,1,35,35,"sexual reproduction","BP",3.94282997950207e-36
"4776","GO:0051247",1.73737130918151e-37,1,36,36,"positive regulation of protein metabolic process","BP",4.35436727749306e-36
"1752","GO:0010648",3.51015507819021e-37,1,35,35,"negative regulation of cell communication","BP",8.73280125518865e-36
"2441","GO:0023057",3.51015507819021e-37,1,35,35,"negative regulation of signaling","BP",8.73280125518865e-36
"3827","GO:0043603",1.07477621069691e-36,1,36,36,"cellular amide metabolic process","BP",2.66410645340145e-35
"2893","GO:0032270",1.67649774738259e-36,1,35,35,"positive regulation of cellular protein metabolic process","BP",4.1404599476416e-35
"6143","GO:1901362",2.48342511964559e-36,1,34,34,"organic cyclic compound biosynthetic process","BP",6.11103192168788e-35
"4025","GO:0045184",3.247806404076e-36,1,35,35,"establishment of protein localization","BP",7.96300939723996e-35
