"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust"
"726","GO:0006629",0,1,15,15,"lipid metabolic process","BP",0
"775","GO:0006811",0,1,12,12,"ion transport","BP",0
"776","GO:0006812",0,1,9,9,"cation transport","BP",0
"795","GO:0006886",0,1,9,9,"intracellular protein transport","BP",0
"796","GO:0006887",0,1,10,10,"exocytosis","BP",0
"813","GO:0006935",0,1,14,14,"chemotaxis","BP",0
"821","GO:0006952",0,1,10,10,"defense response","BP",0
"823","GO:0006955",0,1,11,11,"immune response","BP",0
"827","GO:0006974",0,1,12,12,"cellular response to DNA damage stimulus","BP",0
"829","GO:0006979",0,1,12,12,"response to oxidative stress","BP",0
"834","GO:0007005",0,1,14,14,"mitochondrion organization","BP",0
"836","GO:0007010",0,1,10,10,"cytoskeleton organization","BP",0
"838","GO:0007017",0,1,9,9,"microtubule-based process","BP",0
"850","GO:0007049",0,1,15,15,"cell cycle","BP",0
"886","GO:0007267",0,1,11,11,"cell-cell signaling","BP",0
"889","GO:0007276",0,1,11,11,"gamete generation","BP",0
"914","GO:0007389",0,1,19,19,"pattern specification process","BP",0
"919","GO:0007409",0,1,13,13,"axonogenesis","BP",0
"920","GO:0007411",0,1,11,11,"axon guidance","BP",0
"923","GO:0007417",0,1,11,11,"central nervous system development","BP",0
"949","GO:0007507",0,1,10,10,"heart development","BP",0
"961","GO:0007568",0,1,13,13,"aging","BP",0
"976","GO:0007610",0,1,10,10,"behavior","BP",0
"1011","GO:0008104",0,1,16,16,"protein localization","BP",0
"1013","GO:0008134",0,1,13,13,"transcription factor binding","MF",0
"1017","GO:0008144",0,1,9,9,NA,NA,0
"1038","GO:0008219",0,1,10,10,"cell death","BP",0
"1039","GO:0008233",0,1,9,9,"peptidase activity","MF",0
"1047","GO:0008283",0,1,11,11,"cell population proliferation","BP",0
"1048","GO:0008284",0,1,12,12,"positive regulation of cell population proliferation","BP",0
"1049","GO:0008285",0,1,10,10,"negative regulation of cell population proliferation","BP",0
"1102","GO:0009056",0,1,20,20,"catabolic process","BP",0
"1103","GO:0009057",0,1,10,10,"macromolecule catabolic process","BP",0
"1105","GO:0009059",0,1,19,19,"macromolecule biosynthetic process","BP",0
"1158","GO:0009266",0,1,9,9,"response to temperature stimulus","BP",0
"1165","GO:0009314",0,1,14,14,"response to radiation","BP",0
"1173","GO:0009416",0,1,13,13,"response to light stimulus","BP",0
"1185","GO:0009611",0,1,10,10,"response to wounding","BP",0
"1191","GO:0009636",0,1,10,10,"response to toxic substance","BP",0
"1198","GO:0009719",0,1,14,14,"response to endogenous stimulus","BP",0
"1199","GO:0009725",0,1,10,10,"response to hormone","BP",0
"1207","GO:0009791",0,1,11,11,"post-embryonic development","BP",0
"1208","GO:0009792",0,1,18,18,"embryo development ending in birth or egg hatching","BP",0
"1210","GO:0009799",0,1,9,9,"specification of symmetry","BP",0
"1211","GO:0009855",0,1,9,9,"determination of bilateral symmetry","BP",0
"1219","GO:0009890",0,1,19,19,"negative regulation of biosynthetic process","BP",0
"1223","GO:0009894",0,1,11,11,"regulation of catabolic process","BP",0
"1234","GO:0009967",0,1,11,11,"positive regulation of signal transduction","BP",0
"1235","GO:0009968",0,1,17,17,"negative regulation of signal transduction","BP",0
"1279","GO:0010558",0,1,17,17,"negative regulation of macromolecule biosynthetic process","BP",0
"1280","GO:0010562",0,1,9,9,"positive regulation of phosphorus metabolic process","BP",0
"1282","GO:0010564",0,1,9,9,"regulation of cell cycle process","BP",0
"1296","GO:0010629",0,1,20,20,"negative regulation of gene expression","BP",0
"1306","GO:0010647",0,1,12,12,"positive regulation of cell communication","BP",0
"1307","GO:0010648",0,1,18,18,"negative regulation of cell communication","BP",0
"1319","GO:0010720",0,1,10,10,"positive regulation of cell development","BP",0
"1336","GO:0010817",0,1,10,10,"regulation of hormone levels","BP",0
"1358","GO:0010942",0,1,11,11,"positive regulation of cell death","BP",0
"1402","GO:0015031",0,1,9,9,"protein transport","BP",0
"1419","GO:0015630",0,1,9,9,"microtubule cytoskeleton","CC",0
"1431","GO:0015833",0,1,9,9,"peptide transport","BP",0
"1446","GO:0016021",0,1,18,18,"integral component of membrane","CC",0
"1458","GO:0016070",0,1,18,18,"RNA metabolic process","BP",0
"1468","GO:0016192",0,1,19,19,"vesicle-mediated transport","BP",0
"1490","GO:0016301",0,1,11,11,"kinase activity","MF",0
"1491","GO:0016310",0,1,16,16,"phosphorylation","BP",0
"1509","GO:0016462",0,1,17,17,"pyrophosphatase activity","MF",0
"1510","GO:0016477",0,1,10,10,"cell migration","BP",0
"1513","GO:0016491",0,1,16,16,"oxidoreductase activity","MF",0
"1555","GO:0016772",0,1,15,15,"transferase activity, transferring phosphorus-containing groups","MF",0
"1556","GO:0016773",0,1,10,10,"phosphotransferase activity, alcohol group as acceptor","MF",0
"1563","GO:0016788",0,1,10,10,"hydrolase activity, acting on ester bonds","MF",0
"1567","GO:0016817",0,1,17,17,"hydrolase activity, acting on acid anhydrides","MF",0
"1568","GO:0016818",0,1,17,17,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","MF",0
"1582","GO:0016887",0,1,15,15,"ATP hydrolysis activity","MF",0
"1599","GO:0017076",0,1,10,10,"purine nucleotide binding","MF",0
"1602","GO:0017111",0,1,17,17,"nucleoside-triphosphatase activity","MF",0
"1605","GO:0017144",0,1,11,11,NA,NA,0
"1616","GO:0018130",0,1,14,14,"heterocycle biosynthetic process","BP",0
"1619","GO:0018193",0,1,12,12,"peptidyl-amino acid modification","BP",0
"1644","GO:0019216",0,1,9,9,"regulation of lipid metabolic process","BP",0
"1647","GO:0019220",0,1,13,13,"regulation of phosphate metabolic process","BP",0
"1648","GO:0019221",0,1,11,11,"cytokine-mediated signaling pathway","BP",0
"1661","GO:0019438",0,1,13,13,"aromatic compound biosynthetic process","BP",0
"1664","GO:0019637",0,1,14,14,"organophosphate metabolic process","BP",0
"1670","GO:0019725",0,1,11,11,"cellular homeostasis","BP",0
"1676","GO:0019752",0,1,11,11,"carboxylic acid metabolic process","BP",0
"1692","GO:0019900",0,1,10,10,"kinase binding","MF",0
"1693","GO:0019901",0,1,10,10,"protein kinase binding","MF",0
"1696","GO:0019904",0,1,10,10,"protein domain specific binding","MF",0
"1700","GO:0019953",0,1,12,12,"sexual reproduction","BP",0
"1730","GO:0022402",0,1,13,13,"cell cycle process","BP",0
"1739","GO:0022414",0,1,17,17,"reproductive process","BP",0
"1742","GO:0022603",0,1,16,16,"regulation of anatomical structure morphogenesis","BP",0
"1764","GO:0023056",0,1,12,12,"positive regulation of signaling","BP",0
"1765","GO:0023057",0,1,18,18,"negative regulation of signaling","BP",0
"1776","GO:0030031",0,1,10,10,"cell projection assembly","BP",0
"1781","GO:0030054",0,1,14,14,"cell junction","CC",0
"1783","GO:0030097",0,1,10,10,"hemopoiesis","BP",0
"1794","GO:0030141",0,1,12,12,"secretory granule","CC",0
"1810","GO:0030182",0,1,17,17,"neuron differentiation","BP",0
"1946","GO:0031175",0,1,15,15,"neuron projection development","BP",0
"1947","GO:0031224",0,1,20,20,"intrinsic component of membrane","CC",0
"1968","GO:0031327",0,1,19,19,"negative regulation of cellular biosynthetic process","BP",0
"1975","GO:0031344",0,1,9,9,"regulation of cell projection organization","BP",0
"1984","GO:0031399",0,1,15,15,"regulation of protein modification process","BP",0
"1986","GO:0031401",0,1,11,11,"positive regulation of protein modification process","BP",0
"2032","GO:0031966",0,1,13,13,"mitochondrial membrane","CC",0
"2033","GO:0031967",0,1,20,20,"organelle envelope","CC",0
"2037","GO:0031975",0,1,20,20,"envelope","CC",0
"2040","GO:0031983",0,1,9,9,"vesicle lumen","CC",0
"2041","GO:0031984",0,1,13,13,"organelle subcompartment","CC",0
"2054","GO:0032101",0,1,11,11,"regulation of response to external stimulus","BP",0
"2068","GO:0032270",0,1,18,18,"positive regulation of cellular protein metabolic process","BP",0
"2104","GO:0032504",0,1,13,13,"multicellular organism reproduction","BP",0
"2110","GO:0032535",0,1,9,9,"regulation of cellular component size","BP",0
"2114","GO:0032553",0,1,11,11,"ribonucleotide binding","MF",0
"2115","GO:0032555",0,1,10,10,"purine ribonucleotide binding","MF",0
"2137","GO:0032880",0,1,10,10,"regulation of protein localization","BP",0
"2145","GO:0032940",0,1,11,11,"secretion by cell","BP",0
"2154","GO:0032989",0,1,17,17,"cellular component morphogenesis","BP",0
"2155","GO:0032990",0,1,15,15,"cell part morphogenesis","BP",0
"2162","GO:0033043",0,1,13,13,"regulation of organelle organization","BP",0
"2212","GO:0034097",0,1,12,12,"response to cytokine","BP",0
"2251","GO:0034613",0,1,14,14,"cellular protein localization","BP",0
"2254","GO:0034622",0,1,19,19,"cellular protein-containing complex assembly","BP",0
"2260","GO:0034645",0,1,19,19,"cellular macromolecule biosynthetic process","BP",0
"2261","GO:0034654",0,1,11,11,"nucleobase-containing compound biosynthetic process","BP",0
"2322","GO:0035239",0,1,17,17,"tube morphogenesis","BP",0
"2338","GO:0035295",0,1,20,20,"tube development","BP",0
"2350","GO:0035556",0,1,14,14,"intracellular signal transduction","BP",0
"2358","GO:0035639",0,1,10,10,"purine ribonucleoside triphosphate binding","MF",0
"2383","GO:0036094",0,1,11,11,"small molecule binding","MF",0
"2411","GO:0036477",0,1,10,10,"somatodendritic compartment","CC",0
"2430","GO:0040007",0,1,11,11,"growth","BP",0
"2431","GO:0040008",0,1,14,14,"regulation of growth","BP",0
"2433","GO:0040012",0,1,13,13,"regulation of locomotion","BP",0
"2467","GO:0042127",0,1,19,19,"regulation of cell population proliferation","BP",0
"2487","GO:0042325",0,1,13,13,"regulation of phosphorylation","BP",0
"2489","GO:0042327",0,1,9,9,"positive regulation of phosphorylation","BP",0
"2490","GO:0042330",0,1,14,14,"taxis","BP",0
"2512","GO:0042493",0,1,12,12,NA,NA,0
"2529","GO:0042623",0,1,13,13,NA,NA,0
"2559","GO:0042803",0,1,15,15,"protein homodimerization activity","MF",0
"2566","GO:0042886",0,1,9,9,"amide transport","BP",0
"2568","GO:0042981",0,1,20,20,"regulation of apoptotic process","BP",0
"2570","GO:0043005",0,1,13,13,"neuron projection","CC",0
"2571","GO:0043009",0,1,10,10,"chordate embryonic development","BP",0
"2575","GO:0043025",0,1,9,9,"neuronal cell body","CC",0
"2584","GO:0043066",0,1,14,14,"negative regulation of apoptotic process","BP",0
"2585","GO:0043067",0,1,20,20,"regulation of programmed cell death","BP",0
"2587","GO:0043069",0,1,14,14,"negative regulation of programmed cell death","BP",0
"2601","GO:0043168",0,1,18,18,"anion binding","MF",0
"2602","GO:0043169",0,1,20,20,"cation binding","MF",0
"2655","GO:0043436",0,1,14,14,"oxoacid metabolic process","BP",0
"2714","GO:0044087",0,1,11,11,"regulation of cellular component biogenesis","BP",0
"2717","GO:0044092",0,1,9,9,"negative regulation of molecular function","BP",0
"2718","GO:0044093",0,1,11,11,"positive regulation of molecular function","BP",0
"2729","GO:0044248",0,1,19,19,"cellular catabolic process","BP",0
"2731","GO:0044255",0,1,11,11,"cellular lipid metabolic process","BP",0
"2739","GO:0044271",0,1,15,15,"cellular nitrogen compound biosynthetic process","BP",0
"2745","GO:0044297",0,1,9,9,"cell body","CC",0
"2757","GO:0044421",0,1,19,19,NA,NA,0
"2763","GO:0044429",0,1,17,17,NA,NA,0
"2764","GO:0044430",0,1,13,13,NA,NA,0
"2767","GO:0044433",0,1,17,17,NA,NA,0
"2772","GO:0044441",0,1,11,11,NA,NA,0
"2779","GO:0044451",0,1,11,11,NA,NA,0
"2785","GO:0044459",0,1,13,13,NA,NA,0
"2786","GO:0044463",0,1,18,18,NA,NA,0
"2792","GO:0044703",0,1,12,12,"multi-organism reproductive process","BP",0
"2801","GO:0044782",0,1,10,10,"cilium organization","BP",0
"2815","GO:0045055",0,1,9,9,"regulated exocytosis","BP",0
"2828","GO:0045165",0,1,11,11,"cell fate commitment","BP",0
"2835","GO:0045184",0,1,10,10,"establishment of protein localization","BP",0
"2844","GO:0045321",0,1,11,11,"leukocyte activation","BP",0
"2861","GO:0045596",0,1,11,11,"negative regulation of cell differentiation","BP",0
"2862","GO:0045597",0,1,15,15,"positive regulation of cell differentiation","BP",0
"2880","GO:0045664",0,1,12,12,"regulation of neuron differentiation","BP",0
"2882","GO:0045666",0,1,9,9,"positive regulation of neuron differentiation","BP",0
"2926","GO:0045892",0,1,15,15,"negative regulation of transcription, DNA-templated","BP",0
"2927","GO:0045893",0,1,19,19,"positive regulation of transcription, DNA-templated","BP",0
"2938","GO:0045934",0,1,19,19,"negative regulation of nucleobase-containing compound metabolic process","BP",0
"2941","GO:0045937",0,1,9,9,"positive regulation of phosphate metabolic process","BP",0
"2943","GO:0045944",0,1,13,13,"positive regulation of transcription by RNA polymerase II","BP",0
"3043","GO:0046872",0,1,20,20,"metal ion binding","MF",0
"3054","GO:0046903",0,1,13,13,"secretion","BP",0
"3056","GO:0046907",0,1,16,16,"intracellular transport","BP",0
"3057","GO:0046914",0,1,16,16,"transition metal ion binding","MF",0
"3068","GO:0046983",0,1,19,19,"protein dimerization activity","MF",0
"3119","GO:0048468",0,1,20,20,"cell development","BP",0
"3137","GO:0048534",0,1,11,11,"hematopoietic or lymphoid organ development","BP",0
"3144","GO:0048562",0,1,9,9,"embryonic organ morphogenesis","BP",0
"3148","GO:0048568",0,1,10,10,"embryonic organ development","BP",0
"3155","GO:0048584",0,1,15,15,"positive regulation of response to stimulus","BP",0
"3158","GO:0048589",0,1,10,10,"developmental growth","BP",0
"3162","GO:0048598",0,1,16,16,"embryonic morphogenesis","BP",0
"3165","GO:0048609",0,1,13,13,"multicellular organismal reproductive process","BP",0
"3169","GO:0048638",0,1,9,9,"regulation of developmental growth","BP",0
"3175","GO:0048646",0,1,13,13,"anatomical structure formation involved in morphogenesis","BP",0
"3180","GO:0048666",0,1,16,16,"neuron development","BP",0
"3181","GO:0048667",0,1,16,16,"cell morphogenesis involved in neuron differentiation","BP",0
"3195","GO:0048729",0,1,14,14,"tissue morphogenesis","BP",0
"3197","GO:0048732",0,1,9,9,"gland development","BP",0
"3209","GO:0048812",0,1,15,15,"neuron projection morphogenesis","BP",0
"3218","GO:0048858",0,1,15,15,"cell projection morphogenesis","BP",0
"3225","GO:0048870",0,1,14,14,"cell motility","BP",0
"3229","GO:0048878",0,1,14,14,"chemical homeostasis","BP",0
"3260","GO:0050767",0,1,13,13,"regulation of neurogenesis","BP",0
"3262","GO:0050769",0,1,10,10,"positive regulation of neurogenesis","BP",0
"3272","GO:0050790",0,1,11,11,"regulation of catalytic activity","BP",0
"3278","GO:0050801",0,1,9,9,"ion homeostasis","BP",0
"3300","GO:0050877",0,1,11,11,"nervous system process","BP",0
"3327","GO:0051046",0,1,9,9,"regulation of secretion","BP",0
"3330","GO:0051049",0,1,15,15,"regulation of transport","BP",0
"3346","GO:0051093",0,1,16,16,"negative regulation of developmental process","BP",0
"3347","GO:0051094",0,1,16,16,"positive regulation of developmental process","BP",0
"3354","GO:0051129",0,1,10,10,"negative regulation of cellular component organization","BP",0
"3355","GO:0051130",0,1,19,19,"positive regulation of cellular component organization","BP",0
"3369","GO:0051174",0,1,13,13,"regulation of phosphorus metabolic process","BP",0
"3386","GO:0051240",0,1,20,20,"positive regulation of multicellular organismal process","BP",0
"3387","GO:0051241",0,1,19,19,"negative regulation of multicellular organismal process","BP",0
"3389","GO:0051247",0,1,19,19,"positive regulation of protein metabolic process","BP",0
"3395","GO:0051253",0,1,17,17,"negative regulation of RNA metabolic process","BP",0
"3398","GO:0051259",0,1,10,10,"protein complex oligomerization","BP",0
"3401","GO:0051270",0,1,13,13,"regulation of cellular component movement","BP",0
"3404","GO:0051276",0,1,14,14,"chromosome organization","BP",0
"3452","GO:0051640",0,1,10,10,"organelle localization","BP",0
"3456","GO:0051649",0,1,17,17,"establishment of localization in cell","BP",0
"3463","GO:0051674",0,1,14,14,"localization of cell","BP",0
"3465","GO:0051704",0,1,19,19,"multi-organism process","BP",0
"3468","GO:0051726",0,1,14,14,"regulation of cell cycle","BP",0
"3493","GO:0051960",0,1,15,15,"regulation of nervous system development","BP",0
"3495","GO:0051962",0,1,11,11,"positive regulation of nervous system development","BP",0
"3530","GO:0055085",0,1,10,10,"transmembrane transport","BP",0
"3535","GO:0055114",0,1,17,17,NA,NA,0
"3556","GO:0060205",0,1,9,9,"cytoplasmic vesicle lumen","CC",0
"3564","GO:0060271",0,1,9,9,"cilium assembly","BP",0
"3566","GO:0060284",0,1,15,15,"regulation of cell development","BP",0
"3574","GO:0060322",0,1,10,10,"head development","BP",0
"3580","GO:0060341",0,1,12,12,"regulation of cellular localization","BP",0
"3595","GO:0060429",0,1,18,18,"epithelium development","BP",0
"3611","GO:0060541",0,1,9,9,"respiratory system development","BP",0
"3613","GO:0060548",0,1,17,17,"negative regulation of cell death","BP",0
"3615","GO:0060562",0,1,12,12,"epithelial tube morphogenesis","BP",0
"3697","GO:0061564",0,1,13,13,"axon development","BP",0
"3795","GO:0070727",0,1,15,15,"cellular macromolecule localization","BP",0
"3808","GO:0070925",0,1,11,11,"organelle assembly","BP",0
"3825","GO:0071214",0,1,9,9,"cellular response to abiotic stimulus","BP",0
"3839","GO:0071345",0,1,12,12,"cellular response to cytokine stimulus","BP",0
"3869","GO:0071495",0,1,10,10,"cellular response to endogenous stimulus","BP",0
"3887","GO:0071702",0,1,17,17,"organic substance transport","BP",0
"3889","GO:0071705",0,1,12,12,"nitrogen compound transport","BP",0
"3915","GO:0072001",0,1,10,10,"renal system development","BP",0
"3949","GO:0072359",0,1,14,14,"circulatory system development","BP",0
"3982","GO:0080134",0,1,13,13,"regulation of response to stress","BP",0
"4003","GO:0090066",0,1,15,15,"regulation of anatomical structure size","BP",0
"4103","GO:0097367",0,1,13,13,"carbohydrate derivative binding","MF",0
"4110","GO:0097458",0,1,16,16,NA,NA,0
"4113","GO:0097485",0,1,12,12,"neuron projection guidance","BP",0
"4138","GO:0098588",0,1,20,20,"bounding membrane of organelle","CC",0
"4140","GO:0098590",0,1,10,10,"plasma membrane region","CC",0
"4161","GO:0098772",0,1,12,12,"molecular function regulator","MF",0
"4174","GO:0098805",0,1,14,14,NA,NA,0
"4200","GO:0099503",0,1,14,14,"secretory vesicle","CC",0
"4207","GO:0099568",0,1,13,13,"cytoplasmic region","CC",0
"4212","GO:0104004",0,1,9,9,"cellular response to environmental stimulus","BP",0
"4219","GO:0120031",0,1,10,10,"plasma membrane bounded cell projection assembly","BP",0
"4224","GO:0120038",0,1,18,18,NA,NA,0
"4225","GO:0120039",0,1,15,15,"plasma membrane bounded cell projection morphogenesis","BP",0
"4238","GO:0140110",0,1,18,18,"transcription regulator activity","MF",0
"4280","GO:1901135",0,1,13,13,"carbohydrate derivative metabolic process","BP",0
"4288","GO:1901265",0,1,12,12,"nucleoside phosphate binding","MF",0
"4294","GO:1901362",0,1,17,17,"organic cyclic compound biosynthetic process","BP",0
"4300","GO:1901565",0,1,13,13,"organonitrogen compound catabolic process","BP",0
"4301","GO:1901566",0,1,15,15,"organonitrogen compound biosynthetic process","BP",0
"4305","GO:1901575",0,1,17,17,"organic substance catabolic process","BP",0
"4327","GO:1901700",0,1,17,17,"response to oxygen-containing compound","BP",0
"4328","GO:1901701",0,1,12,12,"cellular response to oxygen-containing compound","BP",0
"4363","GO:1902494",0,1,16,16,"catalytic complex","CC",0
"4367","GO:1902531",0,1,12,12,"regulation of intracellular signal transduction","BP",0
"4378","GO:1902679",0,1,17,17,"negative regulation of RNA biosynthetic process","BP",0
"4379","GO:1902680",0,1,20,20,"positive regulation of RNA biosynthetic process","BP",0
"4407","GO:1903047",0,1,10,10,"mitotic cell cycle process","BP",0
"4439","GO:1903507",0,1,17,17,"negative regulation of nucleic acid-templated transcription","BP",0
"4440","GO:1903508",0,1,20,20,"positive regulation of nucleic acid-templated transcription","BP",0
"4578","GO:1990904",0,1,16,16,"ribonucleoprotein complex","CC",0
"4591","GO:2000113",0,1,15,15,"negative regulation of cellular macromolecule biosynthetic process","BP",0
"1019","GO:0008150",2.37149119614056e-220,1,162,162,"biological_process","BP",3.37414902405287e-219
"513","GO:0005575",4.96750655061592e-209,1,154,154,"cellular_component","CC",7.04633277679792e-208
"518","GO:0005623",2.76474369628984e-196,1,145,145,NA,NA,3.8981220609436e-195
"2787","GO:0044464",2.76474369628984e-196,1,145,145,NA,NA,3.8981220609436e-195
"1237","GO:0009987",7.09700463026382e-192,1,142,142,"cellular process","BP",9.97629990218167e-191
"517","GO:0005622",1.33369011730384e-190,1,141,141,"intracellular anatomical structure","CC",1.86358311614904e-189
"2759","GO:0044424",1.33369011730384e-190,1,141,141,NA,NA,1.86358311614904e-189
"395","GO:0003674",6.60301424179385e-185,1,137,137,"molecular_function","MF",9.19902073388007e-184
"2611","GO:0043226",5.94104460400836e-172,1,128,128,"organelle","CC",8.25223435945493e-171
"2614","GO:0043229",1.14446416270978e-167,1,125,125,"intracellular organelle","CC",1.58498128569364e-166
"538","GO:0005737",8.43034222712112e-164,1,122,122,"cytoplasm","CC",1.1640835387951e-162
"3727","GO:0065007",1.98575085544948e-159,1,119,119,"biological regulation","BP",2.73391169245853e-158
"2612","GO:0043227",6.08343234475366e-155,1,116,116,"membrane-bounded organelle","CC",8.35089349143456e-154
"2615","GO:0043231",3.08712606467649e-149,1,112,112,"intracellular membrane-bounded organelle","CC",4.22539096747095e-148
"2773","GO:0044444",3.19557591949109e-147,1,110,110,NA,NA,4.36107605805766e-146
"3271","GO:0050789",3.59146132933053e-144,1,108,108,"regulation of biological process","BP",4.88710188447565e-143
"2758","GO:0044422",3.60368266342471e-140,1,105,105,NA,NA,4.88951841956262e-139
"2775","GO:0044446",1.32411934934114e-137,1,103,103,NA,NA,1.7913880561462e-136
"3275","GO:0050794",1.4678718640918e-134,1,101,101,"regulation of cellular process","BP",1.980146454125e-133
"1020","GO:0008152",2.60072885801507e-134,1,101,101,"metabolic process","BP",3.49827924838176e-133
"500","GO:0005488",5.30513413642713e-129,1,97,97,"binding","MF",7.11556816407318e-128
"3888","GO:0071704",8.29236531444132e-128,1,96,96,"organic substance metabolic process","BP",1.10904462962571e-126
"2727","GO:0044238",5.51851246505177e-121,1,91,91,"primary metabolic process","BP",7.35958884584254e-120
"2726","GO:0044237",1.57473754474054e-120,1,91,91,"cellular metabolic process","BP",2.09413251333253e-119
"3902","GO:0071840",1.91243556950917e-114,1,86,86,"cellular component organization or biogenesis","BP",2.53600875378822e-113
"773","GO:0006807",4.42094433652093e-114,1,86,86,"nitrogen compound metabolic process","BP",5.8458871297329e-113
"2102","GO:0032501",7.52701309940651e-112,1,84,84,"multicellular organismal process","BP",9.92505586431602e-111
"1449","GO:0016043",3.19825404612913e-110,1,83,83,"cellular component organization","BP",4.2053447162726e-109
"3306","GO:0050896",4.43233950938222e-107,1,81,81,"response to stimulus","BP",5.8117034295289e-106
"2103","GO:0032502",5.56493000648774e-105,1,79,79,"developmental process","BP",7.27637915094109e-104
"419","GO:0003824",3.46145128533109e-101,1,76,76,"catalytic activity","MF",4.51338536675065e-100
"888","GO:0007275",7.72268137485427e-97,1,73,73,"multicellular organism development","BP",1.00138148242916e-95
"3217","GO:0048856",7.72268137485427e-97,1,73,73,"anatomical structure development","BP",1.00138148242916e-95
"2603","GO:0043170",8.89752629869276e-94,1,71,71,"macromolecule metabolic process","BP",1.15053371834754e-92
"504","GO:0005515",1.38887693599924e-93,1,71,71,"protein binding","MF",1.79100080920453e-92
"519","GO:0005634",3.84215474812175e-92,1,70,70,"nucleus","CC",4.94096878460382e-91
"2036","GO:0031974",4.41150734091917e-92,1,70,70,"membrane-enclosed lumen","CC",5.62677543946666e-91
"2617","GO:0043233",4.41150734091917e-92,1,70,70,"organelle lumen","CC",5.62677543946666e-91
"3731","GO:0070013",4.41150734091917e-92,1,70,70,"intracellular organelle lumen","CC",5.62677543946666e-91
"1649","GO:0019222",1.13548148404066e-90,1,69,69,"regulation of metabolic process","BP",1.44434478988976e-89
"3981","GO:0080090",1.97236639557981e-85,1,65,65,"regulation of primary metabolic process","BP",2.502072384203e-84
"3196","GO:0048731",8.42355693763669e-85,1,64,64,"system development","BP",1.06569378446155e-83
"3130","GO:0048518",3.6481086105844e-84,1,64,64,"positive regulation of biological process","BP",4.60291008251903e-83
"3370","GO:0051179",2.48699962379941e-82,1,62,62,"localization","BP",3.12947452661426e-81
"3560","GO:0060255",2.53303481301804e-82,1,63,63,"regulation of macromolecule metabolic process","BP",3.17885682566687e-81
"1964","GO:0031323",2.05467195697104e-81,1,62,62,"regulation of cellular metabolic process","BP",2.57163621138541e-80
"1445","GO:0016020",2.29142440777044e-81,1,61,61,"membrane","CC",2.86030870740625e-80
"4299","GO:1901564",2.25082378883005e-79,1,60,60,"organonitrogen compound metabolic process","BP",2.8021558924238e-78
"3366","GO:0051171",1.71896473278184e-78,1,60,60,"regulation of nitrogen compound metabolic process","BP",2.13434321330286e-77
"3467","GO:0051716",1.17001415734068e-77,1,59,59,"cellular response to stimulus","BP",1.44889848426236e-76
