"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust"
"5461","GO:0019439",0.000824678967614015,0.999688694962,19,217,"aromatic compound catabolic process","BP",0.717527345923326
"13485","GO:0071384",0.000849336241721991,0.999914354509975,5,23,"cellular response to corticosteroid stimulus","BP",0.717527345923326
"2438","GO:0006412",0.000893166407875446,0.999651612622218,20,219,"translation","BP",0.720257511005377
"5862","GO:0022625",0.000987825498038773,0.999786347827908,9,52,"cytosolic large ribosomal subunit","CC",0.761957050465472
"83","GO:0000184",0.00105108883825046,0.99974369110246,10,71,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","BP",0.775728360831325
"13304","GO:0070972",0.00109312941890441,0.999709793303903,11,80,"protein localization to endoplasmic reticulum","BP",0.775728360831325
"7264","GO:0032963",0.00127472025121165,0.999952648753944,3,8,"collagen metabolic process","BP",0.839849018372662
"15447","GO:1901361",0.0013620449318224,0.999462103962229,19,227,"organic cyclic compound catabolic process","BP",0.839849018372662
"7150","GO:0032731",0.00137683626994523,0.999955320527685,3,6,"positive regulation of interleukin-1 beta production","BP",0.839849018372662
"9790","GO:0045047",0.00142629981516314,0.999638667226098,10,68,"protein targeting to ER","BP",0.839849018372662
"2429","GO:0006401",0.00148192883905277,0.99950778868199,14,141,"RNA catabolic process","BP",0.839849018372662
"17208","GO:1990904",0.00149135183606219,0.999237398246361,34,508,"ribonucleoprotein complex","CC",0.839849018372662
"7802","GO:0034655",0.00151486210404854,0.999431853129715,17,191,"nucleobase-containing compound catabolic process","BP",0.839849018372662
"13997","GO:0072599",0.0016608189561268,0.999569487440026,10,70,"establishment of protein localization to endoplasmic reticulum","BP",0.892866336383201
"243","GO:0000773",0.00189211507013531,1,2,2,"phosphatidyl-N-methylethanolamine N-methyltransferase activity","MF",0.936739500310631
"14065","GO:0080101",0.00189211507013531,1,2,2,"phosphatidyl-N-dimethylethanolamine N-methyltransferase activity","MF",0.936739500310631
"9437","GO:0043603",0.00194007506973249,0.999086958969638,26,359,"cellular amide metabolic process","BP",0.936739500310631
"2573","GO:0006612",0.00208473518998036,0.999439754044454,10,75,"protein targeting to membrane","BP",0.936739500310631
"11644","GO:0051560",0.00210669270114987,0.999813646310101,4,18,"mitochondrial calcium ion homeostasis","BP",0.936739500310631
"7151","GO:0032732",0.00211084362282618,0.999912078518292,3,7,"positive regulation of interleukin-1 production","BP",0.936739500310631
"13471","GO:0071361",0.00247543538552009,0.999883665509155,3,8,"cellular response to ethanol","BP",0.936739500310631
"6952","GO:0032364",0.00277941385807322,0.999971037272096,2,3,"oxygen homeostasis","BP",0.936739500310631
"7442","GO:0033483",0.00277941385807322,0.999971037272096,2,3,"gas homeostasis","BP",0.936739500310631
"2506","GO:0006518",0.00277978711841441,0.998746097493134,22,285,"peptide metabolic process","BP",0.936739500310631
"11470","GO:0051194",0.00282470465153833,0.999734817110999,4,16,NA,NA,0.936739500310631
"2782","GO:0006953",0.00289746613929975,0.999844150973786,3,10,"acute-phase response","BP",0.936739500310631
"3826","GO:0009651",0.00300266717825948,0.999697736560449,4,22,"response to salt stress","BP",0.936739500310631
"4739","GO:0016071",0.00303901864850279,0.998518176136538,26,388,"mRNA metabolic process","BP",0.936739500310631
"2641","GO:0006711",0.0032171038724521,0.999963845782664,2,3,"estrogen catabolic process","BP",0.936739500310631
"2687","GO:0006789",0.0032171038724521,0.999963845782664,2,3,"bilirubin conjugation","BP",0.936739500310631
"3829","GO:0009698",0.0032171038724521,0.999963845782664,2,3,"phenylpropanoid metabolic process","BP",0.936739500310631
"3860","GO:0009804",0.0032171038724521,0.999963845782664,2,3,"coumarin metabolic process","BP",0.936739500310631
"10307","GO:0046226",0.0032171038724521,0.999963845782664,2,3,"coumarin catabolic process","BP",0.936739500310631
"10308","GO:0046271",0.0032171038724521,0.999963845782664,2,3,"phenylpropanoid catabolic process","BP",0.936739500310631
"11643","GO:0051552",0.0032171038724521,0.999963845782664,2,3,"flavone metabolic process","BP",0.936739500310631
"11882","GO:0052696",0.0032171038724521,0.999963845782664,2,3,"flavonoid glucuronidation","BP",0.936739500310631
"11883","GO:0052697",0.0032171038724521,0.999963845782664,2,3,"xenobiotic glucuronidation","BP",0.936739500310631
"13309","GO:0070980",0.0032171038724521,0.999963845782664,2,3,"biphenyl catabolic process","BP",0.936739500310631
"16400","GO:1904223",0.0032171038724521,0.999963845782664,2,3,"regulation of glucuronosyltransferase activity","BP",0.936739500310631
"16401","GO:1904224",0.0032171038724521,0.999963845782664,2,3,"negative regulation of glucuronosyltransferase activity","BP",0.936739500310631
"17644","GO:2001030",0.0032171038724521,0.999963845782664,2,3,"negative regulation of cellular glucuronidation","BP",0.936739500310631
"10249","GO:0046060",0.00322085054500583,0.999963781880635,2,3,"dATP metabolic process","BP",0.936739500310631
"15493","GO:1901566",0.003418559217027,0.998121302390856,36,577,"organonitrogen compound biosynthetic process","BP",0.978204178536711
"9350","GO:0043457",0.00366906490566494,0.999629225229427,4,16,"regulation of cellular respiration","BP",1
"16187","GO:1903599",0.00389213170767076,0.999761170558694,3,11,"positive regulation of autophagy of mitochondrion","BP",1
"2288","GO:0006144",0.00393886997088782,0.999763478309216,3,10,"purine nucleobase metabolic process","BP",1
"11465","GO:0051187",0.00407117504937724,0.99956298139721,4,19,NA,NA,1
"2308","GO:0006189",0.00410808727549723,0.999947595430821,2,3,"'de novo' IMP biosynthetic process","BP",1
"8284","GO:0035690",0.00423567232918623,0.998631013151165,11,120,NA,NA,1
"13246","GO:0070852",0.00461903206452636,0.999911850205213,2,4,"cell body fiber","CC",1
"3653","GO:0009152",0.00501880624791367,0.998694779142717,8,74,"purine ribonucleotide biosynthetic process","BP",1
"13528","GO:0071456",0.00502028814427269,0.998845471696843,7,57,"cellular response to hypoxia","BP",1
"17643","GO:2001029",0.00537210658904985,0.999889117111021,2,4,"regulation of cellular glucuronidation","BP",1
"3652","GO:0009151",0.00567194335464988,0.999879573813671,2,4,"purine deoxyribonucleotide metabolic process","BP",1
"3703","GO:0009215",0.00567194335464988,0.999879573813671,2,4,"purine deoxyribonucleoside triphosphate metabolic process","BP",1
"2293","GO:0006164",0.00573347888075378,0.998472839255859,8,76,"purine nucleotide biosynthetic process","BP",1
"3862","GO:0009812",0.00575479468259182,0.999616526232984,3,9,"flavonoid metabolic process","BP",1
"6180","GO:0030574",0.0057577135396042,0.999876793954135,2,4,"collagen catabolic process","BP",1
"664","GO:0001972",0.0060278339384053,0.999867896494721,2,4,"retinoic acid binding","MF",1
"1943","GO:0005501",0.0060278339384053,0.999867896494721,2,4,"retinoid binding","MF",1
"5539","GO:0019840",0.0060278339384053,0.999867896494721,2,4,"isoprenoid binding","MF",1
"8940","GO:0042573",0.0060278339384053,0.999867896494721,2,4,"retinoic acid metabolic process","BP",1
"5318","GO:0018879",0.00603657214997835,0.999867605083768,2,4,"biphenyl metabolic process","BP",1
"3726","GO:0009260",0.00675740500007139,0.998146552671042,8,78,"ribonucleotide biosynthetic process","BP",1
"13963","GO:0072522",0.00691954381933004,0.998094350439296,8,78,"purine-containing compound biosynthetic process","BP",1
"5208","GO:0017148",0.00693795720950119,0.99829157758366,7,65,"negative regulation of translation","BP",1
"7114","GO:0032651",0.00705034731690929,0.99946338288413,3,11,"regulation of interleukin-1 beta production","BP",1
"13995","GO:0072594",0.00708240009566087,0.99688743323294,17,224,"establishment of protein localization to organelle","BP",1
"2307","GO:0006188",0.00727187816627564,0.999824226963481,2,4,"IMP biosynthetic process","BP",1
"2685","GO:0006787",0.00768049520245141,0.999808958130407,2,4,"porphyrin-containing compound catabolic process","BP",1
"7293","GO:0033015",0.00768049520245141,0.999808958130407,2,4,"tetrapyrrole catabolic process","BP",1
"8772","GO:0042167",0.00768049520245141,0.999808958130407,2,4,"heme catabolic process","BP",1
"10292","GO:0046149",0.00768049520245141,0.999808958130407,2,4,"pigment catabolic process","BP",1
"10345","GO:0046390",0.00801880531781357,0.997730713525256,8,81,"ribose phosphate biosynthetic process","BP",1
"8500","GO:0036294",0.00848565654254639,0.997834860329451,7,62,"cellular response to decreased oxygen levels","BP",1
"6608","GO:0031492",0.00858091697598776,0.999773776645077,2,4,"nucleosomal DNA binding","MF",1
"2568","GO:0006605",0.00864037635065235,0.996472873989284,14,166,"protein targeting","BP",1
"3630","GO:0009127",0.00872006870550523,0.998064636687598,6,47,"purine nucleoside monophosphate biosynthetic process","BP",1
"3667","GO:0009168",0.00872006870550523,0.998064636687598,6,47,"purine ribonucleoside monophosphate biosynthetic process","BP",1
"7650","GO:0034249",0.00894660913507656,0.997679091469902,7,70,"negative regulation of cellular amide metabolic process","BP",1
"14552","GO:0097306",0.00896859654098692,0.997977162598952,6,55,"cellular response to alcohol","BP",1
"11881","GO:0052695",0.0093277765814114,0.999743049410148,2,4,"cellular glucuronidation","BP",1
"2463","GO:0006446",0.00941769700831078,0.998233162790955,5,38,"regulation of translational initiation","BP",1
"1308","GO:0003729",0.00944121415303025,0.996399592606031,12,154,"mRNA binding","MF",1
"3334","GO:0008210",0.00961976797313037,0.999148292259093,3,13,"estrogen metabolic process","BP",1
"15585","GO:1901857",0.00975209090365488,0.999184528617641,3,10,"positive regulation of cellular respiration","BP",1
"7760","GO:0034514",0.00985689087318256,0.999720461770683,2,4,"mitochondrial unfolded protein response","BP",1
"11560","GO:0051342",0.0101009838356171,0.999709817824788,2,4,"regulation of cyclic-nucleotide phosphodiesterase activity","BP",1
"2039","GO:0005726",0.0102587671626275,0.999656082462662,2,5,"perichromatin fibrils","CC",1
"14098","GO:0086036",0.0104688382418107,0.999614761216045,2,6,"regulation of cardiac muscle cell membrane potential","BP",1
"11357","GO:0051013",0.0106010830278061,0.999638413835004,2,5,"microtubule severing","BP",1
"7115","GO:0032652",0.0107579905186335,0.999007279997182,3,13,"regulation of interleukin-1 production","BP",1
"3656","GO:0009156",0.0107818731040613,0.99748815644746,6,49,"ribonucleoside monophosphate biosynthetic process","BP",1
"6268","GO:0030813",0.0110316612093832,0.998989298758295,3,12,"positive regulation of nucleotide catabolic process","BP",1
"10129","GO:0045821",0.0110316612093832,0.998989298758295,3,12,"positive regulation of glycolytic process","BP",1
"11473","GO:0051197",0.0110316612093832,0.998989298758295,3,12,NA,NA,1
"2466","GO:0006450",0.0111729081507438,0.999608213143741,2,5,"regulation of translational fidelity","BP",1
"5859","GO:0022618",0.0116672012899317,0.995424156900457,12,152,"ribonucleoprotein complex assembly","BP",1
"901","GO:0002526",0.0131221980938247,0.998662886946791,3,15,"acute inflammatory response","BP",1
"4682","GO:0015934",0.0131648199252431,0.99563936159611,9,75,"large ribosomal subunit","CC",1
"5350","GO:0019080",0.0133703551977067,0.998614414788425,3,16,"viral gene expression","BP",1
"124","GO:0000290",0.0135396413372769,0.999474451968471,2,5,"deadenylation-dependent decapping of nuclear-transcribed mRNA","BP",1
"476","GO:0001666",0.0135667872427155,0.995094818119483,10,126,"response to hypoxia","BP",1
"3328","GO:0008202",0.0136618435339565,0.996136195147228,7,77,"steroid metabolic process","BP",1
"7348","GO:0033147",0.0138125954089456,0.999379752505884,2,7,"negative regulation of intracellular estrogen receptor signaling pathway","BP",1
"10498","GO:0046716",0.0143941815099724,0.996972970810896,5,43,"muscle cell cellular homeostasis","BP",1
"13484","GO:0071383",0.0145455518770615,0.995847767702919,7,72,"cellular response to steroid hormone stimulus","BP",1
"8886","GO:0042447",0.0146057403361472,0.999359316471306,2,6,"hormone catabolic process","BP",1
"6549","GO:0031386",0.0147110483358296,0.999484015583792,2,4,"protein tag","MF",1
"10235","GO:0046031",0.0149141164527078,0.99838998171887,3,16,"ADP metabolic process","BP",1
"17598","GO:2000833",0.0150422031946184,0.999382559729958,2,5,"positive regulation of steroid hormone secretion","BP",1
"14606","GO:0097452",0.015101894794878,0.999378801741004,2,5,"GAIT complex","CC",1
"3627","GO:0009124",0.0151203231562271,0.996192978266173,6,52,"nucleoside monophosphate biosynthetic process","BP",1
"13525","GO:0071453",0.0153982470779476,0.995566736017837,7,68,"cellular response to oxygen levels","BP",1
"10081","GO:0045725",0.0154573567698165,0.999356256023476,2,5,"positive regulation of glycogen biosynthetic process","BP",1
"17412","GO:2000378",0.0156467369754699,0.997405579465113,4,27,"negative regulation of reactive oxygen species metabolic process","BP",1
"10236","GO:0046033",0.0160196926683692,0.99926196463502,2,6,"AMP metabolic process","BP",1
"13693","GO:0071826",0.0163561472487961,0.993269948049491,12,161,"ribonucleoprotein complex subunit organization","BP",1
"16673","GO:1904923",0.0166699202462777,0.999173061337321,2,7,"regulation of autophagy of mitochondrion in response to mitochondrial depolarization","BP",1
"16674","GO:1904925",0.0166699202462777,0.999173061337321,2,7,"positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization","BP",1
"761","GO:0002168",0.016817003657981,0.99633376995916,5,41,"instar larval development","BP",1
"5855","GO:0022613",0.0168516884129817,0.991649235743228,18,282,"ribonucleoprotein complex biogenesis","BP",1
"1593","GO:0004535",0.0173443044412092,0.999121277453352,2,7,"poly(A)-specific ribonuclease activity","MF",1
"1303","GO:0003723",0.0177168539387445,0.989883223905634,27,473,"RNA binding","MF",1
"10242","GO:0046040",0.017870955657628,0.999127297473445,2,6,"IMP metabolic process","BP",1
"10184","GO:0045922",0.0180318353233992,0.99906734565152,2,7,"negative regulation of fatty acid metabolic process","BP",1
"5601","GO:0020027",0.0181513632663846,0.999106207634342,2,6,"hemoglobin metabolic process","BP",1
"1591","GO:0004532",0.0182705863031333,0.997852875366776,3,17,"exoribonuclease activity","MF",1
"4258","GO:0010907",0.0183177252189146,0.997863388857622,3,16,"positive regulation of glucose metabolic process","BP",1
"5140","GO:0017001",0.0188315629713874,0.997761483729586,3,17,"antibiotic catabolic process","BP",1
"8499","GO:0036293",0.01916514839764,0.992676244581471,10,132,"response to decreased oxygen levels","BP",1
"11195","GO:0050716",0.0195353492159243,0.999077893397141,2,5,NA,NA,1
"11196","GO:0050718",0.0195353492159243,0.999077893397141,2,5,NA,NA,1
"3620","GO:0009113",0.0203575719054639,0.998934127231045,2,6,"purine nucleobase biosynthetic process","BP",1
"8922","GO:0042537",0.02036860960211,0.998875686326182,2,7,"benzene-containing compound metabolic process","BP",1
"1966","GO:0005539",0.0207861324273335,0.995194293048598,5,44,"glycosaminoglycan binding","MF",1
"2657","GO:0006735",0.0208073896900771,0.998838293034815,2,7,"NADH regeneration","BP",1
"12752","GO:0061621",0.0208073896900771,0.998838293034815,2,7,"canonical glycolysis","BP",1
"12785","GO:0061718",0.0208073896900771,0.998838293034815,2,7,"glucose catabolic process to pyruvate","BP",1
"1481","GO:0004252",0.0212656492493418,0.996075162148351,4,32,"serine-type endopeptidase activity","MF",1
"6265","GO:0030810",0.0212840522957213,0.997371721503593,3,16,"positive regulation of nucleotide biosynthetic process","BP",1
"15296","GO:1900373",0.0212840522957213,0.997371721503593,3,16,"positive regulation of purine nucleotide biosynthetic process","BP",1
"17682","GO:2001171",0.0212840522957213,0.997371721503593,3,16,"positive regulation of ATP biosynthetic process","BP",1
"15596","GO:1901889",0.0213191415675039,0.998749029708116,2,8,"negative regulation of cell junction assembly","BP",1
"11580","GO:0051384",0.0220130769293699,0.993914814645012,6,62,"response to glucocorticoid","BP",1
"4761","GO:0016125",0.022200841897126,0.995838905447163,4,33,"sterol metabolic process","BP",1
"1228","GO:0003322",0.0224936910636831,1,1,1,"pancreatic A cell development","BP",1
"1230","GO:0003324",0.0224936910636831,1,1,1,"pancreatic D cell development","BP",1
"5620","GO:0021524",0.0224936910636831,1,1,1,"visceral motor neuron differentiation","BP",1
"7113","GO:0032650",0.0224936910636831,1,1,1,"regulation of interleukin-1 alpha production","BP",1
"7149","GO:0032730",0.0224936910636831,1,1,1,"positive regulation of interleukin-1 alpha production","BP",1
"13622","GO:0071655",0.0224936910636831,1,1,1,"regulation of granulocyte colony-stimulating factor production","BP",1
"13623","GO:0071657",0.0224936910636831,1,1,1,"positive regulation of granulocyte colony-stimulating factor production","BP",1
"15422","GO:1901258",0.0224936910636831,1,1,1,"positive regulation of macrophage colony-stimulating factor production","BP",1
"12991","GO:0070268",0.0224982742746976,0.998641238920584,2,8,"cornification","BP",1
"9194","GO:0043152",0.0228486339639028,1,1,1,"induction of bacterial agglutination","BP",1
"14190","GO:0090150",0.0230160566826074,0.99098798970634,10,113,"establishment of protein localization to membrane","BP",1
"8308","GO:0035770",0.0231229077467473,0.991422914888682,9,116,"ribonucleoprotein granule","CC",1
"307","GO:0000932",0.0234508775259067,0.994406823847812,5,44,"P-body","CC",1
"2241","GO:0006063",0.0237593847218673,0.99864823219365,2,6,"uronic acid metabolic process","BP",1
"5483","GO:0019585",0.0237593847218673,0.99864823219365,2,6,"glucuronate metabolic process","BP",1
"9962","GO:0045471",0.0238692231429482,0.991733533249934,8,94,"response to ethanol","BP",1
"2442","GO:0006417",0.0243984322131071,0.989359978278401,12,171,"regulation of translation","BP",1
"8649","GO:0039519",0.0244136057809463,1,1,1,"modulation by virus of host autophagy","BP",1
"8650","GO:0039520",0.0244136057809463,1,1,1,"induction by virus of host autophagy","BP",1
"12400","GO:0060733",0.0244136057809463,1,1,1,NA,NA,1
"13416","GO:0071262",0.0244136057809463,1,1,1,"regulation of translational initiation in response to starvation","BP",1
"13417","GO:0071264",0.0244136057809463,1,1,1,"positive regulation of translational initiation in response to starvation","BP",1
"13260","GO:0070875",0.02478051762539,0.998480326698326,2,7,"positive regulation of glycogen metabolic process","BP",1
"10177","GO:0045913",0.0249124040423166,0.995213081707896,4,29,"positive regulation of carbohydrate metabolic process","BP",1
"11187","GO:0050704",0.0251596685738049,0.998523604359516,2,6,NA,NA,1
"11188","GO:0050706",0.0251596685738049,0.998523604359516,2,6,NA,NA,1
"762","GO:0002169",0.0253561300595948,1,1,1,"3-methylcrotonyl-CoA carboxylase complex, mitochondrial","CC",1
"1565","GO:0004485",0.0253561300595948,1,1,1,"methylcrotonoyl-CoA carboxylase activity","MF",1
"3169","GO:0007563",0.0253561300595948,1,1,1,"regulation of eclosion","BP",1
"16759","GO:1905202",0.0253561300595948,1,1,1,"methylcrotonoyl-CoA carboxylase complex","CC",1
"14346","GO:0090503",0.025478993773208,0.996553952360181,3,19,"RNA phosphodiester bond hydrolysis, exonucleolytic","BP",1
"4054","GO:0010575",0.0262960807526757,0.99827297735815,2,8,"positive regulation of vascular endothelial growth factor production","BP",1
"4389","GO:0014801",0.0263385302270835,1,1,1,"longitudinal sarcoplasmic reticulum","CC",1
"6588","GO:0031446",0.0263385302270835,1,1,1,"regulation of fast-twitch skeletal muscle fiber contraction","BP",1
"6589","GO:0031448",0.0263385302270835,1,1,1,"positive regulation of fast-twitch skeletal muscle fiber contraction","BP",1
"6716","GO:0031775",0.0263385302270835,1,1,1,"lutropin-choriogonadotropic hormone receptor binding","MF",1
"7024","GO:0032470",0.0263385302270835,1,1,1,"positive regulation of endoplasmic reticulum calcium ion concentration","BP",1
"11698","GO:0051659",0.0263385302270835,1,1,1,"maintenance of mitochondrion location","BP",1
"14101","GO:0086039",0.0263385302270835,1,1,1,"P-type calcium transporter activity involved in regulation of cardiac muscle cell membrane potential","MF",1
"14149","GO:0090076",0.0263385302270835,1,1,1,"relaxation of skeletal muscle","BP",1
"14354","GO:0090534",0.0263385302270835,1,1,1,"calcium ion-transporting ATPase complex","CC",1
"14881","GO:0098909",0.0263385302270835,1,1,1,"regulation of cardiac muscle cell action potential involved in regulation of contraction","BP",1
"15602","GO:1901896",0.0263385302270835,1,1,1,"positive regulation of ATPase-coupled calcium transmembrane transporter activity","BP",1
"16144","GO:1903515",0.0263385302270835,1,1,1,"calcium ion transport from cytosol to endoplasmic reticulum","BP",1
"17007","GO:1990036",0.0263385302270835,1,1,1,"calcium ion import into sarcoplasmic reticulum","BP",1
"14479","GO:0097154",0.026618552603613,0.998389597121255,2,6,"GABAergic neuron differentiation","BP",1
"13459","GO:0071346",0.0266942392855044,0.994731509944048,4,31,"cellular response to interferon-gamma","BP",1
"5305","GO:0018401",0.0267074357512873,1,1,1,"peptidyl-proline hydroxylation to 4-hydroxy-L-proline","BP",1
"5472","GO:0019511",0.0267074357512873,1,1,1,"peptidyl-proline hydroxylation","BP",1
"6632","GO:0031543",0.0267074357512873,1,1,1,"peptidyl-proline dioxygenase activity","MF",1
"6633","GO:0031545",0.0267074357512873,1,1,1,"peptidyl-proline 4-dioxygenase activity","MF",1
"16791","GO:1905289",0.0267074357512873,1,1,1,"regulation of CAMKK-AMPK signaling cascade","BP",1
"16792","GO:1905290",0.0267074357512873,1,1,1,"negative regulation of CAMKK-AMPK signaling cascade","BP",1
"4230","GO:0010869",0.026740428188405,0.998179383732156,2,9,NA,NA,1
"5352","GO:0019082",0.0270139622927752,1,1,1,"viral protein processing","BP",1
"7190","GO:0032804",0.0270139622927752,1,1,1,"negative regulation of low-density lipoprotein particle receptor catabolic process","BP",1
"7230","GO:0032898",0.0270139622927752,1,1,1,"neurotrophin production","BP",1
"7231","GO:0032902",0.0270139622927752,1,1,1,"nerve growth factor production","BP",1
"7235","GO:0032911",0.0270139622927752,1,1,1,"negative regulation of transforming growth factor beta1 production","BP",1
"13614","GO:0071635",0.0270139622927752,1,1,1,"negative regulation of transforming growth factor beta production","BP",1
"14338","GO:0090472",0.0270139622927752,1,1,1,"dibasic protein processing","BP",1
"8100","GO:0035293",0.0270751763905266,0.996332972722725,3,16,"chitin-based larval cuticle pattern formation","BP",1
"2272","GO:0006109",0.0270809239260356,0.992145841821048,6,63,"regulation of carbohydrate metabolic process","BP",1
"6759","GO:0031960",0.0271766006240517,0.992100466204146,6,65,"response to corticosteroid","BP",1
"7849","GO:0034754",0.0272480949336217,0.994602321616083,4,30,"cellular hormone metabolic process","BP",1
"12558","GO:0061067",0.0277160278315345,0.998076147298386,2,9,"negative regulation of dauer larval development","BP",1
"13613","GO:0071634",0.0280154716501439,0.998044051395656,2,9,"regulation of transforming growth factor beta production","BP",1
"9354","GO:0043467",0.028297528047718,0.991750046429567,6,57,"regulation of generation of precursor metabolites and energy","BP",1
"1647","GO:0004637",0.0291157626751864,1,1,1,"phosphoribosylamine-glycine ligase activity","MF",1
"1650","GO:0004641",0.0291157626751864,1,1,1,"phosphoribosylformylglycinamidine cyclo-ligase activity","MF",1
"1652","GO:0004644",0.0291157626751864,1,1,1,"phosphoribosylglycinamide formyltransferase activity","MF",1
"5108","GO:0016882",0.0291157626751864,1,1,1,"cyclo-ligase activity","MF",1
"14100","GO:0086038",0.0291648687255277,1,1,1,"calcium:sodium antiporter activity involved in regulation of cardiac muscle cell membrane potential","MF",1
"16947","GO:1905815",0.0291648687255277,1,1,1,"regulation of dorsal/ventral axon guidance","BP",1
"2781","GO:0006952",0.0292024915545865,0.98522517588864,16,277,"defense response","BP",1
"4115","GO:0010675",0.0293104888097657,0.992543617794948,5,49,"regulation of cellular carbohydrate metabolic process","BP",1
"14528","GO:0097237",0.0297226506262312,0.989275279518077,8,93,"cellular response to toxic substance","BP",1
"873","GO:0002439",0.0297572344220056,1,1,1,"chronic inflammatory response to antigenic stimulus","BP",1
"1391","GO:0004013",0.0297572344220056,1,1,1,"adenosylhomocysteinase activity","MF",1
"5064","GO:0016802",0.0297572344220056,1,1,1,"trialkylsulfonium hydrolase activity","MF",1
"5471","GO:0019510",0.0297572344220056,1,1,1,"S-adenosylhomocysteine catabolic process","BP",1
"13421","GO:0071268",0.0297572344220056,1,1,1,"homocysteine biosynthetic process","BP",1
"14756","GO:0098604",0.0297572344220056,1,1,1,"adenosylselenohomocysteinase activity","MF",1
"3428","GO:0008363",0.0298404782972388,0.995768313989511,3,17,"larval chitin-based cuticle development","BP",1
"8828","GO:0042337",0.0298404782972388,0.995768313989511,3,17,"cuticle development involved in chitin-based cuticle molting cycle","BP",1
"4068","GO:0010608",0.0302104282829839,0.985040485235405,15,242,"posttranscriptional regulation of gene expression","BP",1
"13548","GO:0071482",0.0303017957226335,0.990939423227444,6,70,"cellular response to light stimulus","BP",1
"1386","GO:0004001",0.0303877679155202,1,1,1,"adenosine kinase activity","MF",1
"2298","GO:0006169",0.0303877679155202,1,1,1,"adenosine salvage","BP",1
"2302","GO:0006175",0.0303877679155202,1,1,1,"dATP biosynthetic process","BP",1
"3654","GO:0009153",0.0303877679155202,1,1,1,"purine deoxyribonucleotide biosynthetic process","BP",1
"10264","GO:0046086",0.0303877679155202,1,1,1,"adenosine biosynthetic process","BP",1
"6573","GO:0031424",0.0308015741868611,0.997736377585661,2,9,"keratinization","BP",1
"798","GO:0002248",0.0308331110382722,1,1,1,"connective tissue replacement involved in inflammatory response wound healing","BP",1
"4052","GO:0010573",0.0308331110382722,1,1,1,"vascular endothelial growth factor production","BP",1
"12321","GO:0060574",0.0308331110382722,1,1,1,"intestinal epithelial cell maturation","BP",1
"12528","GO:0061030",0.0308331110382722,1,1,1,"epithelial cell differentiation involved in mammary gland alveolus development","BP",1
"12687","GO:0061433",0.0308331110382722,1,1,1,"cellular response to caloric restriction","BP",1
"12804","GO:0061771",0.0308331110382722,1,1,1,"response to caloric restriction","BP",1
"12919","GO:0070099",0.0308331110382722,1,1,1,"regulation of chemokine-mediated signaling pathway","BP",1
"12920","GO:0070101",0.0308331110382722,1,1,1,"positive regulation of chemokine-mediated signaling pathway","BP",1
"13409","GO:0071245",0.0308331110382722,1,1,1,"cellular response to carbon monoxide","BP",1
"13411","GO:0071250",0.0308331110382722,1,1,1,"cellular response to nitrite","BP",1
"14060","GO:0080033",0.0308331110382722,1,1,1,"response to nitrite","BP",1
