"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"2697","GO:0006810",0.709744504763467,0.566840347597949,2,1365,"transport","BP"
"9057","GO:0042802",0.712046350316811,0.659471537606575,1,670,"identical protein binding","MF"
"12879","GO:0070013",0.717228781755406,0.51539141551044,3,1939,"intracellular organelle lumen","CC"
"9243","GO:0043233",0.718236232217585,0.514156396960103,3,1943,"organelle lumen","CC"
"6765","GO:0031974",0.718492181823285,0.513842279012082,3,1944,"membrane-enclosed lumen","CC"
"1997","GO:0005654",0.718506951932595,0.556037705033124,2,1358,"nucleoplasm","CC"
"11491","GO:0051234",0.732185600309384,0.538756954689149,2,1429,"establishment of localization","BP"
"7456","GO:0033554",0.748088368274174,0.613188829165045,1,759,"cellular response to stress","BP"
"10560","GO:0046907",0.750531603428595,0.609874195528473,1,753,"intracellular transport","BP"
"2689","GO:0006793",0.752053498066288,0.607794911885689,1,755,"phosphorus metabolic process","BP"
"2695","GO:0006807",0.7553759569736,0.444010366633972,4,2641,"nitrogen compound metabolic process","BP"
"9491","GO:0043933",0.782758205687893,0.563720946201222,1,785,"protein-containing complex organization","BP"
"9572","GO:0044238",0.784643693034243,0.405291353898312,4,2746,"primary metabolic process","BP"
"7795","GO:0034645",0.788524669259469,0.55497663837728,1,760,"cellular macromolecule biosynthetic process","BP"
"7218","GO:0032879",0.790029104725862,0.552615461822848,1,906,"regulation of localization","BP"
"11691","GO:0051649",0.792384022227667,0.548989978462779,1,862,"establishment of localization in cell","BP"
"3587","GO:0009059",0.792637140232377,0.548630538851043,1,770,"macromolecule biosynthetic process","BP"
"6767","GO:0031981",0.805127556018613,0.437256146671181,2,1600,"nuclear lumen","CC"
"6403","GO:0031090",0.809439020875491,0.521799409086391,1,840,"organelle membrane","CC"
"13650","GO:0071704",0.812876663388657,0.365921329822878,4,2857,"organic substance metabolic process","BP"
"9660","GO:0044428",0.840808417571797,0.380733983995742,2,1725,NA,NA
"11458","GO:0051179",0.845403038761683,0.373055002363327,2,1804,"localization","BP"
"9671","GO:0044444",0.861388390182688,0.292782705655416,4,3085,NA,NA
"11684","GO:0051641",0.861768495947407,0.427637828200253,1,1085,"cellular localization","BP"
"4096","GO:0010646",0.873081050150132,0.404775211938182,1,1144,"regulation of cell communication","BP"
"5849","GO:0022607",0.873580967991379,0.403750634064024,1,1098,"cellular component assembly","BP"
"5896","GO:0023051",0.876107404648572,0.398482232651257,1,1158,"regulation of signaling","BP"
"9658","GO:0044425",0.880871611749019,0.388427821112647,1,1117,NA,NA
"9582","GO:0044260",0.891638192589611,0.289791662240823,2,1911,"cellular macromolecule metabolic process","BP"
"1282","GO:0003674",0.891833930236909,0.232692186709971,5,3890,"molecular_function","MF"
"2780","GO:0006950",0.893843042337959,0.359959402345407,1,1214,"response to stress","BP"
"10903","GO:0048583",0.900603194393569,0.344460996500662,1,1284,"regulation of response to stimulus","BP"
"9533","GO:0044085",0.903573462341338,0.3375102383858,1,1230,"cellular component biogenesis","BP"
"3910","GO:0009987",0.916117262657772,0.190779756078877,5,4026,"cellular process","BP"
"2044","GO:0005737",0.920894045971389,0.19032505023126,4,3464,"cytoplasm","CC"
"9657","GO:0044424",0.923363133168814,0.177664059893067,5,4094,NA,NA
"12871","GO:0065008",0.924337289803037,0.285885942886,1,1399,"regulation of biological quality","BP"
"1986","GO:0005622",0.924680647383636,0.175245157795721,5,4107,"intracellular anatomical structure","CC"
"4321","GO:0012505",0.925453216050343,0.282954277035906,1,1370,"endomembrane system","CC"
"1988","GO:0005634",0.939893845363764,0.187100270309432,2,2258,"nucleus","CC"
"9688","GO:0044464",0.941075125338107,0.144162026973935,5,4250,NA,NA
"1987","GO:0005623",0.941483305279582,0.14336271188273,5,4252,NA,NA
"1939","GO:0005488",0.942046037067756,0.160363632646906,3,3059,"binding","MF"
"9673","GO:0044446",0.946082383277786,0.151546994343416,3,3013,NA,NA
"9204","GO:0043170",0.948007069048728,0.167522883383292,2,2326,"macromolecule metabolic process","BP"
"1975","GO:0005575",0.949383232122853,0.127613897323175,5,4336,"cellular_component","CC"
"9238","GO:0043228",0.951429143318171,0.208710882994741,1,1587,"non-membrane-bounded organelle","CC"
"9242","GO:0043232",0.951429143318171,0.208710882994741,1,1587,"intracellular non-membrane-bounded organelle","CC"
"9656","GO:0044422",0.952696130695255,0.136707811657916,3,3088,NA,NA
"3296","GO:0008150",0.952954986801999,0.120305885125002,5,4373,"biological_process","BP"
"10869","GO:0048522",0.961902060858322,0.174741371561291,1,1705,"positive regulation of cellular process","BP"
"11723","GO:0051716",0.962120886454492,0.173999423518602,1,1712,"cellular response to stimulus","BP"
"9241","GO:0043231",0.96646776662388,0.103953446364534,3,3246,"intracellular membrane-bounded organelle","CC"
"4710","GO:0016020",0.967837066864262,0.154091414621759,1,1748,"membrane","CC"
"10865","GO:0048518",0.973588806727001,0.13287400802063,1,1888,"positive regulation of biological process","BP"
"9237","GO:0043227",0.975595647955998,0.0804487525006086,3,3420,"membrane-bounded organelle","CC"
"15491","GO:1901564",0.978629897497605,0.113095014300573,1,1876,"organonitrogen compound metabolic process","BP"
"7279","GO:0032991",0.983401578499619,0.0930787286288052,1,2001,"protein-containing complex","CC"
"4720","GO:0016043",0.985167365868266,0.0852788701461784,1,2137,"cellular component organization","BP"
"9239","GO:0043229",0.985837990810154,0.0515331449941351,3,3693,"intracellular organelle","CC"
"9236","GO:0043226",0.987180340607469,0.0474629675794686,3,3746,"organelle","CC"
"11299","GO:0050896",0.987703781768933,0.0736290087140686,1,2222,"response to stimulus","BP"
"13697","GO:0071840",0.988592469840864,0.0694041542681755,1,2250,"cellular component organization or biogenesis","BP"
"1951","GO:0005515",0.989870214653357,0.0631799050666164,1,2333,"protein binding","MF"
"11232","GO:0050794",0.996632075860473,0.0259493995329606,1,2785,"regulation of cellular process","BP"
"11228","GO:0050789",0.998006807708945,0.0168153642657899,1,2981,"regulation of biological process","BP"
"12870","GO:0065007",0.998854543549819,0.010575384044061,1,3184,"biological regulation","BP"
"15495","GO:1901568",0.999999999999996,0.917702401007849,0,50,"fatty acid derivative metabolic process","BP"
"3695","GO:0009206",0.999999999999996,0.924412803279725,0,40,"purine ribonucleoside triphosphate biosynthetic process","BP"
"3067","GO:0007411",0.999999999999997,0.730683106663771,0,187,"axon guidance","BP"
"15408","GO:1901222",0.999999999999997,0.940566521759257,0,30,"regulation of NIK/NF-kappaB signaling","BP"
"14500","GO:0097190",0.999999999999997,0.797148073591223,0,121,"apoptotic signaling pathway","BP"
"12128","GO:0060251",0.999999999999997,0.960305386899268,0,20,"regulation of glial cell proliferation","BP"
"8777","GO:0042176",0.999999999999997,0.730507924739648,0,183,"regulation of protein catabolic process","BP"
"9469","GO:0043679",0.999999999999997,0.881825245559435,0,77,"axon terminus","CC"
"4322","GO:0012506",0.999999999999998,0.683667581596606,0,215,"vesicle membrane","CC"
"4945","GO:0016570",0.999999999999998,0.758178630333653,0,166,"histone modification","BP"
"14815","GO:0098791",0.999999999999998,0.678193729776377,0,225,"Golgi apparatus subcompartment","CC"
"3642","GO:0009141",0.999999999999998,0.757668445641396,0,128,"nucleoside triphosphate metabolic process","BP"
"10998","GO:0048738",0.999999999999998,0.880898607446753,0,70,"cardiac muscle tissue development","BP"
"467","GO:0001654",0.999999999999998,0.565146359058611,0,319,"eye development","BP"
"13494","GO:0071396",0.999999999999998,0.732741835233507,0,172,"cellular response to lipid","BP"
"13556","GO:0071495",0.999999999999998,0.468421064471323,0,428,"cellular response to endogenous stimulus","BP"
"2779","GO:0006949",0.999999999999999,0.946475500503565,0,35,"syncytium formation","BP"
"547","GO:0001775",0.999999999999999,0.571412796520005,0,318,"cell activation","BP"
"10917","GO:0048609",0.999999999999999,0.284092679530874,0,724,"multicellular organismal reproductive process","BP"
"5974","GO:0030141",0.999999999999999,0.614068983959734,0,278,"secretory granule","CC"
"3426","GO:0008361",0.999999999999999,0.783172054001609,0,146,"regulation of cell size","BP"
"8678","GO:0040011",0.999999999999999,0.363708020005032,0,592,"locomotion","BP"
"9678","GO:0044451",0.999999999999999,0.425306250455683,0,477,NA,NA
"14773","GO:0098655",0.999999999999999,0.773679586146528,0,161,"monoatomic cation transmembrane transport","BP"
"2767","GO:0006928",0.999999999999999,0.318136756995258,0,671,NA,NA
"6541","GO:0031349",0.999999999999999,0.873270888697778,0,88,"positive regulation of defense response","BP"
"8975","GO:0042641",0.999999999999999,0.949077507860395,0,30,"actomyosin","CC"
"5815","GO:0022008",1,0.222702688589844,0,840,"neurogenesis","BP"
"7753","GO:0034502",1,0.938383309321016,0,40,"protein localization to chromosome","BP"
"2143","GO:0005886",1,0.169730707066218,0,1003,"plasma membrane","CC"
"3878","GO:0009890",1,0.335802578780211,0,580,"negative regulation of biosynthetic process","BP"
"5056","GO:0016787",1,0.224790186278861,0,838,"hydrolase activity","MF"
"6520","GO:0031326",1,0.0931512313392341,0,1238,"regulation of cellular biosynthetic process","BP"
"6768","GO:0031982",1,0.252193592013625,0,790,"vesicle","CC"
"5846","GO:0022604",1,0.663532723605225,0,247,"regulation of cell morphogenesis","BP"
"320","GO:0000976",1,0.707839047916845,0,174,"transcription cis-regulatory region binding","MF"
"2471","GO:0006464",1,0.141819048011881,0,1040,NA,NA
"2485","GO:0006486",1,0.86026317258512,0,72,"protein glycosylation","BP"
"5395","GO:0019219",1,0.104699043388272,0,1186,"regulation of nucleobase-containing compound metabolic process","BP"
"6899","GO:0032268",1,0.190581555238064,0,906,NA,NA
"7649","GO:0034248",1,0.68833529873417,0,200,"regulation of amide metabolic process","BP"
"8471","GO:0036211",1,0.141819048011881,0,1040,"protein modification process","BP"
"8824","GO:0042330",1,0.653913620472833,0,257,"taxis","BP"
"9336","GO:0043413",1,0.86026317258512,0,72,"macromolecule glycosylation","BP"
"11428","GO:0051129",1,0.563470585008431,0,350,"negative regulation of cellular component organization","BP"
"13438","GO:0071310",1,0.267717160530328,0,717,"cellular response to organic substance","BP"
"2384","GO:0006325",1,0.631217072875799,0,277,"chromatin organization","BP"
"2586","GO:0006629",1,0.546188869913755,0,340,"lipid metabolic process","BP"
"3797","GO:0009582",1,0.890234373154863,0,67,"detection of abiotic stimulus","BP"
"3816","GO:0009636",1,0.620533993366143,0,250,"response to toxic substance","BP"
"4007","GO:0010468",1,0.0705080351973136,0,1369,"regulation of gene expression","BP"
