"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.917906539896258 -1 23 "GO:0000291;GO:0043928" "obsolete nuclear-transcribed mRNA catabolic process, exonucleolytic" 1
0 0.411980006822469 2 97 "GO:0000302" "response to reactive oxygen species" 1
0 0.392109408209546 3 13 "GO:0000305;GO:0000303" "response to oxygen radical" 1
0 0.234516889092941 8 9 "GO:0000338" "protein deneddylation" 1
0 0.998284617958181 2 269 "GO:0000375;GO:0008380;GO:0000377;GO:0000398;GO:0006397" "mRNA processing" 1
0 0.274459037292262 6 10 "GO:0000380" "alternative mRNA splicing, via spliceosome" 1
0 0.892672346222063 2 49 "GO:0000381" "regulation of alternative mRNA splicing, via spliceosome" 1
0 1 2 25 "GO:0000387" "spliceosomal snRNP assembly" 1
0 0.662159347127664 2 10 "GO:0000389" "mRNA 3'-splice site recognition" 1
0 1 5 6 "GO:0000393;GO:0000350" "spliceosomal conformational changes to generate catalytic conformation" 1
0 0.47836643589259 3 6 "GO:0000394;GO:0006388" "RNA splicing, via endonucleolytic cleavage and ligation" 1
0 0.957334631769542 3 29 "GO:0000413;GO:0018208" "peptidyl-proline modification" 1
0 1 -1 5 "GO:0000414" "obsolete regulation of histone H3-K36 methylation" 1
0 0.465708212686531 2 15 "GO:0000422;GO:0061726" "autophagy of mitochondrion" 1
0 1 3 7 "GO:0000447" "endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 1
0 1 3 5 "GO:0000459;GO:0000467" "exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 1
0 1 2 26 "GO:0000460" "maturation of 5.8S rRNA" 1
0 0.961747262446068 3 30 "GO:0000462" "maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 1
0 0.580181268693993 2 8 "GO:0000463" "maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 1
0 1 2 17 "GO:0000466" "maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 1
0 1 -1 20 "GO:0000469" "obsolete cleavage involved in rRNA processing" 1
0 0.842194237771788 2 17 "GO:0000470" "maturation of LSU-rRNA" 1
0 1 2 14 "GO:0000479;GO:0000478" "obsolete endonucleolytic cleavage involved in rRNA processing" 1
0 0.580181268693993 2 8 "GO:0000491;GO:0000492" "small nucleolar ribonucleoprotein complex assembly" 1
0 0.774668859024963 4 95 "GO:0000578;GO:0009948;GO:0007351;GO:0008595" "anterior/posterior axis specification" 1
0 0.662159347127664 2 10 "GO:0000712" "resolution of meiotic recombination intermediates" 1
0 0.0737835823785829 4 16 "GO:0000715" "nucleotide-excision repair, DNA damage recognition" 1
0 0.756162582707834 3 13 "GO:0000722;GO:0006312" "mitotic recombination" 1
0 0.576212385506281 2 49 "GO:0000723;GO:0032200" "telomere organization" 1
0 0.0800805532349384 5 52 "GO:0000724;GO:0000725" "recombinational repair" 1
0 0.0915921356870091 -1 31 "GO:0000726;GO:0006303" "obsolete non-recombinational repair" 1
0 0.0747482962956537 5 10 "GO:0000729" "DNA double-strand break processing" 1
0 0.425813812597727 5 23 "GO:0000731;GO:0006301;GO:0019985" "postreplication repair" 1
0 0.873069922523646 -1 19 "GO:0000737;GO:0006308;GO:0006309;GO:0006921;GO:0030262" "cellular component disassembly involved in execution phase of apoptosis" 1
0 0.888292469058935 3 35 "GO:0000768;GO:0006949;GO:0140253;GO:0007520" "syncytium formation" 1
0 0.997081853920219 -1 477 "GO:0000904;GO:0048812;GO:0120039;GO:0048858;GO:0031175;GO:0032990;GO:0048667" "neuron projection development" 1
0 1 2 11 "GO:0000912;GO:0000915" "assembly of actomyosin apparatus involved in cytokinesis" 1
0 1 5 7 "GO:0000916;GO:0036213" "actomyosin contractile ring contraction" 1
0 0.756162582707834 3 13 "GO:0000920;GO:0039702;GO:0046755" "viral budding" 1
0 0.662159347127664 2 10 "GO:0000959" "mitochondrial RNA metabolic process" 1
0 0.743872350912026 2 25 "GO:0000966" "RNA 5'-end processing" 1
0 0.375183856996978 3 141 "GO:0001101" "response to acid chemical" 1
0 1 6 5 "GO:0001188" "RNA polymerase I preinitiation complex assembly" 1
0 0.997784339540055 4 157 "GO:0001501" "skeletal system development" 1
0 0.532028461486587 3 7 "GO:0001502;GO:0098743" "cell aggregation" 1
0 0.524401791404584 2 66 "GO:0001503" "ossification" 1
0 1 2 9 "GO:0001504" "neurotransmitter uptake" 1
0 0.25566566659274 -1 166 "GO:0001505" "obsolete regulation of neurotransmitter levels" 1
0 0.693879055850923 4 34 "GO:0001508" "action potential" 1
0 0.712885691719526 5 35 "GO:0001510" "RNA methylation" 1
0 0.500485903557515 4 16 "GO:0001516;GO:0046457;GO:0006636;GO:0019371" "unsaturated fatty acid biosynthetic process" 1
0 1 2 7 "GO:0001522" "pseudouridine synthesis" 1
0 0.0600219360837692 4 15 "GO:0001523;GO:0016101" "diterpenoid metabolic process" 1
0 0.901762975857009 2 88 "GO:0001525" "angiogenesis" 1
0 0.599977268205205 3 40 "GO:0001539;GO:0060285;GO:0060294;GO:0030317;GO:0097722" "cilium or flagellum-dependent cell motility" 1
0 0.251306795960052 2 25 "GO:0001541" "ovarian follicle development" 1
0 0.47836643589259 2 6 "GO:0001553" "luteinization" 1
0 0.274459037292262 3 10 "GO:0001556" "oocyte maturation" 1
0 0.999805253660675 4 188 "GO:0001558" "regulation of cell growth" 0.997724532851115
0 0.720775390982162 2 174 "GO:0001568;GO:0001944;GO:0048514" "vasculature development" 1
0 1 2 12 "GO:0001569" "branching involved in blood vessel morphogenesis" 1
0 0.693879055850923 3 34 "GO:0001570" "vasculogenesis" 1
0 0.0850608140754124 3 76 "GO:0001578;GO:0035082" "microtubule bundle formation" 1
0 0.454055064104193 3 24 "GO:0001649" "osteoblast differentiation" 1
0 0.940883011701579 3 403 "GO:0001654;GO:0007423" "sensory organ development" 1
0 0.773608788000024 2 170 "GO:0001655;GO:0072001" "urogenital system development" 1
0 0.274952253216586 5 26 "GO:0001656" "metanephros development" 1
0 0.537810040709239 5 47 "GO:0001657;GO:0072164;GO:0072163;GO:0001823" "mesonephric tubule development" 1
0 0.0796580113552327 2 23 "GO:0001658" "branching involved in ureteric bud morphogenesis" 1
0 0.47836643589259 2 6 "GO:0001659" "temperature homeostasis" 1
0 1 3 8 "GO:0001662;GO:0002209;GO:0042596" "behavioral defense response" 1
0 0.718815290226648 2 153 "GO:0001666;GO:0036293;GO:0070482" "response to oxygen levels" 1
0 0.987983558882934 4 173 "GO:0001667" "ameboidal-type cell migration" 1
0 1 4 8 "GO:0001675" "acrosome assembly" 1
0 0.2232781382062 4 40 "GO:0001676" "long-chain fatty acid metabolic process" 1
0 1 2 6 "GO:0001682;GO:0099116" "tRNA 5'-end processing" 1
0 0.724193324614547 2 101 "GO:0001700" "embryonic development via the syncytial blastoderm" 1
0 0.967165143433946 2 156 "GO:0001701" "in utero embryonic development" 1
0 0.781287626401898 5 14 "GO:0001702" "gastrulation with mouth forming second" 1
0 0.781759495374972 5 27 "GO:0001703;GO:0010004" "gastrulation with mouth forming first" 1
0 0.57334532331097 2 69 "GO:0001704;GO:0001707;GO:0048332" "formation of primary germ layer" 1
0 0.584841816257666 2 29 "GO:0001706;GO:0035987" "endoderm formation" 1
0 0.619798729928492 2 72 "GO:0001708" "cell fate specification" 1
0 0.962087514791714 2 90 "GO:0001709" "cell fate determination" 1
0 0.867422744122563 2 33 "GO:0001710;GO:0060795;GO:0048333" "cell fate commitment involved in formation of primary germ layer" 1
0 0.873069922523646 2 19 "GO:0001711" "endodermal cell fate commitment" 1
0 0.234516889092941 3 9 "GO:0001731" "formation of translation preinitiation complex" 1
0 0.756162582707834 4 13 "GO:0001737" "establishment of imaginal disc-derived wing hair orientation" 1
0 0.557283484936149 2 68 "GO:0001738;GO:0001736;GO:0007164" "morphogenesis of a polarized epithelium" 1
0 0.532028461486587 3 7 "GO:0001742;GO:0007438" "oenocyte differentiation" 1
0 0.56479395704033 2 158 "GO:0001745;GO:0048749" "compound eye development" 1
0 0.418566461076249 6 5 "GO:0001746;GO:0055034" "Bolwig's organ development" 1
0 0.974408196221834 2 67 "GO:0001751" "compound eye photoreceptor cell differentiation" 1
0 1 5 20 "GO:0001752;GO:0042706;GO:0046552" "photoreceptor cell fate commitment" 1
0 1 6 20 "GO:0001755;GO:0090497" "neural crest cell migration" 1
0 0.897546699480182 2 36 "GO:0001756" "somitogenesis" 1
0 1 2 6 "GO:0001757" "somite specification" 1
0 1 6 18 "GO:0001759;GO:0003347;GO:0060979;GO:1904847;GO:2000544" "regulation of endothelial cell chemotaxis to fibroblast growth factor" 1
0 0.599032206655177 2 101 "GO:0001763;GO:0048754;GO:0061138" "morphogenesis of a branching structure" 1
0 0.986226087533278 4 58 "GO:0001764" "neuron migration" 1
0 1 2 8 "GO:0001773;GO:0097028;GO:0043011" "myeloid dendritic cell activation" 1
0 0.965076762871475 2 318 "GO:0001775;GO:0045321" "cell activation" 1
0 1 2 20 "GO:0001776;GO:0002260" "leukocyte homeostasis" 1
0 1 2 13 "GO:0001782" "B cell homeostasis" 1
0 0.47836643589259 7 6 "GO:0001783;GO:0044346" "B cell apoptotic process" 1
0 0.676196702374928 2 44 "GO:0001816" "cytokine production" 1
0 0.9435517988306 5 158 "GO:0001817" "regulation of cytokine production" 1
0 0.929904278170859 2 68 "GO:0001818" "negative regulation of cytokine production" 1
0 0.907431451139186 2 89 "GO:0001819" "positive regulation of cytokine production" 1
0 0.761146961911135 2 126 "GO:0001822" "kidney development" 1
0 0.639394932795234 3 42 "GO:0001824" "blastocyst development" 1
0 1 2 16 "GO:0001825" "blastocyst formation" 1
0 1 3 9 "GO:0001829" "trophectodermal cell differentiation" 1
0 0.353611931023238 2 12 "GO:0001832" "blastocyst growth" 1
0 0.156394282328609 2 7 "GO:0001833" "inner cell mass cell proliferation" 1
0 0.532028461486587 2 7 "GO:0001836" "release of cytochrome c from mitochondria" 1
0 0.988509256939889 2 41 "GO:0001837" "epithelial to mesenchymal transition" 1
0 0.890467385594072 2 74 "GO:0001838" "embryonic epithelial tube formation" 1
0 0.47836643589259 3 6 "GO:0001840" "neural plate development" 1
0 0.961334481708329 6 62 "GO:0001841;GO:0001843;GO:0060606;GO:0014020" "neural tube formation" 1
0 0.234516889092941 3 9 "GO:0001845" "phagolysosome assembly" 1
0 0.532028461486587 4 7 "GO:0001881" "receptor recycling" 1
0 0.500485903557515 5 16 "GO:0001885" "endothelial cell development" 1
0 0.848433264123499 2 92 "GO:0001889;GO:0061008" "hepaticobiliary system development" 1
0 0.961334481708329 2 62 "GO:0001890" "placenta development" 1
0 0.984043486414901 2 38 "GO:0001892;GO:0060711" "embryonic placenta development" 1
0 1 3 13 "GO:0001893" "maternal placenta development" 1
0 0.220418053949904 4 91 "GO:0001894" "tissue homeostasis" 1
0 0.60850185006724 2 30 "GO:0001895;GO:0045494" "retina homeostasis" 1
0 1 2 11 "GO:0001906" "cell killing" 1
0 1 3 7 "GO:0001909" "leukocyte mediated cytotoxicity" 1
0 0.623389316144124 2 9 "GO:0001910" "regulation of leukocyte mediated cytotoxicity" 1
0 0.47836643589259 6 6 "GO:0001912" "positive regulation of leukocyte mediated cytotoxicity" 1
0 1 3 5 "GO:0001913" "T cell mediated cytotoxicity" 1
0 1 4 14 "GO:0001919" "regulation of receptor recycling" 1
0 1 5 8 "GO:0001921" "positive regulation of receptor recycling" 1
0 1 3 5 "GO:0001922" "B-1 B cell homeostasis" 1
0 0.994379231603754 5 185 "GO:0001933;GO:0042326" "negative regulation of phosphorylation" 1
0 0.996921084223714 2 346 "GO:0001934;GO:0042327;GO:0045937;GO:0010562" "positive regulation of phosphate metabolic process" 1
0 1 2 12 "GO:0001935" "endothelial cell proliferation" 1
0 0.875419996239525 6 47 "GO:0001936;GO:0001938" "regulation of endothelial cell proliferation" 1
0 0.353611931023238 4 12 "GO:0001937" "negative regulation of endothelial cell proliferation" 1
0 0.580181268693993 3 8 "GO:0001941" "postsynaptic membrane organization" 1
0 0.844947163444303 2 44 "GO:0001942;GO:0022405;GO:0042633;GO:0098773" "hair cycle" 1
0 1 3 12 "GO:0001945" "lymph vessel development" 1
0 1 2 6 "GO:0001946;GO:0036303" "lymphangiogenesis" 1
0 0.865905535360007 4 46 "GO:0001947;GO:0003143" "embryonic heart tube morphogenesis" 1
0 0.313916248485289 2 45 "GO:0001952" "regulation of cell-matrix adhesion" 1
0 0.117680520293807 2 12 "GO:0001953" "negative regulation of cell-matrix adhesion" 1
0 0.624224434819598 3 20 "GO:0001954" "positive regulation of cell-matrix adhesion" 1
0 0.781287626401898 2 14 "GO:0001956" "positive regulation of neurotransmitter secretion" 1
0 0.952414262030757 4 28 "GO:0001958;GO:0036075;GO:0060350" "endochondral bone morphogenesis" 1
0 1 5 35 "GO:0001959;GO:0060759" "regulation of response to cytokine stimulus" 1
0 1 3 9 "GO:0001960;GO:0060761" "negative regulation of response to cytokine stimulus" 1
0 1 3 12 "GO:0001961;GO:0060760" "positive regulation of response to cytokine stimulus" 1
0 0.623389316144124 4 9 "GO:0001964" "startle response" 1
0 0.532028461486587 2 7 "GO:0001967" "suckling behavior" 1
0 1 3 10 "GO:0001974" "blood vessel remodeling" 1
0 0.623389316144124 2 9 "GO:0001975" "response to amphetamine" 1
0 1 5 18 "GO:0001990;GO:0003044;GO:0003081" "regulation of systemic arterial blood pressure by hormone" 1
0 1 3 13 "GO:0001991;GO:0002002;GO:0002003" "regulation of systemic arterial blood pressure by circulatory renin-angiotensin" 1
0 0.534885705752285 2 27 "GO:0002011" "morphogenesis of an epithelial sheet" 1
0 1 2 15 "GO:0002026" "regulation of the force of heart contraction" 1
0 1 5 25 "GO:0002027" "regulation of heart rate" 1
0 0.798795489131867 2 28 "GO:0002028;GO:1902305" "regulation of sodium ion transport" 1
0 1 4 5 "GO:0002029;GO:0022401" "desensitization of G protein-coupled receptor signaling pathway" 1
0 1 6 6 "GO:0002036;GO:0010958;GO:1903789" "regulation of amino acid transmembrane transport" 1
0 0.454055064104193 2 24 "GO:0002040" "sprouting angiogenesis" 1
0 0.418566461076249 8 5 "GO:0002042" "cell migration involved in sprouting angiogenesis" 1
0 0.392109408209546 3 13 "GO:0002052" "positive regulation of neuroblast proliferation" 1
0 0.653062342660309 2 32 "GO:0002053;GO:0010464" "regulation of mesenchymal cell proliferation" 1
0 0.843031870037312 3 31 "GO:0002062" "chondrocyte differentiation" 1
0 0.234516889092941 4 9 "GO:0002063" "chondrocyte development" 1
0 0.908009542967327 2 249 "GO:0002064;GO:0002065;GO:0002066" "epithelial cell development" 1
0 0.961747262446068 2 30 "GO:0002067" "glandular epithelial cell differentiation" 1
0 0.803829013095853 2 15 "GO:0002068;GO:0003309;GO:0003323" "type B pancreatic cell differentiation" 1
0 1 3 6 "GO:0002070" "epithelial cell maturation" 1
0 1 2 6 "GO:0002072;GO:0003408" "optic cup morphogenesis involved in camera-type eye development" 1
0 0.397080836007555 8 22 "GO:0002082;GO:1903715" "regulation of aerobic respiration" 1
0 0.972435283484451 2 33 "GO:0002088" "lens development in camera-type eye" 1
0 0.886167053455438 2 20 "GO:0002089;GO:0055062;GO:0072505;GO:0072506" "lens morphogenesis in camera-type eye" 1
0 0.926385138706693 3 24 "GO:0002090" "regulation of receptor internalization" 1
0 0.781287626401898 5 14 "GO:0002092" "positive regulation of receptor internalization" 1
0 0.696946278916931 2 11 "GO:0002093;GO:0060088" "auditory receptor cell morphogenesis" 1
0 1 3 7 "GO:0002097;GO:0002098" "tRNA wobble base modification" 1
0 1 3 8 "GO:0002118;GO:0002121" "aggressive behavior" 1
0 0.990049275980396 2 163 "GO:0002119" "nematode larval development" 1
0 0.995621372591597 3 228 "GO:0002164" "larval development" 1
0 0.7684584206616 2 253 "GO:0002165;GO:0007560;GO:0007552;GO:0009886;GO:0048563;GO:0048707" "instar larval or pupal development" 1
0 0.808223515135622 2 41 "GO:0002168" "instar larval development" 1
0 0.986781921633086 4 90 "GO:0002181" "cytoplasmic translation" 1
0 0.392109408209546 2 13 "GO:0002183" "cytoplasmic translational initiation" 1
0 0.00653867711267865 2 23 "GO:0002200;GO:0002562;GO:0016444" "somatic diversification of immune receptors" 0.434210526315789
0 1 2 8 "GO:0002204;GO:0002208;GO:0002381;GO:0045190" "immunoglobulin production involved in immunoglobulin-mediated immune response" 1
0 0.865905535360007 4 46 "GO:0002218;GO:0002758" "activation of innate immune response" 1
0 0.565511800304067 3 18 "GO:0002220" "innate immune response activating cell surface receptor signaling pathway" 1
0 0.829368342150308 6 30 "GO:0002221" "pattern recognition receptor signaling pathway" 1
0 0.465708212686531 3 15 "GO:0002223;GO:1990858;GO:1990840" "cellular response to lectin" 1
0 0.90845386969759 2 22 "GO:0002224" "toll-like receptor signaling pathway" 1
0 1 2 6 "GO:0002227;GO:1902732" "innate immune response in mucosa" 1
0 0.623389316144124 4 9 "GO:0002230" "positive regulation of defense response to virus by host" 1
0 0.665601553136027 3 96 "GO:0002237;GO:0032496" "response to molecule of bacterial origin" 1
0 0.906083713163361 3 37 "GO:0002244" "hematopoietic progenitor cell differentiation" 1
0 0.67393980183063 3 33 "GO:0002250;GO:0002460" "adaptive immune response" 1
0 0.756162582707834 4 13 "GO:0002251;GO:0002385" "mucosal immune response" 1
0 0.99255290146275 2 293 "GO:0002252" "immune effector process" 1
0 0.735057437061395 3 102 "GO:0002253;GO:0002757;GO:0002764" "activation of immune response" 1
0 0.927871759424199 2 40 "GO:0002262;GO:0034101;GO:0030218" "myeloid cell homeostasis" 1
0 0.98697673981037 2 234 "GO:0002263;GO:0002274;GO:0002275;GO:0002366;GO:0002283;GO:0042119;GO:0036230;GO:0002443;GO:0002444;GO:0002446;GO:0043299;GO:0043312" "cell activation involved in immune response" 1
0 0.96925308532197 2 32 "GO:0002285" "lymphocyte activation involved in immune response" 1
0 1 4 15 "GO:0002286" "T cell activation involved in immune response" 1
0 1 6 11 "GO:0002287;GO:0002292;GO:0002293;GO:0002294;GO:0043367;GO:0035710;GO:0042093" "CD4-positive, alpha-beta T cell activation" 1
0 0.85846967526989 5 18 "GO:0002312" "B cell activation involved in immune response" 1
0 0.662159347127664 2 10 "GO:0002313;GO:0002335" "mature B cell differentiation" 1
0 1 4 7 "GO:0002315" "marginal zone B cell differentiation" 1
0 1 4 5 "GO:0002320" "lymphoid progenitor cell differentiation" 1
0 1 2 5 "GO:0002327" "immature B cell differentiation" 1
0 1 2 6 "GO:0002360" "T cell lineage commitment" 1
0 0.90845386969759 2 22 "GO:0002377;GO:0002440" "production of molecular mediator of immune response" 1
0 0.495651672144889 2 74 "GO:0002429;GO:0002768" "immune response-regulating cell surface receptor signaling pathway" 1
0 0.712885691719526 3 35 "GO:0002431;GO:0002433;GO:0038094;GO:0038096" "immune response-regulating cell surface receptor signaling pathway involved in phagocytosis" 1
0 0.418566461076249 3 5 "GO:0002437" "inflammatory response to antigenic stimulus" 1
0 0.722898767256244 2 24 "GO:0002449" "lymphocyte mediated immunity" 1
0 0.623389316144124 3 9 "GO:0002456" "T cell mediated immunity" 1
0 1 2 5 "GO:0002467" "germinal center formation" 1
0 0.142468062133327 2 20 "GO:0002474" "antigen processing and presentation of peptide antigen via MHC class I" 1
0 0.539383859055846 2 57 "GO:0002478;GO:0019884;GO:0048002" "antigen processing and presentation of peptide antigen" 1
0 0.314290029234999 2 11 "GO:0002479;GO:0042590" "antigen processing and presentation of exogenous peptide antigen via MHC class I" 1
0 0.435811404012118 2 42 "GO:0002495;GO:0002504;GO:0019886" "antigen processing and presentation of peptide antigen via MHC class II" 1
0 0.923881058590466 3 287 "GO:0002520;GO:0030097;GO:0048534" "immune system development" 1
0 0.497679862995511 3 113 "GO:0002521;GO:1903131" "leukocyte differentiation" 1
0 0.465708212686531 2 15 "GO:0002526" "acute inflammatory response" 1
0 0.465708212686531 2 15 "GO:0002532" "production of molecular mediator involved in inflammatory response" 1
0 0.418566461076249 2 5 "GO:0002566;GO:0016446" "somatic diversification of immune receptors via somatic mutation" 1
0 0.897546699480182 2 36 "GO:0002573" "myeloid leukocyte differentiation" 1
0 0.957334631769542 3 29 "GO:0002576" "platelet degranulation" 1
0 1 3 6 "GO:0002634" "regulation of germinal center formation" 1
0 1 2 18 "GO:0002637" "regulation of immunoglobulin production" 1
0 1 5 9 "GO:0002639" "positive regulation of immunoglobulin production" 1
0 1 4 16 "GO:0002673" "regulation of acute inflammatory response" 1
0 1 2 6 "GO:0002675" "positive regulation of acute inflammatory response" 1
0 0.998067078486785 3 403 "GO:0002682" "regulation of immune system process" 1
0 0.925481514467049 4 117 "GO:0002683" "negative regulation of immune system process" 1
0 0.999419427203334 2 218 "GO:0002684" "positive regulation of immune system process" 1
0 0.982198994867964 3 37 "GO:0002685" "regulation of leukocyte migration" 1
0 1 2 8 "GO:0002686" "negative regulation of leukocyte migration" 1
0 0.933989838198137 5 25 "GO:0002687" "positive regulation of leukocyte migration" 1
0 1 2 21 "GO:0002688;GO:0002690" "regulation of leukocyte chemotaxis" 1
0 0.999027982550185 2 121 "GO:0002694;GO:0050865;GO:0051249" "regulation of cell activation" 1
0 0.939647428706704 3 42 "GO:0002695;GO:0050866;GO:0051250" "negative regulation of cell activation" 1
0 0.994181691311312 2 67 "GO:0002696;GO:0050867;GO:0051251" "positive regulation of cell activation" 1
0 0.92125491179414 2 116 "GO:0002697" "regulation of immune effector process" 1
0 0.946927877284368 2 27 "GO:0002698" "negative regulation of immune effector process" 1
0 0.886182036273686 3 61 "GO:0002699" "positive regulation of immune effector process" 1
0 0.884332208437405 2 48 "GO:0002700" "regulation of production of molecular mediator of immune response" 1
0 1 5 5 "GO:0002701" "negative regulation of production of molecular mediator of immune response" 1
0 0.87826922463954 2 34 "GO:0002702" "positive regulation of production of molecular mediator of immune response" 1
0 0.939647428706704 3 42 "GO:0002703;GO:0002706" "regulation of leukocyte mediated immunity" 1
0 1 2 7 "GO:0002704" "negative regulation of leukocyte mediated immunity" 1
0 0.798795489131867 2 28 "GO:0002705" "positive regulation of leukocyte mediated immunity" 1
0 1 3 5 "GO:0002707" "negative regulation of lymphocyte mediated immunity" 1
0 0.946927877284368 3 27 "GO:0002708;GO:0002824;GO:0002821" "positive regulation of lymphocyte mediated immunity" 1
0 1 2 15 "GO:0002709" "regulation of T cell mediated immunity" 1
0 1 4 12 "GO:0002711;GO:0002724;GO:0002726" "positive regulation of T cell mediated immunity" 1
0 1 4 12 "GO:0002712;GO:0002889" "regulation of immunoglobulin mediated immune response" 1
0 1 4 8 "GO:0002714;GO:0002891" "positive regulation of B cell mediated immunity" 1
0 0.418566461076249 3 5 "GO:0002715;GO:0042269" "regulation of natural killer cell mediated immunity" 1
0 1 3 18 "GO:0002718;GO:0002720" "regulation of cytokine production involved in immune response" 1
0 0.696946278916931 2 11 "GO:0002753" "cytoplasmic pattern recognition receptor signaling pathway" 1
0 1 2 8 "GO:0002755" "MyD88-dependent toll-like receptor signaling pathway" 1
0 1 2 5 "GO:0002756" "MyD88-independent toll-like receptor signaling pathway" 1
0 0.309207692919354 2 19 "GO:0002759;GO:0002784" "regulation of antimicrobial humoral response" 1
0 0.630494054707832 6 52 "GO:0002761" "regulation of myeloid leukocyte differentiation" 1
0 0.183637285281571 2 22 "GO:0002762" "negative regulation of myeloid leukocyte differentiation" 1
0 0.781287626401898 2 14 "GO:0002763" "positive regulation of myeloid leukocyte differentiation" 1
