"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust"
"5573","GO:0019903",0.00522891806512705,0.997606852911498,27,64,"protein phosphatase binding","MF",1
"7305","GO:0033043",0.00525520041520055,0.995999428578384,185,591,"regulation of organelle organization","BP",1
"3866","GO:0009838",0.00539540230953521,0.99970467314249,5,6,"abscission","BP",1
"11696","GO:0051656",0.00540444268949195,0.996327506438521,93,278,"establishment of organelle localization","BP",1
"10668","GO:0048017",0.00567916322803324,0.998059458230966,16,33,"inositol lipid-mediated signaling","BP",1
"8145","GO:0035372",0.00573883900621506,1,4,4,"protein localization to microtubule","BP",1
"10223","GO:0045992",0.00584407309839885,0.998387820119663,12,23,"negative regulation of embryonic development","BP",1
"12064","GO:0060117",0.00606708517409678,0.998218890493681,13,25,"auditory receptor cell development","BP",1
"6217","GO:0030666",0.00616146673031289,0.997671938886822,18,40,"endocytic vesicle membrane","CC",1
"5570","GO:0019900",0.0062225189026089,0.99570219902187,98,294,"kinase binding","MF",1
"10294","GO:0046154",0.00624008196517106,1,4,4,"rhodopsin metabolic process","BP",1
"11450","GO:0051169",0.00642184092711255,0.996128611440189,54,153,"nuclear transport","BP",1
"11429","GO:0051130",0.00645407719495807,0.99506879037006,181,580,"positive regulation of cellular component organization","BP",1
"6337","GO:0030952",0.0067173733778893,0.99763167966752,16,34,"establishment or maintenance of cytoskeleton polarity","BP",1
"12353","GO:0060644",0.00681026331520905,0.999602845606718,5,6,"mammary gland epithelial cell differentiation","BP",1
"4253","GO:0010897",0.00698936346371194,0.99958948304085,5,6,"negative regulation of triglyceride catabolic process","BP",1
"9847","GO:0045167",0.00699060283029682,0.998552868743486,9,15,"asymmetric protein localization involved in cell fate determination","BP",1
"3996","GO:0010454",0.00702935522399328,0.997623740558582,15,31,"negative regulation of cell fate commitment","BP",1
"492","GO:0001701",0.00704865887594859,0.995695707804954,56,156,"in utero embryonic development","BP",1
"13511","GO:0071426",0.0070803515574687,0.996649423560755,27,66,NA,NA,1
"10666","GO:0048015",0.00720679511922297,0.997555993678877,15,31,"phosphatidylinositol-mediated signaling","BP",1
"2425","GO:0006397",0.00722741195499531,0.995116383063743,84,255,"mRNA processing","BP",1
"2171","GO:0005938",0.00731127707493191,0.995282039948059,69,198,"cell cortex","CC",1
"11493","GO:0051236",0.00737745642309586,0.996024288327998,37,97,"establishment of RNA localization","BP",1
"16899","GO:1905606",0.00738831629692475,0.999559358495219,5,6,"regulation of presynapse assembly","BP",1
"9120","GO:0043022",0.0074133791001849,0.997447024883068,15,32,"ribosome binding","MF",1
"9678","GO:0044451",0.0074309710721708,0.994443715328908,149,477,NA,NA,1
"15351","GO:1901019",0.00747430668954443,0.997699749142337,13,26,"regulation of calcium ion transmembrane transporter activity","BP",1
"15852","GO:1902749",0.00751742573790054,0.99616167728048,32,81,"regulation of cell cycle G2/M phase transition","BP",1
"15621","GO:1901987",0.00751885157738935,0.995185385856089,66,191,"regulation of cell cycle phase transition","BP",1
"3124","GO:0007492",0.00753385791700492,0.996900786206628,20,46,"endoderm development","BP",1
"4091","GO:0010639",0.00761111612821232,0.995046601551181,71,204,"negative regulation of organelle organization","BP",1
"3988","GO:0010389",0.00768381573343469,0.996169487389768,30,75,"regulation of G2/M transition of mitotic cell cycle","BP",1
"17461","GO:2000542",0.00773550244120047,0.998563669033822,8,13,"negative regulation of gastrulation","BP",1
"2431","GO:0006403",0.00792291415773788,0.995297497693048,49,136,"RNA localization","BP",1
"497","GO:0001706",0.00796385601439868,0.997372179433887,14,29,"endoderm formation","BP",1
"5345","GO:0019068",0.00806475461176806,0.998203352128646,9,16,"virion assembly","BP",1
"5762","GO:0021885",0.008189896855213,0.996891927727953,17,38,"forebrain cell migration","BP",1
"5823","GO:0022029",0.008189896855213,0.996891927727953,17,38,"telencephalon cell migration","BP",1
"10573","GO:0046934",0.0082257979505237,0.997613822459096,12,23,"phosphatidylinositol-4,5-bisphosphate 3-kinase activity","MF",1
"6874","GO:0032210",0.00856909092435762,0.997028504927099,15,31,"regulation of telomere maintenance via telomerase","BP",1
"157","GO:0000377",0.00856946253195652,0.994348514349712,72,216,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","BP",1
"168","GO:0000398",0.00856946253195652,0.994348514349712,72,216,"mRNA splicing, via spliceosome","BP",1
"10056","GO:0045667",0.00864771439629323,0.996389501317169,20,46,"regulation of osteoblast differentiation","BP",1
"13375","GO:0071166",0.00877462280702959,0.995754004571927,27,67,"ribonucleoprotein complex localization","BP",1
"15200","GO:1900078",0.00895684502882464,0.997592572699016,11,20,"positive regulation of cellular response to insulin stimulus","BP",1
"4326","GO:0014003",0.00922367497442194,0.997693162757559,10,18,"oligodendrocyte development","BP",1
"14143","GO:0090068",0.00936017564804109,0.994374865162172,49,138,"positive regulation of cell cycle process","BP",1
"12391","GO:0060711",0.00955053428263797,0.996770323163308,14,29,"labyrinthine layer development","BP",1
"11348","GO:0050999",0.009607788408238,0.997790973590756,9,16,"regulation of nitric-oxide synthase activity","BP",1
"499","GO:0001708",0.00970587590711304,0.995162045484902,28,72,"cell fate specification","BP",1
"15053","GO:0106027",0.0097135240419008,0.996897563100555,13,26,"neuron projection organization","BP",1
"13574","GO:0071542",0.00979452300723179,0.998375460199663,7,11,"dopaminergic neuron differentiation","BP",1
"12149","GO:0060284",0.00991023566153279,0.992528718156066,147,470,"regulation of cell development","BP",1
"8267","GO:0035639",0.00999028687326069,0.993277432446672,77,227,"purine ribonucleoside triphosphate binding","MF",1
"11364","GO:0051020",0.0099927585944768,0.993231438276391,80,233,"GTPase binding","MF",1
"10440","GO:0046622",0.0100822992741414,0.995969500309537,18,40,"positive regulation of organ growth","BP",1
"2347","GO:0006271",0.0100920535060632,0.998315204185555,7,11,"DNA strand elongation involved in DNA replication","BP",1
"6327","GO:0030917",0.0101391995557963,0.998634988655187,6,9,"midbrain-hindbrain boundary development","BP",1
"567","GO:0001823",0.0102619493579503,0.995610701601074,20,47,"mesonephros development","BP",1
"13833","GO:0072163",0.0102619493579503,0.995610701601074,20,47,"mesonephric epithelium development","BP",1
"13834","GO:0072164",0.0102619493579503,0.995610701601074,20,47,"mesonephric tubule development","BP",1
"7210","GO:0032870",0.0102977157577966,0.993070140914515,76,227,"cellular response to hormone stimulus","BP",1
"1972","GO:0005546",0.0103668597441283,0.996142788163944,16,34,"phosphatidylinositol-4,5-bisphosphate binding","MF",1
"11213","GO:0050767",0.0103817623336876,0.992299187574463,130,412,"regulation of neurogenesis","BP",1
"4203","GO:0010824",0.0104471630008631,0.996795399308641,12,24,"regulation of centrosome duplication","BP",1
"6486","GO:0031267",0.0105287047441589,0.993054480563927,70,200,"small GTPase binding","MF",1
"2794","GO:0006974",0.0106128862918789,0.992413073404045,103,320,"cellular response to DNA damage stimulus","BP",1
"9534","GO:0044087",0.0106316166142945,0.99196725431614,147,467,"regulation of cellular component biogenesis","BP",1
"5724","GO:0021795",0.010710618544407,0.995924298809325,16,36,"cerebral cortex cell migration","BP",1
"16149","GO:1903524",0.0108402587865751,0.996598313116723,12,25,"positive regulation of blood circulation","BP",1
"3847","GO:0009755",0.0109986821763991,0.995005850082413,22,54,"hormone-mediated signaling pathway","BP",1
"9684","GO:0044458",0.0110610502134857,0.996841484184725,11,21,"motile cilium assembly","BP",1
"14573","GO:0097367",0.011086935888262,0.992021873282621,106,329,"carbohydrate derivative binding","MF",1
"10407","GO:0046534",0.0110905992017283,0.998474162592529,6,9,"positive regulation of photoreceptor cell differentiation","BP",1
"10131","GO:0045823",0.0110985068320587,0.998472810408538,6,9,"positive regulation of heart contraction","BP",1
"4009","GO:0010470",0.0111653120633961,0.995601946771672,17,38,"regulation of gastrulation","BP",1
"8911","GO:0042491",0.0111709823874018,0.995942984645218,15,32,"inner ear auditory receptor cell differentiation","BP",1
"12317","GO:0060563",0.0112395756629113,0.995416790923815,18,41,"neuroepithelial cell differentiation","BP",1
"6435","GO:0031128",0.0114850802175571,0.996625816134628,11,22,"developmental induction","BP",1
"3098","GO:0007448",0.0115553927889694,0.998394262881529,6,9,"anterior/posterior pattern specification, imaginal disc","BP",1
"10000","GO:0045597",0.0115871011484012,0.991479554369631,119,378,"positive regulation of cell differentiation","BP",1
"2434","GO:0006406",0.0116208489406542,0.994715183098625,22,53,"mRNA export from nucleus","BP",1
"13512","GO:0071427",0.0116208489406542,0.994715183098625,22,53,NA,NA,1
"11215","GO:0050769",0.0116489182003662,0.992020431261581,80,243,"positive regulation of neurogenesis","BP",1
"4600","GO:0015701",0.0117329092361364,0.99797564673143,7,11,"bicarbonate transport","BP",1
"7917","GO:0035046",0.0117702613476625,0.998357040101588,6,9,"pronuclear migration","BP",1
"13495","GO:0071397",0.0117727593378019,0.99835660631147,6,9,"cellular response to cholesterol","BP",1
"12337","GO:0060601",0.0118573834069654,0.997166541568659,9,16,"lateral sprouting from an epithelium","BP",1
"12605","GO:0061180",0.0125425787884781,0.995374239157484,15,32,"mammary gland epithelium development","BP",1
"3915","GO:0009996",0.0127255554619846,0.995708121239287,13,27,"negative regulation of cell fate specification","BP",1
"11894","GO:0052813",0.0127399745234059,0.995972051374184,12,24,"phosphatidylinositol bisphosphate kinase activity","MF",1
"9600","GO:0044295",0.0127876142396554,0.99626146343994,11,21,"axonal growth cone","CC",1
"4220","GO:0010847",0.0128175147449713,0.99774485036746,7,11,NA,NA,1
"6587","GO:0031445",0.0128175147449713,0.99774485036746,7,11,"regulation of heterochromatin formation","BP",1
"10713","GO:0048103",0.0129348271190234,0.994323975810076,20,47,"somatic stem cell division","BP",1
"4414","GO:0014855",0.0129505667127899,0.999240146621118,4,5,"striated muscle cell proliferation","BP",1
"12018","GO:0060038",0.0129505667127899,0.999240146621118,4,5,"cardiac muscle cell proliferation","BP",1
"3920","GO:0010008",0.0130600570973158,0.992008122101844,48,137,"endosome membrane","CC",1
"12361","GO:0060670",0.0130671368397722,0.99642143906532,10,19,"branching involved in labyrinthine layer morphogenesis","BP",1
"5805","GO:0021987",0.0130761730479366,0.993304695860961,28,72,"cerebral cortex development","BP",1
"3900","GO:0009953",0.0130808775358235,0.992350151547481,41,114,"dorsal/ventral pattern formation","BP",1
"11489","GO:0051231",0.0131189274431337,0.99767986319959,7,11,"spindle elongation","BP",1
"15865","GO:1902808",0.0132765999733934,0.995703539736607,12,25,"positive regulation of cell cycle G1/S phase transition","BP",1
"2778","GO:0006942",0.0133115776699089,0.995994933692901,11,22,"regulation of striated muscle contraction","BP",1
"4783","GO:0016201",0.013417142359291,0.998586717243407,5,7,"synaptic target inhibition","BP",1
"1308","GO:0003729",0.0134377432249035,0.991540504780417,53,154,"mRNA binding","MF",1
"8903","GO:0042478",0.0134720586975,0.998056099852503,6,9,"regulation of eye photoreceptor cell development","BP",1
"9912","GO:0045314",0.0134720586975,0.998056099852503,6,9,"regulation of compound eye photoreceptor development","BP",1
"15706","GO:1902236",0.0134999791894862,0.998051074629382,6,9,"negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","BP",1
"4366","GO:0014065",0.0138405521663633,0.997989556280806,6,9,"phosphatidylinositol 3-kinase signaling","BP",1
"156","GO:0000375",0.0138815776009428,0.990594419042706,72,220,"RNA splicing, via transesterification reactions","BP",1
"4095","GO:0010644",0.0139157268838706,0.998519128637879,5,7,"cell communication by electrical coupling","BP",1
"13636","GO:0071682",0.0140197235173218,0.998504938053085,5,7,"endocytic vesicle lumen","CC",1
"12932","GO:0070131",0.0140821127679856,0.999150650064265,4,5,"positive regulation of mitochondrial translation","BP",1
"3247","GO:0008056",0.0141676122327274,0.999143782010123,4,5,"ocellus development","BP",1
"502","GO:0001711",0.014348149296214,0.996006146668383,10,19,"endodermal cell fate commitment","BP",1
"12120","GO:0060236",0.0143656982091537,0.995372804778462,12,24,"regulation of mitotic spindle organization","BP",1
"5171","GO:0017076",0.0143771931050889,0.989914074549502,86,261,"purine nucleotide binding","MF",1
"269","GO:0000803",0.0144937749759538,0.995325090098224,12,24,"sex chromosome","CC",1
"7651","GO:0034250",0.0148927189536406,0.991856814011219,32,87,"positive regulation of amide metabolic process","BP",1
"11347","GO:0050998",0.0149431808611917,0.997787645761168,6,9,"nitric-oxide synthase binding","MF",1
"7021","GO:0032466",0.0150099658756967,1,3,3,"negative regulation of cytokinesis","BP",1
"14235","GO:0090209",0.0150299716154429,0.997771578955172,6,9,"negative regulation of triglyceride metabolic process","BP",1
"6315","GO:0030901",0.015069399218821,0.993794418784049,17,39,"midbrain development","BP",1
"3879","GO:0009891",0.0150807385028398,0.987921793321486,212,714,"positive regulation of biosynthetic process","BP",1
"5710","GO:0021761",0.0150929478007559,0.992370860535377,26,67,"limbic system development","BP",1
"15205","GO:1900087",0.0151361734146067,0.99563833876163,10,20,"positive regulation of G1/S transition of mitotic cell cycle","BP",1
"4680","GO:0015931",0.0151895158351812,0.991297688990967,37,101,"nucleobase-containing compound transport","BP",1
"11316","GO:0050919",0.0153056299381778,0.996386900486276,8,15,"negative chemotaxis","BP",1
"5857","GO:0022616",0.0153833565955684,0.996523272611687,8,14,"DNA strand elongation","BP",1
"5822","GO:0022028",0.0154208393885678,0.996513070604048,8,14,"tangential migration from the subventricular zone to the olfactory bulb","BP",1
"10057","GO:0045668",0.0154609213093159,0.995232849082388,11,22,"negative regulation of osteoblast differentiation","BP",1
"12319","GO:0060572",0.015724035726883,0.996430346772598,8,14,"morphogenesis of an epithelial bud","BP",1
"13266","GO:0070885",0.0157598897567724,0.998262890890272,5,7,"negative regulation of calcineurin-NFAT signaling cascade","BP",1
"15065","GO:0106057",0.0157598897567724,0.998262890890272,5,7,"negative regulation of calcineurin-mediated signaling","BP",1
"8904","GO:0042479",0.0157641238314236,0.999012903936563,4,5,"positive regulation of eye photoreceptor cell development","BP",1
"9913","GO:0045315",0.0157641238314236,0.999012903936563,4,5,"positive regulation of compound eye photoreceptor development","BP",1
"2761","GO:0006913",0.0157829316151925,0.990046248229483,51,149,"nucleocytoplasmic transport","BP",1
"14501","GO:0097191",0.0158316417104596,0.994121652107068,14,31,"extrinsic apoptotic signaling pathway","BP",1
"11068","GO:0048863",0.0158473819931297,0.991214321499924,33,89,"stem cell differentiation","BP",1
"12396","GO:0060717",0.0158499089597944,0.999005732969256,4,5,"chorion development","BP",1
"9598","GO:0044292",0.0158997429307778,0.996382244954735,8,14,"dendrite terminus","CC",1
"7641","GO:0034236",0.0159260017324369,0.998999360623427,4,5,"protein kinase A catalytic subunit binding","MF",1
"4299","GO:0010976",0.0159400804537678,0.989675433066791,57,167,"positive regulation of neuron projection development","BP",1
"1969","GO:0005543",0.016083057560865,0.989602408864854,57,163,"phospholipid binding","MF",1
"6522","GO:0031328",0.0161863722994246,0.98702641838473,209,704,"positive regulation of cellular biosynthetic process","BP",1
"10711","GO:0048100",0.016234090739939,0.998195472623414,5,7,"wing disc anterior/posterior pattern formation","BP",1
"17087","GO:1990418",0.0163032703776877,1,3,3,"response to insulin-like growth factor stimulus","BP",1
"15632","GO:1902003",0.0163054259355206,0.997532635183099,6,9,"regulation of amyloid-beta formation","BP",1
"15746","GO:1902416",0.0163487453898721,0.9981790807479,5,7,"positive regulation of mRNA binding","BP",1
"12509","GO:0060997",0.0164760405515224,0.997500278274613,6,9,"dendritic spine morphogenesis","BP",1
"11070","GO:0048865",0.0165205691709172,0.995643490178629,9,17,"stem cell fate commitment","BP",1
"11174","GO:0050684",0.0165289151588149,0.99072926547836,34,91,"regulation of mRNA processing","BP",1
"6336","GO:0030951",0.016637028525434,0.994084453862899,13,28,"establishment or maintenance of microtubule cytoskeleton polarity","BP",1
"10230","GO:0046011",0.0167755896877891,0.998927480945345,4,5,"regulation of oskar mRNA translation","BP",1
"7270","GO:0032970",0.0168641918301439,0.989282733851232,52,150,"regulation of actin filament-based process","BP",1
"8387","GO:0035987",0.0168841928922035,0.99432847982965,12,25,"endodermal cell differentiation","BP",1
"12529","GO:0061031",0.0169134330122129,0.996102461538159,8,14,"endodermal digestive tract morphogenesis","BP",1
"2120","GO:0005850",0.0169640150164889,1,3,3,"eukaryotic translation initiation factor 2 complex","CC",1
"15003","GO:0099568",0.0169738274014799,0.987848039390066,92,281,"cytoplasmic region","CC",1
"2801","GO:0006984",0.0170174835220491,0.994994651174188,10,20,"ER-nucleus signaling pathway","BP",1
"10438","GO:0046620",0.0170424389939725,0.990940788333956,29,75,"regulation of organ growth","BP",1
"470","GO:0001657",0.0170564846368684,0.992392893859452,19,46,"ureteric bud development","BP",1
"8096","GO:0035288",0.0173242795725099,0.99888035647284,4,5,"anterior head segmentation","BP",1
"30","GO:0000070",0.0174626778740078,0.990563710941677,30,79,"mitotic sister chromatid segregation","BP",1
"11218","GO:0050772",0.0175199856344089,0.991448620329604,23,58,"positive regulation of axonogenesis","BP",1
"16459","GO:1904398",0.0176946449782445,0.992817320632002,16,36,"positive regulation of neuromuscular junction development","BP",1
"15755","GO:1902459",0.0177704178359937,1,3,3,"positive regulation of stem cell population maintenance","BP",1
"178","GO:0000416",0.0178036081584952,1,3,3,NA,NA,1
"13319","GO:0070993",0.0179543388484825,0.998825577737994,4,5,"translation preinitiation complex","CC",1
"14791","GO:0098725",0.0179705561122608,1,3,3,"symmetric cell division","BP",1
"6326","GO:0030916",0.0180706449008855,0.995153020285693,9,17,"otic vesicle formation","BP",1
"3845","GO:0009750",0.0182122985973295,0.998802947698114,4,5,"response to fructose","BP",1
"4252","GO:0010896",0.0183380649063837,0.997889186795117,5,7,"regulation of triglyceride catabolic process","BP",1
"6273","GO:0030836",0.0184905931623378,1,3,3,"positive regulation of actin filament depolymerization","BP",1
"2495","GO:0006501",0.0185147417631483,1,3,3,"C-terminal protein lipidation","BP",1
"495","GO:0001704",0.0186113857247073,0.99037292858247,26,68,"formation of primary germ layer","BP",1
"15088","GO:0110053",0.0186193614595119,0.989058295852161,38,105,"regulation of actin filament organization","BP",1
"4337","GO:0014018",0.0188500899755075,1,3,3,"neuroblast fate specification","BP",1
"10433","GO:0046605",0.0189047970224518,0.992486283923987,15,34,"regulation of centrosome cycle","BP",1
"11093","GO:0048916",0.0190566860305427,0.99428142419532,10,20,"posterior lateral line development","BP",1
"1959","GO:0005524",0.0191160312326965,0.987449690016367,58,167,"ATP binding","MF",1
"5628","GO:0021537",0.019326714146642,0.988176512298613,43,123,"telencephalon development","BP",1
"6561","GO:0031402",0.0193907919382463,1,3,3,"sodium ion binding","MF",1
"3918","GO:0010002",0.0194948276579268,0.9946946283789,9,17,"cardioblast differentiation","BP",1
"2145","GO:0005890",0.0196410698845349,1,3,3,"sodium:potassium-exchanging ATPase complex","CC",1
"5906","GO:0030007",0.0196410698845349,1,3,3,"intracellular potassium ion homeostasis","BP",1
"8529","GO:0036376",0.0196410698845349,1,3,3,"sodium ion export across plasma membrane","BP",1
"16044","GO:1903279",0.0196410698845349,1,3,3,"regulation of calcium:sodium antiporter activity","BP",1
"12339","GO:0060603",0.0199004582555883,0.993138990687781,12,25,"mammary gland duct morphogenesis","BP",1
"12393","GO:0060713",0.0199623260660047,0.993959805462126,10,20,"labyrinthine layer morphogenesis","BP",1
"6749","GO:0031941",0.0199851456260683,0.995799640572072,7,12,"filamentous actin","CC",1
"2082","GO:0005783",0.020147508073284,0.984057074527213,173,585,"endoplasmic reticulum","CC",1
"8984","GO:0042663",0.0201482689091094,0.995757513033979,7,12,"regulation of endodermal cell fate specification","BP",1
"8985","GO:0042664",0.0201482689091094,0.995757513033979,7,12,"negative regulation of endodermal cell fate specification","BP",1
"16030","GO:1903224",0.0201482689091094,0.995757513033979,7,12,"regulation of endodermal cell differentiation","BP",1
"16031","GO:1903225",0.0201482689091094,0.995757513033979,7,12,"negative regulation of endodermal cell differentiation","BP",1
"5534","GO:0019827",0.020172012567186,0.987787398738791,41,116,"stem cell population maintenance","BP",1
"13230","GO:0070827",0.0202225267892822,1,3,3,NA,NA,1
"6733","GO:0031901",0.0203409812040211,0.990736046026193,19,46,"early endosome membrane","CC",1
"11410","GO:0051094",0.0205139077687333,0.98388233582233,163,539,"positive regulation of developmental process","BP",1
"11689","GO:0051647",0.0205436402315019,0.991142303706808,17,40,"nucleus localization","BP",1
"9202","GO:0043168",0.020549745421396,0.983839481012446,165,539,"anion binding","MF",1
"8684","GO:0040017",0.0205689939348328,0.985843230670257,70,212,"positive regulation of locomotion","BP",1
"9345","GO:0043434",0.0206045160717776,0.986480321519092,56,165,"response to peptide hormone","BP",1
"11511","GO:0051258",0.0206267416644645,0.991702433062308,15,34,"protein polymerization","BP",1
"4129","GO:0010715",0.0207665840242972,0.993671791211541,10,20,"regulation of extracellular matrix disassembly","BP",1
"10710","GO:0048099",0.0207916629699324,1,3,3,"anterior/posterior lineage restriction, imaginal disc","BP",1
"15705","GO:1902235",0.0208516575690286,0.994756823919953,8,15,"regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","BP",1
"15624","GO:1901990",0.0208952985521539,0.986107345345492,59,176,"regulation of mitotic cell cycle phase transition","BP",1
"4213","GO:0010835",0.0209975229724951,1,3,3,"regulation of protein ADP-ribosylation","BP",1
"11832","GO:0051967",0.0210055281093239,1,3,3,"negative regulation of synaptic transmission, glutamatergic","BP",1
"15623","GO:1901989",0.0210103747217834,0.990594238984437,18,44,"positive regulation of cell cycle phase transition","BP",1
"6053","GO:0030278",0.0211100513713561,0.988943028308604,26,68,"regulation of ossification","BP",1
"6498","GO:0031294",0.0211227381416595,0.995504109809514,7,12,"lymphocyte costimulation","BP",1
"535","GO:0001759",0.0211480544784611,0.994666691293833,8,15,"organ induction","BP",1
"5772","GO:0021903",0.0212404743622206,0.996159837122383,6,10,"rostrocaudal neural tube patterning","BP",1
"7258","GO:0032956",0.0212513071265981,0.986464235743153,49,142,"regulation of actin cytoskeleton organization","BP",1
"6339","GO:0030954",0.0212608563250028,1,3,3,"astral microtubule nucleation","BP",1
"5572","GO:0019902",0.0212846763862862,0.988014483715144,32,86,"phosphatase binding","MF",1
"5148","GO:0017016",0.0212984285653926,0.985521150667303,66,193,NA,NA,1
