"","X","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust","ParentTerm","Factor"
"37",57,"GO:0009410",0,1,14,14,"response to xenobiotic stimulus","BP",0,"response to xenobiotic stimulus","Down"
"38",58,"GO:0009416",0,1,12,12,"response to light stimulus","BP",0,"response to light stimulus","Down"
"39",59,"GO:0009617",0,1,11,11,"response to bacterium","BP",0,"response to bacterium","Down"
"40",60,"GO:0009886",0,1,13,13,"post-embryonic animal morphogenesis","BP",0,"post-embryonic animal morphogenesis","Down"
"41",61,"GO:0009896",0,1,14,14,"positive regulation of catabolic process","BP",0,"positive regulation of catabolic process","Down"
"42",62,"GO:0010035",0,1,15,15,"response to inorganic substance","BP",0,"response to xenobiotic stimulus","Down"
"43",64,"GO:0010256",0,1,13,13,"endomembrane system organization","BP",0,"epigenetic regulation of gene expression","Down"
"44",65,"GO:0010259",0,1,15,15,"multicellular organism aging","BP",0,"multicellular organism aging","Down"
"45",66,"GO:0010563",0,1,11,11,"negative regulation of phosphorus metabolic process","BP",0,"dephosphorylation","Down"
"46",67,"GO:0010564",0,1,14,14,"regulation of cell cycle process","BP",0,"positive regulation of cell cycle","Down"
"47",68,"GO:0010608",0,1,11,11,"post-transcriptional regulation of gene expression","BP",0,"post-transcriptional regulation of gene expression","Down"
"48",69,"GO:0010638",0,1,15,15,"positive regulation of organelle organization","BP",0,"epigenetic regulation of gene expression","Down"
"49",70,"GO:0010639",0,1,13,13,"negative regulation of organelle organization","BP",0,"epigenetic regulation of gene expression","Down"
"50",71,"GO:0010721",0,1,11,11,"negative regulation of cell development","BP",0,"positive regulation of neuron differentiation","Down"
"51",72,"GO:0010769",0,1,11,11,"regulation of cell morphogenesis involved in differentiation","BP",0,"regulation of cell morphogenesis involved in differentiation","Down"
"52",73,"GO:0010817",0,1,15,15,"regulation of hormone levels","BP",0,"regulation of hormone levels","Down"
"53",74,"GO:0010975",0,1,14,14,"regulation of neuron projection development","BP",0,"epigenetic regulation of gene expression","Down"
"54",75,"GO:0016071",0,1,14,14,"mRNA metabolic process","BP",0,"rRNA metabolic process","Down"
"55",76,"GO:0016072",0,1,12,12,"rRNA metabolic process","BP",0,"rRNA metabolic process","Down"
"56",77,"GO:0016311",0,1,11,11,"dephosphorylation","BP",0,"dephosphorylation","Down"
"57",78,"GO:0016331",0,1,11,11,"morphogenesis of embryonic epithelium","BP",0,"morphogenesis of embryonic epithelium","Down"
"58",79,"GO:0016477",0,1,12,12,"cell migration","BP",0,"positive regulation of cell migration","Down"
"59",80,"GO:0016567",0,1,12,12,"protein ubiquitination","BP",0,"histone modification","Down"
"60",81,"GO:0016570",0,1,12,12,"histone modification","BP",0,"histone modification","Down"
"61",82,"GO:0019693",0,1,11,11,"ribose phosphate metabolic process","BP",0,"ribose phosphate metabolic process","Down"
"62",83,"GO:0019725",0,1,16,16,"cellular homeostasis","BP",0,"monoatomic ion homeostasis","Down"
"63",84,"GO:0019752",0,1,12,12,"carboxylic acid metabolic process","BP",0,"nucleotide metabolic process","Down"
"64",85,"GO:0021700",0,1,12,12,"developmental maturation","BP",0,"developmental maturation","Down"
"65",86,"GO:0022407",0,1,11,11,"regulation of cell-cell adhesion","BP",0,"cell adhesion","Down"
"66",87,"GO:0022411",0,1,11,11,"cellular component disassembly","BP",0,"epigenetic regulation of gene expression","Down"
"67",88,"GO:0022604",0,1,15,15,"regulation of cell morphogenesis","BP",0,"regulation of cell morphogenesis involved in differentiation","Down"
"68",89,"GO:0022613",0,1,14,14,"ribonucleoprotein complex biogenesis","BP",0,"positive regulation of cellular component biogenesis","Down"
"69",90,"GO:0030029",0,1,16,16,"actin filament-based process","BP",0,"actin cytoskeleton organization","Down"
"70",91,"GO:0030031",0,1,15,15,"cell projection assembly","BP",0,"epigenetic regulation of gene expression","Down"
"71",92,"GO:0030036",0,1,13,13,"actin cytoskeleton organization","BP",0,"actin cytoskeleton organization","Down"
"72",93,"GO:0030098",0,1,12,12,"lymphocyte differentiation","BP",0,"cell fate commitment","Down"
"73",94,"GO:0030111",0,1,12,12,"regulation of Wnt signaling pathway","BP",0,"trans-synaptic signaling","Down"
"74",95,"GO:0030155",0,1,15,15,"regulation of cell adhesion","BP",0,"cell adhesion","Down"
"75",96,"GO:0030162",0,1,16,16,"regulation of proteolysis","BP",0,"post-transcriptional regulation of gene expression","Down"
"76",98,"GO:0030335",0,1,13,13,"positive regulation of cell migration","BP",0,"positive regulation of cell migration","Down"
"77",99,"GO:0031331",0,1,14,14,"positive regulation of cellular catabolic process","BP",0,"positive regulation of catabolic process","Down"
"78",100,"GO:0031400",0,1,13,13,"negative regulation of protein modification process","BP",0,"post-transcriptional regulation of gene expression","Down"
"79",101,"GO:0032386",0,1,14,14,"regulation of intracellular transport","BP",0,"negative regulation of transport","Down"
"80",102,"GO:0032446",0,1,14,14,"protein modification by small protein conjugation","BP",0,"histone modification","Down"
"81",103,"GO:0032535",0,1,14,14,"regulation of cellular component size","BP",0,"regulation of hormone levels","Down"
"82",104,"GO:0032868",0,1,11,11,"response to insulin","BP",0,"response to xenobiotic stimulus","Down"
"83",105,"GO:0032869",0,1,11,11,"cellular response to insulin stimulus","BP",0,"response to xenobiotic stimulus","Down"
"84",106,"GO:0033044",0,1,13,13,"regulation of chromosome organization","BP",0,"epigenetic regulation of gene expression","Down"
"85",107,"GO:0033365",0,1,15,15,"protein localization to organelle","BP",0,"monoatomic ion transmembrane transport","Down"
"86",108,"GO:0033674",0,1,13,13,"positive regulation of kinase activity","BP",0,"regulation of protein binding","Down"
"87",109,"GO:0033993",0,1,15,15,"response to lipid","BP",0,"response to xenobiotic stimulus","Down"
"88",110,"GO:0034097",0,1,16,16,"response to cytokine","BP",0,"response to xenobiotic stimulus","Down"
"89",111,"GO:0034220",0,1,14,14,"monoatomic ion transmembrane transport","BP",0,"monoatomic ion transmembrane transport","Down"
"90",113,"GO:0034660",0,1,16,16,"ncRNA metabolic process","BP",0,"rRNA metabolic process","Down"
"91",114,"GO:0034762",0,1,11,11,"regulation of transmembrane transport","BP",0,"negative regulation of transport","Down"
"92",115,"GO:0034976",0,1,15,15,"response to endoplasmic reticulum stress","BP",0,"response to endoplasmic reticulum stress","Down"
"93",116,"GO:0036293",0,1,15,15,"response to decreased oxygen levels","BP",0,"response to light stimulus","Down"
"94",117,"GO:0040007",0,1,15,15,"growth","BP",0,"negative regulation of growth","Down"
"95",118,"GO:0040014",0,1,11,11,"regulation of multicellular organism growth","BP",0,"negative regulation of growth","Down"
"96",119,"GO:0040017",0,1,15,15,"positive regulation of locomotion","BP",0,"positive regulation of locomotion","Down"
"97",120,"GO:0040029",0,1,11,11,"epigenetic regulation of gene expression","BP",0,"epigenetic regulation of gene expression","Down"
"98",121,"GO:0042060",0,1,14,14,"wound healing","BP",0,"wound healing","Down"
"99",122,"GO:0042254",0,1,11,11,"ribosome biogenesis","BP",0,"positive regulation of cellular component biogenesis","Down"
"100",124,"GO:0042330",0,1,15,15,"taxis","BP",0,"cellular response to external stimulus","Down"
"101",125,"GO:0042391",0,1,11,11,"regulation of membrane potential","BP",0,"regulation of hormone levels","Down"
"102",127,"GO:0043086",0,1,11,11,"negative regulation of catalytic activity","BP",0,"regulation of protein binding","Down"
"103",128,"GO:0043393",0,1,11,11,"regulation of protein binding","BP",0,"regulation of protein binding","Down"
"104",129,"GO:0043434",0,1,16,16,"response to peptide hormone","BP",0,"response to xenobiotic stimulus","Down"
"105",130,"GO:0043436",0,1,16,16,"oxoacid metabolic process","BP",0,"nucleotide metabolic process","Down"
"106",131,"GO:0043603",0,1,13,13,"amide metabolic process","BP",0,"amide metabolic process","Down"
"107",132,"GO:0044057",0,1,14,14,"regulation of system process","BP",0,"regulation of cytokine production","Down"
"108",133,"GO:0044089",0,1,16,16,"positive regulation of cellular component biogenesis","BP",0,"positive regulation of cellular component biogenesis","Down"
"109",134,"GO:0044255",0,1,14,14,"cellular lipid metabolic process","BP",0,"cellular lipid metabolic process","Down"
"110",135,"GO:0044265",0,1,12,12,"cellular macromolecule catabolic process","BP",0,"positive regulation of catabolic process","Down"
"111",136,"GO:0044403",0,1,11,11,"biological process involved in symbiotic interaction","BP",0,"biological process involved in interspecies interaction between organisms","Down"
"112",137,"GO:0044419",0,1,11,11,"biological process involved in interspecies interaction between organisms","BP",0,"biological process involved in interspecies interaction between organisms","Down"
"113",139,"GO:0044782",0,1,12,12,"cilium organization","BP",0,"epigenetic regulation of gene expression","Down"
"114",140,"GO:0045055",0,1,11,11,"regulated exocytosis","BP",0,"regulated exocytosis","Down"
"115",141,"GO:0045087",0,1,11,11,"innate immune response","BP",0,"immune effector process","Down"
"116",142,"GO:0045165",0,1,11,11,"cell fate commitment","BP",0,"cell fate commitment","Down"
"117",143,"GO:0045666",0,1,11,11,"positive regulation of neuron differentiation","BP",0,"positive regulation of neuron differentiation","Down"
"118",144,"GO:0045786",0,1,14,14,"negative regulation of cell cycle","BP",0,"positive regulation of cell cycle","Down"
"119",145,"GO:0045787",0,1,11,11,"positive regulation of cell cycle","BP",0,"positive regulation of cell cycle","Down"
"120",146,"GO:0045859",0,1,15,15,"regulation of protein kinase activity","BP",0,"post-transcriptional regulation of gene expression","Down"
"121",147,"GO:0045860",0,1,12,12,"positive regulation of protein kinase activity","BP",0,"regulation of protein binding","Down"
"122",148,"GO:0045926",0,1,11,11,"negative regulation of growth","BP",0,"negative regulation of growth","Down"
"123",149,"GO:0045936",0,1,11,11,"negative regulation of phosphate metabolic process","BP",0,"dephosphorylation","Down"
"124",150,"GO:0046578",0,1,11,11,"regulation of Ras protein signal transduction","BP",0,"enzyme-linked receptor protein signaling pathway","Down"
"125",152,"GO:0048232",0,1,13,13,"male gamete generation","BP",0,"sex differentiation","Down"
"126",153,"GO:0048477",0,1,14,14,"oogenesis","BP",0,"sex differentiation","Down"
"127",154,"GO:0048569",0,1,13,13,"post-embryonic animal organ development","BP",0,"gland development","Down"
"128",155,"GO:0048589",0,1,15,15,"developmental growth","BP",0,"negative regulation of growth","Down"
"129",157,"GO:0048608",0,1,16,16,"reproductive structure development","BP",0,"circulatory system development","Down"
"130",158,"GO:0048639",0,1,16,16,"positive regulation of developmental growth","BP",0,"negative regulation of growth","Down"
"131",160,"GO:0048732",0,1,16,16,"gland development","BP",0,"gland development","Down"
"132",161,"GO:0050769",0,1,16,16,"positive regulation of neurogenesis","BP",0,"regulation of cytokine production","Down"
"133",162,"GO:0050776",0,1,14,14,"regulation of immune response","BP",0,"immune effector process","Down"
"134",163,"GO:0050801",0,1,11,11,"monoatomic ion homeostasis","BP",0,"monoatomic ion homeostasis","Down"
"135",165,"GO:0050804",0,1,13,13,"modulation of chemical synaptic transmission","BP",0,"trans-synaptic signaling","Down"
"136",166,"GO:0050865",0,1,11,11,"regulation of cell activation","BP",0,"regulation of cell activation","Down"
"137",167,"GO:0050890",0,1,14,14,"cognition","BP",0,"learning or memory","Down"
"138",168,"GO:0051046",0,1,15,15,"regulation of secretion","BP",0,"regulated exocytosis","Down"
"139",170,"GO:0051051",0,1,13,13,"negative regulation of transport","BP",0,"negative regulation of transport","Down"
"140",172,"GO:0051056",0,1,11,11,"regulation of small GTPase mediated signal transduction","BP",0,"enzyme-linked receptor protein signaling pathway","Down"
"141",173,"GO:0051098",0,1,14,14,"regulation of binding","BP",0,"regulation of protein binding","Down"
"142",174,"GO:0051169",0,1,11,11,"nuclear transport","BP",0,"monoatomic ion transmembrane transport","Down"
"143",175,"GO:0051222",0,1,12,12,"positive regulation of protein transport","BP",0,"negative regulation of transport","Down"
"144",176,"GO:0051249",0,1,11,11,"regulation of lymphocyte activation","BP",0,"regulation of cell activation","Down"
"145",177,"GO:0051345",0,1,11,11,"positive regulation of hydrolase activity","BP",0,"regulation of protein binding","Down"
"146",178,"GO:0051347",0,1,15,15,"positive regulation of transferase activity","BP",0,"regulation of protein binding","Down"
"147",179,"GO:0051493",0,1,12,12,"regulation of cytoskeleton organization","BP",0,"epigenetic regulation of gene expression","Down"
"148",180,"GO:0051961",0,1,11,11,"negative regulation of nervous system development","BP",0,"regulation of cytokine production","Down"
"149",181,"GO:0051962",0,1,16,16,"positive regulation of nervous system development","BP",0,"regulation of cytokine production","Down"
"150",182,"GO:0055082",0,1,12,12,"intracellular chemical homeostasis","BP",0,"monoatomic ion homeostasis","Down"
"151",183,"GO:0055085",0,1,16,16,"transmembrane transport","BP",0,"monoatomic ion transmembrane transport","Down"
"152",184,"GO:0055086",0,1,15,15,"nucleobase-containing small molecule metabolic process","BP",0,"nucleotide metabolic process","Down"
"153",185,"GO:0060271",0,1,12,12,"cilium assembly","BP",0,"epigenetic regulation of gene expression","Down"
"154",187,"GO:0060627",0,1,16,16,"regulation of vesicle-mediated transport","BP",0,"negative regulation of transport","Down"
"155",188,"GO:0061024",0,1,16,16,"membrane organization","BP",0,"epigenetic regulation of gene expression","Down"
"156",189,"GO:0070482",0,1,15,15,"response to oxygen levels","BP",0,"response to light stimulus","Down"
"157",190,"GO:0070848",0,1,13,13,"response to growth factor","BP",0,"response to growth factor","Down"
"158",191,"GO:0071214",0,1,16,16,"cellular response to abiotic stimulus","BP",0,"cellular response to radiation","Down"
"159",192,"GO:0071345",0,1,11,11,"cellular response to cytokine stimulus","BP",0,"response to xenobiotic stimulus","Down"
"160",193,"GO:0071363",0,1,12,12,"cellular response to growth factor stimulus","BP",0,"response to growth factor","Down"
"161",194,"GO:0071375",0,1,14,14,"cellular response to peptide hormone stimulus","BP",0,"response to xenobiotic stimulus","Down"
"162",195,"GO:0071407",0,1,14,14,"cellular response to organic cyclic compound","BP",0,"response to xenobiotic stimulus","Down"
"163",196,"GO:0071478",0,1,12,12,"cellular response to radiation","BP",0,"cellular response to radiation","Down"
"164",197,"GO:0071496",0,1,14,14,"cellular response to external stimulus","BP",0,"cellular response to external stimulus","Down"
"165",198,"GO:0072359",0,1,13,13,"circulatory system development","BP",0,"circulatory system development","Down"
"166",199,"GO:0072521",0,1,12,12,"purine-containing compound metabolic process","BP",0,"rRNA metabolic process","Down"
"167",201,"GO:0080135",0,1,15,15,"regulation of cellular response to stress","BP",0,"regulation of cellular response to stress","Down"
"168",203,"GO:0090407",0,1,13,13,"organophosphate biosynthetic process","BP",0,"dephosphorylation","Down"
"169",204,"GO:0090596",0,1,13,13,"sensory organ morphogenesis","BP",0,"gland development","Down"
"170",205,"GO:0097190",0,1,12,12,"apoptotic signaling pathway","BP",0,"apoptotic signaling pathway","Down"
"171",207,"GO:0097485",0,1,13,13,"neuron projection guidance","BP",0,"cellular response to external stimulus","Down"
"172",209,"GO:0098916",0,1,13,13,"anterograde trans-synaptic signaling","BP",0,"trans-synaptic signaling","Down"
"173",210,"GO:0099177",0,1,13,13,"regulation of trans-synaptic signaling","BP",0,"trans-synaptic signaling","Down"
"174",211,"GO:0099536",0,1,13,13,"synaptic signaling","BP",0,"trans-synaptic signaling","Down"
"175",212,"GO:0099537",0,1,13,13,"trans-synaptic signaling","BP",0,"trans-synaptic signaling","Down"
"176",213,"GO:0104004",0,1,16,16,"cellular response to environmental stimulus","BP",0,"cellular response to radiation","Down"
"177",214,"GO:0120031",0,1,15,15,"plasma membrane bounded cell projection assembly","BP",0,"epigenetic regulation of gene expression","Down"
"178",215,"GO:1901653",0,1,16,16,"cellular response to peptide","BP",0,"response to xenobiotic stimulus","Down"
"179",216,"GO:1902533",0,1,15,15,"positive regulation of intracellular signal transduction","BP",0,"enzyme-linked receptor protein signaling pathway","Down"
"180",217,"GO:1902903",0,1,12,12,"regulation of supramolecular fiber organization","BP",0,"epigenetic regulation of gene expression","Down"
"181",218,"GO:1903530",0,1,15,15,"regulation of secretion by cell","BP",0,"regulated exocytosis","Down"
"182",220,"GO:1903706",0,1,12,12,"regulation of hemopoiesis","BP",0,"cell fate commitment","Down"
"183",222,"GO:1904951",0,1,13,13,"positive regulation of establishment of protein localization","BP",0,"negative regulation of transport","Down"
"184",223,"GO:2000147",0,1,13,13,"positive regulation of cell motility","BP",0,"positive regulation of cell migration","Down"
"185",225,"GO:0009987",1.45226966464761e-255,1,206,206,"cellular process","BP",2.78781485157588e-254,"cellular process","Down"
"186",226,"GO:0065007",8.05846129146365e-200,1,164,164,"biological regulation","BP",1.51853940299691e-198,"biological regulation","Down"
"187",227,"GO:0008152",2.17023773176562e-188,1,154,154,"metabolic process","BP",4.02801352504209e-187,"metabolic process","Down"
"188",228,"GO:0050789",4.56954043690733e-188,1,155,155,"regulation of biological process","BP",8.45570815982672e-187,"biological regulation","Down"
"189",229,"GO:0071704",6.21348692405296e-182,1,149,149,"organic substance metabolic process","BP",1.14291063958252e-180,"metabolic process","Down"
"190",230,"GO:0044237",4.08860724057485e-178,1,146,146,"cellular metabolic process","BP",7.49821363583995e-177,"metabolic process","Down"
"191",231,"GO:0050794",1.54617845502028e-177,1,147,147,"regulation of cellular process","BP",2.82716665870474e-176,"biological regulation","Down"
"192",232,"GO:0044238",1.22264409816272e-176,1,145,145,"primary metabolic process","BP",2.22897424049666e-175,"metabolic process","Down"
"193",233,"GO:0032501",9.87579991682883e-170,1,141,141,"multicellular organismal process","BP",1.79512327691738e-168,"determination of adult lifespan","Down"
"194",234,"GO:0006807",2.73370239650288e-169,1,139,139,"nitrogen compound metabolic process","BP",4.95443357860317e-168,"metabolic process","Down"
"195",235,"GO:0032502",7.71059595293434e-155,1,129,129,"developmental process","BP",1.39333408392907e-153,"pattern specification process","Down"
"196",236,"GO:0048856",1.67555731413442e-153,1,128,128,"anatomical structure development","BP",3.01894273967728e-152,"pattern specification process","Down"
"197",237,"GO:0043170",2.09264535260208e-151,1,125,125,"macromolecule metabolic process","BP",3.74851182056221e-150,"metabolic process","Down"
"198",238,"GO:0050896",2.17731252214183e-150,1,125,125,"response to stimulus","BP",3.88886949606897e-149,"response to endoplasmic reticulum stress","Down"
"199",239,"GO:0007275",5.31791515227478e-146,1,122,122,"multicellular organism development","BP",9.44351388135943e-145,"pattern specification process","Down"
"200",240,"GO:0071840",2.81075509162133e-137,1,115,115,"cellular component organization or biogenesis","BP",4.97697496395709e-136,"epigenetic regulation of gene expression","Down"
"201",241,"GO:0051716",7.25472905771678e-126,1,105,105,"cellular response to stimulus","BP",1.27724687010431e-124,"response to endoplasmic reticulum stress","Down"
"202",242,"GO:0019222",2.03675194676885e-125,1,105,105,"regulation of metabolic process","BP",3.57563119543864e-124,"post-transcriptional regulation of gene expression","Down"
"203",243,"GO:0016043",6.29734512041622e-125,1,105,105,"cellular component organization","BP",1.10239319977286e-123,"epigenetic regulation of gene expression","Down"
"204",244,"GO:0060255",1.69604857553195e-119,1,100,100,"regulation of macromolecule metabolic process","BP",2.92746535642237e-118,"post-transcriptional regulation of gene expression","Down"
"205",245,"GO:0048518",2.82612194135833e-119,1,100,100,"positive regulation of biological process","BP",4.86440318509777e-118,"positive regulation of biological process","Down"
"206",246,"GO:0048731",5.79521171927894e-119,1,100,100,"system development","BP",9.94710156384312e-118,"circulatory system development","Down"
"207",247,"GO:0044260",1.13003012393778e-117,1,98,98,"cellular macromolecule metabolic process","BP",1.9342348954735e-116,"DNA metabolic process","Down"
"208",248,"GO:0031323",9.78786864272228e-117,1,98,98,"regulation of cellular metabolic process","BP",1.67071597164694e-115,"post-transcriptional regulation of gene expression","Down"
"209",249,"GO:1901564",2.79326687476886e-115,1,96,96,"organonitrogen compound metabolic process","BP",4.75472665257617e-114,"histone modification","Down"
"210",250,"GO:0080090",2.48365064614163e-113,1,95,95,"regulation of primary metabolic process","BP",4.19294665247252e-112,"post-transcriptional regulation of gene expression","Down"
"211",251,"GO:0048519",3.08516521860291e-112,1,94,94,"negative regulation of biological process","BP",5.19420439263146e-111,"negative regulation of transcription by RNA polymerase II","Down"
"212",252,"GO:0051171",6.48983214108431e-111,1,93,93,"regulation of nitrogen compound metabolic process","BP",1.08082015279355e-109,"post-transcriptional regulation of gene expression","Down"
"213",253,"GO:0048522",6.82863400468229e-107,1,90,90,"positive regulation of cellular process","BP",1.13417904951084e-105,"positive regulation of biological process","Down"
"214",254,"GO:0007154",9.98507801084763e-107,1,90,90,"cell communication","BP",1.65397985760331e-105,"trans-synaptic signaling","Down"
"215",255,"GO:0048869",2.09447113631349e-105,1,89,89,"cellular developmental process","BP",3.45083720373362e-104,"cell fate commitment","Down"
"216",256,"GO:0034641",2.59524855719836e-104,1,87,87,"cellular nitrogen compound metabolic process","BP",4.26451242918835e-103,"metabolic process","Down"
"217",257,"GO:0048523",1.89945848740984e-103,1,87,87,"negative regulation of cellular process","BP",3.11288914878177e-102,"negative regulation of transcription by RNA polymerase II","Down"
"218",258,"GO:0030154",6.06648249726286e-103,1,87,87,"cell differentiation","BP",9.91556104725032e-102,"cell fate commitment","Down"
"219",259,"GO:0051179",5.15142144985853e-101,1,85,85,"localization","BP",8.39763464921382e-100,"monoatomic ion transmembrane transport","Down"
"220",260,"GO:0006725",6.38519480589344e-101,1,84,84,"cellular aromatic compound metabolic process","BP",1.0381416990479e-99,"metabolic process","Down"
"221",261,"GO:1901360",9.9522714635797e-100,1,83,83,"organic cyclic compound metabolic process","BP",1.61383938838363e-98,"rRNA metabolic process","Down"
"222",262,"GO:0023052",4.01695456039509e-97,1,82,82,"signaling","BP",6.49671233626104e-96,"enzyme-linked receptor protein signaling pathway","Down"
"223",263,"GO:0046483",6.10311743280699e-96,1,80,80,"heterocycle metabolic process","BP",9.84487162852269e-95,"rRNA metabolic process","Down"
"224",264,"GO:0006950",4.24993010353649e-95,1,80,80,"response to stress","BP",6.83761600469761e-94,"response to endoplasmic reticulum stress","Down"
"225",265,"GO:0010468",5.61191885816131e-95,1,80,80,"regulation of gene expression","BP",9.00537604270573e-94,"post-transcriptional regulation of gene expression","Down"
"226",266,"GO:0006139",1.06293583046103e-94,1,79,79,"nucleobase-containing compound metabolic process","BP",1.70124950319503e-93,"rRNA metabolic process","Down"
"227",267,"GO:0019538",4.03321503630242e-93,1,78,78,"protein metabolic process","BP",6.43851581701956e-92,"histone modification","Down"
"228",268,"GO:0048583",1.40949473429947e-91,1,77,77,"regulation of response to stimulus","BP",2.24426525910939e-90,"regulation of cellular response to stress","Down"
"229",269,"GO:0048513",1.01493936990561e-88,1,75,75,"animal organ development","BP",1.60772658029778e-87,"gland development","Down"
"230",270,"GO:0042221",7.31450251679517e-88,1,74,74,"response to chemical","BP",1.15569139765364e-86,"response to xenobiotic stimulus","Down"
"231",271,"GO:0006996",6.95661350307666e-87,1,74,74,"organelle organization","BP",1.09633382112426e-85,"epigenetic regulation of gene expression","Down"
"232",272,"GO:0065008",3.11446774792505e-86,1,73,73,"regulation of biological quality","BP",4.89575261803932e-85,"regulation of hormone levels","Down"
"233",273,"GO:0051239",1.94630569890644e-85,1,72,72,"regulation of multicellular organismal process","BP",3.05168847752201e-84,"regulation of cytokine production","Down"
"234",274,"GO:0009889",2.14496169530142e-85,1,72,72,"regulation of biosynthetic process","BP",3.35463298640795e-84,"post-transcriptional regulation of gene expression","Down"
"235",275,"GO:0007165",2.73023222438618e-85,1,72,72,"signal transduction","BP",4.25916227004244e-84,"enzyme-linked receptor protein signaling pathway","Down"
"236",276,"GO:0031326",3.27303641412077e-84,1,71,71,"regulation of cellular biosynthetic process","BP",5.0930430262152e-83,"post-transcriptional regulation of gene expression","Down"
"237",277,"GO:0010646",3.41600062668345e-84,1,71,71,"regulation of cell communication","BP",5.28879293005614e-83,"trans-synaptic signaling","Down"
"238",278,"GO:0023051",3.41600062668345e-84,1,71,71,"regulation of signaling","BP",5.28879293005614e-83,"enzyme-linked receptor protein signaling pathway","Down"
"239",279,"GO:0009653",1.44516818846912e-83,1,71,71,"anatomical structure morphogenesis","BP",2.23186124745531e-82,"regulation of cell morphogenesis involved in differentiation","Down"
"240",280,"GO:0050793",4.82007743567963e-83,1,70,70,"regulation of developmental process","BP",7.42532928966447e-82,"positive regulation of neuron differentiation","Down"
