# WARNING - This exported Revigo data is only useful for the specific purpose of constructing a TreeMap visualization.
# Do not use this table as a general list of non-redundant GO categories, as it sets an extremely permissive 
# threshold to detect redundancies (c=0.10) and fill the 'representative' column, while normally c>=0.4 is recommended.
# To export a reduced-redundancy set of GO terms, go to the Scatterplot or Table tab, and export from there.
TermID	Name	Frequency	Value	Uniqueness	Dispensability	Representative
"GO:1904886"	"beta-catenin destruction complex disassembly"	0.0002461373728600684	-2.284427489676857	0.8380006851537739	0.22513712	"DNA damage response"
"GO:1990418"	"response to insulin-like growth factor stimulus"	0.00011641632500138368	-1.616722882416079	0.9619581424729945	0.36635399	"DNA damage response"
"GO:0010644"	"cell communication by electrical coupling"	0.0015666311164471921	-1.6069698228257492	0.9794548021535999	0.00532094	null
"GO:0017145"	"stem cell division"	0.0036089060750428945	-1.5480267352715371	0.9909664628403092	0.00557414	null
"GO:0048103"	"somatic stem cell division"	0.0012207083221573661	-1.580590848623323	0.9894155472440533	0.39190092	"stem cell division"
"GO:0018105"	"peptidyl-serine phosphorylation"	0.0408920657019146	-2.0689121491628857	0.9851217401639463	0.07588229	null
"GO:0006501"	"C-terminal protein lipidation"	0.0016431332728766728	-1.5563077192811348	0.9895809254406062	0.24089964	"peptidyl-serine phosphorylation"
"GO:0010390"	"histone monoubiquitination"	0.018204187049502083	-1.6456982275478627	0.9879714772225157	0.27619883	"peptidyl-serine phosphorylation"
"GO:0018209"	"peptidyl-serine modification"	0.04420161551266823	-2.023881125305408	0.9880050762207874	0.49066743	"peptidyl-serine phosphorylation"
"GO:0034720"	"histone H3-K4 demethylation"	0.0022318672593122416	-1.413059766357918	0.9890657110293996	0.57603581	"peptidyl-serine phosphorylation"
"GO:0046154"	"rhodopsin metabolic process"	0.0004623391192912095	-1.981575349275838	0.9893265331250026	0.13588218	"peptidyl-serine phosphorylation"
"GO:0019083"	"viral transcription"	0.00508905649291763	-1.517259396575389	1	-0	null
"GO:0030007"	"intracellular potassium ion homeostasis"	0.007011588945797624	-1.538330655305466	1	-0	null
"GO:0030050"	"vesicle transport along actin filament"	0.0037951721950451084	-2.50248320665813	0.9525166258360739	0.00559018	null
"GO:0006869"	"lipid transport"	0.4810987785200039	-1.6671705279293259	0.9546454982958446	0.54466055	"vesicle transport along actin filament"
"GO:0006888"	"endoplasmic reticulum to Golgi vesicle-mediated transport"	0.21787148914973242	-1.9014943014048307	0.9520414846311864	0.46766606	"vesicle transport along actin filament"
"GO:0006898"	"receptor-mediated endocytosis"	0.06008412842357128	-1.5958817313399896	0.9748488231491231	0.59841126	"vesicle transport along actin filament"
"GO:0006913"	"nucleocytoplasmic transport"	0.36092054313071836	-1.309364122653072	0.9516828471990364	0.64890771	"vesicle transport along actin filament"
"GO:0015850"	"organic hydroxy compound transport"	0.12233692667288262	-1.4736125134283393	0.9692844517873446	0.40430102	"vesicle transport along actin filament"
"GO:0031503"	"protein-containing complex localization"	0.0826522645702681	-1.4248118201112985	0.9778580096729915	0.16585322	"vesicle transport along actin filament"
"GO:0035046"	"pronuclear migration"	0.00024281119214574314	-1.639323597546224	0.9562910534839888	0.57128597	"vesicle transport along actin filament"
"GO:0035372"	"protein localization to microtubule"	0.002388197752885528	-2.014793872853947	0.961892162384406	0.30374082	"vesicle transport along actin filament"
"GO:0036376"	"sodium ion export across plasma membrane"	0.009396460517968826	-1.538330655305466	0.9776160865792856	0.14182306	"vesicle transport along actin filament"
"GO:0045214"	"sarcomere organization"	0.006007082370071398	-2.0334460475262244	0.7422050923022286	0.56911222	"vesicle transport along actin filament"
"GO:0048193"	"Golgi vesicle transport"	0.41485123723278794	-1.5518912846197617	0.9715415426672481	0.69796631	"vesicle transport along actin filament"
"GO:0051028"	"mRNA transport"	0.18082781453429211	-1.9082528372025338	0.9529391353074068	0.37425398	"vesicle transport along actin filament"
"GO:0051639"	"actin filament network formation"	0.001500107502160687	-1.4939056444029155	0.9706255121208794	0.53201902	"vesicle transport along actin filament"
"GO:0051642"	"centrosome localization"	0.004839592939343236	-1.565195571052107	0.9786487242032591	0.13498002	"vesicle transport along actin filament"
"GO:0061842"	"microtubule organizing center localization"	0.004972640167916246	-1.565195571052107	0.9786170676114079	0.13681798	"vesicle transport along actin filament"
"GO:0071166"	"ribonucleoprotein complex localization"	0.00015633049357328667	-1.328773332180783	0.9724324471907814	0.26857441	"vesicle transport along actin filament"
"GO:0098657"	"import into cell"	0.6271081333367393	-1.3526917369177063	0.9742338912419856	0.22310126	"vesicle transport along actin filament"
"GO:0034446"	"substrate adhesion-dependent cell spreading"	0.006639056705793196	-1.3110780217427378	0.9969044456903122	0.00577487	null
"GO:0034975"	"protein folding in endoplasmic reticulum"	0.012340130450146671	-1.335227821421112	0.9967978106850002	0.00599439	null
"GO:0035988"	"chondrocyte proliferation"	0.004131116447191959	-1.3535936268434592	0.9842435744056568	0.00561743	null
"GO:0045165"	"cell fate commitment"	0.06706910792365431	-3.309685169961921	0.757837843457072	-0	null
"GO:0000904"	"cell morphogenesis involved in differentiation"	0.15100860443036626	-1.7098479222996081	0.7275084387740791	0.66697484	"cell fate commitment"
"GO:0001649"	"osteoblast differentiation"	0.014878006335176835	-2.003392767306155	0.7680433906256258	0.57109026	"cell fate commitment"
"GO:0001708"	"cell fate specification"	0.03284603455396183	-2.340189773109531	0.7559914452846133	0.60059604	"cell fate commitment"
"GO:0002042"	"cell migration involved in sprouting angiogenesis"	0.002950322293606495	-1.4672816651244207	0.7435441697803712	0.67037531	"cell fate commitment"
"GO:0003416"	"endochondral bone growth"	0.003572318087185317	-1.7143420948391397	0.7541194233064947	0.48757021	"cell fate commitment"
"GO:0007280"	"pole cell migration"	0.0003093348064322481	-1.455496725342285	0.8610803083841168	0.56844374	"cell fate commitment"
"GO:0007423"	"sensory organ development"	0.11034937137845444	-1.4862571015256736	0.7335396335151336	0.65269572	"cell fate commitment"
"GO:0007444"	"imaginal disc development"	0.011877791330855461	-1.9064333057067275	0.7626037197030563	0.54907538	"cell fate commitment"
"GO:0007492"	"endoderm development"	0.012975430966582794	-2.1586907203666716	0.7662942384991931	0.5496841	"cell fate commitment"
"GO:0008354"	"germ cell migration"	0.002504614077886912	-1.3217461932450416	0.8478189777171232	0.62772509	"cell fate commitment"
"GO:0009838"	"abscission"	0.0030966742450368057	-1.9931943139969708	0.7802630849885845	0.416291	"cell fate commitment"
"GO:0009888"	"tissue development"	0.4169799928899561	-1.3467245373890389	0.7469618780339882	0.57590151	"cell fate commitment"
"GO:0009953"	"dorsal/ventral pattern formation"	0.01877629013236603	-2.4680526808033885	0.7514108534071943	0.46351464	"cell fate commitment"
"GO:0014016"	"neuroblast differentiation"	0.0018293993928788863	-1.8858047631379575	0.76191701099643	0.56141678	"cell fate commitment"
"GO:0016201"	"synaptic target inhibition"	0.00028605154143197136	-1.6220325727741565	0.752388051600042	0.45866116	"cell fate commitment"
"GO:0021885"	"forebrain cell migration"	0.007789915232949732	-2.257952991475201	0.7279814664595325	0.53805191	"cell fate commitment"
"GO:0031128"	"developmental induction"	0.004593455566483167	-1.9734082342714199	0.8065959003969809	0.42578163	"cell fate commitment"
"GO:0032291"	"axon ensheathment in central nervous system"	0.002823927426462136	-1.3527254996735982	0.766698324800516	0.42584952	"cell fate commitment"
"GO:0035019"	"somatic stem cell population maintenance"	0.007680151269376998	-2.7309271770015036	0.791982719680608	0.43882306	"cell fate commitment"
"GO:0035051"	"cardiocyte differentiation"	0.015809336935187903	-1.9236218867954666	0.7293334296840766	0.5732494	"cell fate commitment"
"GO:0035220"	"wing disc development"	0.008388627761528275	-1.6588903185668327	0.7617746869869007	0.55128211	"cell fate commitment"
"GO:0035284"	"brain segmentation"	0.0007317597571515547	-2.063146946745338	0.7569340416737814	0.68614831	"cell fate commitment"
"GO:0044332"	"Wnt signaling pathway involved in dorsal/ventral axis specification"	7.982833714380595E-05	-1.341590752352463	0.6838884530535908	0.61894512	"cell fate commitment"
"GO:0044340"	"canonical Wnt signaling pathway involved in regulation of cell proliferation"	0.0004590129385768843	-1.5864538143798699	0.8278102390741527	0.66719783	"cell fate commitment"
"GO:0045448"	"mitotic cell cycle, embryonic"	0.0005155580107204135	-3.022557176838826	0.7762884535621349	0.53333707	"cell fate commitment"
"GO:0048557"	"embryonic digestive tract morphogenesis"	0.0025112664393155625	-3.2536787926405375	0.7343459509368647	0.41141762	"cell fate commitment"
"GO:0048799"	"animal organ maturation"	0.0028339059686051118	-1.628465198857931	0.7770006253113945	0.49041565	"cell fate commitment"
"GO:0048863"	"stem cell differentiation"	0.03215086278466785	-2.43717179610352	0.767076282866839	0.59975903	"cell fate commitment"
"GO:0051451"	"myoblast migration"	0.0020156655128811003	-1.5699012299065167	0.9807878981523092	0.62099994	"cell fate commitment"
"GO:0060231"	"mesenchymal to epithelial transition"	0.0018360517543075372	-2.5849215988787075	0.7666217006131038	0.50548299	"cell fate commitment"
"GO:0060425"	"lung morphogenesis"	0.00629978627293202	-1.5296091365201694	0.7364074337210961	0.68936359	"cell fate commitment"
"GO:0060485"	"mesenchyme development"	0.03890966199617676	-1.3729632256395943	0.7333276559525858	0.69279168	"cell fate commitment"
"GO:0060572"	"morphogenesis of an epithelial bud"	0.0011475323464422106	-1.458179452712424	0.7744641774674309	0.61011957	"cell fate commitment"
"GO:0060601"	"lateral sprouting from an epithelium"	0.0010743563707270552	-1.5445638964003727	0.7680599202344034	0.55159639	"cell fate commitment"
"GO:0060689"	"cell differentiation involved in salivary gland development"	0.0002893777221462966	-1.5851001709444819	0.7755019503619904	0.6605449	"cell fate commitment"
"GO:0060716"	"labyrinthine layer blood vessel development"	0.0023482835843136253	-2.0629961935357577	0.7452661549023923	0.66628294	"cell fate commitment"
"GO:0060717"	"chorion development"	0.0010211374792978513	-1.590971624109438	0.8141882694017522	0.39172411	"cell fate commitment"
"GO:0060997"	"dendritic spine morphogenesis"	0.0018560088385934884	-1.5012748997848828	0.740703138771946	0.68516486	"cell fate commitment"
"GO:0061026"	"cardiac muscle tissue regeneration"	0.0009346567807253948	-1.6580723218059614	0.8101406355370528	0.64624699	"cell fate commitment"
"GO:0061180"	"mammary gland epithelium development"	0.006875215536510288	-2.1560037344998317	0.7464158493524433	0.60156508	"cell fate commitment"
"GO:0061316"	"canonical Wnt signaling pathway involved in heart development"	0.0003392704328611753	-1.667930038695498	0.6531394192034268	0.65848675	"cell fate commitment"
"GO:0061430"	"bone trabecula morphogenesis"	0.0013969959000166043	-1.4195178085834337	0.7995733300917971	0.4421106	"cell fate commitment"
"GO:0071542"	"dopaminergic neuron differentiation"	0.004623391192912095	-2.3915834095847557	0.751393343562861	0.53248393	"cell fate commitment"
"GO:0071679"	"commissural neuron axon guidance"	0.0016398070921623475	-1.5519471587447018	0.7148697000735649	0.68031972	"cell fate commitment"
"GO:0071696"	"ectodermal placode development"	0.00341598759361203	-2.0691820915897976	0.8037014472473581	0.41861335	"cell fate commitment"
"GO:0071697"	"ectodermal placode morphogenesis"	0.0030301506307503015	-2.0691820915897976	0.7849227531946105	0.45841436	"cell fate commitment"
"GO:0072164"	"mesonephric tubule development"	0.011165988657989859	-1.6752329901648013	0.7184001307679537	0.65968524	"cell fate commitment"
"GO:0098727"	"maintenance of cell number"	0.02156030339025626	-1.5011873612387154	0.7912752246594282	0.46758372	"cell fate commitment"
"GO:1904948"	"midbrain dopaminergic neuron differentiation"	0.0012173821414430408	-2.016689423944129	0.7474070029941908	0.65831456	"cell fate commitment"
"GO:0046503"	"glycerolipid catabolic process"	0.011734765560139476	-1.80134612903561	0.9932351753219971	0.04278461	null
"GO:0050882"	"voluntary musculoskeletal movement"	0.0007417382992945304	-2.5351186614337258	0.868539089177282	-0	null
"GO:0001503"	"ossification"	0.044973289438391684	-2.343040008618498	0.8402892475237039	0.37449821	"voluntary musculoskeletal movement"
"GO:0030431"	"sleep"	0.010134872636549032	-2.2384060504637002	0.8520227254252457	0.43242695	"voluntary musculoskeletal movement"
"GO:0051130"	"positive regulation of cellular component organization"	0.17586182672780454	-3.9829290791510026	0.6668069272585773	0	null
"GO:0002087"	"regulation of respiratory gaseous exchange by nervous system process"	0.0013005366593011722	-1.497389094891675	0.6934604886566551	0.60174145	"positive regulation of cellular component organization"
"GO:0002682"	"regulation of immune system process"	0.29494907484279137	-1.5985675948915183	0.8353687552107986	0.19177066	"positive regulation of cellular component organization"
"GO:0002684"	"positive regulation of immune system process"	0.18343554021432312	-2.502044609901345	0.7169268852704279	0.601031	"positive regulation of cellular component organization"
"GO:0002923"	"regulation of humoral immune response mediated by circulating immunoglobulin"	0.0017096568871631777	-1.8168995784465418	0.8359548494479934	0.67242056	"positive regulation of cellular component organization"
"GO:0010454"	"negative regulation of cell fate commitment"	0.002903755763605942	-2.4624420636525834	0.7575207908285071	0.66194066	"positive regulation of cellular component organization"
"GO:0010564"	"regulation of cell cycle process"	0.3115866307758463	-2.090100575341557	0.7916442640829714	0.23852754	"positive regulation of cellular component organization"
"GO:0010770"	"positive regulation of cell morphogenesis involved in differentiation"	0.0030866957028938304	-1.5987561609432777	0.701937348461381	0.66413535	"positive regulation of cellular component organization"
"GO:0010835"	"regulation of protein ADP-ribosylation"	0.004227575687907391	-1.506417478386629	0.8494964444528816	0.51045837	"positive regulation of cellular component organization"
"GO:0010897"	"negative regulation of triglyceride catabolic process"	0.0005188841914347388	-1.8886353114241234	0.8310853435887894	0.35784659	"positive regulation of cellular component organization"
"GO:0010906"	"regulation of glucose metabolic process"	0.02341631222884975	-1.4628249815324723	0.8421719114749237	0.21054585	"positive regulation of cellular component organization"
"GO:0010975"	"regulation of neuron projection development"	0.04480032804124677	-1.8630903815457855	0.7706077372312938	0.68270509	"positive regulation of cellular component organization"
"GO:0023051"	"regulation of signaling"	0.9538688005313375	-1.316087533265952	0.8209822327913587	0.25646627	"positive regulation of cellular component organization"
"GO:0030836"	"positive regulation of actin filament depolymerization"	0.0016165238271620707	-1.5665840162512905	0.7112721339017608	0.5549056	"positive regulation of cellular component organization"
"GO:0031399"	"regulation of protein modification process"	0.3689898575436714	-1.8354684658228102	0.8006149559500632	0.67395976	"positive regulation of cellular component organization"
"GO:0032101"	"regulation of response to external stimulus"	0.3095643129015365	-1.728006138395118	0.8011673976942992	0.59982109	"positive regulation of cellular component organization"
"GO:0032103"	"positive regulation of response to external stimulus"	0.11622673270066716	-1.8771233825805964	0.712228458187182	0.68462989	"positive regulation of cellular component organization"
"GO:0032210"	"regulation of telomere maintenance via telomerase"	0.00763025855866212	-2.360176067548904	0.7698458115805131	0.60633694	"positive regulation of cellular component organization"
"GO:0032689"	"negative regulation of type II interferon production"	0.0037851936529021326	-1.6876436926931804	0.7716891743930986	0.64110595	"positive regulation of cellular component organization"
"GO:0032879"	"regulation of localization"	0.5544443894515899	-1.3393273327492428	0.8279397497490751	0.23265803	"positive regulation of cellular component organization"
"GO:0032886"	"regulation of microtubule-based process"	0.07789582614878299	-3.785484645152924	0.8415130796618813	0.18740105	"positive regulation of cellular component organization"
"GO:0034103"	"regulation of tissue remodeling"	0.007297640487229595	-1.9275616793195454	0.8000928431479989	0.66813012	"positive regulation of cellular component organization"
"GO:0034250"	"positive regulation of amide metabolic process"	0.08025741445595391	-1.4897025277552673	0.7300031733841373	0.68798015	"positive regulation of cellular component organization"
"GO:0035065"	"regulation of histone acetylation"	0.011388842765849649	-1.4910966791859537	0.8260451707729617	0.17841711	"positive regulation of cellular component organization"
"GO:0040008"	"regulation of growth"	0.12876976017438768	-1.570579347272002	0.8441833789436216	0.17954313	"positive regulation of cellular component organization"
"GO:0040017"	"positive regulation of locomotion"	0.07364829337658965	-1.6341999406628251	0.740698314054199	0.56057335	"positive regulation of cellular component organization"
"GO:0044087"	"regulation of cellular component biogenesis"	0.3542482246177819	-2.189331053893918	0.8249804442531932	0.24144851	"positive regulation of cellular component organization"
"GO:0044093"	"positive regulation of molecular function"	0.3543247267742114	-1.3749305646434564	0.809629857357156	0.66904709	"positive regulation of cellular component organization"
"GO:0045664"	"regulation of neuron differentiation"	0.03218745077252543	-2.9963632869217176	0.7540666186476611	0.45277687	"positive regulation of cellular component organization"
"GO:0045740"	"positive regulation of DNA replication"	0.005927254032927593	-1.8180310561888424	0.7472044959761155	0.63171392	"positive regulation of cellular component organization"
"GO:0045778"	"positive regulation of ossification"	0.0062299364779311904	-1.6341539446927753	0.7256269840458246	0.66141188	"positive regulation of cellular component organization"
"GO:0045992"	"negative regulation of embryonic development"	0.00029603008357494706	-2.793928184737437	0.7658797825490378	0.50066564	"positive regulation of cellular component organization"
"GO:0046662"	"regulation of egg-laying behavior"	0.0009313306000110694	-2.3604504629211167	0.8170801757787197	0.45324975	"positive regulation of cellular component organization"
"GO:0046672"	"positive regulation of compound eye retinal cell programmed cell death"	0.00024281119214574314	-1.496603614719728	0.741777521798056	0.51919083	"positive regulation of cellular component organization"
"GO:0046850"	"regulation of bone remodeling"	0.005591309780780742	-1.7785748332028077	0.8027825484633669	0.65689579	"positive regulation of cellular component organization"
"GO:0048070"	"regulation of developmental pigmentation"	0.0026110518607453197	-1.471322343102723	0.8693696911256598	0.13811962	"positive regulation of cellular component organization"
"GO:0048518"	"positive regulation of biological process"	2.065218953163118	-1.7634192608572936	0.8100205027186165	0.28025751	"positive regulation of cellular component organization"
"GO:0048523"	"negative regulation of cellular process"	1.899681591372579	-1.326769262231892	0.7648938695300657	0.53498794	"positive regulation of cellular component organization"
"GO:0048583"	"regulation of response to stimulus"	1.2942601562932403	-1.5727212527217465	0.8168097653790067	0.28366081	"positive regulation of cellular component organization"
"GO:0048638"	"regulation of developmental growth"	0.05855741147569599	-1.9182774021326015	0.7547567962816357	0.65155861	"positive regulation of cellular component organization"
"GO:0050679"	"positive regulation of epithelial cell proliferation"	0.023871998986712308	-1.8738629732571417	0.7408157844593155	0.55185849	"positive regulation of cellular component organization"
"GO:0050684"	"regulation of mRNA processing"	0.05336191719991995	-1.4009060088589753	0.8311841542054152	0.23100347	"positive regulation of cellular component organization"
"GO:0050793"	"regulation of developmental process"	1.1712047745860634	-2.2898440326498664	0.8181974862520095	0.25140078	"positive regulation of cellular component organization"
"GO:0050848"	"regulation of calcium-mediated signaling"	0.009788949842259205	-1.616269365600745	0.8263685130711573	0.61180721	"positive regulation of cellular component organization"
"GO:0050999"	"regulation of nitric-oxide synthase activity"	0.003326180714325248	-2.2001839172530557	0.8492915935779336	0.13559419	"positive regulation of cellular component organization"
"GO:0051093"	"negative regulation of developmental process"	0.13921729379808326	-1.964554771588064	0.7347041763103436	0.69625362	"positive regulation of cellular component organization"
"GO:0051128"	"regulation of cellular component organization"	0.7940757528344382	-2.489457804674152	0.8146409067597996	0.22632314	"positive regulation of cellular component organization"
"GO:0051239"	"regulation of multicellular organismal process"	0.535086017694217	-1.819597371816462	0.8283762394956202	0.23183663	"positive regulation of cellular component organization"
"GO:0051247"	"positive regulation of protein metabolic process"	0.36855412787009484	-2.41105411921122	0.6934108321265373	0.63838661	"positive regulation of cellular component organization"
"GO:0051769"	"regulation of nitric-oxide synthase biosynthetic process"	0.001606545285019095	-1.648960348827652	0.8668478394809489	0.13426046	"positive regulation of cellular component organization"
"GO:0051782"	"negative regulation of cell division"	0.0070348722107979	-2.188381298796419	0.8314938893236985	0.15907054	"positive regulation of cellular component organization"
"GO:0051896"	"regulation of protein kinase B signaling"	0.019750861081663323	-2.11632902750366	0.8195894487916497	0.17011147	"positive regulation of cellular component organization"
"GO:0051897"	"positive regulation of protein kinase B signaling"	0.012413306425861827	-2.2843579391616338	0.7328848031256799	0.62009951	"positive regulation of cellular component organization"
"GO:0051967"	"negative regulation of synaptic transmission, glutamatergic"	0.0007284335764372293	-1.5063122728462972	0.8339949591632676	0.45326744	"positive regulation of cellular component organization"
"GO:0055024"	"regulation of cardiac muscle tissue development"	0.000681867046436676	-1.3097177698094544	0.8157968877998235	0.37777226	"positive regulation of cellular component organization"
"GO:0060341"	"regulation of cellular localization"	0.1443329597367155	-1.9582804141595682	0.8109051735189079	0.68188263	"positive regulation of cellular component organization"
"GO:0060828"	"regulation of canonical Wnt signaling pathway"	0.04960665917344675	-1.5126740978968443	0.8105239513011389	0.64108576	"positive regulation of cellular component organization"
"GO:0061217"	"regulation of mesonephros development"	0.0007251073957229041	-1.4132582894620809	0.8100143315654681	0.37877314	"positive regulation of cellular component organization"
"GO:0070131"	"positive regulation of mitochondrial translation"	0.002730794366461029	-1.6375746621050518	0.7565576608343362	0.48085664	"positive regulation of cellular component organization"
"GO:0070167"	"regulation of biomineral tissue development"	0.013873499759450611	-1.308347975720884	0.7440828027662163	0.69687761	"positive regulation of cellular component organization"
"GO:0070507"	"regulation of microtubule cytoskeleton organization"	0.057163741756393716	-3.44180400736927	0.7579063827869373	0.69475255	"positive regulation of cellular component organization"
"GO:0070587"	"regulation of cell-cell adhesion involved in gastrulation"	0.0013770388157306526	-1.5810125022160681	0.8732299096714622	0.14427629	"positive regulation of cellular component organization"
"GO:0070885"	"negative regulation of calcineurin-NFAT signaling cascade"	0.0022684552471698193	-1.551186016229303	0.809357981188153	0.63895968	"positive regulation of cellular component organization"
"GO:0086064"	"cell communication by electrical coupling involved in cardiac conduction"	0.0006452790585790982	-2.0753260472533785	0.8094791356055477	0.44611908	"positive regulation of cellular component organization"
"GO:0090178"	"regulation of establishment of planar polarity involved in neural tube closure"	0.0015566525743042163	-1.6197343301240892	0.8030101127826036	0.45993227	"positive regulation of cellular component organization"
"GO:1901019"	"regulation of calcium ion transmembrane transporter activity"	0.01819420850735911	-2.078101266206074	0.8085470096777655	0.50398949	"positive regulation of cellular component organization"
