"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"5805","GO:0021987",0.00651056684232476,0.996792218497986,32,72,"cerebral cortex development","BP"
"5724","GO:0021795",0.00666131131229934,0.997550803680802,18,36,"cerebral cortex cell migration","BP"
"12430","GO:0060795",0.00672645172886533,0.997836749194608,15,28,"cell fate commitment involved in formation of primary germ layer","BP"
"5571","GO:0019901",0.00674723237630537,0.995326076256295,103,275,"protein kinase binding","MF"
"157","GO:0000377",0.00678389799280501,0.995517187045658,81,216,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","BP"
"168","GO:0000398",0.00678389799280501,0.995517187045658,81,216,"mRNA splicing, via spliceosome","BP"
"11410","GO:0051094",0.00689765356984663,0.994722656307055,188,539,"positive regulation of developmental process","BP"
"3124","GO:0007492",0.00693919821826581,0.997119914726388,22,46,"endoderm development","BP"
"12605","GO:0061180",0.00698226447944746,0.997561777505182,17,32,"mammary gland epithelium development","BP"
"501","GO:0001710",0.00717375705027723,0.998062736002877,12,21,"mesodermal cell fate commitment","BP"
"431","GO:0001540",0.00762640850979751,0.997921400278905,12,21,"amyloid-beta binding","MF"
"11791","GO:0051896",0.00765016829727962,0.996399081430136,28,61,"regulation of protein kinase B signaling","BP"
"1988","GO:0005634",0.00774070780162475,0.993315100776626,718,2258,"nucleus","CC"
"10440","GO:0046622",0.0078111569004549,0.996912156018466,20,40,"positive regulation of organ growth","BP"
"15115","GO:0120111",0.00785634889208956,0.998075813888965,11,18,"neuron projection cytoplasm","CC"
"10983","GO:0048709",0.00792097732716699,0.99739752279422,15,28,"oligodendrocyte differentiation","BP"
"4009","GO:0010470",0.00793689859302437,0.996936997139485,19,38,"regulation of gastrulation","BP"
"4046","GO:0010564",0.00812642335296332,0.994102983403917,127,351,"regulation of cell cycle process","BP"
"4821","GO:0016282",0.00817474341905279,1,4,4,"eukaryotic 43S preinitiation complex","CC"
"10056","GO:0045667",0.00819490528402294,0.99653979327598,22,46,"regulation of osteoblast differentiation","BP"
"8614","GO:0038066",0.00823921580563532,0.998147551436644,10,16,"p38MAPK cascade","BP"
"495","GO:0001704",0.008240963047857,0.995950396196866,30,68,"formation of primary germ layer","BP"
"10810","GO:0048333",0.00830493978281973,0.997374222794763,14,26,"mesodermal cell differentiation","BP"
"9678","GO:0044451",0.00832546943780312,0.993691354952864,167,477,NA,NA
"15351","GO:1901019",0.00835408172308694,0.997356537908564,14,26,"regulation of calcium ion transmembrane transporter activity","BP"
"9440","GO:0043614",0.00838639031593887,1,4,4,"multi-eIF complex","CC"
"14106","GO:0086064",0.00840763656896669,1,4,4,"cell communication by electrical coupling involved in cardiac conduction","BP"
"17341","GO:2000253",0.00843193090366871,0.999478263584807,5,6,"positive regulation of feeding behavior","BP"
"10869","GO:0048522",0.00851076577598457,0.992745505303759,553,1705,"positive regulation of cellular process","BP"
"10668","GO:0048017",0.00851189827778053,0.996913568377965,17,33,"inositol lipid-mediated signaling","BP"
"13644","GO:0071696",0.00852742545798545,0.99729403283971,14,26,"ectodermal placode development","BP"
"13645","GO:0071697",0.00852742545798545,0.99729403283971,14,26,"ectodermal placode morphogenesis","BP"
"5249","GO:0018105",0.00853272704176705,0.99550834918147,36,82,"peptidyl-serine phosphorylation","BP"
"106","GO:0000245",0.00859253109396862,0.996537051201632,20,41,"spliceosomal complex assembly","BP"
"8092","GO:0035283",0.00864675271705348,0.999461193888173,5,6,"central nervous system segmentation","BP"
"8093","GO:0035284",0.00864675271705348,0.999461193888173,5,6,"brain segmentation","BP"
"12395","GO:0060716",0.00864975489786748,0.998759904153963,7,10,"labyrinthine layer blood vessel development","BP"
"4064","GO:0010604",0.0088487763868699,0.99267692080832,365,1105,"positive regulation of macromolecule metabolic process","BP"
"1308","GO:0003729",0.00886386150171575,0.994473550519182,60,154,"mRNA binding","MF"
"5857","GO:0022616",0.00905464964913653,0.99815322550222,9,14,"DNA strand elongation","BP"
"9877","GO:0045214",0.00925878436389025,0.997172502035745,13,24,"sarcomere organization","BP"
"15910","GO:1902936",0.00930338191993036,0.996047248234965,22,45,"phosphatidylinositol bisphosphate binding","MF"
"17210","GO:1990909",0.00931400767385201,0.999407371603295,5,6,"Wnt signalosome","CC"
"9598","GO:0044292",0.00938449235379942,0.99807312096488,9,14,"dendrite terminus","CC"
"5275","GO:0018209",0.00946496177666623,0.994870062804914,38,88,"peptidyl-serine modification","BP"
"6513","GO:0031312",0.00947974057155452,0.99732897109574,12,21,"extrinsic component of organelle membrane","CC"
"16680","GO:1904948",0.00962300155776516,0.998944575881316,6,8,"midbrain dopaminergic neuron differentiation","BP"
"8145","GO:0035372",0.00966509515313193,1,4,4,"protein localization to microtubule","BP"
"13727","GO:0071901",0.00974203946601537,0.99550868190641,25,55,"negative regulation of protein serine/threonine kinase activity","BP"
"10438","GO:0046620",0.00986040710123181,0.994904744821898,33,75,"regulation of organ growth","BP"
"498","GO:0001707",0.00989502772703654,0.9955268748612,24,52,"mesoderm formation","BP"
"462","GO:0001649",0.00992218260108869,0.996939204792111,13,24,"osteoblast differentiation","BP"
"10666","GO:0048015",0.00994077876795977,0.996448055308508,16,31,"phosphatidylinositol-mediated signaling","BP"
"3866","GO:0009838",0.0101579409984023,0.999337623191703,5,6,"abscission","BP"
"9770","GO:0044877",0.0102473694925791,0.992287671575594,151,429,"protein-containing complex binding","MF"
"6519","GO:0031325",0.0103606724091102,0.991408878277766,357,1082,"positive regulation of cellular metabolic process","BP"
"10294","GO:0046154",0.010433370689249,1,4,4,"rhodopsin metabolic process","BP"
"10867","GO:0048520",0.0105014011017924,0.996359199517417,15,29,"positive regulation of behavior","BP"
"13600","GO:0071599",0.0105588855192691,0.996548062286687,14,26,"otic vesicle development","BP"
"6435","GO:0031128",0.0106314319694073,0.996866728185674,12,22,"developmental induction","BP"
"14573","GO:0097367",0.0106831332370207,0.992242338463863,119,329,"carbohydrate derivative binding","MF"
"11409","GO:0051093",0.0108503872724285,0.991842768485808,148,418,"negative regulation of developmental process","BP"
"11454","GO:0051173",0.0109956051340897,0.990897293237702,344,1042,"positive regulation of nitrogen compound metabolic process","BP"
"12196","GO:0060341",0.0110082828356442,0.991794116658928,140,389,"regulation of cellular localization","BP"
"1637","GO:0004620",0.0112500521627539,0.996222067180691,14,27,"phospholipase activity","MF"
"480","GO:0001672",0.0113338113305798,0.997588511365544,9,14,NA,NA
"11218","GO:0050772",0.0114406487481125,0.994537957886565,26,58,"positive regulation of axonogenesis","BP"
"6902","GO:0032271",0.0114997500529991,0.993574278489552,39,94,"regulation of protein polymerization","BP"
"1959","GO:0005524",0.0115516294647091,0.992535559585069,66,167,"ATP binding","MF"
"2905","GO:0007169",0.0115540069322592,0.992367574835769,72,187,"transmembrane receptor protein tyrosine kinase signaling pathway","BP"
"16804","GO:1905330",0.0115884571537908,0.993938558257981,32,76,"regulation of morphogenesis of an epithelium","BP"
"156","GO:0000375",0.0116740535974441,0.992059533820098,81,220,"RNA splicing, via transesterification reactions","BP"
"16768","GO:1905216",0.0117951389414987,0.998639091672636,6,8,"positive regulation of RNA binding","BP"
"7582","GO:0034103",0.0118151246927379,0.995682637919514,16,31,"regulation of tissue remodeling","BP"
"11070","GO:0048865",0.0118301324789319,0.997026733125267,10,17,"stem cell fate commitment","BP"
"16459","GO:1904398",0.0118603778269514,0.99533091506975,18,36,"positive regulation of neuromuscular junction development","BP"
"2349","GO:0006273",0.01191505443791,0.999186773024228,5,6,"lagging strand elongation","BP"
"7920","GO:0035051",0.0119227964529339,0.994479567811932,24,53,"cardiocyte differentiation","BP"
"10932","GO:0048638",0.0120704257567281,0.991375324897923,105,287,"regulation of developmental growth","BP"
"11370","GO:0051028",0.01235228146958,0.994058664447886,26,58,"mRNA transport","BP"
"3094","GO:0007444",0.0124041414765686,0.991371931335675,90,243,"imaginal disc development","BP"
"3789","GO:0009452",0.0125404212911078,0.996815626719824,10,17,"7-methylguanosine RNA capping","BP"
"8488","GO:0036260",0.0125404212911078,0.996815626719824,10,17,"RNA capping","BP"
"2743","GO:0006888",0.0125460116554467,0.993330553709524,33,78,"endoplasmic reticulum to Golgi vesicle-mediated transport","BP"
"15205","GO:1900087",0.0125866702749376,0.996424300616639,11,20,"positive regulation of G1/S transition of mitotic cell cycle","BP"
"12353","GO:0060644",0.0126088590490126,0.999125232958479,5,6,"mammary gland epithelial cell differentiation","BP"
"3881","GO:0009893",0.0127351210676956,0.989323895760195,384,1172,"positive regulation of metabolic process","BP"
"8211","GO:0035556",0.0129014515331788,0.99003275386675,172,495,"intracellular signal transduction","BP"
"4253","GO:0010897",0.0129230404450226,0.999097013383203,5,6,"negative regulation of triglyceride catabolic process","BP"
"4335","GO:0014016",0.013007542259805,0.996980650184092,9,15,"neuroblast differentiation","BP"
"6781","GO:0032008",0.013151175161192,0.995484967394761,14,27,"positive regulation of TOR signaling","BP"
"5569","GO:0019899",0.0132339095587764,0.989114760035349,304,907,"enzyme binding","MF"
"6835","GO:0032103",0.0132701738981814,0.992170719240817,45,110,"positive regulation of response to external stimulus","BP"
"9","GO:0000022",0.0133295861216548,0.998413753968379,6,8,"mitotic spindle elongation","BP"
"11171","GO:0050679",0.0133701731172473,0.993196301331501,29,67,"positive regulation of epithelial cell proliferation","BP"
"4299","GO:0010976",0.0135313631735166,0.99120279234397,64,167,"positive regulation of neuron projection development","BP"
"2096","GO:0005798",0.0135920604225952,0.993176271928542,28,64,"Golgi-associated vesicle","CC"
"16899","GO:1905606",0.0136385398899543,0.999031949828416,5,6,"regulation of presynapse assembly","BP"
"4298","GO:0010975",0.0137059654718052,0.990231589945297,100,273,"regulation of neuron projection development","BP"
"6999","GO:0032433",0.0137427346965611,0.998351824499742,6,8,"filopodium tip","CC"
"15865","GO:1902808",0.0140596029309501,0.995340811925433,13,25,"positive regulation of cell cycle G1/S phase transition","BP"
"16457","GO:1904396",0.0141683301742191,0.992025528619945,38,91,"regulation of neuromuscular junction development","BP"
"15621","GO:1901987",0.014396200776318,0.990351535447286,72,191,"regulation of cell cycle phase transition","BP"
"6558","GO:0031399",0.0146060081694185,0.98837797214205,212,622,"regulation of protein modification process","BP"
"10001","GO:0045598",0.0146654997188023,0.994351571292755,16,33,"regulation of fat cell differentiation","BP"
"10057","GO:0045668",0.0146977009804769,0.99544290984528,12,22,"negative regulation of osteoblast differentiation","BP"
"8267","GO:0035639",0.0147717114322445,0.989754509864379,85,227,"purine ribonucleoside triphosphate binding","MF"
"467","GO:0001654",0.0147787934422473,0.989182017081209,114,319,"eye development","BP"
"3915","GO:0009996",0.0147891354031788,0.994836388963919,14,27,"negative regulation of cell fate specification","BP"
"17407","GO:2000369",0.0148709445519571,0.99610722390558,10,17,"regulation of clathrin-dependent endocytosis","BP"
"11496","GO:0051239",0.0151496514376162,0.987317871362904,358,1084,"regulation of multicellular organismal process","BP"
"10090","GO:0045740",0.0152043884092498,0.994377842601644,15,30,"positive regulation of DNA replication","BP"
"1074","GO:0002923",0.0152440519448057,1,3,3,"regulation of humoral immune response mediated by circulating immunoglobulin","BP"
"269","GO:0000803",0.0152476851043793,0.994984829783728,13,24,"sex chromosome","CC"
"6213","GO:0030660",0.0153068755631275,0.993890610088264,17,35,"Golgi-associated vesicle membrane","CC"
"3988","GO:0010389",0.0153971232439678,0.991767005053864,32,75,"regulation of G2/M transition of mitotic cell cycle","BP"
"8911","GO:0042491",0.0156870391607221,0.99397261630292,16,32,"inner ear auditory receptor cell differentiation","BP"
"4825","GO:0016298",0.0157182635173634,0.9938903223457,16,33,"lipase activity","MF"
"10392","GO:0046503",0.0157998827355793,0.996193460120142,9,15,"glycerolipid catabolic process","BP"
"5171","GO:0017076",0.0161059649420939,0.988516800975705,96,261,"purine nucleotide binding","MF"
"11364","GO:0051020",0.0163469244950595,0.9885401224525,88,233,"GTPase binding","MF"
"554","GO:0001784",0.0164133594746482,0.995626072402286,10,17,"phosphotyrosine residue binding","MF"
"6953","GO:0032365",0.0165216079199033,0.996424865445236,8,13,"intracellular lipid transport","BP"
"5755","GO:0021872",0.016591897297339,0.993009173052691,18,39,"forebrain generation of neurons","BP"
"10533","GO:0046850",0.0166504191822981,0.994085556845263,14,27,"regulation of bone remodeling","BP"
"16439","GO:1904356",0.016745750790769,0.993053647642411,18,37,"regulation of telomere maintenance via telomere lengthening","BP"
"15852","GO:1902749",0.0169049034215148,0.990678414071378,34,81,"regulation of cell cycle G2/M phase transition","BP"
"482","GO:0001674",0.0169878559202591,0.996302507626916,8,13,"female germ cell nucleus","CC"
"6422","GO:0031113",0.0170403804917211,0.99490709729145,11,20,"regulation of microtubule polymerization","BP"
"5756","GO:0021873",0.0171602475790629,0.995798929186961,9,15,"forebrain neuroblast division","BP"
"16266","GO:1903827",0.0172021233927792,0.987839015880733,90,243,NA,NA
"10865","GO:0048518",0.0172417260628221,0.985014675490835,605,1888,"positive regulation of biological process","BP"
"10809","GO:0048332",0.0172649384603174,0.991654793050377,24,54,"mesoderm morphogenesis","BP"
"3983","GO:0010369",0.0173461118340236,0.996207968968685,8,13,"chromocenter","CC"
"9847","GO:0045167",0.0173521303784877,0.995742732872035,9,15,"asymmetric protein localization involved in cell fate determination","BP"
"13812","GO:0072106",0.0173637834324546,1,3,3,"regulation of ureteric bud formation","BP"
"13813","GO:0072107",0.0173637834324546,1,3,3,"positive regulation of ureteric bud formation","BP"
"16786","GO:1905278",0.0173637834324546,1,3,3,"positive regulation of epithelial tube formation","BP"
"16268","GO:1903829",0.0174162027677848,0.988733386474136,59,151,"positive regulation of protein localization","BP"
"9999","GO:0045596",0.0174625710094244,0.987305416876322,104,291,"negative regulation of cell differentiation","BP"
"10164","GO:0045887",0.0174815171401233,0.993184574681156,16,32,"positive regulation of synaptic assembly at neuromuscular junction","BP"
"9115","GO:0043010",0.017663202546119,0.988518846198779,59,156,"camera-type eye development","BP"
"713","GO:0002066",0.0176675437904371,0.988200144766184,67,177,"columnar/cuboidal epithelial cell development","BP"
"4091","GO:0010639",0.0177272792361404,0.987822759065455,77,204,"negative regulation of organelle organization","BP"
"13386","GO:0071208",0.0177987875221833,0.998839068626587,4,5,"histone pre-mRNA DCP binding","MF"
"17461","GO:2000542",0.0179358052300556,0.996051388038999,8,13,"negative regulation of gastrulation","BP"
"10933","GO:0048639",0.0181247381294293,0.988179021812153,60,156,"positive regulation of developmental growth","BP"
"5628","GO:0021537",0.0182522775318003,0.988718001026002,48,123,"telencephalon development","BP"
"17716","GO:2001252",0.0182616329897703,0.988803214987238,47,118,"positive regulation of chromosome organization","BP"
"14143","GO:0090068",0.0184031549254968,0.988317471649264,53,138,"positive regulation of cell cycle process","BP"
"10003","GO:0045600",0.0185943283559802,0.995161312855051,9,16,"positive regulation of fat cell differentiation","BP"
"6833","GO:0032101",0.01870655662658,0.986605553378553,94,257,"regulation of response to external stimulus","BP"
"14022","GO:0072687",0.0188264772320433,0.997045179166269,6,9,"meiotic spindle","CC"
"7165","GO:0032768",0.0189991659009329,0.994604649494367,10,18,"regulation of monooxygenase activity","BP"
"15542","GO:1901673",0.0192823606854438,0.99568943981137,8,13,"regulation of mitotic spindle assembly","BP"
"1279","GO:0003416",0.0193044707037927,0.995163602799344,9,15,"endochondral bone growth","BP"
"14856","GO:0098868",0.0193044707037927,0.995163602799344,9,15,"bone growth","BP"
"492","GO:0001701",0.0193270534753652,0.987343532973092,60,156,"in utero embryonic development","BP"
"12064","GO:0060117",0.0193381427379275,0.993272755019247,13,25,"auditory receptor cell development","BP"
"15715","GO:1902275",0.0194336961300992,0.988177562288457,45,112,"regulation of chromatin organization","BP"
"8950","GO:0042585",0.0194500765916925,0.99623833940267,7,11,"germinal vesicle","CC"
"295","GO:0000904",0.0195052752437369,0.985244640137793,131,370,"cell morphogenesis involved in differentiation","BP"
"6327","GO:0030917",0.0197025071127674,0.996871509554075,6,9,"midbrain-hindbrain boundary development","BP"
"4974","GO:0016607",0.0197283090031907,0.986728959215249,67,178,"nuclear speck","CC"
"6954","GO:0032366",0.0198193662974948,0.996848178402224,6,9,"intracellular sterol transport","BP"
"6955","GO:0032367",0.0198193662974948,0.996848178402224,6,9,"intracellular cholesterol transport","BP"
"11424","GO:0051125",0.0199601872217744,0.99473388523552,9,16,"regulation of actin nucleation","BP"
"3532","GO:0008622",0.0199752269998291,1,3,3,"epsilon DNA polymerase complex","CC"
"12317","GO:0060563",0.0199962254010006,0.991175349359278,19,41,"neuroepithelial cell differentiation","BP"
"9536","GO:0044089",0.0200544756866613,0.985672618504774,91,248,"positive regulation of cellular component biogenesis","BP"
"2082","GO:0005783",0.0202232327910747,0.983861860205683,195,585,"endoplasmic reticulum","CC"
"11828","GO:0051963",0.0202891538128949,0.987936757184536,41,101,"regulation of synapse assembly","BP"
"1969","GO:0005543",0.0203503611609346,0.986497397746557,63,163,"phospholipid binding","MF"
"7131","GO:0032689",0.0205284572065055,1,3,3,"negative regulation of type II interferon production","BP"
"5845","GO:0022603",0.0206181884161209,0.984140916923604,145,415,"regulation of anatomical structure morphogenesis","BP"
"10124","GO:0045807",0.0207015466166306,0.987861959512776,39,95,"positive regulation of endocytosis","BP"
"11696","GO:0051656",0.0207731200361051,0.984876060506839,100,278,"establishment of organelle localization","BP"
"17195","GO:1990851",0.0209381275449256,0.998556746829936,4,5,"Wnt-Frizzled-LRP5/6 complex","CC"
"10779","GO:0048260",0.0210007666912359,0.99126536602375,17,35,"positive regulation of receptor-mediated endocytosis","BP"
"567","GO:0001823",0.0211235547202792,0.990112390550524,21,47,"mesonephros development","BP"
"13833","GO:0072163",0.0211235547202792,0.990112390550524,21,47,"mesonephric epithelium development","BP"
"13834","GO:0072164",0.0211235547202792,0.990112390550524,21,47,"mesonephric tubule development","BP"
"4414","GO:0014855",0.0211948560344583,0.998532932088417,4,5,"striated muscle cell proliferation","BP"
"12018","GO:0060038",0.0211948560344583,0.998532932088417,4,5,"cardiac muscle cell proliferation","BP"
"9624","GO:0044335",0.0214817649201763,1,3,3,"canonical Wnt signaling pathway involved in neural crest cell differentiation","BP"
"12640","GO:0061316",0.0214817649201763,1,3,3,"canonical Wnt signaling pathway involved in heart development","BP"
"6199","GO:0030620",0.0214866433996905,0.997410046837632,5,7,"U2 snRNA binding","MF"
"2728","GO:0006869",0.0215193662335179,0.988512065840213,29,68,"lipid transport","BP"
"10131","GO:0045823",0.0215286662026161,0.996502611135358,6,9,"positive regulation of heart contraction","BP"
"500","GO:0001709",0.0215579913087788,0.987507593780433,37,90,"cell fate determination","BP"
"10407","GO:0046534",0.0216192797814309,0.996484071160138,6,9,"positive regulation of photoreceptor cell differentiation","BP"
"12339","GO:0060603",0.0217304819452263,0.992301760629251,13,25,"mammary gland duct morphogenesis","BP"
"13436","GO:0071300",0.0218310114955041,0.993016691869943,11,21,"cellular response to retinoic acid","BP"
"8045","GO:0035220",0.0219335879389211,0.985288147338101,64,170,"wing disc development","BP"
"6178","GO:0030554",0.0219533927100876,0.984893766184225,73,193,"adenyl nucleotide binding","MF"
"12525","GO:0061026",0.0219749394457152,1,3,3,"cardiac muscle tissue regeneration","BP"
"10467","GO:0046658",0.02217084836484,0.996370748507338,6,9,NA,NA
"7076","GO:0032559",0.0221829558302346,0.98476964478806,72,190,"adenyl ribonucleotide binding","MF"
"11349","GO:0051000",0.0222064055181391,0.997297296790114,5,7,"positive regulation of nitric-oxide synthase activity","BP"
"10405","GO:0046532",0.0222294346080971,0.993502633778673,10,18,"regulation of photoreceptor cell differentiation","BP"
"7021","GO:0032466",0.0224231556010475,1,3,3,"negative regulation of cytokinesis","BP"
"13726","GO:0071900",0.0224237006986729,0.984687715341943,69,186,"regulation of protein serine/threonine kinase activity","BP"
"11742","GO:0051769",0.0224408684394195,0.997260315409513,5,7,"regulation of nitric-oxide synthase biosynthetic process","BP"
