"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust","Module"
"24","GO:0086014",0.00664708789470305,0.999822858580623,2,5,"atrial cardiac muscle cell action potential","BP",1,"Magenta"
"25","GO:0086019",0.00664708789470305,0.999822858580623,2,5,"cell-cell signaling involved in cardiac conduction","BP",1,"Magenta"
"26","GO:0086026",0.00664708789470305,0.999822858580623,2,5,"atrial cardiac muscle cell to AV node cell signaling","BP",1,"Magenta"
"27","GO:0086066",0.00664708789470305,0.999822858580623,2,5,"atrial cardiac muscle cell to AV node cell communication","BP",1,"Magenta"
"28","GO:0007436",0.0083043173453706,0.999751426735838,2,5,"larval salivary gland morphogenesis","BP",1,"Magenta"
"29","GO:0086091",0.00907143329805264,0.999691082463487,2,6,"regulation of heart rate by cardiac conduction","BP",1,"Magenta"
"30","GO:0098901",0.00926643563641482,0.999706227464091,2,5,"regulation of cardiac muscle cell action potential","BP",1,"Magenta"
"31","GO:1903530",0.0094508558807207,0.996092138717196,14,251,"regulation of secretion by cell","BP",1,"Magenta"
"32","GO:0006376",0.0108243459857685,0.998942193239062,3,19,"mRNA splice site selection","BP",1,"Magenta"
"33","GO:0051560",0.0109308803285639,0.998935022914926,3,18,"mitochondrial calcium ion homeostasis","BP",1,"Magenta"
"34","GO:0099623",0.0114291966982247,0.999536629302466,2,7,"regulation of cardiac muscle cell membrane repolarization","BP",1,"Magenta"
"35","GO:1901018",0.0118355719139683,0.999511259038222,2,7,"positive regulation of potassium ion transmembrane transporter activity","BP",1,"Magenta"
"36","GO:0030001",0.0126893103870415,0.995458515444355,10,158,"metal ion transport","BP",1,"Magenta"
"37","GO:0006816",0.0127329311865696,0.996887587203921,6,66,"calcium ion transport","BP",1,"Magenta"
"38","GO:0055074",0.0128997565652102,0.995993381860918,8,123,"calcium ion homeostasis","BP",1,"Magenta"
"39","GO:0086036",0.0140390940757335,0.999398388186147,2,6,"regulation of cardiac muscle cell membrane potential","BP",1,"Magenta"
"40","GO:0032471",0.0141993494331851,0.999330195304784,2,8,"negative regulation of endoplasmic reticulum calcium ion concentration","BP",1,"Magenta"
"41","GO:0046883",0.0144065779931623,0.995445080072302,8,115,"regulation of hormone secretion","BP",1,"Magenta"
"42","GO:1905954",0.014966219875724,0.997501795026593,4,36,"positive regulation of lipid localization","BP",1,"Magenta"
"43","GO:0090649",0.0149745206008135,0.999299913854626,2,7,"response to oxygen-glucose deprivation","BP",1,"Magenta"
"44","GO:0090650",0.0149745206008135,0.999299913854626,2,7,"cellular response to oxygen-glucose deprivation","BP",1,"Magenta"
"45","GO:0086004",0.0150553620037816,0.999330489933084,2,6,"regulation of cardiac muscle cell contraction","BP",1,"Magenta"
"46","GO:1903115",0.0150553620037816,0.999330489933084,2,6,"regulation of actin filament-based movement","BP",1,"Magenta"
"47","GO:2000831",0.015253279325991,0.999252734506291,2,8,"regulation of steroid hormone secretion","BP",1,"Magenta"
"48","GO:0051561",0.0155228265681269,0.999211157501282,2,9,"positive regulation of mitochondrial calcium ion concentration","BP",1,"Magenta"
"49","GO:0051046",0.0163119539959783,0.99277565076219,14,269,"regulation of secretion","BP",1,"Magenta"
"50","GO:0035260",0.0166360700647336,1,1,1,"internal genitalia morphogenesis","BP",1,"Magenta"
"51","GO:2000834",0.0166360700647336,1,1,1,"regulation of androgen secretion","BP",1,"Magenta"
"52","GO:2000836",0.0166360700647336,1,1,1,"positive regulation of androgen secretion","BP",1,"Magenta"
"53","GO:0033563",0.0168367328439777,0.999162355864338,2,7,"dorsal/ventral axon guidance","BP",1,"Magenta"
"54","GO:0021858",0.0172292384669825,1,1,1,"GABAergic neuron differentiation in basal ganglia","BP",1,"Magenta"
"55","GO:0048581",0.0175261448483039,0.996939265491424,4,35,"negative regulation of post-embryonic development","BP",1,"Magenta"
"56","GO:0002168",0.0179381324030616,0.996813192070725,4,41,"instar larval development","BP",1,"Magenta"
"57","GO:0060561",0.0183531486648366,0.998980737078834,2,9,"apoptotic process involved in morphogenesis","BP",1,"Magenta"
"58","GO:1903553",0.018732962057775,1,1,1,"positive regulation of extracellular exosome assembly","BP",1,"Magenta"
"59","GO:0010960",0.0190630641786438,0.998948744880563,2,8,"magnesium ion homeostasis","BP",1,"Magenta"
"60","GO:0050906",0.0191513519575287,0.996535179116821,4,40,"detection of stimulus involved in sensory perception","BP",1,"Magenta"
"61","GO:0045955",0.019180218110145,0.998938825445167,2,8,"negative regulation of calcium ion-dependent exocytosis","BP",1,"Magenta"
"62","GO:0097711",0.0197085117143743,0.996420962246726,4,37,"ciliary basal body-plasma membrane docking","BP",1,"Magenta"
"63","GO:0010817",0.0198951880709261,0.991940624018971,11,201,"regulation of hormone levels","BP",1,"Magenta"
"64","GO:0001915",0.0204720378276061,1,1,1,"negative regulation of T cell mediated cytotoxicity","BP",1,"Magenta"
"65","GO:0010615",0.0204720378276061,1,1,1,"positive regulation of cardiac muscle adaptation","BP",1,"Magenta"
"66","GO:0014744",0.0204720378276061,1,1,1,"positive regulation of muscle adaptation","BP",1,"Magenta"
"67","GO:1903244",0.0204720378276061,1,1,1,"positive regulation of cardiac muscle hypertrophy in response to stress","BP",1,"Magenta"
"68","GO:1903799",0.0204720378276061,1,1,1,"negative regulation of miRNA maturation","BP",1,"Magenta"
"69","GO:0014059",0.0211051366707225,0.99871065470816,2,10,"regulation of dopamine secretion","BP",1,"Magenta"
"70","GO:0010862",0.0211583784388553,0.99870566353803,2,10,"positive regulation of pathway-restricted SMAD protein phosphorylation","BP",1,"Magenta"
"71","GO:0002381",0.0214506327895921,0.998740154571029,2,8,"immunoglobulin production involved in immunoglobulin-mediated immune response","BP",1,"Magenta"
"72","GO:1901381",0.0221665141204296,0.998638596650317,2,9,"positive regulation of potassium ion transmembrane transport","BP",1,"Magenta"
"73","GO:1903859",0.0224116311578976,0.99865245719889,2,8,"regulation of dendrite extension","BP",1,"Magenta"
"74","GO:1903861",0.0224116311578976,0.99865245719889,2,8,"positive regulation of dendrite extension","BP",1,"Magenta"
"75","GO:0008016",0.0227946632785849,0.994532332602772,5,61,"regulation of heart contraction","BP",1,"Magenta"
"76","GO:0048791",0.023171673651664,0.998542667679807,2,9,"calcium ion-regulated exocytosis of neurotransmitter","BP",1,"Magenta"
"77","GO:0032026",0.0232417792324787,0.998505036640215,2,10,"response to magnesium ion","BP",1,"Magenta"
"78","GO:1903532",0.023613283169992,0.991194871018803,9,152,"positive regulation of secretion by cell","BP",1,"Magenta"
"79","GO:0086065",0.023617066573828,0.998499419250298,2,9,"cell communication involved in cardiac conduction","BP",1,"Magenta"
"80","GO:0008406",0.0241885941498102,0.990941415745697,9,153,"gonad development","BP",1,"Magenta"
"81","GO:0045137",0.0241885941498102,0.990941415745697,9,153,"development of primary sexual characteristics","BP",1,"Magenta"
"82","GO:0044060",0.0241951203484116,0.996714115293247,3,25,"regulation of endocrine process","BP",1,"Magenta"
"83","GO:0000389",0.0244103930256847,0.998388050616379,2,10,"mRNA 3'-splice site recognition","BP",1,"Magenta"
"84","GO:0061067",0.0246358406847333,0.998398806025097,2,9,"negative regulation of dauer larval development","BP",1,"Magenta"
"85","GO:0032370",0.0247696125043476,0.996617517974029,3,24,"positive regulation of lipid transport","BP",1,"Magenta"
"86","GO:0051412",0.0252256590307671,0.998339494140314,2,9,"response to corticosterone","BP",1,"Magenta"
"87","GO:0019228",0.0259654567009739,0.998264013052592,2,9,"neuronal action potential","BP",1,"Magenta"
"88","GO:0060306",0.0261305395208605,0.998210193150664,2,10,"regulation of membrane repolarization","BP",1,"Magenta"
"89","GO:0003299",0.0277176924994291,0.998131517061356,2,8,"muscle hypertrophy in response to stress","BP",1,"Magenta"
"90","GO:0014887",0.0277176924994291,0.998131517061356,2,8,"cardiac muscle adaptation","BP",1,"Magenta"
"91","GO:0014898",0.0277176924994291,0.998131517061356,2,8,"cardiac muscle hypertrophy in response to stress","BP",1,"Magenta"
"92","GO:0007619",0.028363236974314,0.99593529166907,3,23,"courtship behavior","BP",1,"Magenta"
"93","GO:0006874",0.0287888751787659,0.990452460886116,7,117,"intracellular calcium ion homeostasis","BP",1,"Magenta"
"94","GO:0010543",0.028855765797319,0.998011991006306,2,8,"regulation of platelet activation","BP",1,"Magenta"
"95","GO:0009584",0.0288659394607835,0.99580505461032,3,25,"detection of visible light","BP",1,"Magenta"
"96","GO:0043972",0.0297124734405926,1,1,1,"histone H3-K23 acetylation","BP",1,"Magenta"
"97","GO:0042713",0.0297345522117586,1,1,1,"sperm ejaculation","BP",1,"Magenta"
"98","GO:0043084",0.0297345522117586,1,1,1,"penile erection","BP",1,"Magenta"
"99","GO:0060011",0.0297345522117586,1,1,1,"Sertoli cell proliferation","BP",1,"Magenta"
"100","GO:0051047",0.0300187572171225,0.988316306517621,9,159,"positive regulation of secretion","BP",1,"Magenta"
"101","GO:0043379",0.0311450339683667,1,1,1,"memory T cell differentiation","BP",1,"Magenta"
"102","GO:0090713",0.0311450339683667,1,1,1,"immunological memory process","BP",1,"Magenta"
"103","GO:0090715",0.0311450339683667,1,1,1,"immunological memory formation process","BP",1,"Magenta"
"104","GO:1902349",0.0311450339683667,1,1,1,"response to chloroquine","BP",1,"Magenta"
"105","GO:1902350",0.0311450339683667,1,1,1,"cellular response to chloroquine","BP",1,"Magenta"
"106","GO:1903939",0.0311450339683667,1,1,1,"regulation of TORC2 signaling","BP",1,"Magenta"
"107","GO:1904515",0.0311450339683667,1,1,1,"positive regulation of TORC2 signaling","BP",1,"Magenta"
"108","GO:1903306",0.0312414530036837,0.997643535866337,2,10,"negative regulation of regulated secretory pathway","BP",1,"Magenta"
"109","GO:0019082",0.0313524827652474,1,1,1,"viral protein processing","BP",1,"Magenta"
"110","GO:0032804",0.0313524827652474,1,1,1,"negative regulation of low-density lipoprotein particle receptor catabolic process","BP",1,"Magenta"
"111","GO:0032898",0.0313524827652474,1,1,1,"neurotrophin production","BP",1,"Magenta"
"112","GO:0032902",0.0313524827652474,1,1,1,"nerve growth factor production","BP",1,"Magenta"
"113","GO:0032911",0.0313524827652474,1,1,1,"negative regulation of transforming growth factor beta1 production","BP",1,"Magenta"
"114","GO:0071635",0.0313524827652474,1,1,1,"negative regulation of transforming growth factor beta production","BP",1,"Magenta"
"115","GO:0090472",0.0313524827652474,1,1,1,"dibasic protein processing","BP",1,"Magenta"
"116","GO:0006812",0.0315069304636313,0.986289328842006,11,218,"monoatomic cation transport","BP",1,"Magenta"
"117","GO:0002159",0.0315897573642693,1,1,1,"desmosome assembly","BP",1,"Magenta"
"118","GO:0018894",0.0315897573642693,1,1,1,"dibenzo-p-dioxin metabolic process","BP",1,"Magenta"
"119","GO:0030845",0.0315897573642693,1,1,1,"phospholipase C-inhibiting G protein-coupled receptor signaling pathway","BP",1,"Magenta"
"120","GO:0032425",0.0315897573642693,1,1,1,"positive regulation of mismatch repair","BP",1,"Magenta"
"121","GO:0042488",0.0315897573642693,1,1,1,"positive regulation of odontogenesis of dentin-containing tooth","BP",1,"Magenta"
"122","GO:0050930",0.0315897573642693,1,1,1,"induction of positive chemotaxis","BP",1,"Magenta"
"123","GO:1990911",0.0315897573642693,1,1,1,"response to psychosocial stress","BP",1,"Magenta"
"124","GO:2000705",0.0315897573642693,1,1,1,"regulation of dense core granule biogenesis","BP",1,"Magenta"
"125","GO:2000707",0.0315897573642693,1,1,1,"positive regulation of dense core granule biogenesis","BP",1,"Magenta"
"126","GO:0018401",0.0316529676406571,1,1,1,"peptidyl-proline hydroxylation to 4-hydroxy-L-proline","BP",1,"Magenta"
"127","GO:0019511",0.0316529676406571,1,1,1,"peptidyl-proline hydroxylation","BP",1,"Magenta"
"128","GO:1905289",0.0316529676406571,1,1,1,"regulation of CAMKK-AMPK signaling cascade","BP",1,"Magenta"
"129","GO:1905290",0.0316529676406571,1,1,1,"negative regulation of CAMKK-AMPK signaling cascade","BP",1,"Magenta"
"130","GO:0016331",0.0317509145551859,0.987515687319401,9,161,"morphogenesis of embryonic epithelium","BP",1,"Magenta"
"131","GO:0036124",0.0319605684166134,1,1,1,"histone H3-K9 trimethylation","BP",1,"Magenta"
"132","GO:0031446",0.0319976344139188,1,1,1,"regulation of fast-twitch skeletal muscle fiber contraction","BP",1,"Magenta"
"133","GO:0031448",0.0319976344139188,1,1,1,"positive regulation of fast-twitch skeletal muscle fiber contraction","BP",1,"Magenta"
"134","GO:0032470",0.0319976344139188,1,1,1,"positive regulation of endoplasmic reticulum calcium ion concentration","BP",1,"Magenta"
"135","GO:0051659",0.0319976344139188,1,1,1,"maintenance of mitochondrion location","BP",1,"Magenta"
"136","GO:0090076",0.0319976344139188,1,1,1,"relaxation of skeletal muscle","BP",1,"Magenta"
"137","GO:0098909",0.0319976344139188,1,1,1,"regulation of cardiac muscle cell action potential involved in regulation of contraction","BP",1,"Magenta"
"138","GO:1901896",0.0319976344139188,1,1,1,"positive regulation of ATPase-coupled calcium transmembrane transporter activity","BP",1,"Magenta"
"139","GO:1903515",0.0319976344139188,1,1,1,"calcium ion transport from cytosol to endoplasmic reticulum","BP",1,"Magenta"
"140","GO:1990036",0.0319976344139188,1,1,1,"calcium ion import into sarcoplasmic reticulum","BP",1,"Magenta"
"141","GO:0007043",0.0321817798598059,0.993165751748966,4,41,"cell-cell junction assembly","BP",1,"Magenta"
"142","GO:0032274",0.0325681744458344,1,1,1,"gonadotropin secretion","BP",1,"Magenta"
"143","GO:0032275",0.0325681744458344,1,1,1,"luteinizing hormone secretion","BP",1,"Magenta"
"144","GO:0006813",0.0328489965177822,0.994965534913648,3,26,"potassium ion transport","BP",1,"Magenta"
"145","GO:0045822",0.0331813443878534,0.997466845063459,2,9,"negative regulation of heart contraction","BP",1,"Magenta"
"146","GO:0032469",0.0334268123603811,0.997275836173734,2,13,"endoplasmic reticulum calcium ion homeostasis","BP",1,"Magenta"
"147","GO:0050853",0.0336410505483961,0.997358567390824,2,10,"B cell receptor signaling pathway","BP",1,"Magenta"
"148","GO:0050962",0.0337842645378277,0.997297344446564,2,11,"detection of light stimulus involved in sensory perception","BP",1,"Magenta"
"149","GO:0051567",0.0343400634406845,0.997273356102895,2,10,"histone H3-K9 methylation","BP",1,"Magenta"
"150","GO:0002710",0.0360116428100103,0.999671335039836,1,2,"negative regulation of T cell mediated immunity","BP",1,"Magenta"
"151","GO:0051050",0.0361383489448029,0.980902599983449,17,384,"positive regulation of transport","BP",1,"Magenta"
"152","GO:0007435",0.0362258229100222,0.990141299981869,5,69,"salivary gland morphogenesis","BP",1,"Magenta"
"153","GO:0030217",0.0365685966269408,0.991851889108009,4,48,"T cell differentiation","BP",1,"Magenta"
"154","GO:1903779",0.0369909872283923,0.996849629568626,2,12,"regulation of cardiac conduction","BP",1,"Magenta"
"155","GO:0034105",0.0371145012448561,0.996875053172485,2,11,"positive regulation of tissue remodeling","BP",1,"Magenta"
"156","GO:0086002",0.0376428790177371,0.996806021749953,2,11,"cardiac muscle cell action potential involved in contraction","BP",1,"Magenta"
"157","GO:0034764",0.038238346759299,0.989436663788135,5,70,"positive regulation of transmembrane transport","BP",1,"Magenta"
"158","GO:0010650",0.0382750148630186,1,1,1,"positive regulation of cell communication by electrical coupling","BP",1,"Magenta"
"159","GO:0034112",0.0382750148630186,1,1,1,"positive regulation of homotypic cell-cell adhesion","BP",1,"Magenta"
"160","GO:0036309",0.0382750148630186,1,1,1,"protein localization to M-band","BP",1,"Magenta"
"161","GO:0036371",0.0382750148630186,1,1,1,"protein localization to T-tubule","BP",1,"Magenta"
"162","GO:0086046",0.0382750148630186,1,1,1,"membrane depolarization during SA node cell action potential","BP",1,"Magenta"
"163","GO:0098904",0.0382750148630186,1,1,1,"regulation of AV node cell action potential","BP",1,"Magenta"
"164","GO:0098907",0.0382750148630186,1,1,1,"regulation of SA node cell action potential","BP",1,"Magenta"
"165","GO:0098910",0.0382750148630186,1,1,1,"regulation of atrial cardiac muscle cell action potential","BP",1,"Magenta"
"166","GO:1900827",0.0382750148630186,1,1,1,"positive regulation of membrane depolarization during cardiac muscle cell action potential","BP",1,"Magenta"
"167","GO:0042492",0.0387050287646207,1,1,1,"gamma-delta T cell differentiation","BP",1,"Magenta"
"168","GO:0046629",0.0387050287646207,1,1,1,"gamma-delta T cell activation","BP",1,"Magenta"
"169","GO:1990134",0.0387050287646207,1,1,1,"epithelial cell apoptotic process involved in palatal shelf morphogenesis","BP",1,"Magenta"
"170","GO:0034110",0.040008878175454,0.996546802066259,2,10,"regulation of homotypic cell-cell adhesion","BP",1,"Magenta"
"171","GO:0035561",0.040044615024693,0.996399399821886,2,13,"regulation of chromatin binding","BP",1,"Magenta"
"172","GO:0014888",0.0402834299903364,0.996510043417648,2,10,"striated muscle adaptation","BP",1,"Magenta"
"173","GO:0032414",0.0404917879946139,0.993182218347433,3,31,"positive regulation of ion transmembrane transporter activity","BP",1,"Magenta"
"174","GO:0051385",0.0411891414992981,0.996279895414199,2,12,"response to mineralocorticoid","BP",1,"Magenta"
"175","GO:0001803",0.0416776396245155,1,1,1,"regulation of type III hypersensitivity","BP",1,"Magenta"
"176","GO:0001805",0.0416776396245155,1,1,1,"positive regulation of type III hypersensitivity","BP",1,"Magenta"
"177","GO:0001810",0.0416776396245155,1,1,1,"regulation of type I hypersensitivity","BP",1,"Magenta"
"178","GO:0001812",0.0416776396245155,1,1,1,"positive regulation of type I hypersensitivity","BP",1,"Magenta"
"179","GO:0002343",0.0416776396245155,1,1,1,"peripheral B cell selection","BP",1,"Magenta"
"180","GO:0002344",0.0416776396245155,1,1,1,"B cell affinity maturation","BP",1,"Magenta"
"181","GO:0002721",0.0416776396245155,1,1,1,"regulation of B cell cytokine production","BP",1,"Magenta"
"182","GO:0002883",0.0416776396245155,1,1,1,"regulation of hypersensitivity","BP",1,"Magenta"
"183","GO:0002885",0.0416776396245155,1,1,1,"positive regulation of hypersensitivity","BP",1,"Magenta"
"184","GO:0046960",0.0416776396245155,1,1,1,"sensitization","BP",1,"Magenta"
"185","GO:0061337",0.0421504996757914,0.996144617901798,2,12,"cardiac conduction","BP",1,"Magenta"
"186","GO:0060047",0.042904338143263,0.992641379099506,3,29,"heart contraction","BP",1,"Magenta"
"187","GO:0002709",0.0439198239304244,0.995774535873823,2,15,"regulation of T cell mediated immunity","BP",1,"Magenta"
"188","GO:0046958",0.043970090583272,0.996002807287969,2,10,"nonassociative learning","BP",1,"Magenta"
"189","GO:0040018",0.0444888096153861,0.989443163191687,4,49,"positive regulation of multicellular organism growth","BP",1,"Magenta"
"190","GO:0048312",0.0447484727248396,0.995825534801129,2,11,"intracellular distribution of mitochondria","BP",1,"Magenta"
"191","GO:0060393",0.0451600164245887,0.995558300609546,2,16,"regulation of pathway-restricted SMAD protein phosphorylation","BP",1,"Magenta"
"192","GO:0010882",0.0454232276789211,0.995623555929865,2,13,"regulation of cardiac muscle contraction by calcium ion signaling","BP",1,"Magenta"
"193","GO:0046661",0.0455833899233409,0.984901347796247,6,95,"male sex differentiation","BP",1,"Magenta"
"194","GO:0001666",0.0458863514949622,0.983174624485622,7,126,"response to hypoxia","BP",1,"Magenta"
"195","GO:1901021",0.0458890221058829,0.995477476334677,2,15,"positive regulation of calcium ion transmembrane transporter activity","BP",1,"Magenta"
"196","GO:0086003",0.0462441956976712,0.995549034655312,2,12,"cardiac muscle cell contraction","BP",1,"Magenta"
"197","GO:0061647",0.0463089590520578,0.995539361597556,2,12,"histone H3-K9 modification","BP",1,"Magenta"
"198","GO:0006937",0.046773844767155,0.988711866801454,4,50,"regulation of muscle contraction","BP",1,"Magenta"
"199","GO:0086010",0.047498417162971,0.995494059538781,2,10,"membrane depolarization during action potential","BP",1,"Magenta"
"200","GO:0043267",0.0476018265164078,0.995250438190052,2,14,"negative regulation of potassium ion transport","BP",1,"Magenta"
"201","GO:0032803",0.0478489110050884,0.999416181110502,1,2,"regulation of low-density lipoprotein particle receptor catabolic process","BP",1,"Magenta"
"202","GO:0045478",0.0485355890300785,0.995264569636025,2,11,"fusome organization","BP",1,"Magenta"
"203","GO:0006407",0.0486356890572129,0.99939657641585,1,2,"rRNA export from nucleus","BP",1,"Magenta"
"204","GO:0050848",0.0491782212595444,0.991008834842386,3,34,"regulation of calcium-mediated signaling","BP",1,"Magenta"
"205","GO:0001911",0.0492048258467132,0.999382187858522,1,2,"negative regulation of leukocyte mediated cytotoxicity","BP",1,"Magenta"
"206","GO:0031342",0.0492048258467132,0.999382187858522,1,2,"negative regulation of cell killing","BP",1,"Magenta"
"207","GO:0046887",0.049231282799122,0.985421959862069,5,72,"positive regulation of hormone secretion","BP",1,"Magenta"
"208","GO:0070884",0.049237496466166,0.994955556102222,2,15,"regulation of calcineurin-NFAT signaling cascade","BP",1,"Magenta"
"209","GO:0106056",0.049237496466166,0.994955556102222,2,15,"regulation of calcineurin-mediated signaling","BP",1,"Magenta"
"210","GO:0003015",0.0498590187536783,0.990883875196688,3,31,"heart process","BP",1,"Magenta"
"211","GO:0044304",0.00049756551397691,0.999955693766862,5,23,"main axon","CC",1,"Magenta"
"212","GO:0033270",0.000798994844167507,0.999976456005438,3,7,"paranode region of axon","CC",1,"Magenta"
"213","GO:0034704",0.00513615352899919,0.999645525133719,3,12,"calcium channel complex","CC",1,"Magenta"
"214","GO:0030315",0.00741908816098594,0.999396448978477,3,14,"T-tubule","CC",1,"Magenta"
"215","GO:0071004",0.00758323684422311,0.999353962224828,3,18,"U2-type prespliceosome","CC",1,"Magenta"
"216","GO:0005891",0.00902712189979287,0.999756171520785,2,4,"voltage-gated calcium channel complex","CC",1,"Magenta"
"217","GO:0005686",0.00994905464101012,0.9990468247581,3,21,"U2 snRNP","CC",1,"Magenta"
"218","GO:0034703",0.0103442662114482,0.998477622065654,4,29,"cation channel complex","CC",1,"Magenta"
"219","GO:0097539",0.0110334519260883,0.999583626438342,2,6,"ciliary transition fiber","CC",1,"Magenta"
"220","GO:0034702",0.0132864433193112,0.997883074650517,4,31,"ion channel complex","CC",1,"Magenta"
"221","GO:0031674",0.0150300989465002,0.996775474359172,5,54,"I band","CC",1,"Magenta"
"222","GO:0030673",0.0162947069588646,0.999203291208119,2,7,"axolemma","CC",1,"Magenta"
"223","GO:0005895",0.018732962057775,1,1,1,"interleukin-5 receptor complex","CC",1,"Magenta"
"224","GO:0071010",0.0205281557408143,0.99737260305995,3,26,"prespliceosome","CC",1,"Magenta"
"225","GO:1902495",0.0226681305570959,0.995712932212231,4,36,"transmembrane transporter complex","CC",1,"Magenta"
"226","GO:0098797",0.0259027453758635,0.991624318918942,7,103,"plasma membrane protein complex","CC",1,"Magenta"
"227","GO:0014704",0.0278354303180752,0.996074101304573,3,21,"intercalated disc","CC",1,"Magenta"
"228","GO:0034673",0.0297345522117586,1,1,1,"inhibin-betaglycan-ActRII complex","CC",1,"Magenta"
"229","GO:1990351",0.0304047821634194,0.993647549414667,4,42,"transporter complex","CC",1,"Magenta"
"230","GO:0090537",0.0311331106587047,1,1,1,"CERF complex","CC",1,"Magenta"
"231","GO:0033596",0.0311450339683667,1,1,1,"TSC1-TSC2 complex","CC",1,"Magenta"
"232","GO:0043198",0.031582449844413,0.995206464928142,3,28,"dendritic shaft","CC",1,"Magenta"
"233","GO:0014801",0.0319976344139188,1,1,1,"longitudinal sarcoplasmic reticulum","CC",1,"Magenta"
"234","GO:0090534",0.0319976344139188,1,1,1,"calcium ion-transporting ATPase complex","CC",1,"Magenta"
"235","GO:0070274",0.0335407433235383,0.999715252844238,1,2,"RES complex","CC",1,"Magenta"
"236","GO:0097525",0.0348884582111922,0.99231237647067,4,52,"spliceosomal snRNP complex","CC",1,"Magenta"
"237","GO:0014731",0.0382750148630186,1,1,1,"spectrin-associated cytoskeleton","CC",1,"Magenta"
"238","GO:0005955",0.0407711800647181,0.999577678407138,1,2,"calcineurin complex","CC",1,"Magenta"
"239","GO:0030018",0.0435202619952017,0.989735884327234,4,50,"Z disc","CC",1,"Magenta"
"240","GO:0032545",0.0474109916597209,0.999426949338617,1,2,"CURI complex","CC",1,"Magenta"
"241","GO:0034456",0.0474109916597209,0.999426949338617,1,2,"UTP-C complex","CC",1,"Magenta"
"242","GO:0031094",0.0482662867648628,0.999405822401724,1,2,"platelet dense tubular network","CC",1,"Magenta"
"243","GO:0031095",0.0482662867648628,0.999405822401724,1,2,"platelet dense tubular network membrane","CC",1,"Magenta"
"244","GO:0030532",0.0488471715832182,0.98797487645799,4,58,"small nuclear ribonucleoprotein complex","CC",1,"Magenta"
"245","GO:0022843",0.00191601815349539,0.999835542614527,4,18,"voltage-gated monoatomic cation channel activity","MF",1,"Magenta"
"246","GO:0099106",0.00569399813525241,0.999299488627248,4,27,"ion channel regulator activity","MF",1,"Magenta"
"247","GO:0008093",0.00649847761152218,0.999814023391943,2,6,"cytoskeletal anchor activity","MF",1,"Magenta"
"248","GO:0005244",0.00747280986134266,0.999006086105588,4,27,"voltage-gated monoatomic ion channel activity","MF",1,"Magenta"
"249","GO:0022832",0.00747280986134266,0.999006086105588,4,27,"voltage-gated channel activity","MF",1,"Magenta"
