"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust","Module"
"64","GO:0002710",0.0360116428100103,0.999671335039836,1,2,"negative regulation of T cell mediated immunity","BP",1,"Magenta"
"65","GO:0002721",0.0416776396245155,1,1,1,"regulation of B cell cytokine production","BP",1,"Magenta"
"66","GO:0002792",0.036769944002668,0.99663598106667,2,37,"negative regulation of peptide secretion","BP",1,"Lightcyan"
"67","GO:0002883",0.0416776396245155,1,1,1,"regulation of hypersensitivity","BP",1,"Magenta"
"68","GO:0002885",0.0416776396245155,1,1,1,"positive regulation of hypersensitivity","BP",1,"Magenta"
"69","GO:0003015",0.0498590187536783,0.990883875196688,3,31,"heart process","BP",1,"Magenta"
"70","GO:0003128",0.035835188877866,0.995656672638093,4,6,"heart field specification","BP",1,"Turquoise"
"71","GO:0003139",0.035835188877866,0.995656672638093,4,6,"secondary heart field specification","BP",1,"Turquoise"
"72","GO:0003281",0.0242365102338581,0.99823620840388,2,33,"ventricular septum development","BP",1,"Lightcyan"
"73","GO:0003284",0.0143341888550644,0.999949057268306,1,2,"septum primum development","BP",1,"Lightcyan"
"74","GO:0003285",0.0143341888551266,0.999949057268305,1,2,"septum secundum development","BP",1,"Lightcyan"
"75","GO:0003289",0.0143341888550644,0.999949057268306,1,2,"atrial septum primum morphogenesis","BP",1,"Lightcyan"
"76","GO:0003290",0.00936215055965699,1,1,1,"atrial septum secundum morphogenesis","BP",1,"Lightcyan"
"77","GO:0003299",0.0277176924994291,0.998131517061356,2,8,"muscle hypertrophy in response to stress","BP",1,"Magenta"
"78","GO:0003674",1.66540056977518e-05,0.999986641471978,1152,3890,"molecular_function","MF",0.00355974355522669,"Turquoise"
"79","GO:0003676",0.000387518425616302,0.999709130567955,278,847,"nucleic acid binding","MF",0.0509256621396948,"Turquoise"
"80","GO:0003677",0.048807395593175,0.982145094578767,7,442,"DNA binding","MF",1,"Lightcyan"
"81","GO:0003690",0.0281340702843527,0.992850340685891,5,230,"double-stranded DNA binding","MF",1,"Lightcyan"
"82","GO:0003700",0.0332791277161031,0.984780442517496,12,273,"DNA-binding transcription factor activity","MF",1,"Magenta;Lightcyan"
"83","GO:0003705",0.0333479734102608,0.997087490733138,2,44,NA,NA,1,"Lightcyan"
"84","GO:0003723",0.000238537346354404,0.999837545510139,167,473,"RNA binding","MF",0.0346508482893612,"Turquoise"
"85","GO:0003725",0.0171701757117933,0.99348680813394,14,32,"double-stranded RNA binding","MF",0.875333584203806,"Turquoise"
"86","GO:0003726",0.0292837377469303,1,1,1,"double-stranded RNA adenosine deaminase activity","MF",1,"Magenta"
"87","GO:0003727",0.00678640845700003,0.997177924427773,21,48,"single-stranded RNA binding","MF",0.477553630764372,"Turquoise"
"88","GO:0003729",0.0493951640989657,0.96604702310254,52,154,"mRNA binding","MF",1,"Turquoise"
"89","GO:0003735",1.11801248604961e-18,1,83,113,"structural constituent of ribosome","MF",9.91732975750307e-15,"Turquoise"
"90","GO:0003746",0.0216624624681455,0.996475299765216,6,9,"translation elongation factor activity","MF",0.999176792122925,"Turquoise"
"91","GO:0003785",0.0112607104681004,0.998444882360874,6,9,"actin monomer binding","MF",0.672647354931209,"Turquoise"
"92","GO:0003824",9.44874919227637e-05,0.999924809615454,586,1924,"catalytic activity","MF",0.0151575282258709,"Turquoise"
"93","GO:0003857",0.00155647451433525,1,5,5,"3-hydroxyacyl-CoA dehydrogenase activity","MF",0.156894399766032,"Turquoise"
"94","GO:0003954",0.000197523398434375,0.999966381671122,16,22,"NADH dehydrogenase activity","MF",0.029085023571721,"Turquoise"
"95","GO:0004017",0.0486293592483312,0.996333416111075,3,4,"adenylate kinase activity","MF",1,"Turquoise"
"96","GO:0004033",0.0366904098482474,0.996916701793682,4,5,"aldo-keto reductase (NADP) activity","MF",1,"Turquoise"
"97","GO:0004119",0.00841132074027798,1,1,1,"cGMP-inhibited cyclic-nucleotide phosphodiesterase activity","MF",1,"Lightcyan"
"98","GO:0004175",0.0197309602199929,0.988665589798747,34,97,"endopeptidase activity","MF",0.956412473395885,"Turquoise"
"99","GO:0004518",0.0117016505270081,0.993966033505132,30,74,"nuclease activity","MF",0.691996606665503,"Turquoise"
"100","GO:0004540",0.0307982902449924,0.985991868274828,17,40,"ribonuclease activity","MF",1,"Turquoise"
"101","GO:0004677",0.0402886557420605,0.998235972895333,2,3,"DNA-dependent protein kinase activity","MF",1,"Turquoise"
"102","GO:0004693",0.00368468082737237,0.999322102452985,10,15,"cyclin-dependent protein serine/threonine kinase activity","MF",0.301243882757664,"Turquoise"
"103","GO:0004698",0.0315897573642693,1,1,1,"calcium-dependent protein kinase C activity","MF",1,"Magenta"
"104","GO:0004882",0.0166360700647336,1,1,1,NA,NA,1,"Magenta"
"105","GO:0005026",0.048374675994618,0.999403117050734,1,2,"transforming growth factor beta receptor activity, type II","MF",1,"Magenta"
"106","GO:0005137",0.018732962057775,1,1,1,"interleukin-5 receptor binding","MF",1,"Magenta"
"107","GO:0005198",2.17724737231525e-11,1,119,237,"structural molecule activity","MF",1.24601760104016e-08,"Turquoise"
"108","GO:0005244",0.00747280986134266,0.999006086105588,4,27,"voltage-gated monoatomic ion channel activity","MF",1,"Magenta"
"109","GO:0005245",0.0231386974964525,0.998635629722019,2,7,"voltage-gated calcium channel activity","MF",1,"Magenta"
"110","GO:0005246",0.0480710489117146,0.995221574147371,2,13,"calcium channel regulator activity","MF",1,"Magenta"
"111","GO:0005249",0.0218080050191837,0.998672244288578,2,9,"voltage-gated potassium channel activity","MF",1,"Magenta"
"112","GO:0005267",0.0349903076734613,0.997108837900569,2,12,"potassium channel activity","MF",1,"Magenta"
"113","GO:0005488",0.0400294999760336,0.964055186380598,865,3059,"binding","MF",1,"Turquoise"
"114","GO:0005544",0.0405308757279899,0.996371500281056,2,12,"calcium-dependent phospholipid binding","MF",1,"Magenta"
"115","GO:0005575",1.53989276956239e-05,0.999987602175065,1280,4336,"cellular_component","CC",0.00337274538577855,"Turquoise"
"116","GO:0005622",2.70752783716256e-05,0.999978002614157,1214,4107,"intracellular anatomical structure","CC",0.00522111427816316,"Turquoise"
"117","GO:0005623",1.85310456075916e-05,0.999985021364138,1256,4252,NA,NA,0.00382278232702654,"Turquoise"
"118","GO:0005667",0.00124191805929785,0.999348082134176,50,122,"transcription regulator complex","CC",0.130372001715995,"Turquoise"
"119","GO:0005669",0.00151039731593474,0.999658894288139,13,22,"transcription factor TFIID complex","CC",0.155790458034873,"Turquoise"
"120","GO:0005686",0.00994905464101012,0.9990468247581,3,21,"U2 snRNP","CC",1,"Magenta"
"121","GO:0005726",0.0423191935947543,0.999282318962003,1,5,"perichromatin fibrils","CC",1,"Lightcyan"
"122","GO:0005730",0.0372811586622815,0.970534993736275,140,455,"nucleolus","CC",1,"Turquoise"
"123","GO:0005737",5.28990157843407e-05,0.999956748944758,1032,3464,"cytoplasm","CC",0.00911147028184454,"Turquoise"
"124","GO:0005739",0.000751795426786612,0.999455830096513,200,565,"mitochondrion","CC",0.0860490494620728,"Turquoise"
"125","GO:0005740",2.79972633172795e-05,0.999984406252784,108,257,"mitochondrial envelope","CC",0.00528403668629634,"Turquoise"
"126","GO:0005743",0.000513321195870356,0.999710457175083,74,173,"mitochondrial inner membrane","CC",0.062375557095452,"Turquoise"
"127","GO:0005746",0.000281787018957461,0.999915063745821,25,42,"mitochondrial respirasome","CC",0.0395795050442123,"Turquoise"
"128","GO:0005747",0.000904464042235451,0.999796394843008,16,24,"mitochondrial respiratory chain complex I","CC",0.100918846372951,"Turquoise"
"129","GO:0005750",0.00700682059341786,0.999214345075378,7,9,"mitochondrial respiratory chain complex III","CC",0.480778033573564,"Turquoise"
"130","GO:0005751",0.0152267378548538,0.998883726634039,5,6,"mitochondrial respiratory chain complex IV","CC",0.833243716956973,"Turquoise"
"131","GO:0005753",0.0273843241824277,0.995261791845884,6,9,"mitochondrial proton-transporting ATP synthase complex","CC",1,"Turquoise"
"132","GO:0005758",0.00174682035954046,0.999485909091479,18,31,"mitochondrial intermembrane space","CC",0.174103033700041,"Turquoise"
"133","GO:0005759",0.00332341120259806,0.997991025472428,66,168,"mitochondrial matrix","CC",0.283464606467751,"Turquoise"
"134","GO:0005767",0.0373254785084818,0.992184218424295,6,10,"secondary lysosome","CC",1,"Turquoise"
"135","GO:0005791",0.00607145727465314,0.9973086724129,26,55,"rough endoplasmic reticulum","CC",0.435317545490241,"Turquoise"
"136","GO:0005829",0.0021942651205198,0.998173607248694,545,1829,"cytosol","CC",0.207066263314584,"Turquoise"
"137","GO:0005839",0.0463570108609602,0.986133628201087,8,15,"proteasome core complex","CC",1,"Turquoise"
"138","GO:0005840",3.35307628506999e-15,1,88,135,"ribosome","CC",7.43586579667835e-12,"Turquoise"
"139","GO:0005844",1.47611714480212e-05,0.999996021266014,29,49,"polysome","CC",0.00331491066657397,"Turquoise"
"140","GO:0005885",0.0131727002673472,0.999074452768033,5,6,"Arp2/3 protein complex","CC",0.753860888525827,"Turquoise"
"141","GO:0005891",0.00902712189979287,0.999756171520785,2,4,"voltage-gated calcium channel complex","CC",1,"Magenta"
"142","GO:0005895",0.018732962057775,1,1,1,"interleukin-5 receptor complex","CC",1,"Magenta"
"143","GO:0005955",0.0407711800647181,0.999577678407138,1,2,"calcineurin complex","CC",1,"Magenta"
"144","GO:0006006",0.0206484964073695,0.991148327536147,17,39,"glucose metabolic process","BP",0.969627414039371,"Turquoise"
"145","GO:0006081",0.0215716835853911,0.992465033287939,12,25,"cellular aldehyde metabolic process","BP",0.999176792122925,"Turquoise"
"146","GO:0006082",0.00244200462309155,0.998318300831165,119,345,"organic acid metabolic process","BP",0.225643770928475,"Turquoise"
"147","GO:0006091",5.1941023096902e-06,0.999997544559145,76,169,"generation of precursor metabolites and energy","BP",0.00143982139181584,"Turquoise"
"148","GO:0006096",0.0344128508273193,0.991331121640758,7,13,"glycolytic process","BP",1,"Turquoise"
"149","GO:0006109",0.046412003776509,0.974216983108045,24,63,"regulation of carbohydrate metabolic process","BP",1,"Turquoise"
"150","GO:0006110",0.0218794968949016,0.992998696304364,11,21,"regulation of glycolytic process","BP",1,"Turquoise"
"151","GO:0006111",0.0355104038313039,0.988808135010077,9,18,"regulation of gluconeogenesis","BP",1,"Turquoise"
"152","GO:0006119",5.4631661264037e-06,0.999998483610451,34,56,"oxidative phosphorylation","BP",0.00146851560982618,"Turquoise"
"153","GO:0006120",0.00162138569187958,0.999619536337755,15,23,"mitochondrial electron transport, NADH to ubiquinone","BP",0.162514144404721,"Turquoise"
"154","GO:0006122",0.00249024666051583,0.999755529897242,8,10,"mitochondrial electron transport, ubiquinol to cytochrome c","BP",0.228764109526151,"Turquoise"
"155","GO:0006139",3.43405862479236e-07,1,453,1366,"nucleobase-containing compound metabolic process","BP",0.000106883568530599,"Turquoise"
"156","GO:0006163",1.39916580421706e-05,0.999992949774842,80,187,"purine nucleotide metabolic process","BP",0.00326613164902828,"Turquoise"
"157","GO:0006164",0.00841493401987985,0.995737135156286,31,76,"purine nucleotide biosynthetic process","BP",0.546847415555635,"Turquoise"
"158","GO:0006198",0.035276288138944,0.999533577001628,1,4,"cAMP catabolic process","BP",1,"Lightcyan"
"159","GO:0006268",0.0372617183128054,0.995421670168322,4,6,"DNA unwinding involved in DNA replication","BP",1,"Turquoise"
"160","GO:0006282",0.0397214327236939,0.996202682354355,2,39,"regulation of DNA repair","BP",1,"Lightcyan"
"161","GO:0006308",0.0361995602098366,0.989756720863964,8,15,"DNA catabolic process","BP",1,"Turquoise"
"162","GO:0006346",0.0323627634160593,0.999607936127804,1,4,"DNA methylation-dependent heterochromatin formation","BP",1,"Lightcyan"
"163","GO:0006351",0.00363284420896677,0.997512057330278,108,305,"DNA-templated transcription","BP",0.301072987439011,"Turquoise"
"164","GO:0006352",0.00539981947258551,0.997514807127201,28,63,"DNA-templated transcription initiation","BP",0.403815973667751,"Turquoise"
"165","GO:0006364",0.00689246624576949,0.996001671509807,48,125,"rRNA processing","BP",0.47952644574979,"Turquoise"
"166","GO:0006366",0.0115895750917147,0.99200010640767,86,243,"transcription by RNA polymerase II","BP",0.687661042481972,"Turquoise"
"167","GO:0006367",0.0159428758797973,0.992913941405923,20,45,"transcription initiation at RNA polymerase II promoter","BP",0.84683401492061,"Turquoise"
"168","GO:0006376",0.0108243459857685,0.998942193239062,3,19,"mRNA splice site selection","BP",1,"Magenta"
"169","GO:0006397",0.0350105939941715,0.99056531751063,5,255,"mRNA processing","BP",1,"Lightcyan"
"170","GO:0006401",1.00396371390032e-08,0.999999996353517,73,141,"RNA catabolic process","BP",3.63496331598074e-06,"Turquoise"
"171","GO:0006402",3.57374874936629e-09,0.999999998821987,69,128,"mRNA catabolic process","BP",1.32087242838557e-06,"Turquoise"
"172","GO:0006407",0.0486356890572129,0.99939657641585,1,2,"rRNA export from nucleus","BP",1,"Magenta"
"173","GO:0006412",2.3281385663813e-16,1,123,219,"translation","BP",8.26070126123415e-13,"Turquoise"
"174","GO:0006413",3.11199240530867e-10,0.999999999936697,56,90,"translational initiation","BP",1.48887753912703e-07,"Turquoise"
"175","GO:0006414",0.00421167234629932,0.998270836680785,25,49,"translational elongation","BP",0.335064031819265,"Turquoise"
"176","GO:0006418",0.0342749391627011,0.987930618041483,10,23,"tRNA aminoacylation for protein translation","BP",1,"Turquoise"
"177","GO:0006448",0.0381388524916796,0.993484837399552,5,8,"regulation of translational elongation","BP",1,"Turquoise"
"178","GO:0006464",0.00416796989314583,0.99664175736948,319,1040,NA,NA,0.333080873307658,"Turquoise"
"179","GO:0006473",0.00282431460060367,0.998704241610653,31,72,"protein acetylation","BP",0.249284404623431,"Turquoise"
"180","GO:0006475",0.00557384552913541,0.997398962471822,28,66,"internal protein amino acid acetylation","BP",0.413747253273604,"Turquoise"
"181","GO:0006486",0.0267488028703706,0.985259689930199,29,72,"protein glycosylation","BP",1,"Turquoise"
"182","GO:0006493",0.0382561552557205,0.985297936062582,12,25,"protein O-linked glycosylation","BP",1,"Turquoise"
"183","GO:0006508",0.0173932496039254,0.98666789786768,142,451,"proteolysis","BP",0.881638974923545,"Turquoise"
"184","GO:0006518",5.57543011215777e-15,1,145,285,"peptide metabolic process","BP",1.09904117355323e-11,"Turquoise"
"185","GO:0006520",0.00040810032177451,0.999800189263358,49,118,"amino acid metabolic process","BP",0.0528058017620159,"Turquoise"
"186","GO:0006537",0.0262766963210699,0.999770681905234,1,3,"glutamate biosynthetic process","BP",1,"Lightcyan"
"187","GO:0006575",0.00936978750715689,0.995115025492147,33,80,"cellular modified amino acid metabolic process","BP",0.593676429158823,"Turquoise"
"188","GO:0006600",0.0357902514917959,0.994969330270289,5,7,"creatine metabolic process","BP",1,"Turquoise"
"189","GO:0006605",1.38014125019717e-05,0.999993288449401,75,166,"protein targeting","BP",0.00326467812263306,"Turquoise"
"190","GO:0006612",1.2579548722919e-11,1,52,75,"protein targeting to membrane","BP",7.97049192476091e-09,"Turquoise"
"191","GO:0006613",1.14997101309939e-13,1,49,63,"cotranslational protein targeting to membrane","BP",1.27510223396226e-10,"Turquoise"
"192","GO:0006614",1.28577036945717e-14,1,48,59,"SRP-dependent cotranslational protein targeting to membrane","BP",2.28108521245396e-11,"Turquoise"
"193","GO:0006627",0.0220078555078641,1,3,3,"protein processing involved in protein targeting to mitochondrion","BP",1,"Turquoise"
"194","GO:0006656",0.0174853194466589,0.996434035556963,7,12,"phosphatidylcholine biosynthetic process","BP",0.883780775792521,"Turquoise"
"195","GO:0006706",0.0286250619567582,0.994412675468177,6,10,"steroid catabolic process","BP",1,"Turquoise"
"196","GO:0006725",2.5216035057104e-06,0.999998304226573,479,1465,"cellular aromatic compound metabolic process","BP",0.000721544641851746,"Turquoise"
"197","GO:0006733",0.0468438034332638,0.975150551929202,21,54,NA,NA,1,"Turquoise"
"198","GO:0006734",0.000421756554115906,0.999940718353546,11,16,"NADH metabolic process","BP",0.0530665462877325,"Turquoise"
"199","GO:0006735",0.0170286366372453,0.998081012992183,5,7,"NADH regeneration","BP",0.870619719254668,"Turquoise"
"200","GO:0006753",1.44114850881242e-05,0.999992360570369,101,249,"nucleoside phosphate metabolic process","BP",0.00331491066657397,"Turquoise"
"201","GO:0006754",0.0148260388431097,0.994050544923102,17,36,"ATP biosynthetic process","BP",0.819404221543952,"Turquoise"
"202","GO:0006790",0.0363460256718285,0.976033022188493,49,136,"sulfur compound metabolic process","BP",1,"Turquoise"
"203","GO:0006807",1.616185504685e-11,1,858,2641,"nitrogen compound metabolic process","BP",9.55758234620553e-09,"Turquoise"
"204","GO:0006812",0.0315069304636313,0.986289328842006,11,218,"monoatomic cation transport","BP",1,"Magenta"
"205","GO:0006813",0.0328489965177822,0.994965534913648,3,26,"potassium ion transport","BP",1,"Magenta"
"206","GO:0006816",0.0127329311865696,0.996887587203921,6,66,"calcium ion transport","BP",1,"Magenta"
"207","GO:0006874",0.0287888751787659,0.990452460886116,7,117,"intracellular calcium ion homeostasis","BP",1,"Magenta"
"208","GO:0006875",0.0485015552636356,0.98056489138866,8,161,NA,NA,1,"Magenta"
"209","GO:0006886",0.00132300842745783,0.999083042377296,138,401,"intracellular protein transport","BP",0.138067603008996,"Turquoise"
"210","GO:0006937",0.046773844767155,0.988711866801454,4,50,"regulation of muscle contraction","BP",1,"Magenta"
"211","GO:0006949",0.04300536686638,0.980873296602792,14,35,"syncytium formation","BP",1,"Turquoise"
"212","GO:0006953",0.000449990830730418,0.999967624047662,8,10,"acute-phase response","BP",0.0562203332956926,"Turquoise"
"213","GO:0006955",0.0154052161187017,0.988539953010889,119,374,"immune response","BP",0.833243716956973,"Turquoise"
"214","GO:0006959",0.00632573855587675,0.997556516385765,19,41,"humoral immune response","BP",0.447111265815974,"Turquoise"
"215","GO:0006999",0.0487793361763717,0.991428578427315,4,8,"nuclear pore organization","BP",1,"Turquoise"
"216","GO:0007007",0.0330304190680265,0.988630894475362,11,21,"inner mitochondrial membrane organization","BP",1,"Turquoise"
"217","GO:0007021",0.0247894142383497,1,3,3,"tubulin complex assembly","BP",1,"Turquoise"
"218","GO:0007043",0.0321817798598059,0.993165751748966,4,41,"cell-cell junction assembly","BP",1,"Magenta"
"219","GO:0007205",0.0393730648705605,0.995067551179941,4,6,"protein kinase C-activating G protein-coupled receptor signaling pathway","BP",1,"Turquoise"
"220","GO:0007267",0.000843373022690257,0.999672723937605,20,340,"cell-cell signaling","BP",1,"Magenta"
"221","GO:0007268",0.00387493855777199,0.998687295376919,12,179,"chemical synaptic transmission","BP",1,"Magenta"
"222","GO:0007286",0.0422811538109961,0.99260221772835,3,96,"spermatid development","BP",1,"Lightcyan"
"223","GO:0007291",0.0448248312711032,0.984301361546162,9,21,"sperm individualization","BP",1,"Turquoise"
"224","GO:0007292",0.0292642432383805,0.977722600284796,113,368,"female gamete generation","BP",1,"Turquoise"
"225","GO:0007293",0.0494183295831542,0.974237702590364,19,52,"germarium-derived egg chamber formation","BP",1,"Turquoise"
"226","GO:0007347",0.019979507134853,0.999900741759363,1,2,"regulation of preblastoderm mitotic cell cycle","BP",1,"Lightcyan"
"227","GO:0007366",0.0285210056918976,1,3,3,"periodic partitioning by pair rule gene","BP",1,"Turquoise"
"228","GO:0007374",0.0249447826298175,0.999793466618044,1,3,"posterior midgut invagination","BP",1,"Lightcyan"
"229","GO:0007375",0.015081676166772,1,1,1,"anterior midgut invagination","BP",1,"Lightcyan"
"230","GO:0007403",0.0216188787319052,0.999883686377142,1,2,"glial cell fate determination","BP",1,"Lightcyan"
"231","GO:0007435",0.0362258229100222,0.990141299981869,5,69,"salivary gland morphogenesis","BP",1,"Magenta"
"232","GO:0007436",0.0083043173453706,0.999751426735838,2,5,"larval salivary gland morphogenesis","BP",1,"Magenta"
"233","GO:0007520",0.0423060109139469,0.981925317537918,13,32,"myoblast fusion","BP",1,"Turquoise"
"234","GO:0007530",0.00320363946230797,0.999791204556282,3,37,"sex determination","BP",1,"Lightcyan"
"235","GO:0007619",0.028363236974314,0.99593529166907,3,23,"courtship behavior","BP",1,"Magenta"
"236","GO:0008016",0.0227946632785849,0.994532332602772,5,61,"regulation of heart contraction","BP",1,"Magenta"
