"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust","Module"
"136","GO:1990705",0.0390100819094182,1,1,1,"cholangiocyte proliferation","BP",1,"Red"
"137","GO:0051758",0.0390100819094292,1,1,1,"homologous chromosome movement towards spindle pole in meiosis I anaphase","BP",1,"Red"
"138","GO:0070649",0.0390100819094292,1,1,1,"formin-nucleated actin cable assembly","BP",1,"Red"
"139","GO:0110009",0.0390100819094292,1,1,1,"formin-nucleated actin cable organization","BP",1,"Red"
"140","GO:0070213",0.0390100819094341,1,1,1,"protein auto-ADP-ribosylation","BP",1,"Red"
"141","GO:0003198",0.0390100819094432,1,1,1,"epithelial to mesenchymal transition involved in endocardial cushion formation","BP",1,"Red"
"142","GO:0003220",0.0390100819094432,1,1,1,"left ventricular cardiac muscle tissue morphogenesis","BP",1,"Red"
"143","GO:0003251",0.0390100819094432,1,1,1,"positive regulation of cell proliferation involved in heart valve morphogenesis","BP",1,"Red"
"144","GO:0003348",0.0390100819094432,1,1,1,"cardiac endothelial cell differentiation","BP",1,"Red"
"145","GO:0060956",0.0390100819094432,1,1,1,"endocardial cell differentiation","BP",1,"Red"
"146","GO:0061040",0.0390100819094432,1,1,1,"female gonad morphogenesis","BP",1,"Red"
"147","GO:1905305",0.0390100819094432,1,1,1,"negative regulation of cardiac myofibril assembly","BP",1,"Red"
"148","GO:0021550",0.0390101613612704,1,1,1,"medulla oblongata development","BP",1,"Red"
"149","GO:0021744",0.0390101613612704,1,1,1,"dorsal motor nucleus of vagus nerve development","BP",1,"Red"
"150","GO:0035750",0.0390101613612704,1,1,1,"protein localization to myelin sheath abaxonal region","BP",1,"Red"
"151","GO:0035177",0.0390332444738591,1,1,1,"larval foraging behavior","BP",1,"Red"
"152","GO:0002143",0.039063360952174,1,1,1,"tRNA wobble position uridine thiolation","BP",1,"Red"
"153","GO:0032447",0.039063360952174,1,1,1,"protein urmylation","BP",1,"Red"
"154","GO:0098822",0.039063360952174,1,1,1,"peptidyl-cysteine modification to L-cysteine persulfide","BP",1,"Red"
"155","GO:0045989",0.0393509925817648,0.996893370087616,2,7,"positive regulation of striated muscle contraction","BP",1,"Red"
"156","GO:0006432",0.0396039808400883,1,1,1,"phenylalanyl-tRNA aminoacylation","BP",1,"Red"
"157","GO:0060047",0.0396834973718736,0.99117167437799,4,29,"heart contraction","BP",1,"Red"
"158","GO:0010644",0.0399591007067292,0.996818593618951,2,7,"cell communication by electrical coupling","BP",1,"Red"
"159","GO:0021934",0.0400991712845318,1,1,1,"hindbrain tangential cell migration","BP",1,"Red"
"160","GO:0021935",0.0400991712845318,1,1,1,"cerebellar granule cell precursor tangential migration","BP",1,"Red"
"161","GO:1902816",0.0400991712845318,1,1,1,"regulation of protein localization to microtubule","BP",1,"Red"
"162","GO:1902817",0.0400991712845318,1,1,1,"negative regulation of protein localization to microtubule","BP",1,"Red"
"163","GO:1904527",0.0400991712845318,1,1,1,"negative regulation of microtubule binding","BP",1,"Red"
"164","GO:0030497",0.0402844499670119,1,1,1,"fatty acid elongation","BP",1,"Red"
"165","GO:0042761",0.0402844499670119,1,1,1,"very long-chain fatty acid biosynthetic process","BP",1,"Red"
"166","GO:0007127",0.0403702103765391,0.988869249523658,5,44,"meiosis I","BP",1,"Red"
"167","GO:1903697",0.0405497525760898,1,1,1,"negative regulation of microvillus assembly","BP",1,"Red"
"168","GO:1904441",0.0405497525760898,1,1,1,"regulation of thyroid gland epithelial cell proliferation","BP",1,"Red"
"169","GO:1904442",0.0405497525760898,1,1,1,"negative regulation of thyroid gland epithelial cell proliferation","BP",1,"Red"
"170","GO:1990790",0.0405497525760898,1,1,1,"response to glial cell derived neurotrophic factor","BP",1,"Red"
"171","GO:1990792",0.0405497525760898,1,1,1,"cellular response to glial cell derived neurotrophic factor","BP",1,"Red"
"172","GO:0070407",0.0406844168621913,1,1,1,"oxidation-dependent protein catabolic process","BP",1,"Red"
"173","GO:0043576",0.0417235988395172,0.99647342608517,2,8,"regulation of respiratory gaseous exchange","BP",1,"Red"
"174","GO:0035065",0.0421762003640297,0.990433158180189,4,29,"regulation of histone acetylation","BP",1,"Red"
"175","GO:0010766",0.0422752601218567,0.996400827724961,2,8,"negative regulation of sodium ion transport","BP",1,"Red"
"176","GO:1902306",0.0422752601218567,0.996400827724961,2,8,"negative regulation of sodium ion transmembrane transport","BP",1,"Red"
"177","GO:2000650",0.0422752601218567,0.996400827724961,2,8,"negative regulation of sodium ion transmembrane transporter activity","BP",1,"Red"
"178","GO:0043371",0.0426847146388642,0.996475472948264,2,7,"negative regulation of CD4-positive, alpha-beta T cell differentiation","BP",1,"Red"
"179","GO:2000515",0.0426847146388642,0.996475472948264,2,7,"negative regulation of CD4-positive, alpha-beta T cell activation","BP",1,"Red"
"180","GO:0038166",0.0428015909362272,1,1,1,"angiotensin-activated signaling pathway","BP",1,"Red"
"181","GO:0048867",0.0428697932691188,0.996321979499006,2,8,"stem cell fate determination","BP",1,"Red"
"182","GO:0031335",0.0432491856094138,1,1,1,"regulation of sulfur amino acid metabolic process","BP",1,"Red"
"183","GO:0050666",0.0432491856094138,1,1,1,"regulation of homocysteine metabolic process","BP",1,"Red"
"184","GO:0016233",0.0432581034552695,0.996270141949382,2,8,"telomere capping","BP",1,"Red"
"185","GO:0002041",0.0443621372032557,1,1,1,"intussusceptive angiogenesis","BP",1,"Red"
"186","GO:0002044",0.0443621372032557,1,1,1,"blood vessel endothelial cell migration involved in intussusceptive angiogenesis","BP",1,"Red"
"187","GO:0098661",0.045692907645156,0.989336659697818,4,30,"inorganic anion transmembrane transport","BP",1,"Red"
"188","GO:1903976",0.0458081428114,1,1,1,"negative regulation of glial cell migration","BP",1,"Red"
"189","GO:1904464",0.0458081428114,1,1,1,"regulation of matrix metallopeptidase secretion","BP",1,"Red"
"190","GO:1904465",0.0458081428114,1,1,1,"negative regulation of matrix metallopeptidase secretion","BP",1,"Red"
"191","GO:0031573",0.0461921278682672,0.995869894213903,2,8,"mitotic intra-S DNA damage checkpoint signaling","BP",1,"Red"
"192","GO:0046666",0.0463189443672099,0.995741076292661,2,9,"retinal cell programmed cell death","BP",1,"Red"
"193","GO:2000758",0.0468945982712288,0.99198899363459,3,18,"positive regulation of peptidyl-lysine acetylation","BP",1,"Red"
"194","GO:0060390",0.0472931114736114,0.99571584128877,2,8,"regulation of SMAD protein signal transduction","BP",1,"Red"
"195","GO:0050650",0.0473793858885752,0.995854607252562,2,7,"chondroitin sulfate proteoglycan biosynthetic process","BP",1,"Red"
"196","GO:0086009",0.0482894195309006,0.99557464131512,2,8,"membrane repolarization","BP",1,"Red"
"197","GO:0086011",0.0482894195309006,0.99557464131512,2,8,"membrane repolarization during action potential","BP",1,"Red"
"198","GO:0086013",0.0482894195309006,0.99557464131512,2,8,"membrane repolarization during cardiac muscle cell action potential","BP",1,"Red"
"199","GO:0099622",0.0482894195309006,0.99557464131512,2,8,"cardiac muscle cell membrane repolarization","BP",1,"Red"
"200","GO:0003283",0.0484828764564187,0.995547027495299,2,8,"atrial septum development","BP",1,"Red"
"201","GO:0006024",0.0485657786122412,0.991645151784427,3,17,"glycosaminoglycan biosynthetic process","BP",1,"Red"
"202","GO:0022011",0.0487003989462623,0.995515902522626,2,8,"myelination in peripheral nervous system","BP",1,"Red"
"203","GO:0032292",0.0487003989462623,0.995515902522626,2,8,"peripheral nervous system axon ensheathment","BP",1,"Red"
"204","GO:0000002",0.0490064180975252,0.991479093013107,3,18,"mitochondrial genome maintenance","BP",1,"Red"
"205","GO:0045822",0.0490560828000958,0.995343579015475,2,9,"negative regulation of heart contraction","BP",1,"Red"
"206","GO:0003015",0.0492080708335538,0.988208652644441,4,31,"heart process","BP",1,"Red"
"207","GO:0043353",0.0492640458058385,1,1,1,"enucleate erythrocyte differentiation","BP",1,"Red"
"208","GO:0048822",0.0492640458058385,1,1,1,"enucleate erythrocyte development","BP",1,"Red"
"209","GO:0045622",0.0497399370772071,0.995366048437905,2,8,"regulation of T-helper cell differentiation","BP",1,"Red"
"210","GO:0034657",0.00219516079647579,1,2,2,"GID complex","CC",1,"Red"
"211","GO:0033061",0.00268500309054561,1,2,2,"DNA recombinase mediator complex","CC",1,"Red"
"212","GO:0033063",0.00268500309054561,1,2,2,"Rad51B-Rad51C-Rad51D-XRCC2 complex","CC",1,"Red"
"213","GO:1990794",0.00469198299823644,0.999935812461454,2,3,"basolateral part of cell","CC",1,"Red"
"214","GO:0005890",0.00552345422872241,0.999917722146733,2,3,"sodium:potassium-exchanging ATPase complex","CC",1,"Red"
"215","GO:0045180",0.00640280119510868,0.999555936041,3,9,"basal cortex","CC",1,"Red"
"216","GO:0008541",0.00727183222918535,0.999471545188012,3,9,"proteasome regulatory particle, lid subcomplex","CC",1,"Red"
"217","GO:0044326",0.00885547117752118,0.999762457968478,2,4,"dendritic spine neck","CC",1,"Red"
"218","GO:0097574",0.00901129847610235,0.999756049724094,2,4,"lateral part of cell","CC",1,"Red"
"219","GO:0090533",0.0101922970807235,0.999705574544336,2,4,"cation-transporting ATPase complex","CC",1,"Red"
"220","GO:0031965",0.0110262749422585,0.996171401499761,10,95,"nuclear membrane","CC",1,"Red"
"221","GO:0005918",0.0126550788851231,0.998778499599086,3,12,"septate junction","CC",1,"Red"
"222","GO:0045178",0.0199168420217222,0.995485492189795,5,38,"basal part of cell","CC",1,"Red"
"223","GO:0044327",0.0211088229745909,0.998872246374469,2,6,"dendritic spine head","CC",1,"Red"
"224","GO:0005635",0.0222706832450867,0.989428250662439,15,184,"nuclear envelope","CC",1,"Red"
"225","GO:0098533",0.0244273158628086,0.998588221516302,2,6,"ATPase dependent transmembrane transport complex","CC",1,"Red"
"226","GO:0009295",0.0329596555404766,0.995176731586679,3,16,"nucleoid","CC",1,"Red"
"227","GO:0042645",0.0329596555404766,0.995176731586679,3,16,"mitochondrial nucleoid","CC",1,"Red"
"228","GO:0042385",0.0390100819090383,1,1,1,"myosin III complex","CC",1,"Red"
"229","GO:0032444",0.0390100819094432,1,1,1,"activin responsive factor complex","CC",1,"Red"
"230","GO:0035749",0.0390101613612704,1,1,1,"myelin sheath adaxonal region","CC",1,"Red"
"231","GO:0043218",0.0390101613612704,1,1,1,"compact myelin","CC",1,"Red"
"232","GO:0043220",0.0390101613612704,1,1,1,"Schmidt-Lanterman incisure","CC",1,"Red"
"233","GO:0009328",0.0396039808400883,1,1,1,"phenylalanine-tRNA ligase complex","CC",1,"Red"
"234","GO:0035003",0.0396590100389854,0.996740261943609,2,8,"subapical complex","CC",1,"Red"
"235","GO:0031967",0.0445728416641053,0.971808819133641,29,436,"organelle envelope","CC",1,"Red"
"236","GO:0031975",0.0445728416641053,0.971808819133641,29,436,"envelope","CC",1,"Red"
"237","GO:0015081",0.000248541641879886,0.999968263672578,7,31,"sodium ion transmembrane transporter activity","MF",1,"Red"
"238","GO:0086037",0.00151831612141396,1,2,2,"P-type sodium:potassium-exchanging transporter activity involved in regulation of cardiac muscle cell membrane potential","MF",1,"Red"
"239","GO:1990239",0.00151831612141396,1,2,2,"steroid hormone binding","MF",1,"Red"
"240","GO:0000150",0.00268500309054561,1,2,2,"DNA strand exchange activity","MF",1,"Red"
"241","GO:0022890",0.00341511456789469,0.998809035236046,13,124,"inorganic cation transmembrane transporter activity","MF",1,"Red"
"242","GO:0015370",0.00419274859041375,0.999559443515173,4,16,"solute:sodium symporter activity","MF",1,"Red"
"243","GO:0043395",0.00420776828430127,0.999760458670892,3,8,"heparan sulfate proteoglycan binding","MF",1,"Red"
"244","GO:0030955",0.0044370301572597,0.999941040524956,2,3,"potassium ion binding","MF",1,"Red"
"245","GO:0008510",0.00487212254533176,0.999932026491746,2,3,"sodium:bicarbonate symporter activity","MF",1,"Red"
"246","GO:0031402",0.00552945708797269,0.999917585935944,2,3,"sodium ion binding","MF",1,"Red"
"247","GO:0008324",0.00740645481356181,0.997152414316301,13,135,"monoatomic cation transmembrane transporter activity","MF",1,"Red"
"248","GO:0005391",0.010188801841341,0.999705728804356,2,4,"P-type sodium:potassium-exchanging transporter activity","MF",1,"Red"
"249","GO:0008556",0.010188801841341,0.999705728804356,2,4,"P-type potassium transmembrane transporter activity","MF",1,"Red"
"250","GO:0015106",0.0101896345917273,0.999705692054065,2,4,"bicarbonate transmembrane transporter activity","MF",1,"Red"
"251","GO:0031420",0.0101972187422345,0.999705357281897,2,4,"alkali metal ion binding","MF",1,"Red"
"252","GO:0016427",0.0114289451166713,0.999649238980085,2,4,"tRNA (cytosine) methyltransferase activity","MF",1,"Red"
"253","GO:0015293",0.0138355402853836,0.997835567618894,4,22,"symporter activity","MF",1,"Red"
"254","GO:0015294",0.0138355402853836,0.997835567618894,4,22,"solute:monoatomic cation symporter activity","MF",1,"Red"
