"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"69","GO:0002495",0.00234498820038481,0.999175391095863,29,42,"antigen processing and presentation of peptide antigen via MHC class II","BP"
"70","GO:0002504",0.00234498820038481,0.999175391095863,29,42,"antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","BP"
"71","GO:0001101",0.00236755846458969,0.998627995525463,82,141,"response to acid chemical","BP"
"72","GO:0050818",0.00242939301047991,0.999412239048453,19,25,"regulation of coagulation","BP"
"73","GO:0018210",0.00244179761009228,0.999060420464747,33,49,"peptidyl-threonine modification","BP"
"74","GO:0032501",0.00246714703120606,0.997876842238806,1154,2370,"multicellular organismal process","BP"
"75","GO:0000280",0.00261972010060558,0.998381372823655,101,177,"nuclear division","BP"
"76","GO:0051674",0.00266436531861233,0.998047525590563,226,427,"localization of cell","BP"
"77","GO:0060255",0.00279532037240916,0.997622855655999,903,1841,"regulation of macromolecule metabolic process","BP"
"78","GO:0023051",0.00281770236874621,0.997682135319259,580,1158,"regulation of signaling","BP"
"79","GO:0048285",0.00282698513626822,0.9982195494739,107,189,"organelle fission","BP"
"80","GO:0010033",0.00301875836671306,0.99754942021628,494,981,"response to organic substance","BP"
"81","GO:0048002",0.0031013513740565,0.998705729975061,36,55,"antigen processing and presentation of peptide antigen","BP"
"82","GO:0048870",0.00310320369036371,0.997716338888974,225,426,"cell motility","BP"
"83","GO:0031344",0.00330190775580661,0.997635369906884,189,353,"regulation of cell projection organization","BP"
"84","GO:0033036",0.00331867215945316,0.997314829102994,468,927,"macromolecule localization","BP"
"85","GO:0043618",0.00336254369776339,0.998876002191955,25,36,"regulation of transcription from RNA polymerase II promoter in response to stress","BP"
"86","GO:0035239",0.00345054626002326,0.997444483901829,229,435,"tube morphogenesis","BP"
"87","GO:0007165",0.00354620225593687,0.997083123697454,549,1097,"signal transduction","BP"
"88","GO:0019886",0.00355384656651557,0.99871123646796,28,41,"antigen processing and presentation of exogenous peptide antigen via MHC class II","BP"
"89","GO:0048814",0.0035619283162665,0.99839041972908,41,64,"regulation of dendrite morphogenesis","BP"
"90","GO:0002682",0.00357184894885811,0.997385659599585,211,399,"regulation of immune system process","BP"
"91","GO:0010646",0.00358827118315012,0.997037486162322,572,1144,"regulation of cell communication","BP"
"92","GO:0051173",0.00364451764347958,0.997013886535388,522,1042,"positive regulation of nitrogen compound metabolic process","BP"
"93","GO:0002478",0.00366645967407568,0.998516285336871,33,50,"antigen processing and presentation of exogenous peptide antigen","BP"
"94","GO:0044403",0.00378101086693593,0.997776679080848,79,136,"biological process involved in symbiotic interaction","BP"
"95","GO:0065008",0.00379553413980666,0.996813984965698,693,1399,"regulation of biological quality","BP"
"96","GO:0050870",0.00381192713632287,0.998568412709225,29,43,"positive regulation of T cell activation","BP"
"97","GO:1903039",0.00381192713632287,0.998568412709225,29,43,"positive regulation of leukocyte cell-cell adhesion","BP"
"98","GO:0031399",0.00389784290902006,0.996964917578666,320,622,"regulation of protein modification process","BP"
"99","GO:0045597",0.00398493608622384,0.997097005430124,200,378,"positive regulation of cell differentiation","BP"
"100","GO:0007472",0.00399133486905299,0.997700174427768,73,125,"wing disc morphogenesis","BP"
"101","GO:0050775",0.00406877793650053,0.998665961210563,24,34,"positive regulation of dendrite morphogenesis","BP"
"102","GO:0008283",0.00418297630795379,0.996968236207964,192,362,"cell population proliferation","BP"
"103","GO:0035220",0.00423579847458307,0.997347740199059,96,170,"wing disc development","BP"
"104","GO:0071900",0.00427828174836931,0.997263366181562,104,186,"regulation of protein serine/threonine kinase activity","BP"
"105","GO:0016197",0.0043337988816682,0.997479992613081,74,127,"endosomal transport","BP"
"106","GO:0007059",0.00433869516171585,0.997409728045068,81,140,"chromosome segregation","BP"
"107","GO:0070570",0.00436479080065619,0.99870450883027,21,29,"regulation of neuron projection regeneration","BP"
"108","GO:0031401",0.00438687024431953,0.996757278986029,215,408,"positive regulation of protein modification process","BP"
"109","GO:0016477",0.00443515743243051,0.996754895286573,201,380,"cell migration","BP"
"110","GO:0071310",0.00447435784814947,0.996447932532737,365,717,"cellular response to organic substance","BP"
"111","GO:0009890",0.00454682960637014,0.99647449269345,298,580,"negative regulation of biosynthetic process","BP"
"112","GO:0019068",0.00476904226810985,0.999181069658024,13,16,"virion assembly","BP"
"113","GO:0060055",0.00485044092661289,1,7,7,"angiogenesis involved in wound healing","BP"
"114","GO:0001568",0.0049004142024669,0.996948937457694,91,161,"blood vessel development","BP"
"115","GO:0002684",0.0049033219484294,0.996741519142198,119,216,"positive regulation of immune system process","BP"
"116","GO:0090169",0.00498418447848486,0.999138053397196,13,16,"regulation of spindle assembly","BP"
"117","GO:0050773",0.00502633562963235,0.997278655903525,58,97,"regulation of dendrite development","BP"
"118","GO:0051301",0.00503157201136295,0.996595374975837,128,235,"cell division","BP"
"119","GO:0030154",0.00510335581034861,0.995681327190826,718,1455,"cell differentiation","BP"
"120","GO:0048010",0.00523321900723713,0.998434036443616,20,28,"vascular endothelial growth factor receptor signaling pathway","BP"
"121","GO:0001525",0.00530790060976772,0.997205450732463,53,88,"angiogenesis","BP"
"122","GO:0048856",0.00531075013494477,0.995398910608574,1045,2149,"anatomical structure development","BP"
"123","GO:0051241",0.00541538320715677,0.995914315868592,235,450,"negative regulation of multicellular organismal process","BP"
"124","GO:0010604",0.0054715936014256,0.995457174398425,550,1105,"positive regulation of macromolecule metabolic process","BP"
"125","GO:0031327",0.00555490254097007,0.99568102428223,291,567,"negative regulation of cellular biosynthetic process","BP"
"126","GO:0045732",0.00559383942144245,0.996677792907101,75,130,"positive regulation of protein catabolic process","BP"
"127","GO:1901673",0.00568606413372495,0.999239388462374,11,13,"regulation of mitotic spindle assembly","BP"
"128","GO:0006457",0.00574515079315389,0.996663666086782,69,119,"protein folding","BP"
"129","GO:0050919",0.00583155350976157,0.998994973920002,12,15,"negative chemotaxis","BP"
"130","GO:0009719",0.0058707369402573,0.995453839599032,279,541,"response to endogenous stimulus","BP"
"131","GO:0043620",0.00595599540566632,0.997833224967902,25,37,"regulation of DNA-templated transcription in response to stress","BP"
"132","GO:0098813",0.00597206419496852,0.996517102190184,70,120,"nuclear chromosome segregation","BP"
"133","GO:0071363",0.00602568213162158,0.996059963080021,106,191,"cellular response to growth factor stimulus","BP"
"134","GO:0070848",0.00612644297647431,0.99597321123303,108,195,"response to growth factor","BP"
"135","GO:0061041",0.00618042101814858,0.997467166121433,30,46,"regulation of wound healing","BP"
"136","GO:0045595",0.00618069431085592,0.995066811721228,355,699,"regulation of cell differentiation","BP"
"137","GO:0035317",0.00621105217588386,0.998003130681274,21,30,"imaginal disc-derived wing hair organization","BP"
"138","GO:0006468",0.00624102157478872,0.995477105402152,176,331,"protein phosphorylation","BP"
"139","GO:0071229",0.00626981854283776,0.996987549097373,41,66,"cellular response to acid chemical","BP"
"140","GO:0048514",0.00627981726257382,0.996236950718027,75,131,"blood vessel morphogenesis","BP"
"141","GO:0022008",0.00630892994298387,0.994869518739412,423,840,"neurogenesis","BP"
"142","GO:0031324",0.00635066943499133,0.994806702626652,447,891,"negative regulation of cellular metabolic process","BP"
"143","GO:0009889",0.00641091826665791,0.994607215817262,621,1257,"regulation of biosynthetic process","BP"
"144","GO:0031326",0.00643598661668217,0.994591739060821,612,1238,"regulation of cellular biosynthetic process","BP"
"145","GO:0045670",0.00647125558243738,0.99770427658381,24,35,"regulation of osteoclast differentiation","BP"
"146","GO:0009893",0.0065130688196499,0.994548064371726,581,1172,"positive regulation of metabolic process","BP"
"147","GO:0006909",0.00659282049351883,0.996352227029902,58,98,"phagocytosis","BP"
"148","GO:0001944",0.00661855147499979,0.995739820642399,97,174,"vasculature development","BP"
"149","GO:0002696",0.00675337938937282,0.996735738852286,41,66,"positive regulation of leukocyte activation","BP"
"150","GO:0002253",0.00683697872146086,0.996257314568736,56,94,"activation of immune response","BP"
"151","GO:1905330",0.00686098168836697,0.996497967177528,46,76,"regulation of morphogenesis of an epithelium","BP"
"152","GO:0043406",0.00688877257242174,0.996201848076773,57,96,"positive regulation of MAP kinase activity","BP"
"153","GO:0046890",0.00710272988485332,0.99635203626371,47,77,"regulation of lipid biosynthetic process","BP"
"154","GO:0019216",0.00720256173446316,0.995472650903404,87,154,"regulation of lipid metabolic process","BP"
"155","GO:0006950",0.00744908996701185,0.993730935416544,601,1214,"response to stress","BP"
"156","GO:0048869",0.00757533250322961,0.99353137765575,734,1494,"cellular developmental process","BP"
"157","GO:0050767",0.00767123845360523,0.994216894262975,215,412,"regulation of neurogenesis","BP"
"158","GO:0007127",0.00767794392691808,0.996858266023518,29,44,"meiosis I","BP"
"159","GO:2000027",0.00779077378651383,0.995319328957046,72,126,"regulation of animal organ morphogenesis","BP"
"160","GO:0031325",0.00783448582725136,0.993457087045078,537,1082,"positive regulation of cellular metabolic process","BP"
"161","GO:0030307",0.00804823519276182,0.995527192962269,56,95,"positive regulation of cell growth","BP"
"162","GO:0050892",0.008353890722933,1,6,6,"intestinal absorption","BP"
"163","GO:0050852",0.00835839674809575,0.997214616039828,21,30,"T cell receptor signaling pathway","BP"
"164","GO:0042063",0.0083853883627296,0.995185135033935,61,105,"gliogenesis","BP"
"165","GO:0044087",0.00843184050225714,0.993518096075715,242,467,"regulation of cellular component biogenesis","BP"
"166","GO:0007051",0.00860391835509955,0.995196327020734,56,95,"spindle organization","BP"
"167","GO:0050793",0.0086090888220358,0.992822806213379,513,1031,"regulation of developmental process","BP"
"168","GO:1904646",0.00862089801081431,0.998411430511436,12,15,"cellular response to amyloid-beta","BP"
"169","GO:0051303",0.00864739001208947,0.996624848982496,26,39,"establishment of chromosome localization","BP"
"170","GO:0034446",0.00865620920766362,0.997850990569334,15,20,"substrate adhesion-dependent cell spreading","BP"
"171","GO:0010770",0.00868842879331393,0.995145863070333,56,95,"positive regulation of cell morphogenesis involved in differentiation","BP"
"172","GO:0060562",0.008704889602923,0.993564947719976,183,348,"epithelial tube morphogenesis","BP"
"173","GO:1903793",0.00872632426399659,0.997830941903509,15,20,"positive regulation of monoatomic anion transport","BP"
"174","GO:0045167",0.0089617051347004,0.998337380337349,12,15,"asymmetric protein localization involved in cell fate determination","BP"
"175","GO:1902533",0.00896827939580289,0.993397442695929,177,336,"positive regulation of intracellular signal transduction","BP"
"176","GO:0019884",0.00902208702286641,0.995937161394074,33,52,"antigen processing and presentation of exogenous antigen","BP"
"177","GO:0002702",0.00907256302496836,0.99669016401848,23,34,"positive regulation of production of molecular mediator of immune response","BP"
"178","GO:0007275",0.00917268474547027,0.992006987212519,978,2015,"multicellular organism development","BP"
"179","GO:0032008",0.00931117046103547,0.997046006196552,19,27,"positive regulation of TOR signaling","BP"
"180","GO:0007250",0.00934342043469723,1,6,6,"activation of NF-kappaB-inducing kinase activity","BP"
"181","GO:0009220",0.00934608533668728,1,6,6,"pyrimidine ribonucleotide biosynthetic process","BP"
"182","GO:0046132",0.00934608533668728,1,6,6,"pyrimidine ribonucleoside biosynthetic process","BP"
"183","GO:0046134",0.00934608533668728,1,6,6,"pyrimidine nucleoside biosynthetic process","BP"
"184","GO:0007154",0.00947428242830217,0.991957238554206,631,1280,"cell communication","BP"
"185","GO:0010720",0.00952506738934808,0.99317756776299,148,278,"positive regulation of cell development","BP"
"186","GO:0032456",0.00954211202341782,0.996963014239116,19,27,"endocytic recycling","BP"
"187","GO:0050000",0.00961002953658287,0.996103020436868,27,41,"chromosome localization","BP"
"188","GO:0050867",0.00974696625798807,0.995109249416988,41,67,"positive regulation of cell activation","BP"
"189","GO:0023052",0.00975027839887685,0.991742915006438,605,1226,"signaling","BP"
"190","GO:0016192",0.00985295106097095,0.992048441412239,350,691,"vesicle-mediated transport","BP"
"191","GO:0044419",0.00985637297195956,0.993834883754736,79,140,"biological process involved in interspecies interaction between organisms","BP"
"192","GO:0035329",0.0100030419786338,0.999148702151923,8,9,"hippo signaling","BP"
"193","GO:0010558",0.0100127070666162,0.992123963113287,276,541,"negative regulation of macromolecule biosynthetic process","BP"
"194","GO:0009218",0.0100669291356961,0.999142009777692,8,9,"pyrimidine ribonucleotide metabolic process","BP"
"195","GO:0051251",0.0100756337294998,0.995267550978331,35,56,"positive regulation of lymphocyte activation","BP"
"196","GO:0001840",0.0101649350076495,1,6,6,"neural plate development","BP"
"197","GO:0009838",0.0101734340145221,1,6,6,"abscission","BP"
"198","GO:0043011",0.0101932427270708,1,6,6,"myeloid dendritic cell differentiation","BP"
"199","GO:0044255",0.0102484621631482,0.992578407941785,155,292,"cellular lipid metabolic process","BP"
"200","GO:0048262",0.0102596583290263,0.999121756199212,8,9,"determination of dorsal/ventral asymmetry","BP"
"201","GO:0009226",0.010356049013159,0.99850355341212,10,12,"nucleotide-sugar biosynthetic process","BP"
"202","GO:0048313",0.0103596873430857,1,6,6,"Golgi inheritance","BP"
"203","GO:0061356",0.0103937457812538,1,6,6,"regulation of Wnt protein secretion","BP"
"204","GO:0061357",0.0103937457812538,1,6,6,"positive regulation of Wnt protein secretion","BP"
"205","GO:0046605",0.0103959007867387,0.99614649942446,23,34,"regulation of centrosome cycle","BP"
"206","GO:0006082",0.0104881374802643,0.992202585888367,181,345,"organic acid metabolic process","BP"
"207","GO:0009411",0.0105946274201279,0.994092158393099,53,90,"response to UV","BP"
"208","GO:0002757",0.0106284590971765,0.994199051363262,50,84,"immune response-activating signaling pathway","BP"
"209","GO:0048729",0.0106785685212828,0.991739221176638,238,462,"tissue morphogenesis","BP"
"210","GO:0002220",0.0106990173369563,0.998443894238701,10,12,"innate immune response activating cell surface receptor signaling pathway","BP"
"211","GO:0002223",0.0106990173369563,0.998443894238701,10,12,"stimulatory C-type lectin receptor signaling pathway","BP"
"212","GO:0045176",0.0107450493839525,0.996526157530625,19,27,"apical protein localization","BP"
"213","GO:0042221",0.0107949402162823,0.990792169398341,649,1321,"response to chemical","BP"
"214","GO:1903035",0.0108099252276317,0.996502387341322,19,27,"negative regulation of response to wounding","BP"
"215","GO:0030193",0.0108310938255707,0.99696455487644,16,22,"regulation of blood coagulation","BP"
"216","GO:1900046",0.0108310938255707,0.99696455487644,16,22,"regulation of hemostasis","BP"
"217","GO:0055088",0.0109924727060369,0.994368336900617,42,69,"lipid homeostasis","BP"
"218","GO:0048670",0.0112820486445722,0.999012731956583,8,9,"regulation of collateral sprouting","BP"
"219","GO:0002009",0.0114528313617826,0.991173473372502,227,440,"morphogenesis of an epithelium","BP"
"220","GO:0060896",0.0114657379023126,0.998992868991573,8,9,"neural plate pattern specification","BP"
"221","GO:1904951",0.0115778793410573,0.992384998841727,93,168,"positive regulation of establishment of protein localization","BP"
"222","GO:0006986",0.0116707631238504,0.99365426441992,48,81,"response to unfolded protein","BP"
"223","GO:0090303",0.0117996387954319,0.996192068920682,18,26,"positive regulation of wound healing","BP"
"224","GO:0007088",0.0118497277317978,0.993015633768741,61,106,"regulation of mitotic nuclear division","BP"
"225","GO:0007593",0.011899853817247,0.998945603325906,8,9,"chitin-based cuticle sclerotization","BP"
"226","GO:0048085",0.011899853817247,0.998945603325906,8,9,"adult chitin-containing cuticle pigmentation","BP"
"227","GO:1904645",0.0119301889237984,0.997279161168756,13,17,"response to amyloid-beta","BP"
"228","GO:0042538",0.011931517221978,0.998942138304048,8,9,"hyperosmotic salinity response","BP"
"229","GO:0071472",0.011931517221978,0.998942138304048,8,9,"cellular response to salt stress","BP"
"230","GO:0071475",0.011931517221978,0.998942138304048,8,9,"cellular hyperosmotic salinity response","BP"
"231","GO:0006582",0.0119701556454159,0.99634890568869,17,24,"melanin metabolic process","BP"
"232","GO:0080135",0.0121916038483713,0.99107550755202,158,299,"regulation of cellular response to stress","BP"
"233","GO:0043436",0.0122709118439124,0.990841833621241,178,340,"oxoacid metabolic process","BP"
"234","GO:0035114",0.0123020587303959,0.992164506544041,80,143,"imaginal disc-derived appendage morphogenesis","BP"
"235","GO:0048563",0.0127166468393869,0.991443865951051,100,183,"post-embryonic animal organ morphogenesis","BP"
"236","GO:0019827",0.0127514000941036,0.992263813705678,66,116,"stem cell population maintenance","BP"
"237","GO:0044070",0.0127781897268874,0.994186998109616,31,49,"regulation of monoatomic anion transport","BP"
"238","GO:0071902",0.0127899168740718,0.992014842130037,73,130,"positive regulation of protein serine/threonine kinase activity","BP"
"239","GO:0048878",0.0129418545876467,0.990243323614857,187,360,"chemical homeostasis","BP"
"240","GO:0051783",0.0129669646617424,0.992022891148586,69,122,"regulation of nuclear division","BP"
"241","GO:2000112",0.0130255712796561,0.98894933561468,567,1152,"regulation of cellular macromolecule biosynthetic process","BP"
"242","GO:0071230",0.0130682755834183,0.995963530357789,17,24,"cellular response to amino acid stimulus","BP"
"243","GO:0002429",0.0131293692666803,0.993424251926448,38,62,"immune response-activating cell surface receptor signaling pathway","BP"
"244","GO:0043112",0.0133300256109466,0.99391010196641,31,49,"receptor metabolic process","BP"
"245","GO:0006890",0.0133992464492526,0.994411567218813,26,40,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","BP"
"246","GO:0032210",0.0134645395651055,0.99508946120059,21,31,"regulation of telomere maintenance via telomerase","BP"
"247","GO:0007476",0.0134883374548571,0.991715507680014,68,120,"imaginal disc-derived wing morphogenesis","BP"
"248","GO:0050820",0.013673215470838,0.997342387774094,11,14,"positive regulation of coagulation","BP"
"249","GO:1901976",0.0137886768829398,0.995707882436966,17,24,"regulation of cell cycle checkpoint","BP"
"250","GO:0051094",0.0140841456208112,0.988809090145818,274,539,"positive regulation of developmental process","BP"
"251","GO:0048585",0.0141382185805524,0.988620896898877,308,608,"negative regulation of response to stimulus","BP"
"252","GO:0019221",0.0143123850538587,0.991306491495758,64,113,"cytokine-mediated signaling pathway","BP"
"253","GO:0007492",0.0143611933133114,0.993552692651061,29,46,"endoderm development","BP"
"254","GO:0060236",0.0143880408967293,0.995493549842276,17,24,"regulation of mitotic spindle organization","BP"
"255","GO:0009225",0.0145188272139216,0.996171806046552,14,19,"nucleotide-sugar metabolic process","BP"
"256","GO:0045933",0.0146035767646386,0.995797584064076,15,21,"positive regulation of muscle contraction","BP"
"257","GO:0006305",0.0148986675595356,0.996054963241665,14,19,"DNA alkylation","BP"
"258","GO:0006306",0.0148986675595356,0.996054963241665,14,19,"DNA methylation","BP"
"259","GO:2000113",0.0150176184722879,0.988070102394074,268,528,"negative regulation of cellular macromolecule biosynthetic process","BP"
"260","GO:0008347",0.0150300423784469,0.993354683932779,28,44,"glial cell migration","BP"
"261","GO:0042308",0.0150381739873949,0.997023491232872,11,14,"negative regulation of protein import into nucleus","BP"
"262","GO:1904590",0.0150381739873949,0.997023491232872,11,14,"negative regulation of protein import","BP"
"263","GO:0002376",0.0151276942968108,0.987626872456148,353,703,"immune system process","BP"
"264","GO:0010556",0.015204146536864,0.987027791172885,584,1190,"regulation of macromolecule biosynthetic process","BP"
"265","GO:0035120",0.0153389858304448,0.9900841236642,80,144,"post-embryonic appendage morphogenesis","BP"
"266","GO:0048737",0.0153532689905795,0.990014044018977,82,148,"imaginal disc-derived appendage development","BP"
"267","GO:0007560",0.0154061586191417,0.989561791817178,98,180,"imaginal disc morphogenesis","BP"
"268","GO:0090101",0.0154342630309861,0.993863982077059,23,35,"negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","BP"
"269","GO:0099024",0.0154631891830526,0.993500028868265,25,39,"plasma membrane invagination","BP"
"270","GO:0032890",0.0154706070977544,0.994816116274625,18,26,"regulation of organic acid transport","BP"
"271","GO:0043405",0.0154711805318219,0.990297671434068,71,126,"regulation of MAP kinase activity","BP"
"272","GO:0071495",0.015512357028621,0.987959928149584,220,428,"cellular response to endogenous stimulus","BP"
"273","GO:0035295",0.015640172939749,0.987466600828897,287,566,"tube development","BP"
"274","GO:2000060",0.0156802144824386,0.992255435686508,35,57,"positive regulation of ubiquitin-dependent protein catabolic process","BP"
"275","GO:0007276",0.0158098886799409,0.987209969921425,313,619,"gamete generation","BP"
"276","GO:0000819",0.0159659446467221,0.990845754958565,52,89,"sister chromatid segregation","BP"
"277","GO:0006972",0.0159884616651021,0.995716755538406,14,19,"hyperosmotic response","BP"
"278","GO:0106027",0.0160461440697117,0.994595437413375,18,26,"neuron projection organization","BP"
"279","GO:0044089",0.0161917304237064,0.988350852548981,132,248,"positive regulation of cellular component biogenesis","BP"
"280","GO:0043410",0.0162601466825024,0.98915513843986,90,164,"positive regulation of MAPK cascade","BP"
"281","GO:0098727",0.0162958141198305,0.989927024036196,66,117,"maintenance of cell number","BP"
"282","GO:0006793",0.0163372131377809,0.986522300400129,377,755,"phosphorus metabolic process","BP"
"283","GO:1990823",0.0163786264274892,0.992274303351156,31,50,"response to leukemia inhibitory factor","BP"
"284","GO:1990830",0.0163786264274892,0.992274303351156,31,50,"cellular response to leukemia inhibitory factor","BP"
"285","GO:0009894",0.0166470269660093,0.987114940234083,211,410,"regulation of catabolic process","BP"
"286","GO:0051492",0.0167432565232367,0.9930802808082,24,37,"regulation of stress fiber assembly","BP"
"287","GO:0030950",0.0167576283783882,1,5,5,"establishment or maintenance of actin cytoskeleton polarity","BP"
"288","GO:0022412",0.0168024758208414,0.98663715918144,263,516,"cellular process involved in reproduction in multicellular organism","BP"
"289","GO:0051347",0.0171266683054653,0.987754852318458,125,235,"positive regulation of transferase activity","BP"
